t,x_plan,y_plan,psi_plan,u_plan,v_plan,r_plan,tau_u_plan,tau_r_plan,T1_plan,T2_plan,x_real,y_real,psi_real,u_real,v_real,r_real,tau_u_applied,tau_r_applied,T1_applied,T2_applied
70.733333,28.719496,16.592377,-0.655511,0.574501,0.038149,-0.100719,21.238017,-0.824748,4.598515,6.020494,13.624214,16.543890,-1.074958,0.772065,0.099622,-0.196253,21.238017,-0.824748,4.598515,6.020494
70.766667,28.735434,16.581685,-0.658866,0.574487,0.038116,-0.100582,21.240100,-0.823022,4.600524,6.019527,13.639309,16.522785,-1.081498,0.772030,0.099598,-0.196117,21.240100,-0.823022,4.600524,6.019527
70.800000,28.751335,16.570938,-0.662216,0.574478,0.038082,-0.100443,21.242311,-0.821279,4.602579,6.018577,13.654265,16.501582,-1.088033,0.772000,0.099571,-0.195976,21.242311,-0.821279,4.602579,6.018577
70.833333,28.767198,16.560138,-0.665562,0.574473,0.038048,-0.100300,21.244647,-0.819520,4.604679,6.017645,13.669081,16.480282,-1.094563,0.771975,0.099542,-0.195830,21.244647,-0.819520,4.604679,6.017645
70.866667,28.783025,16.549284,-0.668903,0.574472,0.038012,-0.100155,21.247107,-0.817746,4.606823,6.016730,13.683756,16.458886,-1.101088,0.771954,0.099511,-0.195679,21.247107,-0.817746,4.606823,6.016730
70.900000,28.798815,16.538377,-0.672239,0.574474,0.037975,-0.100007,21.249690,-0.815956,4.609012,6.015833,13.698290,16.437394,-1.107608,0.771938,0.099478,-0.195523,21.249690,-0.815956,4.609012,6.015833
70.933333,28.814567,16.527415,-0.675570,0.574481,0.037938,-0.099857,21.252393,-0.814151,4.611244,6.014953,13.712682,16.415809,-1.114123,0.771927,0.099443,-0.195363,21.252393,-0.814151,4.611244,6.014953
70.966667,28.830283,16.516401,-0.678896,0.574492,0.037899,-0.099703,21.255216,-0.812332,4.613518,6.014090,13.726933,16.394130,-1.120632,0.771920,0.099405,-0.195198,21.255216,-0.812332,4.613518,6.014090
71.000000,28.845961,16.505332,-0.682217,0.574506,0.037860,-0.099548,21.258157,-0.810498,4.615834,6.013244,13.741041,16.372358,-1.127136,0.771917,0.099365,-0.195028,21.258157,-0.810498,4.615834,6.013244
71.033333,28.861602,16.494211,-0.685533,0.574525,0.037820,-0.099389,21.261214,-0.808650,4.618192,6.012415,13.755005,16.350495,-1.133634,0.771919,0.099324,-0.194854,21.261214,-0.808650,4.618192,6.012415
71.066667,28.877206,16.483036,-0.688843,0.574547,0.037779,-0.099228,21.264386,-0.806788,4.620590,6.011603,13.768826,16.328540,-1.140126,0.771926,0.099280,-0.194676,21.264386,-0.806788,4.620590,6.011603
71.100000,28.892773,16.471808,-0.692148,0.574573,0.037737,-0.099065,21.267671,-0.804913,4.623027,6.010809,13.782504,16.306496,-1.146612,0.771936,0.099234,-0.194493,21.267671,-0.804913,4.623027,6.010809
71.133333,28.908302,16.460527,-0.695447,0.574603,0.037694,-0.098899,21.271069,-0.803025,4.625504,6.010030,13.796036,16.284362,-1.153092,0.771952,0.099186,-0.194306,21.271069,-0.803025,4.625504,6.010030
71.166667,28.923793,16.449193,-0.698741,0.574637,0.037650,-0.098731,21.274576,-0.801125,4.628019,6.009269,13.809424,16.262139,-1.159566,0.771971,0.099136,-0.194114,21.274576,-0.801125,4.628019,6.009269
71.200000,28.939248,16.437806,-0.702029,0.574674,0.037605,-0.098561,21.278192,-0.799212,4.630572,6.008524,13.822667,16.239830,-1.166033,0.771995,0.099084,-0.193918,21.278192,-0.799212,4.630572,6.008524
71.233333,28.954664,16.426367,-0.705312,0.574715,0.037560,-0.098388,21.281915,-0.797288,4.633162,6.007796,13.835763,16.217433,-1.172494,0.772023,0.099030,-0.193718,21.281915,-0.797288,4.633162,6.007796
71.266667,28.970044,16.414875,-0.708588,0.574760,0.037513,-0.098213,21.285743,-0.795352,4.635788,6.007084,13.848714,16.194951,-1.178947,0.772056,0.098974,-0.193514,21.285743,-0.795352,4.635788,6.007084
71.300000,28.985386,16.403330,-0.711859,0.574808,0.037466,-0.098035,21.289676,-0.793404,4.638450,6.006388,13.861518,16.172384,-1.185394,0.772092,0.098916,-0.193305,21.289676,-0.793404,4.638450,6.006388
71.333333,29.000690,16.391733,-0.715124,0.574860,0.037418,-0.097855,21.293710,-0.791446,4.641146,6.005708,13.874175,16.149733,-1.191834,0.772133,0.098856,-0.193093,21.293710,-0.791446,4.641146,6.005708
71.366667,29.015956,16.380084,-0.718383,0.574915,0.037369,-0.097674,21.297844,-0.789477,4.643877,6.005045,13.886684,16.126999,-1.198267,0.772178,0.098794,-0.192876,21.297844,-0.789477,4.643877,6.005045
71.400000,29.031185,16.368383,-0.721636,0.574974,0.037320,-0.097490,21.302077,-0.787498,4.646642,6.004397,13.899046,16.104183,-1.204693,0.772227,0.098731,-0.192656,21.302077,-0.787498,4.646642,6.004397
71.433333,29.046376,16.356630,-0.724882,0.575036,0.037270,-0.097304,21.306408,-0.785509,4.649439,6.003765,13.911259,16.081286,-1.211111,0.772280,0.098665,-0.192432,21.306408,-0.785509,4.649439,6.003765
71.466667,29.061530,16.344824,-0.728123,0.575102,0.037218,-0.097116,21.310833,-0.783511,4.652268,6.003149,13.923324,16.058308,-1.217521,0.772337,0.098598,-0.192204,21.310833,-0.783511,4.652268,6.003149
71.500000,29.076646,16.332968,-0.731357,0.575171,0.037167,-0.096925,21.315353,-0.781503,4.655128,6.002548,13.935240,16.035251,-1.223924,0.772398,0.098528,-0.191972,21.315353,-0.781503,4.655128,6.002548
71.533333,29.091724,16.321059,-0.734584,0.575243,0.037114,-0.096733,21.319964,-0.779487,4.658020,6.001962,13.947007,16.012115,-1.230319,0.772463,0.098457,-0.191736,21.319964,-0.779487,4.658020,6.001962
71.566667,29.106764,16.309099,-0.737806,0.575318,0.037061,-0.096539,21.324665,-0.777462,4.660941,6.001392,13.958624,15.988902,-1.236707,0.772532,0.098384,-0.191497,21.324665,-0.777462,4.660941,6.001392
71.600000,29.121766,16.297087,-0.741020,0.575397,0.037007,-0.096343,21.329455,-0.775428,4.663891,6.000837,13.970091,15.965612,-1.243086,0.772605,0.098309,-0.191254,21.329455,-0.775428,4.663891,6.000837
71.633333,29.136730,16.285025,-0.744228,0.575479,0.036952,-0.096146,21.334332,-0.773387,4.666870,6.000296,13.981408,15.942246,-1.249457,0.772681,0.098233,-0.191007,21.334332,-0.773387,4.666870,6.000296
71.666667,29.151656,16.272911,-0.747430,0.575564,0.036896,-0.095946,21.339293,-0.771338,4.669876,5.999770,13.992574,15.918805,-1.255819,0.772762,0.098155,-0.190757,21.339293,-0.771338,4.669876,5.999770
71.700000,29.166545,16.260746,-0.750625,0.575652,0.036840,-0.095745,21.344338,-0.769282,4.672910,5.999259,14.003590,15.895290,-1.262174,0.772845,0.098075,-0.190504,21.344338,-0.769282,4.672910,5.999259
71.733333,29.181395,16.248530,-0.753813,0.575744,0.036783,-0.095541,21.349464,-0.767219,4.675970,5.998762,14.014454,15.871702,-1.268520,0.772933,0.097993,-0.190247,21.349464,-0.767219,4.675970,5.998762
71.766667,29.196208,16.236264,-0.756994,0.575838,0.036725,-0.095337,21.354670,-0.765149,4.679056,5.998279,14.025166,15.848043,-1.274857,0.773024,0.097910,-0.189987,21.354670,-0.765149,4.679056,5.998279
71.800000,29.210982,16.223947,-0.760169,0.575935,0.036667,-0.095130,21.359953,-0.763073,4.682166,5.997810,14.035727,15.824312,-1.281185,0.773119,0.097825,-0.189723,21.359953,-0.763073,4.682166,5.997810
71.833333,29.225718,16.211579,-0.763336,0.576036,0.036608,-0.094922,21.365313,-0.760991,4.685301,5.997355,14.046135,15.800511,-1.287505,0.773217,0.097738,-0.189456,21.365313,-0.760991,4.685301,5.997355
71.866667,29.240416,16.199161,-0.766497,0.576139,0.036549,-0.094712,21.370746,-0.758903,4.688460,5.996914,14.056391,15.776640,-1.293816,0.773319,0.097650,-0.189186,21.370746,-0.758903,4.688460,5.996914
71.900000,29.255076,16.186693,-0.769650,0.576245,0.036489,-0.094501,21.376253,-0.756810,4.691641,5.996486,14.066495,15.752701,-1.300117,0.773424,0.097560,-0.188913,21.376253,-0.756810,4.691641,5.996486
71.933333,29.269698,16.174175,-0.772797,0.576353,0.036428,-0.094288,21.381829,-0.754712,4.694844,5.996071,14.076445,15.728695,-1.306410,0.773533,0.097468,-0.188637,21.381829,-0.754712,4.694844,5.996071
71.966667,29.284281,16.161607,-0.775936,0.576465,0.036366,-0.094074,21.387475,-0.752608,4.698068,5.995669,14.086242,15.704623,-1.312693,0.773645,0.097375,-0.188358,21.387475,-0.752608,4.698068,5.995669
72.000000,29.298826,16.148989,-0.779069,0.576579,0.036304,-0.093858,21.393187,-0.750501,4.701313,5.995280,14.095886,15.680485,-1.318967,0.773760,0.097280,-0.188075,21.393187,-0.750501,4.701313,5.995280
72.033333,29.313333,16.136321,-0.782194,0.576696,0.036242,-0.093641,21.398965,-0.748389,4.704579,5.994904,14.105377,15.656282,-1.325231,0.773879,0.097184,-0.187790,21.398965,-0.748389,4.704579,5.994904
72.066667,29.327802,16.123604,-0.785311,0.576816,0.036179,-0.093423,21.404806,-0.746273,4.707863,5.994540,14.114713,15.632016,-1.331486,0.774000,0.097086,-0.187502,21.404806,-0.746273,4.707863,5.994540
72.100000,29.342232,16.110838,-0.788422,0.576938,0.036115,-0.093203,21.410708,-0.744153,4.711166,5.994188,14.123895,15.607687,-1.337731,0.774125,0.096987,-0.187211,21.410708,-0.744153,4.711166,5.994188
72.133333,29.356624,16.098022,-0.791525,0.577062,0.036050,-0.092982,21.416670,-0.742030,4.714486,5.993848,14.132924,15.583296,-1.343967,0.774253,0.096886,-0.186917,21.416670,-0.742030,4.714486,5.993848
72.166667,29.370978,16.085158,-0.794621,0.577189,0.035986,-0.092760,21.422689,-0.739904,4.717824,5.993520,14.141797,15.558845,-1.350192,0.774384,0.096784,-0.186621,21.422689,-0.739904,4.717824,5.993520
72.200000,29.385293,16.072244,-0.797709,0.577319,0.035920,-0.092536,21.428764,-0.737775,4.721178,5.993204,14.150516,15.534334,-1.356408,0.774517,0.096680,-0.186322,21.428764,-0.737775,4.721178,5.993204
72.233333,29.399570,16.059282,-0.800790,0.577451,0.035854,-0.092312,21.434894,-0.735643,4.724548,5.992899,14.159080,15.509764,-1.362614,0.774654,0.096575,-0.186020,21.434894,-0.735643,4.724548,5.992899
72.266667,29.413808,16.046271,-0.803863,0.577585,0.035788,-0.092086,21.441075,-0.733509,4.727933,5.992605,14.167489,15.485137,-1.368809,0.774794,0.096469,-0.185716,21.441075,-0.733509,4.727933,5.992605
72.300000,29.428008,16.033212,-0.806929,0.577721,0.035721,-0.091859,21.447307,-0.731374,4.731332,5.992321,14.175743,15.460452,-1.374995,0.774936,0.096361,-0.185409,21.447307,-0.731374,4.731332,5.992321
72.333333,29.442170,16.020105,-0.809987,0.577860,0.035653,-0.091631,21.453587,-0.729236,4.734745,5.992048,14.183842,15.435711,-1.381170,0.775082,0.096252,-0.185100,21.453587,-0.729236,4.734745,5.992048
72.366667,29.456292,16.006949,-0.813037,0.578001,0.035585,-0.091402,21.459913,-0.727097,4.738171,5.991786,14.191785,15.410916,-1.387335,0.775230,0.096141,-0.184789,21.459913,-0.727097,4.738171,5.991786
72.400000,29.470377,15.993745,-0.816080,0.578144,0.035517,-0.091172,21.466284,-0.724957,4.741608,5.991534,14.199572,15.386066,-1.393489,0.775380,0.096029,-0.184475,21.466284,-0.724957,4.741608,5.991534
72.433333,29.484422,15.980494,-0.819115,0.578289,0.035448,-0.090941,21.472698,-0.722815,4.745058,5.991291,14.207203,15.361164,-1.399633,0.775534,0.095916,-0.184158,21.472698,-0.722815,4.745058,5.991291
72.466667,29.498429,15.967195,-0.822143,0.578436,0.035378,-0.090709,21.479152,-0.720673,4.748518,5.991058,14.214679,15.336209,-1.405766,0.775689,0.095801,-0.183840,21.479152,-0.720673,4.748518,5.991058
72.500000,29.512398,15.953848,-0.825163,0.578586,0.035308,-0.090476,21.485645,-0.718531,4.751988,5.990834,14.221999,15.311203,-1.411889,0.775848,0.095686,-0.183519,21.485645,-0.718531,4.751988,5.990834
72.533333,29.526328,15.940454,-0.828175,0.578737,0.035238,-0.090243,21.492176,-0.716388,4.755468,5.990620,14.229162,15.286147,-1.418001,0.776009,0.095569,-0.183196,21.492176,-0.716388,4.755468,5.990620
72.566667,29.540219,15.927013,-0.831179,0.578890,0.035167,-0.090008,21.498741,-0.714246,4.758956,5.990414,14.236170,15.261042,-1.424102,0.776172,0.095450,-0.182871,21.498741,-0.714246,4.758956,5.990414
72.600000,29.554071,15.913525,-0.834175,0.579045,0.035096,-0.089773,21.505340,-0.712103,4.762453,5.990217,14.243021,15.235889,-1.430192,0.776337,0.095331,-0.182544,21.505340,-0.712103,4.762453,5.990217
72.633333,29.567885,15.899990,-0.837164,0.579201,0.035025,-0.089537,21.511970,-0.709961,4.765957,5.990028,14.249716,15.210688,-1.436271,0.776505,0.095210,-0.182215,21.511970,-0.709961,4.765957,5.990028
72.666667,29.581660,15.886409,-0.840144,0.579360,0.034953,-0.089300,21.518630,-0.707820,4.769468,5.989847,14.256254,15.185441,-1.442340,0.776675,0.095088,-0.181884,21.518630,-0.707820,4.769468,5.989847
72.700000,29.595396,15.872781,-0.843117,0.579520,0.034880,-0.089063,21.525317,-0.705680,4.772984,5.989674,14.262636,15.160148,-1.448397,0.776848,0.094965,-0.181552,21.525317,-0.705680,4.772984,5.989674
72.733333,29.609094,15.859106,-0.846082,0.579681,0.034808,-0.088825,21.532030,-0.703541,4.776507,5.989509,14.268861,15.134812,-1.454443,0.777022,0.094841,-0.181217,21.532030,-0.703541,4.776507,5.989509
72.766667,29.622752,15.845386,-0.849039,0.579845,0.034735,-0.088586,21.538767,-0.701404,4.780033,5.989350,14.274929,15.109432,-1.460478,0.777198,0.094715,-0.180880,21.538767,-0.701404,4.780033,5.989350
72.800000,29.636372,15.831619,-0.851988,0.580009,0.034661,-0.088347,21.545526,-0.699268,4.783564,5.989199,14.280841,15.084009,-1.466502,0.777377,0.094589,-0.180542,21.545526,-0.699268,4.783564,5.989199
72.833333,29.649953,15.817807,-0.854929,0.580176,0.034587,-0.088107,21.552305,-0.697134,4.787098,5.989054,14.286596,15.058545,-1.472514,0.777557,0.094461,-0.180202,21.552305,-0.697134,4.787098,5.989054
72.866667,29.663496,15.803949,-0.857862,0.580343,0.034513,-0.087867,21.559101,-0.695002,4.790635,5.988915,14.292195,15.033040,-1.478515,0.777740,0.094332,-0.179860,21.559101,-0.695002,4.790635,5.988915
72.900000,29.676999,15.790045,-0.860786,0.580513,0.034438,-0.087627,21.565914,-0.692873,4.794174,5.988783,14.297636,15.007496,-1.484505,0.777924,0.094203,-0.179517,21.565914,-0.692873,4.794174,5.988783
72.933333,29.690464,15.776096,-0.863703,0.580683,0.034364,-0.087385,21.572742,-0.690746,4.797715,5.988656,14.302921,14.981913,-1.490483,0.778110,0.094072,-0.179172,21.572742,-0.690746,4.797715,5.988656
72.966667,29.703889,15.762102,-0.866612,0.580855,0.034288,-0.087144,21.579582,-0.688622,4.801256,5.988535,14.308049,14.956292,-1.496449,0.778298,0.093940,-0.178826,21.579582,-0.688622,4.801256,5.988535
73.000000,29.717276,15.748063,-0.869513,0.581028,0.034213,-0.086902,21.586432,-0.686501,4.804797,5.988419,14.313020,14.930635,-1.502404,0.778487,0.093807,-0.178478,21.586432,-0.686501,4.804797,5.988419
73.033333,29.730624,15.733980,-0.872406,0.581202,0.034137,-0.086659,21.593291,-0.684383,4.808338,5.988308,14.317835,14.904942,-1.508348,0.778678,0.093673,-0.178129,21.593291,-0.684383,4.808338,5.988308
73.066667,29.743933,15.719851,-0.875290,0.581377,0.034061,-0.086417,21.600157,-0.682268,4.811877,5.988202,14.322493,14.879215,-1.514280,0.778871,0.093538,-0.177778,21.600157,-0.682268,4.811877,5.988202
73.100000,29.757202,15.705679,-0.878167,0.581554,0.033985,-0.086174,21.607028,-0.680157,4.815415,5.988100,14.326994,14.853453,-1.520200,0.779065,0.093403,-0.177426,21.607028,-0.680157,4.815415,5.988100
73.133333,29.770433,15.691462,-0.881035,0.581731,0.033908,-0.085931,21.613903,-0.678050,4.818950,5.988001,14.331339,14.827659,-1.526108,0.779260,0.093266,-0.177073,21.613903,-0.678050,4.818950,5.988001
73.166667,29.783625,15.677201,-0.883895,0.581909,0.033831,-0.085687,21.620778,-0.675947,4.822482,5.987907,14.335526,14.801832,-1.532004,0.779457,0.093128,-0.176719,21.620778,-0.675947,4.822482,5.987907
73.200000,29.796778,15.662896,-0.886748,0.582089,0.033754,-0.085443,21.627653,-0.673848,4.826010,5.987816,14.339558,14.775975,-1.537889,0.779656,0.092990,-0.176363,21.627653,-0.673848,4.826010,5.987816
73.233333,29.809892,15.648548,-0.889592,0.582269,0.033677,-0.085200,21.634525,-0.671753,4.829534,5.987728,14.343432,14.750088,-1.543762,0.779855,0.092850,-0.176006,21.634525,-0.671753,4.829534,5.987728
73.266667,29.822967,15.634156,-0.892428,0.582450,0.033599,-0.084956,21.641393,-0.669663,4.833053,5.987643,14.347151,14.724171,-1.549623,0.780056,0.092710,-0.175648,21.641393,-0.669663,4.833053,5.987643
73.300000,29.836003,15.619720,-0.895255,0.582631,0.033521,-0.084711,21.648254,-0.667577,4.836566,5.987561,14.350713,14.698227,-1.555472,0.780258,0.092569,-0.175289,21.648254,-0.667577,4.836566,5.987561
73.333333,29.849000,15.605242,-0.898075,0.582814,0.033443,-0.084467,21.655108,-0.665497,4.840073,5.987481,14.354119,14.672255,-1.561309,0.780461,0.092427,-0.174929,21.655108,-0.665497,4.840073,5.987481
73.366667,29.861957,15.590721,-0.900886,0.582997,0.033365,-0.084223,21.661951,-0.663421,4.843573,5.987403,14.357368,14.646257,-1.567134,0.780665,0.092284,-0.174568,21.661951,-0.663421,4.843573,5.987403
73.400000,29.874876,15.576157,-0.903690,0.583181,0.033286,-0.083979,21.668783,-0.661351,4.847066,5.987326,14.360461,14.620234,-1.572946,0.780870,0.092140,-0.174206,21.668783,-0.661351,4.847066,5.987326
73.433333,29.887756,15.561550,-0.906485,0.583365,0.033208,-0.083734,21.675602,-0.659286,4.850550,5.987250,14.363399,14.594186,-1.578747,0.781077,0.091996,-0.173843,21.675602,-0.659286,4.850550,5.987250
73.466667,29.900596,15.546901,-0.909272,0.583550,0.033129,-0.083490,21.682405,-0.657227,4.854026,5.987176,14.366180,14.568115,-1.584536,0.781284,0.091850,-0.173479,21.682405,-0.657227,4.854026,5.987176
73.500000,29.913397,15.532210,-0.912051,0.583735,0.033050,-0.083246,21.689190,-0.655173,4.857493,5.987102,14.368806,14.542022,-1.590312,0.781492,0.091704,-0.173115,21.689190,-0.655173,4.857493,5.987102
73.533333,29.926160,15.517477,-0.914822,0.583921,0.032971,-0.083002,21.695957,-0.653126,4.860950,5.987029,14.371276,14.515907,-1.596077,0.781700,0.091557,-0.172749,21.695957,-0.653126,4.860950,5.987029
73.566667,29.938883,15.502702,-0.917584,0.584107,0.032891,-0.082758,21.702703,-0.651085,4.864396,5.986955,14.373591,14.489771,-1.601829,0.781910,0.091410,-0.172383,21.702703,-0.651085,4.864396,5.986955
73.600000,29.951567,15.487885,-0.920339,0.584293,0.032812,-0.082514,21.709426,-0.649049,4.867831,5.986882,14.375750,14.463616,-1.607569,0.782120,0.091262,-0.172017,21.709426,-0.649049,4.867831,5.986882
73.633333,29.964211,15.473028,-0.923085,0.584480,0.032732,-0.082270,21.716125,-0.647021,4.871255,5.986808,14.377754,14.437441,-1.613297,0.782330,0.091113,-0.171649,21.716125,-0.647021,4.871255,5.986808
73.666667,29.976817,15.458129,-0.925824,0.584666,0.032652,-0.082026,21.722797,-0.644999,4.874666,5.986733,14.379603,14.411249,-1.619012,0.782542,0.090963,-0.171281,21.722797,-0.644999,4.874666,5.986733
73.700000,29.989383,15.443189,-0.928554,0.584853,0.032572,-0.081783,21.729442,-0.642983,4.878065,5.986656,14.381296,14.385041,-1.624715,0.782753,0.090813,-0.170912,21.729442,-0.642983,4.878065,5.986656
73.733333,30.001911,15.428208,-0.931276,0.585040,0.032492,-0.081540,21.736056,-0.640975,4.881450,5.986578,14.382836,14.358816,-1.630406,0.782966,0.090662,-0.170543,21.736056,-0.640975,4.881450,5.986578
73.766667,30.014399,15.413186,-0.933990,0.585228,0.032412,-0.081297,21.742639,-0.638973,4.884821,5.986499,14.384220,14.332576,-1.636085,0.783178,0.090510,-0.170174,21.742639,-0.638973,4.884821,5.986499
73.800000,30.026848,15.398124,-0.936696,0.585415,0.032332,-0.081054,21.749189,-0.636979,4.888177,5.986417,14.385450,14.306322,-1.641751,0.783391,0.090358,-0.169804,21.749189,-0.636979,4.888177,5.986417
73.833333,30.039257,15.383023,-0.939393,0.585602,0.032251,-0.080812,21.755703,-0.634992,4.891519,5.986333,14.386526,14.280054,-1.647405,0.783604,0.090205,-0.169433,21.755703,-0.634992,4.891519,5.986333
73.866667,30.051628,15.367881,-0.942083,0.585789,0.032171,-0.080570,21.762181,-0.633013,4.894845,5.986246,14.387448,14.253775,-1.653047,0.783818,0.090052,-0.169062,21.762181,-0.633013,4.894845,5.986246
73.900000,30.063959,15.352699,-0.944765,0.585975,0.032090,-0.080328,21.768620,-0.631041,4.898154,5.986155,14.388217,14.227483,-1.658676,0.784031,0.089898,-0.168691,21.768620,-0.631041,4.898154,5.986155
73.933333,30.076251,15.337477,-0.947438,0.586162,0.032010,-0.080087,21.775018,-0.629077,4.901447,5.986062,14.388831,14.201182,-1.664293,0.784245,0.089743,-0.168319,21.775018,-0.629077,4.901447,5.986062
73.966667,30.088504,15.322217,-0.950104,0.586348,0.031929,-0.079846,21.781374,-0.627120,4.904723,5.985965,14.389292,14.174871,-1.669897,0.784459,0.089588,-0.167948,21.781374,-0.627120,4.904723,5.985965
74.000000,30.100717,15.306917,-0.952761,0.586534,0.031848,-0.079605,21.787687,-0.625172,4.907980,5.985863,14.389600,14.148551,-1.675489,0.784673,0.089432,-0.167576,21.787687,-0.625172,4.907980,5.985863
74.033333,30.112891,15.291578,-0.955411,0.586720,0.031767,-0.079365,21.793954,-0.623232,4.911220,5.985757,14.389755,14.122223,-1.681069,0.784886,0.089276,-0.167203,21.793954,-0.623232,4.911220,5.985757
74.066667,30.125026,15.276200,-0.958052,0.586905,0.031687,-0.079126,21.800174,-0.621300,4.914440,5.985647,14.389758,14.095888,-1.686636,0.785100,0.089120,-0.166831,21.800174,-0.621300,4.914440,5.985647
74.100000,30.137122,15.260784,-0.960686,0.587090,0.031606,-0.078887,21.806345,-0.619377,4.917641,5.985532,14.389607,14.069547,-1.692191,0.785314,0.088962,-0.166458,21.806345,-0.619377,4.917641,5.985532
74.133333,30.149178,15.245330,-0.963312,0.587274,0.031525,-0.078648,21.812465,-0.617462,4.920822,5.985411,14.389305,14.043201,-1.697733,0.785527,0.088805,-0.166086,21.812465,-0.617462,4.920822,5.985411
74.166667,30.161195,15.229837,-0.965929,0.587458,0.031444,-0.078410,21.818533,-0.615556,4.923982,5.985285,14.388850,14.016851,-1.703263,0.785740,0.088647,-0.165713,21.818533,-0.615556,4.923982,5.985285
74.200000,30.173173,15.214306,-0.968539,0.587641,0.031363,-0.078173,21.824547,-0.613658,4.927121,5.985152,14.388244,13.990497,-1.708781,0.785953,0.088488,-0.165340,21.824547,-0.613658,4.927121,5.985152
74.233333,30.185112,15.198738,-0.971141,0.587824,0.031282,-0.077936,21.830505,-0.611770,4.930239,5.985014,14.387487,13.964141,-1.714286,0.786165,0.088329,-0.164968,21.830505,-0.611770,4.930239,5.985014
74.266667,30.197011,15.183132,-0.973735,0.588005,0.031201,-0.077699,21.836406,-0.609890,4.933334,5.984869,14.386578,13.937783,-1.719778,0.786377,0.088169,-0.164595,21.836406,-0.609890,4.933334,5.984869
74.300000,30.208871,15.167489,-0.976321,0.588186,0.031120,-0.077463,21.842248,-0.608019,4.936407,5.984717,14.385518,13.911424,-1.725259,0.786589,0.088010,-0.164222,21.842248,-0.608019,4.936407,5.984717
74.333333,30.220692,15.151809,-0.978899,0.588367,0.031039,-0.077228,21.848029,-0.606158,4.939457,5.984558,14.384308,13.885065,-1.730726,0.786800,0.087849,-0.163850,21.848029,-0.606158,4.939457,5.984558
74.366667,30.232473,15.136092,-0.981469,0.588546,0.030958,-0.076994,21.853748,-0.604306,4.942483,5.984391,14.382947,13.858708,-1.736182,0.787010,0.087689,-0.163478,21.853748,-0.604306,4.942483,5.984391
74.400000,30.244215,15.120339,-0.984032,0.588725,0.030877,-0.076760,21.859403,-0.602464,4.945485,5.984216,14.381436,13.832352,-1.741625,0.787220,0.087528,-0.163106,21.859403,-0.602464,4.945485,5.984216
74.433333,30.255918,15.104549,-0.986587,0.588902,0.030796,-0.076527,21.864993,-0.600631,4.948463,5.984034,14.379775,13.805998,-1.747055,0.787429,0.087366,-0.162734,21.864993,-0.600631,4.948463,5.984034
74.466667,30.267581,15.088722,-0.989134,0.589079,0.030716,-0.076294,21.870516,-0.598808,4.951415,5.983843,14.377965,13.779649,-1.752474,0.787638,0.087204,-0.162362,21.870516,-0.598808,4.951415,5.983843
74.500000,30.279205,15.072860,-0.991673,0.589254,0.030635,-0.076063,21.875970,-0.596995,4.954342,5.983643,14.376006,13.753303,-1.757880,0.787845,0.087042,-0.161990,21.875970,-0.596995,4.954342,5.983643
74.533333,30.290790,15.056962,-0.994204,0.589429,0.030554,-0.075832,21.881353,-0.595191,4.957243,5.983434,14.373898,13.726963,-1.763273,0.788052,0.086880,-0.161619,21.881353,-0.595191,4.957243,5.983434
74.566667,30.302335,15.041028,-0.996728,0.589602,0.030473,-0.075602,21.886665,-0.593398,4.960117,5.983216,14.371641,13.700629,-1.768654,0.788258,0.086717,-0.161248,21.886665,-0.593398,4.960117,5.983216
74.600000,30.313842,15.025059,-0.999244,0.589774,0.030393,-0.075372,21.891904,-0.591614,4.962964,5.982988,14.369237,13.674302,-1.774023,0.788463,0.086554,-0.160878,21.891904,-0.591614,4.962964,5.982988
74.633333,30.325308,15.009055,-1.001753,0.589945,0.030312,-0.075143,21.897068,-0.589841,4.965783,5.982750,14.366684,13.647982,-1.779379,0.788667,0.086391,-0.160508,21.897068,-0.589841,4.965783,5.982750
74.666667,30.336736,14.993016,-1.004254,0.590115,0.030232,-0.074916,21.902155,-0.588078,4.968575,5.982502,14.363984,13.621671,-1.784723,0.788870,0.086228,-0.160138,21.902155,-0.588078,4.968575,5.982502
74.700000,30.348124,14.976943,-1.006747,0.590283,0.030151,-0.074689,21.907164,-0.586325,4.971338,5.982244,14.361137,13.595370,-1.790055,0.789072,0.086064,-0.159769,21.907164,-0.586325,4.971338,5.982244
74.733333,30.359473,14.960835,-1.009233,0.590450,0.030071,-0.074462,21.912094,-0.584583,4.974072,5.981974,14.358142,13.569078,-1.795375,0.789273,0.085900,-0.159401,21.912094,-0.584583,4.974072,5.981974
74.766667,30.370782,14.944692,-1.011712,0.590616,0.029991,-0.074237,21.916942,-0.582852,4.976777,5.981694,14.355002,13.542798,-1.800682,0.789472,0.085735,-0.159032,21.916942,-0.582852,4.976777,5.981694
74.800000,30.382052,14.928516,-1.014182,0.590780,0.029911,-0.074013,21.921708,-0.581131,4.979452,5.981402,14.351715,13.516529,-1.805977,0.789671,0.085571,-0.158665,21.921708,-0.581131,4.979452,5.981402
74.833333,30.393283,14.912306,-1.016646,0.590943,0.029831,-0.073789,21.926391,-0.579421,4.982097,5.981098,14.348282,13.490273,-1.811259,0.789868,0.085406,-0.158298,21.926391,-0.579421,4.982097,5.981098
74.866667,30.404474,14.896062,-1.019102,0.591104,0.029751,-0.073567,21.930987,-0.577721,4.984711,5.980782,14.344704,13.464031,-1.816530,0.790064,0.085241,-0.157931,21.930987,-0.577721,4.984711,5.980782
