t,x_plan,y_plan,psi_plan,u_plan,v_plan,r_plan,tau_u_plan,tau_r_plan,T1_plan,T2_plan,x_real,y_real,psi_real,u_real,v_real,r_real,tau_u_applied,tau_r_applied,T1_applied,T2_applied
74.900000,30.415627,14.879785,-1.021550,0.591263,0.029671,-0.073345,21.935497,-0.576033,4.987294,5.980454,14.340981,13.437802,-1.821788,0.790258,0.085076,-0.157565,21.935497,-0.576033,4.987294,5.980454
74.933333,30.426739,14.863475,-1.023991,0.591421,0.029591,-0.073124,21.939918,-0.574355,4.989846,5.980113,14.337114,13.411589,-1.827034,0.790451,0.084911,-0.157200,21.939918,-0.574355,4.989846,5.980113
74.966667,30.437813,14.847132,-1.026425,0.591577,0.029512,-0.072904,21.944250,-0.572689,4.992365,5.979760,14.333102,13.385392,-1.832268,0.790643,0.084746,-0.156836,21.944250,-0.572689,4.992365,5.979760
75.000000,30.448847,14.830756,-1.028852,0.591732,0.029433,-0.072685,21.948490,-0.571034,4.994852,5.979393,14.328946,13.359211,-1.837490,0.790833,0.084580,-0.156472,21.948490,-0.571034,4.994852,5.979393
75.033333,30.459842,14.814348,-1.031271,0.591885,0.029353,-0.072468,21.952637,-0.569390,4.997306,5.979012,14.324647,13.333047,-1.842699,0.791021,0.084415,-0.156109,21.952637,-0.569390,4.997306,5.979012
75.066667,30.470797,14.797907,-1.033683,0.592035,0.029274,-0.072251,21.956690,-0.567757,4.999727,5.978618,14.320204,13.306902,-1.847897,0.791208,0.084249,-0.155746,21.956690,-0.567757,4.999727,5.978618
75.100000,30.481713,14.781435,-1.036088,0.592184,0.029195,-0.072035,21.960648,-0.566136,5.002114,5.978210,14.315619,13.280776,-1.853083,0.791393,0.084083,-0.155385,21.960648,-0.566136,5.002114,5.978210
75.133333,30.492590,14.764931,-1.038485,0.592332,0.029117,-0.071820,21.964509,-0.564526,5.004467,5.977788,14.310892,13.254670,-1.858256,0.791577,0.083917,-0.155024,21.964509,-0.564526,5.004467,5.977788
75.166667,30.503427,14.748395,-1.040876,0.592477,0.029038,-0.071606,21.968272,-0.562928,5.006785,5.977351,14.306022,13.228584,-1.863417,0.791759,0.083751,-0.154664,21.968272,-0.562928,5.006785,5.977351
75.200000,30.514225,14.731828,-1.043259,0.592620,0.028959,-0.071394,21.971935,-0.561341,5.009069,5.976899,14.301012,13.202519,-1.868567,0.791939,0.083585,-0.154305,21.971935,-0.561341,5.009069,5.976899
75.233333,30.524984,14.715230,-1.045635,0.592761,0.028881,-0.071182,21.975497,-0.559767,5.011317,5.976432,14.295860,13.176477,-1.873704,0.792117,0.083419,-0.153947,21.975497,-0.559767,5.011317,5.976432
75.266667,30.535703,14.698602,-1.048004,0.592901,0.028803,-0.070971,21.978956,-0.558203,5.013529,5.975949,14.290568,13.150457,-1.878830,0.792293,0.083252,-0.153590,21.978956,-0.558203,5.013529,5.975949
75.300000,30.546383,14.681942,-1.050367,0.593038,0.028725,-0.070762,21.982312,-0.556652,5.015705,5.975451,14.285135,13.124461,-1.883944,0.792468,0.083086,-0.153233,21.982312,-0.556652,5.015705,5.975451
75.333333,30.557024,14.665252,-1.052722,0.593173,0.028648,-0.070554,21.985563,-0.555113,5.017845,5.974937,14.279562,13.098489,-1.889045,0.792640,0.082920,-0.152878,21.985563,-0.555113,5.017845,5.974937
75.366667,30.567625,14.648532,-1.055070,0.593305,0.028570,-0.070346,21.988708,-0.553586,5.019948,5.974406,14.273851,13.072542,-1.894135,0.792811,0.082754,-0.152524,21.988708,-0.553586,5.019948,5.974406
75.400000,30.578188,14.631783,-1.057412,0.593436,0.028493,-0.070140,21.991745,-0.552070,5.022013,5.973859,14.268000,13.046621,-1.899214,0.792979,0.082587,-0.152170,21.991745,-0.552070,5.022013,5.973859
75.433333,30.588710,14.615003,-1.059746,0.593564,0.028416,-0.069935,21.994674,-0.550567,5.024041,5.973295,14.262011,13.020727,-1.904280,0.793146,0.082421,-0.151818,21.994674,-0.550567,5.024041,5.973295
75.466667,30.599194,14.598194,-1.062074,0.593690,0.028339,-0.069731,21.997492,-0.549077,5.026031,5.972715,14.255884,12.994859,-1.909335,0.793310,0.082255,-0.151467,21.997492,-0.549077,5.026031,5.972715
75.500000,30.609638,14.581356,-1.064395,0.593814,0.028262,-0.069529,22.000198,-0.547598,5.027982,5.972117,14.249619,12.969020,-1.914378,0.793472,0.082088,-0.151116,22.000198,-0.547598,5.027982,5.972117
75.533333,30.620043,14.564489,-1.066709,0.593935,0.028186,-0.069327,22.002793,-0.546132,5.029895,5.971501,14.243217,12.943210,-1.919409,0.793632,0.081922,-0.150767,22.002793,-0.546132,5.029895,5.971501
75.566667,30.630408,14.547593,-1.069017,0.594054,0.028109,-0.069127,22.005273,-0.544678,5.031768,5.970868,14.236679,12.917429,-1.924429,0.793789,0.081756,-0.150419,22.005273,-0.544678,5.031768,5.970868
75.600000,30.640734,14.530669,-1.071318,0.594170,0.028033,-0.068928,22.007638,-0.543236,5.033602,5.970217,14.230004,12.891678,-1.929437,0.793945,0.081590,-0.150073,22.007638,-0.543236,5.033602,5.970217
75.633333,30.651021,14.513716,-1.073612,0.594284,0.027958,-0.068730,22.009887,-0.541807,5.035396,5.969547,14.223194,12.865958,-1.934434,0.794098,0.081424,-0.149727,22.009887,-0.541807,5.035396,5.969547
75.666667,30.661269,14.496736,-1.075900,0.594395,0.027882,-0.068534,22.012018,-0.540391,5.037150,5.968859,14.216248,12.840269,-1.939419,0.794248,0.081258,-0.149382,22.012018,-0.540391,5.037150,5.968859
75.700000,30.671477,14.479727,-1.078181,0.594504,0.027807,-0.068338,22.014031,-0.538987,5.038863,5.968152,14.209168,12.814613,-1.944393,0.794397,0.081092,-0.149039,22.014031,-0.538987,5.038863,5.968152
75.733333,30.681646,14.462691,-1.080456,0.594610,0.027732,-0.068144,22.015924,-0.537597,5.040536,5.967426,14.201953,12.788990,-1.949355,0.794542,0.080926,-0.148697,22.015924,-0.537597,5.040536,5.967426
75.766667,30.691776,14.445628,-1.082724,0.594713,0.027657,-0.067951,22.017696,-0.536218,5.042167,5.966681,14.194605,12.763400,-1.954306,0.794686,0.080760,-0.148356,22.017696,-0.536218,5.042167,5.966681
75.800000,30.701867,14.428538,-1.084986,0.594814,0.027582,-0.067760,22.019346,-0.534853,5.043756,5.965917,14.187123,12.737845,-1.959245,0.794826,0.080595,-0.148017,22.019346,-0.534853,5.043756,5.965917
75.833333,30.711918,14.411421,-1.087241,0.594912,0.027508,-0.067569,22.020873,-0.533501,5.045304,5.965133,14.179508,12.712324,-1.964173,0.794965,0.080430,-0.147679,22.020873,-0.533501,5.045304,5.965133
75.866667,30.721930,14.394277,-1.089490,0.595007,0.027434,-0.067380,22.022275,-0.532161,5.046809,5.964328,14.171761,12.686840,-1.969090,0.795100,0.080264,-0.147342,22.022275,-0.532161,5.046809,5.964328
75.900000,30.731902,14.377107,-1.091733,0.595100,0.027360,-0.067192,22.023552,-0.530835,5.048272,5.963504,14.163882,12.661392,-1.973996,0.795233,0.080099,-0.147006,22.023552,-0.530835,5.048272,5.963504
75.933333,30.741836,14.359911,-1.093970,0.595189,0.027287,-0.067006,22.024702,-0.529521,5.049692,5.962659,14.155871,12.635981,-1.978891,0.795363,0.079934,-0.146672,22.024702,-0.529521,5.049692,5.962659
75.966667,30.751730,14.342689,-1.096200,0.595276,0.027214,-0.066821,22.025724,-0.528221,5.051068,5.961794,14.147730,12.610607,-1.983774,0.795491,0.079770,-0.146339,22.025724,-0.528221,5.051068,5.961794
76.000000,30.761585,14.325441,-1.098424,0.595360,0.027141,-0.066637,22.026618,-0.526934,5.052401,5.960908,14.139458,12.585272,-1.988647,0.795616,0.079605,-0.146008,22.026618,-0.526934,5.052401,5.960908
76.033333,30.771400,14.308168,-1.100643,0.595441,0.027068,-0.066455,22.027382,-0.525660,5.053690,5.960001,14.131057,12.559976,-1.993508,0.795738,0.079441,-0.145678,22.027382,-0.525660,5.053690,5.960001
76.066667,30.781177,14.290869,-1.102855,0.595519,0.026996,-0.066274,22.028015,-0.524400,5.054935,5.959072,14.122526,12.534720,-1.998359,0.795857,0.079276,-0.145349,22.028015,-0.524400,5.054935,5.959072
76.100000,30.790914,14.273546,-1.105061,0.595594,0.026924,-0.066094,22.028516,-0.523152,5.056136,5.958122,14.113866,12.509504,-2.003198,0.795973,0.079113,-0.145022,22.028516,-0.523152,5.056136,5.958122
76.133333,30.800612,14.256198,-1.107261,0.595665,0.026852,-0.065916,22.028885,-0.521919,5.057291,5.957151,14.105078,12.484329,-2.008027,0.796086,0.078949,-0.144697,22.028885,-0.521919,5.057291,5.957151
76.166667,30.810270,14.238826,-1.109455,0.595734,0.026781,-0.065739,22.029119,-0.520698,5.058402,5.956158,14.096161,12.459196,-2.012845,0.796197,0.078785,-0.144373,22.029119,-0.520698,5.058402,5.956158
76.200000,30.819890,14.221430,-1.111644,0.595800,0.026710,-0.065563,22.029219,-0.519491,5.059467,5.955142,14.087118,12.434105,-2.017652,0.796304,0.078622,-0.144050,22.029219,-0.519491,5.059467,5.955142
76.233333,30.829470,14.204009,-1.113826,0.595862,0.026639,-0.065389,22.029183,-0.518298,5.060487,5.954104,14.077948,12.409057,-2.022448,0.796409,0.078459,-0.143729,22.029183,-0.518298,5.060487,5.954104
76.266667,30.839011,14.186565,-1.116003,0.595922,0.026569,-0.065216,22.029010,-0.517118,5.061461,5.953044,14.068651,12.384052,-2.027234,0.796510,0.078296,-0.143410,22.029010,-0.517118,5.061461,5.953044
76.300000,30.848513,14.169098,-1.118174,0.595978,0.026498,-0.065045,22.028699,-0.515952,5.062388,5.951961,14.059229,12.359092,-2.032009,0.796609,0.078134,-0.143092,22.028699,-0.515952,5.062388,5.951961
76.333333,30.857976,14.151607,-1.120339,0.596031,0.026429,-0.064875,22.028250,-0.514800,5.063269,5.950856,14.049682,12.334176,-2.036773,0.796704,0.077972,-0.142775,22.028250,-0.514800,5.063269,5.950856
76.366667,30.867399,14.134093,-1.122499,0.596081,0.026359,-0.064706,22.027661,-0.513662,5.064104,5.949727,14.040010,12.309306,-2.041527,0.796796,0.077810,-0.142461,22.027661,-0.513662,5.064104,5.949727
76.400000,30.876783,14.116557,-1.124653,0.596127,0.026290,-0.064539,22.026932,-0.512537,5.064891,5.948575,14.030213,12.284481,-2.046270,0.796885,0.077649,-0.142148,22.026932,-0.512537,5.064891,5.948575
76.433333,30.886128,14.098998,-1.126801,0.596170,0.026221,-0.064373,22.026061,-0.511426,5.065631,5.947400,14.020293,12.259704,-2.051003,0.796971,0.077487,-0.141836,22.026061,-0.511426,5.065631,5.947400
76.466667,30.895434,14.081416,-1.128944,0.596210,0.026153,-0.064209,22.025048,-0.510329,5.066323,5.946201,14.010250,12.234973,-2.055726,0.797054,0.077326,-0.141527,22.025048,-0.510329,5.066323,5.946201
76.500000,30.904701,14.063813,-1.131082,0.596246,0.026085,-0.064046,22.023892,-0.509246,5.066967,5.944978,14.000085,12.210290,-2.060438,0.797133,0.077166,-0.141219,22.023892,-0.509246,5.066967,5.944978
76.533333,30.913928,14.046188,-1.133214,0.596279,0.026017,-0.063885,22.022591,-0.508178,5.067564,5.943732,13.989797,12.185656,-2.065141,0.797209,0.077006,-0.140912,22.022591,-0.508178,5.067564,5.943732
76.566667,30.923117,14.028542,-1.135341,0.596308,0.025949,-0.063725,22.021146,-0.507123,5.068112,5.942461,13.979388,12.161070,-2.069833,0.797282,0.076846,-0.140608,22.021146,-0.507123,5.068112,5.942461
76.600000,30.932266,14.010874,-1.137463,0.596334,0.025882,-0.063567,22.019555,-0.506082,5.068611,5.941167,13.968858,12.136534,-2.074514,0.797351,0.076686,-0.140305,22.019555,-0.506082,5.068611,5.941167
76.633333,30.941376,13.993185,-1.139579,0.596356,0.025815,-0.063410,22.017818,-0.505056,5.069062,5.939847,13.958208,12.112048,-2.079186,0.797417,0.076527,-0.140004,22.017818,-0.505056,5.069062,5.939847
76.666667,30.950447,13.975476,-1.141690,0.596375,0.025749,-0.063255,22.015934,-0.504044,5.069463,5.938504,13.947437,12.087613,-2.083848,0.797480,0.076369,-0.139704,22.015934,-0.504044,5.069463,5.938504
76.700000,30.959479,13.957746,-1.143796,0.596391,0.025683,-0.063101,22.013901,-0.503046,5.069815,5.937135,13.936548,12.063229,-2.088500,0.797539,0.076210,-0.139407,22.013901,-0.503046,5.069815,5.937135
76.733333,30.968472,13.939996,-1.145897,0.596402,0.025617,-0.062949,22.011719,-0.502062,5.070118,5.935742,13.925540,12.038897,-2.093142,0.797595,0.076052,-0.139111,22.011719,-0.502062,5.070118,5.935742
76.766667,30.977425,13.922225,-1.147992,0.596410,0.025552,-0.062798,22.009388,-0.501093,5.070370,5.934324,13.914414,12.014617,-2.097774,0.797647,0.075895,-0.138817,22.009388,-0.501093,5.070370,5.934324
76.800000,30.986340,13.904435,-1.150083,0.596415,0.025487,-0.062649,22.006907,-0.500138,5.070573,5.932880,13.903170,11.990391,-2.102396,0.797695,0.075738,-0.138525,22.006907,-0.500138,5.070573,5.932880
76.833333,30.995215,13.886626,-1.152169,0.596416,0.025423,-0.062501,22.004274,-0.499198,5.070726,5.931411,13.891809,11.966217,-2.107009,0.797741,0.075581,-0.138235,22.004274,-0.499198,5.070726,5.931411
76.866667,31.004051,13.868797,-1.154250,0.596413,0.025359,-0.062355,22.001490,-0.498272,5.070828,5.929917,13.880331,11.942098,-2.111612,0.797782,0.075425,-0.137947,22.001490,-0.498272,5.070828,5.929917
76.900000,31.012848,13.850949,-1.156326,0.596406,0.025295,-0.062210,21.998553,-0.497361,5.070879,5.928398,13.868738,11.918033,-2.116205,0.797820,0.075269,-0.137660,21.998553,-0.497361,5.070879,5.928398
76.933333,31.021606,13.833082,-1.158397,0.596396,0.025232,-0.062067,21.995463,-0.496464,5.070879,5.926852,13.857029,11.894024,-2.120789,0.797854,0.075114,-0.137376,21.995463,-0.496464,5.070879,5.926852
76.966667,31.030326,13.815197,-1.160464,0.596382,0.025169,-0.061926,21.992219,-0.495583,5.070828,5.925281,13.845205,11.870070,-2.125364,0.797885,0.074959,-0.137093,21.992219,-0.495583,5.070828,5.925281
77.000000,31.039005,13.797293,-1.162526,0.596364,0.025106,-0.061786,21.988820,-0.494715,5.070726,5.923684,13.833268,11.846172,-2.129929,0.797912,0.074804,-0.136812,21.988820,-0.494715,5.070726,5.923684
77.033333,31.047646,13.779371,-1.164583,0.596342,0.025044,-0.061648,21.985267,-0.493863,5.070573,5.922061,13.821216,11.822331,-2.134485,0.797935,0.074650,-0.136534,21.985267,-0.493863,5.070573,5.922061
77.066667,31.056248,13.761432,-1.166635,0.596316,0.024982,-0.061511,21.981557,-0.493026,5.070367,5.920411,13.809052,11.798548,-2.139031,0.797955,0.074497,-0.136257,21.981557,-0.493026,5.070367,5.920411
77.100000,31.064811,13.743475,-1.168684,0.596287,0.024921,-0.061376,21.977691,-0.492203,5.070110,5.918736,13.796775,11.774822,-2.143568,0.797971,0.074344,-0.135982,21.977691,-0.492203,5.070110,5.918736
77.133333,31.073335,13.725501,-1.170727,0.596253,0.024860,-0.061242,21.973668,-0.491395,5.069800,5.917034,13.784386,11.751154,-2.148097,0.797983,0.074192,-0.135710,21.973668,-0.491395,5.069800,5.917034
77.166667,31.081819,13.707509,-1.172766,0.596216,0.024799,-0.061110,21.969487,-0.490603,5.069438,5.915305,13.771886,11.727545,-2.152616,0.797991,0.074040,-0.135439,21.969487,-0.490603,5.069438,5.915305
77.200000,31.090265,13.689501,-1.174801,0.596175,0.024739,-0.060980,21.965148,-0.489825,5.069024,5.913550,13.759274,11.703995,-2.157126,0.797995,0.073888,-0.135171,21.965148,-0.489825,5.069024,5.913550
77.233333,31.098672,13.671476,-1.176832,0.596130,0.024680,-0.060851,21.960650,-0.489063,5.068557,5.911768,13.746553,11.680506,-2.161627,0.797996,0.073738,-0.134904,21.960650,-0.489063,5.068557,5.911768
77.266667,31.107039,13.653435,-1.178858,0.596080,0.024620,-0.060724,21.955993,-0.488315,5.068037,5.909960,13.733722,11.657076,-2.166119,0.797992,0.073587,-0.134640,21.955993,-0.488315,5.068037,5.909960
77.300000,31.115368,13.635378,-1.180880,0.596027,0.024562,-0.060599,21.951176,-0.487583,5.067464,5.908124,13.720782,11.633707,-2.170603,0.797985,0.073438,-0.134377,21.951176,-0.487583,5.067464,5.908124
77.333333,31.123658,13.617305,-1.182898,0.595970,0.024503,-0.060475,21.946198,-0.486866,5.066837,5.906262,13.707734,11.610400,-2.175078,0.797974,0.073288,-0.134117,21.946198,-0.486866,5.066837,5.906262
77.366667,31.131908,13.599216,-1.184912,0.595909,0.024445,-0.060353,21.941060,-0.486165,5.066158,5.904372,13.694577,11.587154,-2.179544,0.797959,0.073140,-0.133859,21.941060,-0.486165,5.066158,5.904372
77.400000,31.140120,13.581112,-1.186921,0.595844,0.024388,-0.060233,21.935760,-0.485478,5.065424,5.902456,13.681314,11.563971,-2.184002,0.797940,0.072992,-0.133603,21.935760,-0.485478,5.065424,5.902456
77.433333,31.148293,13.562993,-1.188927,0.595774,0.024330,-0.060114,21.930298,-0.484807,5.064637,5.900512,13.667943,11.540850,-2.188451,0.797917,0.072845,-0.133349,21.930298,-0.484807,5.064637,5.900512
77.466667,31.156427,13.544860,-1.190929,0.595701,0.024274,-0.059997,21.924674,-0.484152,5.063796,5.898541,13.654467,11.517792,-2.192892,0.797889,0.072698,-0.133097,21.924674,-0.484152,5.063796,5.898541
77.500000,31.164521,13.526711,-1.192927,0.595623,0.024218,-0.059881,21.918887,-0.483512,5.062901,5.896542,13.640885,11.494798,-2.197324,0.797858,0.072552,-0.132848,21.918887,-0.483512,5.062901,5.896542
77.533333,31.172577,13.508548,-1.194921,0.595541,0.024162,-0.059767,21.912936,-0.482888,5.061952,5.894516,13.627198,11.471868,-2.201748,0.797823,0.072406,-0.132601,21.912936,-0.482888,5.061952,5.894516
77.566667,31.180594,13.490372,-1.196911,0.595455,0.024106,-0.059655,21.906822,-0.482279,5.060948,5.892463,13.613406,11.449003,-2.206164,0.797784,0.072261,-0.132356,21.906822,-0.482279,5.060948,5.892463
77.600000,31.188572,13.472181,-1.198898,0.595365,0.024051,-0.059545,21.900544,-0.481686,5.059890,5.890382,13.599511,11.426203,-2.210572,0.797741,0.072117,-0.132113,21.900544,-0.481686,5.059890,5.890382
77.633333,31.196511,13.453977,-1.200881,0.595271,0.023997,-0.059436,21.894101,-0.481108,5.058777,5.888274,13.585512,11.403468,-2.214972,0.797693,0.071973,-0.131872,21.894101,-0.481108,5.058777,5.888274
77.666667,31.204411,13.435759,-1.202861,0.595172,0.023943,-0.059329,21.887494,-0.480547,5.057609,5.886138,13.571411,11.380800,-2.219363,0.797642,0.071830,-0.131634,21.887494,-0.480547,5.057609,5.886138
77.700000,31.212272,13.417528,-1.204836,0.595070,0.023890,-0.059224,21.880721,-0.480001,5.056386,5.883974,13.557208,11.358197,-2.223747,0.797586,0.071688,-0.131398,21.880721,-0.480001,5.056386,5.883974
77.733333,31.220094,13.399285,-1.206809,0.594963,0.023836,-0.059121,21.873782,-0.479471,5.055108,5.881783,13.542904,11.335662,-2.228123,0.797526,0.071546,-0.131164,21.873782,-0.479471,5.055108,5.881783
77.766667,31.227878,13.381029,-1.208778,0.594851,0.023784,-0.059019,21.866677,-0.478957,5.053775,5.879563,13.528498,11.313193,-2.232492,0.797462,0.071405,-0.130933,21.866677,-0.478957,5.053775,5.879563
77.800000,31.235622,13.362760,-1.210743,0.594736,0.023732,-0.058919,21.859406,-0.478459,5.052387,5.877316,13.513993,11.290793,-2.236852,0.797394,0.071265,-0.130704,21.859406,-0.478459,5.052387,5.877316
77.833333,31.243328,13.344479,-1.212706,0.594616,0.023680,-0.058820,21.851969,-0.477977,5.050943,5.875041,13.499387,11.268461,-2.241205,0.797322,0.071125,-0.130477,21.851969,-0.477977,5.050943,5.875041
77.866667,31.250994,13.326187,-1.214665,0.594492,0.023629,-0.058724,21.844364,-0.477511,5.049443,5.872739,13.484683,11.246197,-2.245551,0.797245,0.070986,-0.130253,21.844364,-0.477511,5.049443,5.872739
77.900000,31.258622,13.307883,-1.216621,0.594363,0.023578,-0.058629,21.836593,-0.477062,5.047888,5.870408,13.469880,11.224002,-2.249889,0.797164,0.070848,-0.130031,21.836593,-0.477062,5.047888,5.870408
77.933333,31.266211,13.289567,-1.218573,0.594231,0.023528,-0.058536,21.828653,-0.476628,5.046277,5.868050,13.454979,11.201876,-2.254219,0.797079,0.070711,-0.129811,21.828653,-0.476628,5.046277,5.868050
77.966667,31.273761,13.271241,-1.220523,0.594093,0.023478,-0.058445,21.820547,-0.476211,5.044610,5.865663,13.439981,11.179821,-2.258543,0.796989,0.070574,-0.129594,21.820547,-0.476211,5.044610,5.865663
78.000000,31.281272,13.252903,-1.222470,0.593952,0.023429,-0.058355,21.812272,-0.475810,5.042887,5.863249,13.424886,11.157836,-2.262859,0.796896,0.070438,-0.129380,21.812272,-0.475810,5.042887,5.863249
78.033333,31.288745,13.234555,-1.224413,0.593806,0.023380,-0.058268,21.803828,-0.475426,5.041107,5.860807,13.409695,11.135921,-2.267168,0.796798,0.070302,-0.129167,21.803828,-0.475426,5.041107,5.860807
78.066667,31.296178,13.216197,-1.226354,0.593656,0.023332,-0.058182,21.795217,-0.475058,5.039272,5.858337,13.394409,11.114077,-2.271470,0.796695,0.070168,-0.128957,21.795217,-0.475058,5.039272,5.858337
78.100000,31.303573,13.197828,-1.228292,0.593501,0.023284,-0.058098,21.786437,-0.474706,5.037380,5.855838,13.379028,11.092305,-2.275765,0.796589,0.070034,-0.128750,21.786437,-0.474706,5.037380,5.855838
78.133333,31.310929,13.179449,-1.230227,0.593342,0.023237,-0.058015,21.777488,-0.474371,5.035431,5.853312,13.363552,11.070605,-2.280054,0.796478,0.069901,-0.128545,21.777488,-0.474371,5.035431,5.853312
