t,x,y,psi,u,v,r,tau_u,tau_r,tau_v,T1,T2,jerk_x,jerk_y
29.466667,14.001591,5.041091,1.533772,0.617713,0.000000,0.050043,23.272488,0.346662,0.653110,12.302902,10.969586,0.006551,-0.004683
29.500000,14.002337,5.061683,1.535432,0.618596,-0.000000,0.049538,23.302891,0.342737,0.647450,12.310555,10.992337,0.006553,-0.004711
29.533333,14.003049,5.082305,1.537075,0.619476,0.000000,0.049037,23.333127,0.338835,0.641806,12.318169,11.014958,0.006555,-0.004739
29.566667,14.003729,5.102957,1.538701,0.620352,0.000000,0.048538,23.363191,0.334956,0.636178,12.325742,11.037449,0.006557,-0.004767
29.600000,14.004377,5.123640,1.540311,0.621225,-0.000000,0.048042,23.393082,0.331101,0.630565,12.333274,11.059809,0.006559,-0.004794
29.633333,14.004992,5.144353,1.541904,0.622094,0.000000,0.047549,23.422799,0.327268,0.624969,12.340762,11.082037,0.006561,-0.004822
29.666667,14.005575,5.165096,1.543480,0.622960,0.000000,0.047059,23.452337,0.323459,0.619388,12.348205,11.104133,0.006563,-0.004849
29.700000,14.006126,5.185868,1.545041,0.623822,0.000000,0.046572,23.481696,0.319671,0.613823,12.355601,11.126095,0.006565,-0.004876
29.733333,14.006646,5.206670,1.546585,0.624680,0.000000,0.046088,23.510874,0.315907,0.608274,12.362950,11.147924,0.006567,-0.004903
29.766667,14.007134,5.227501,1.548113,0.625535,0.000000,0.045606,23.539868,0.312164,0.602741,12.370249,11.169619,0.006568,-0.004929
29.800000,14.007592,5.248362,1.549626,0.626386,0.000000,0.045127,23.568675,0.308443,0.597224,12.377498,11.191178,0.006570,-0.004956
29.833333,14.008018,5.269251,1.551122,0.627232,0.000000,0.044651,23.597295,0.304744,0.591723,12.384694,11.212601,0.006572,-0.004982
29.866667,14.008414,5.290169,1.552602,0.628075,0.000000,0.044178,23.625725,0.301067,0.586238,12.391837,11.233888,0.006573,-0.005008
29.900000,14.008780,5.311116,1.554067,0.628914,-0.000000,0.043707,23.653963,0.297410,0.580768,12.398925,11.255039,0.006575,-0.005033
29.933333,14.009116,5.332091,1.555516,0.629748,0.000000,0.043239,23.682007,0.293775,0.575315,12.405956,11.276051,0.006576,-0.005059
29.966667,14.009422,5.353094,1.556950,0.630579,0.000000,0.042774,23.709855,0.290161,0.569877,12.412930,11.296925,0.006577,-0.005084
30.000000,14.009698,5.374125,1.558368,0.631405,0.000000,0.042312,23.737505,0.286568,0.564455,12.419845,11.317661,0.006578,-0.005110
30.033333,14.009945,5.395184,1.559771,0.632227,0.000000,0.041852,23.764956,0.282995,0.559049,12.426699,11.338257,0.006580,-0.005135
30.066667,14.010163,5.416271,1.561158,0.633044,0.000000,0.041395,23.792205,0.279442,0.553659,12.433492,11.358713,0.006581,-0.005159
30.100000,14.010352,5.437385,1.562530,0.633857,0.000000,0.040941,23.819250,0.275910,0.548284,12.440221,11.379029,0.006582,-0.005184
30.133333,14.010512,5.458527,1.563887,0.634666,-0.000000,0.040489,23.846090,0.272398,0.542925,12.446886,11.399203,0.006583,-0.005208
30.166667,14.010644,5.479695,1.565230,0.635469,-0.000000,0.040040,23.872723,0.268905,0.537583,12.453486,11.419237,0.006584,-0.005232
30.200000,14.010748,5.500890,1.566557,0.636269,0.000000,0.039593,23.899146,0.265432,0.532255,12.460019,11.439128,0.006584,-0.005256
30.233333,14.010824,5.522113,1.567869,0.637063,-0.000000,0.039149,23.925359,0.261978,0.526944,12.466483,11.458876,0.006585,-0.005280
30.266667,14.010873,5.543361,1.569167,0.637853,-0.000000,0.038708,23.951360,0.258543,0.521648,12.472878,11.478482,0.006586,-0.005304
30.300000,14.010894,5.564636,1.570450,0.638638,0.000000,0.038269,23.977146,0.255127,0.516367,12.479202,11.497944,0.006586,-0.005327
30.333333,14.010887,5.585937,1.571718,0.639418,0.000000,0.037833,24.002717,0.251730,0.511103,12.485454,11.517262,0.006587,-0.005350
30.366667,14.010854,5.607264,1.572972,0.640193,0.000000,0.037399,24.028070,0.248351,0.505853,12.491633,11.536436,0.006587,-0.005373
30.400000,14.010795,5.628616,1.574211,0.640963,-0.000000,0.036967,24.053203,0.244991,0.500619,12.497738,11.555465,0.006588,-0.005396
30.433333,14.010709,5.649994,1.575436,0.641728,-0.000000,0.036538,24.078116,0.241649,0.495401,12.503767,11.574349,0.006588,-0.005419
30.466667,14.010596,5.671398,1.576647,0.642488,0.000000,0.036112,24.102806,0.238324,0.490198,12.509719,11.593087,0.006588,-0.005441
30.500000,14.010458,5.692826,1.577844,0.643243,-0.000000,0.035688,24.127272,0.235018,0.485010,12.515594,11.611678,0.006589,-0.005464
30.533333,14.010294,5.714279,1.579026,0.643992,0.000000,0.035266,24.151512,0.231729,0.479838,12.521389,11.630124,0.006589,-0.005486
30.566667,14.010105,5.735757,1.580195,0.644737,0.000000,0.034847,24.175526,0.228457,0.474681,12.527104,11.648422,0.006589,-0.005507
30.600000,14.009890,5.757260,1.581349,0.645476,-0.000000,0.034430,24.199310,0.225203,0.469538,12.532737,11.666573,0.006589,-0.005529
30.633333,14.009651,5.778787,1.582490,0.646209,0.000000,0.034015,24.222864,0.221965,0.464411,12.538288,11.684576,0.006589,-0.005550
30.666667,14.009387,5.800337,1.583617,0.646938,-0.000000,0.033603,24.246186,0.218744,0.459299,12.543755,11.702431,0.006589,-0.005572
30.700000,14.009098,5.821912,1.584730,0.647660,0.000000,0.033193,24.269275,0.215540,0.454202,12.549137,11.720138,0.006588,-0.005593
30.733333,14.008785,5.843511,1.585830,0.648378,0.000000,0.032785,24.292129,0.212352,0.449120,12.554434,11.737696,0.006588,-0.005614
30.766667,14.008448,5.865132,1.586916,0.649089,-0.000000,0.032380,24.314748,0.209180,0.444053,12.559643,11.755105,0.006588,-0.005634
30.800000,14.008088,5.886777,1.587989,0.649795,0.000000,0.031977,24.337128,0.206024,0.439001,12.564765,11.772364,0.006587,-0.005655
30.833333,14.007703,5.908446,1.589048,0.650496,-0.000000,0.031576,24.359270,0.202884,0.433963,12.569797,11.789473,0.006587,-0.005675
30.866667,14.007296,5.930137,1.590094,0.651190,-0.000000,0.031177,24.381172,0.199760,0.428940,12.574739,11.806433,0.006586,-0.005695
30.900000,14.006866,5.951850,1.591126,0.651879,-0.000000,0.030780,24.402831,0.196651,0.423931,12.579590,11.823242,0.006586,-0.005715
30.933333,14.006413,5.973586,1.592146,0.652562,-0.000000,0.030386,24.424248,0.193557,0.418937,12.584348,11.839900,0.006585,-0.005734
30.966667,14.005937,5.995344,1.593152,0.653239,0.000000,0.029993,24.445421,0.190478,0.413957,12.589014,11.856407,0.006584,-0.005754
31.000000,14.005439,6.017124,1.594145,0.653911,0.000000,0.029603,24.466348,0.187414,0.408992,12.593585,11.872763,0.006583,-0.005773
31.033333,14.004920,6.038926,1.595125,0.654576,-0.000000,0.029215,24.487028,0.184364,0.404041,12.598061,11.888968,0.006582,-0.005792
31.066667,14.004378,6.060750,1.596093,0.655235,-0.000000,0.028829,24.507461,0.181329,0.399104,12.602440,11.905020,0.006581,-0.005811
31.100000,14.003815,6.082595,1.597047,0.655889,-0.000000,0.028445,24.527644,0.178308,0.394181,12.606723,11.920921,0.006580,-0.005830
31.133333,14.003230,6.104461,1.597989,0.656536,0.000000,0.028063,24.547576,0.175302,0.389272,12.610907,11.936669,0.006579,-0.005848
31.166667,14.002625,6.126347,1.598918,0.657177,-0.000000,0.027683,24.567257,0.172309,0.384377,12.614992,11.952265,0.006578,-0.005867
31.200000,14.001998,6.148255,1.599835,0.657812,-0.000000,0.027305,24.586685,0.169330,0.379496,12.618977,11.967708,0.006577,-0.005885
31.233333,14.001352,6.170183,1.600739,0.658441,-0.000000,0.026929,24.605858,0.166364,0.374629,12.622861,11.982998,0.006575,-0.005903
31.266667,14.000684,6.192131,1.601630,0.659064,-0.000000,0.026555,24.624777,0.163412,0.369775,12.626643,11.998135,0.006574,-0.005920
31.300000,13.999997,6.214100,1.602509,0.659680,-0.000000,0.026183,24.643440,0.160473,0.364935,12.630322,12.013118,0.006573,-0.005938
31.333333,13.999290,6.236088,1.603376,0.660290,0.000000,0.025813,24.661845,0.157547,0.360109,12.633897,12.027948,0.006571,-0.005955
31.366667,13.998563,6.258096,1.604230,0.660893,0.000000,0.025445,24.679991,0.154633,0.355296,12.637368,12.042624,0.006570,-0.005972
31.400000,13.997817,6.280123,1.605072,0.661490,-0.000000,0.025079,24.697879,0.151733,0.350496,12.640733,12.057146,0.006568,-0.005989
31.433333,13.997052,6.302169,1.605902,0.662081,-0.000000,0.024714,24.715505,0.148844,0.345710,12.643992,12.071513,0.006566,-0.006006
31.466667,13.996268,6.324234,1.606720,0.662665,-0.000000,0.024351,24.732870,0.145968,0.340937,12.647143,12.085727,0.006564,-0.006022
31.500000,13.995466,6.346318,1.607525,0.663243,-0.000000,0.023990,24.749973,0.143104,0.336176,12.650187,12.099786,0.006563,-0.006039
31.533333,13.994645,6.368420,1.608319,0.663814,0.000000,0.023631,24.766812,0.140252,0.331429,12.653121,12.113690,0.006561,-0.006055
31.566667,13.993806,6.390541,1.609101,0.664379,-0.000000,0.023274,24.783386,0.137412,0.326695,12.655946,12.127440,0.006559,-0.006071
31.600000,13.992949,6.412680,1.609870,0.664937,-0.000000,0.022918,24.799695,0.134583,0.321973,12.658661,12.141035,0.006557,-0.006086
31.633333,13.992074,6.434836,1.610629,0.665488,0.000000,0.022564,24.815738,0.131765,0.317264,12.661264,12.154474,0.006554,-0.006102
31.666667,13.991182,6.457010,1.611375,0.666033,-0.000000,0.022212,24.831513,0.128959,0.312568,12.663754,12.167759,0.006552,-0.006117
31.700000,13.990273,6.479202,1.612109,0.666571,0.000000,0.021862,24.847020,0.126163,0.307884,12.666132,12.180888,0.006550,-0.006132
31.733333,13.989347,6.501411,1.612832,0.667102,-0.000000,0.021513,24.862258,0.123379,0.303213,12.668396,12.193862,0.006548,-0.006147
31.766667,13.988404,6.523636,1.613544,0.667626,0.000000,0.021166,24.877227,0.120605,0.298554,12.670546,12.206681,0.006545,-0.006162
31.800000,13.987445,6.545878,1.614243,0.668144,-0.000000,0.020820,24.891924,0.117842,0.293907,12.672580,12.219343,0.006543,-0.006177
31.833333,13.986469,6.568137,1.614932,0.668655,-0.000000,0.020476,24.906350,0.115089,0.289273,12.674499,12.231851,0.006540,-0.006191
31.866667,13.985478,6.590412,1.615608,0.669158,0.000000,0.020134,24.920503,0.112346,0.284650,12.676301,12.244202,0.006537,-0.006205
31.900000,13.984471,6.612703,1.616274,0.669655,0.000000,0.019793,24.934383,0.109613,0.280039,12.677985,12.256398,0.006535,-0.006219
31.933333,13.983448,6.635009,1.616928,0.670145,-0.000000,0.019454,24.947989,0.106889,0.275440,12.679551,12.268438,0.006532,-0.006233
31.966667,13.982411,6.657331,1.617571,0.670628,-0.000000,0.019116,24.961320,0.104176,0.270853,12.680999,12.280322,0.006529,-0.006246
32.000000,13.981358,6.679669,1.618202,0.671104,-0.000000,0.018780,24.974376,0.101472,0.266278,12.682326,12.292050,0.006526,-0.006260
32.033333,13.980291,6.702021,1.618823,0.671573,0.000000,0.018445,24.987156,0.098777,0.261714,12.683534,12.303622,0.006523,-0.006273
32.066667,13.979209,6.724389,1.619432,0.672035,0.000000,0.018112,24.999659,0.096091,0.257161,12.684621,12.315038,0.006520,-0.006286
32.100000,13.978113,6.746771,1.620030,0.672490,0.000000,0.017780,25.011884,0.093415,0.252620,12.685586,12.326298,0.006517,-0.006299
32.133333,13.977002,6.769167,1.620617,0.672938,0.000000,0.017449,25.023831,0.090747,0.248090,12.686428,12.337402,0.006514,-0.006311
32.166667,13.975879,6.791577,1.621193,0.673378,-0.000000,0.017120,25.035499,0.088088,0.243571,12.687148,12.348350,0.006511,-0.006323
32.200000,13.974741,6.814002,1.621759,0.673812,-0.000000,0.016793,25.046887,0.085437,0.239063,12.687745,12.359142,0.006508,-0.006336
32.233333,13.973590,6.836440,1.622313,0.674238,0.000000,0.016466,25.057995,0.082794,0.234566,12.688217,12.369778,0.006504,-0.006348
32.266667,13.972427,6.858891,1.622856,0.674657,0.000000,0.016141,25.068822,0.080160,0.230080,12.688565,12.380257,0.006501,-0.006359
32.300000,13.971250,6.881356,1.623389,0.675069,-0.000000,0.015818,25.079368,0.077534,0.225605,12.688787,12.390581,0.006497,-0.006371
32.333333,13.970061,6.903833,1.623911,0.675473,0.000000,0.015495,25.089632,0.074915,0.221140,12.688883,12.400749,0.006494,-0.006382
32.366667,13.968859,6.926324,1.624422,0.675871,-0.000000,0.015174,25.099613,0.072304,0.216686,12.688853,12.410760,0.006490,-0.006394
32.400000,13.967646,6.948827,1.624923,0.676261,0.000000,0.014855,25.109312,0.069701,0.212242,12.688696,12.420616,0.006486,-0.006405
32.433333,13.966420,6.971342,1.625412,0.676643,0.000000,0.014536,25.118726,0.067105,0.207809,12.688411,12.430316,0.006483,-0.006415
32.466667,13.965183,6.993869,1.625892,0.677018,0.000000,0.014219,25.127857,0.064516,0.203385,12.687997,12.439860,0.006479,-0.006426
32.500000,13.963935,7.016408,1.626360,0.677386,0.000000,0.013903,25.136703,0.061934,0.198972,12.687455,12.449248,0.006475,-0.006436
32.533333,13.962676,7.038958,1.626818,0.677747,0.000000,0.013588,25.145264,0.059359,0.194569,12.686783,12.458480,0.006471,-0.006447
32.566667,13.961405,7.061520,1.627266,0.678100,0.000000,0.013274,25.153539,0.056790,0.190176,12.685982,12.467557,0.006467,-0.006457
32.600000,13.960124,7.084093,1.627703,0.678446,-0.000000,0.012962,25.161528,0.054229,0.185792,12.685050,12.476478,0.006463,-0.006466
32.633333,13.958833,7.106676,1.628130,0.678784,-0.000000,0.012650,25.169231,0.051673,0.181418,12.683987,12.485244,0.006458,-0.006476
32.666667,13.957531,7.129270,1.628547,0.679114,0.000000,0.012340,25.176647,0.049124,0.177054,12.682793,12.493854,0.006454,-0.006485
32.700000,13.956220,7.151875,1.628953,0.679438,0.000000,0.012031,25.183776,0.046581,0.172699,12.681467,12.502309,0.006450,-0.006495
32.733333,13.954899,7.174490,1.629349,0.679753,-0.000000,0.011722,25.190617,0.044044,0.168354,12.680008,12.510609,0.006445,-0.006504
32.766667,13.953568,7.197114,1.629734,0.680062,0.000000,0.011415,25.197170,0.041512,0.164018,12.678416,12.518754,0.006441,-0.006512
32.800000,13.952228,7.219748,1.630110,0.680362,-0.000000,0.011109,25.203435,0.038986,0.159691,12.676691,12.526743,0.006436,-0.006521
32.833333,13.950879,7.242392,1.630475,0.680655,0.000000,0.010804,25.209411,0.036466,0.155373,12.674833,12.534578,0.006432,-0.006530
32.866667,13.949522,7.265044,1.630830,0.680941,-0.000000,0.010500,25.215098,0.033951,0.151064,12.672839,12.542258,0.006427,-0.006538
32.900000,13.948156,7.287706,1.631175,0.681219,-0.000000,0.010197,25.220496,0.031441,0.146764,12.670711,12.549784,0.006422,-0.006546
32.933333,13.946781,7.310376,1.631510,0.681489,0.000000,0.009895,25.225604,0.028936,0.142473,12.668448,12.557155,0.006418,-0.006554
32.966667,13.945399,7.333055,1.631835,0.681752,-0.000000,0.009594,25.230422,0.026436,0.138190,12.666049,12.564372,0.006413,-0.006561
33.000000,13.944009,7.355742,1.632149,0.682007,-0.000000,0.009294,25.234950,0.023941,0.133916,12.663515,12.571435,0.006408,-0.006569
33.033333,13.942611,7.378436,1.632454,0.682254,0.000000,0.008994,25.239187,0.021450,0.129650,12.660843,12.578344,0.006403,-0.006576
33.066667,13.941206,7.401139,1.632749,0.682494,-0.000000,0.008696,25.243134,0.018963,0.125393,12.658035,12.585099,0.006398,-0.006583
33.100000,13.939794,7.423848,1.633034,0.682726,0.000000,0.008398,25.246790,0.016481,0.121144,12.655090,12.591701,0.006392,-0.006590
33.133333,13.938376,7.446565,1.633309,0.682950,0.000000,0.008102,25.250155,0.014003,0.116902,12.652007,12.598149,0.006387,-0.006597
33.166667,13.936950,7.469289,1.633574,0.683167,-0.000000,0.007806,25.253229,0.011529,0.112669,12.648785,12.604444,0.006382,-0.006603
33.200000,13.935518,7.492020,1.633829,0.683375,-0.000000,0.007511,25.256012,0.009058,0.108444,12.645426,12.610586,0.006377,-0.006609
33.233333,13.934080,7.514757,1.634075,0.683577,-0.000000,0.007217,25.258502,0.006592,0.104227,12.641928,12.616575,0.006371,-0.006615
33.266667,13.932637,7.537501,1.634311,0.683770,-0.000000,0.006923,25.260701,0.004128,0.100017,12.638290,12.622411,0.006366,-0.006621
33.300000,13.931187,7.560250,1.634536,0.683956,0.000000,0.006631,25.262609,0.001669,0.095815,12.634513,12.628096,0.006360,-0.006627
33.333333,13.929732,7.583005,1.634753,0.684133,-0.000000,0.006339,25.264224,-0.000788,0.091621,12.630596,12.633628,0.006354,-0.006632
33.366667,13.928272,7.605765,1.634959,0.684304,-0.000000,0.006047,25.265547,-0.003242,0.087433,12.626539,12.639008,0.006349,-0.006638
33.400000,13.926807,7.628531,1.635156,0.684466,-0.000000,0.005757,25.266578,-0.005692,0.083254,12.622342,12.644236,0.006343,-0.006643
33.433333,13.925338,7.651302,1.635343,0.684620,0.000000,0.005467,25.267317,-0.008140,0.079081,12.618004,12.649313,0.006337,-0.006648
33.466667,13.923863,7.674077,1.635520,0.684767,0.000000,0.005178,25.267764,-0.010586,0.074915,12.613525,12.654239,0.006331,-0.006652
33.500000,13.922385,7.696857,1.635688,0.684906,-0.000000,0.004890,25.267919,-0.013029,0.070757,12.608904,12.659014,0.006325,-0.006657
33.533333,13.920903,7.719642,1.635846,0.685037,-0.000000,0.004602,25.267781,-0.015469,0.066605,12.604142,12.663639,0.006319,-0.006661
33.566667,13.919416,7.742430,1.635995,0.685160,0.000000,0.004315,25.267350,-0.017908,0.062460,12.599238,12.668113,0.006313,-0.006665
33.600000,13.917927,7.765222,1.636134,0.685276,-0.000000,0.004028,25.266628,-0.020344,0.058321,12.594191,12.672437,0.006307,-0.006669
33.633333,13.916434,7.788017,1.636263,0.685383,-0.000000,0.003742,25.265613,-0.022778,0.054189,12.589002,12.676611,0.006301,-0.006673
33.666667,13.914938,7.810816,1.636383,0.685483,-0.000000,0.003457,25.264306,-0.025211,0.050064,12.583670,12.680636,0.006294,-0.006676
33.700000,13.913439,7.833618,1.636494,0.685575,-0.000000,0.003172,25.262707,-0.027642,0.045945,12.578196,12.684511,0.006288,-0.006680
33.733333,13.911937,7.856423,1.636595,0.685659,-0.000000,0.002888,25.260815,-0.030072,0.041832,12.572578,12.688238,0.006281,-0.006683
33.766667,13.910433,7.879230,1.636686,0.685735,0.000000,0.002604,25.258632,-0.032500,0.037726,12.566816,12.691816,0.006275,-0.006686
33.800000,13.908927,7.902039,1.636768,0.685804,0.000000,0.002321,25.256156,-0.034927,0.033625,12.560911,12.695246,0.006268,-0.006688
33.833333,13.907419,7.924850,1.636841,0.685864,-0.000000,0.002038,25.253389,-0.037353,0.029530,12.554862,12.698527,0.006262,-0.006691
33.866667,13.905910,7.947663,1.636904,0.685917,-0.000000,0.001756,25.250330,-0.039778,0.025441,12.548669,12.701662,0.006255,-0.006693
33.900000,13.904399,7.970478,1.636958,0.685961,-0.000000,0.001474,25.246980,-0.042203,0.021358,12.542331,12.704649,0.006248,-0.006695
33.933333,13.902886,7.993294,1.637002,0.685998,-0.000000,0.001192,25.243337,-0.044626,0.017281,12.535849,12.707489,0.006241,-0.006697
33.966667,13.901373,8.016111,1.637038,0.686027,-0.000000,0.000911,25.239404,-0.047050,0.013209,12.529222,12.710182,0.006234,-0.006699
34.000000,13.899859,8.038929,1.637063,0.686048,0.000000,0.000631,25.235180,-0.049473,0.009142,12.522450,12.712730,0.006227,-0.006701
34.033333,13.898344,8.061747,1.637080,0.686061,0.000000,0.000351,25.230664,-0.051896,0.005081,12.515533,12.715131,0.006220,-0.006702
34.066667,13.896830,8.084566,1.637087,0.686067,0.000000,0.000071,25.225858,-0.054318,0.001025,12.508471,12.717387,0.006213,-0.006703
34.100000,13.895315,8.107384,1.637084,0.686064,0.000000,-0.000209,25.220762,-0.056741,-0.003025,12.501263,12.719498,0.006206,-0.006704
34.133333,13.893800,8.130203,1.637073,0.686054,-0.000000,-0.000488,25.215375,-0.059164,-0.007071,12.493910,12.721465,0.006199,-0.006705
34.166667,13.892286,8.153021,1.637052,0.686035,-0.000000,-0.000767,25.209698,-0.061588,-0.011112,12.486411,12.723287,0.006191,-0.006705
34.200000,13.890772,8.175838,1.637022,0.686009,-0.000000,-0.001045,25.203732,-0.064012,-0.015148,12.478766,12.724965,0.006184,-0.006706
34.233333,13.889259,8.198654,1.636982,0.685975,0.000000,-0.001323,25.197476,-0.066436,-0.019179,12.470976,12.726500,0.006176,-0.006706
34.266667,13.887748,8.221469,1.636933,0.685933,-0.000000,-0.001601,25.190931,-0.068862,-0.023206,12.463039,12.727892,0.006169,-0.006706
34.300000,13.886237,8.244283,1.636875,0.685883,0.000000,-0.001879,25.184097,-0.071288,-0.027228,12.454956,12.729141,0.006161,-0.006706
34.333333,13.884728,8.267095,1.636808,0.685825,0.000000,-0.002156,25.176974,-0.073716,-0.031246,12.446726,12.730248,0.006153,-0.006705
34.366667,13.883221,8.289905,1.636732,0.685759,0.000000,-0.002434,25.169564,-0.076144,-0.035260,12.438351,12.731213,0.006146,-0.006704
34.400000,13.881716,8.312713,1.636646,0.685686,-0.000000,-0.002711,25.161865,-0.078574,-0.039269,12.429828,12.732037,0.006138,-0.006704
34.433333,13.880213,8.335518,1.636551,0.685604,0.000000,-0.002987,25.153879,-0.081006,-0.043274,12.421160,12.732720,0.006130,-0.006703
34.466667,13.878713,8.358321,1.636447,0.685515,0.000000,-0.003264,25.145606,-0.083439,-0.047275,12.412344,12.733262,0.006122,-0.006701
34.500000,13.877215,8.381121,1.636333,0.685418,-0.000000,-0.003540,25.137047,-0.085874,-0.051272,12.403382,12.733665,0.006114,-0.006700
34.533333,13.875721,8.403917,1.636211,0.685312,-0.000000,-0.003817,25.128201,-0.088310,-0.055265,12.394273,12.733928,0.006106,-0.006698
34.566667,13.874229,8.426710,1.636079,0.685200,-0.000000,-0.004093,25.119069,-0.090749,-0.059255,12.385017,12.734052,0.006098,-0.006697
34.600000,13.872741,8.449500,1.635938,0.685079,0.000000,-0.004369,25.109652,-0.093190,-0.063241,12.375614,12.734038,0.006089,-0.006695
34.633333,13.871256,8.472285,1.635788,0.684950,-0.000000,-0.004645,25.099950,-0.095634,-0.067223,12.366064,12.733886,0.006081,-0.006692
34.666667,13.869775,8.495067,1.635628,0.684814,-0.000000,-0.004921,25.089963,-0.098079,-0.071202,12.356367,12.733596,0.006073,-0.006690
34.700000,13.868298,8.517844,1.635460,0.684669,-0.000000,-0.005197,25.079692,-0.100528,-0.075177,12.346523,12.733169,0.006064,-0.006687
34.733333,13.866826,8.540616,1.635282,0.684517,0.000000,-0.005473,25.069138,-0.102979,-0.079150,12.336532,12.732606,0.006056,-0.006685
34.766667,13.865358,8.563383,1.635095,0.684357,0.000000,-0.005748,25.058301,-0.105433,-0.083119,12.326395,12.731906,0.006047,-0.006682
34.800000,13.863894,8.586145,1.634898,0.684190,-0.000000,-0.006024,25.047181,-0.107890,-0.087085,12.316110,12.731071,0.006039,-0.006678
34.833333,13.862436,8.608902,1.634693,0.684014,0.000000,-0.006300,25.035779,-0.110350,-0.091048,12.305678,12.730102,0.006030,-0.006675
34.866667,13.860983,8.631653,1.634478,0.683831,-0.000000,-0.006576,25.024096,-0.112814,-0.095008,12.295099,12.728997,0.006021,-0.006671
34.900000,13.859535,8.654398,1.634255,0.683639,0.000000,-0.006852,25.012132,-0.115281,-0.098966,12.284373,12.727759,0.006012,-0.006668
34.933333,13.858092,8.677137,1.634022,0.683440,-0.000000,-0.007128,24.999888,-0.117751,-0.102921,12.273500,12.726388,0.006003,-0.006664
34.966667,13.856656,8.699870,1.633780,0.683234,-0.000000,-0.007403,24.987364,-0.120225,-0.106873,12.262480,12.724884,0.005994,-0.006659
35.000000,13.855226,8.722596,1.633528,0.683019,0.000000,-0.007680,24.974561,-0.122703,-0.110822,12.251313,12.723248,0.005985,-0.006655
35.033333,13.853802,8.745315,1.633268,0.682797,0.000000,-0.007956,24.961480,-0.125185,-0.114770,12.239999,12.721480,0.005976,-0.006650
35.066667,13.852384,8.768027,1.632998,0.682567,0.000000,-0.008232,24.948120,-0.127671,-0.118715,12.228539,12.719582,0.005967,-0.006646
35.100000,13.850973,8.790731,1.632719,0.682329,0.000000,-0.008508,24.934484,-0.130162,-0.122658,12.216931,12.717552,0.005958,-0.006641
35.133333,13.849569,8.813428,1.632431,0.682084,0.000000,-0.008785,24.920571,-0.132656,-0.126598,12.205177,12.715394,0.005948,-0.006636
35.166667,13.848172,8.836117,1.632133,0.681831,0.000000,-0.009061,24.906382,-0.135155,-0.130537,12.193277,12.713105,0.005939,-0.006630
35.200000,13.846783,8.858798,1.631826,0.681570,0.000000,-0.009338,24.891918,-0.137659,-0.134473,12.181230,12.710689,0.005929,-0.006625
35.233333,13.845401,8.881470,1.631511,0.681301,0.000000,-0.009615,24.877180,-0.140168,-0.138408,12.169036,12.708144,0.005920,-0.006619
35.266667,13.844027,8.904134,1.631185,0.681025,0.000000,-0.009893,24.862168,-0.142682,-0.142341,12.156696,12.705472,0.005910,-0.006613
35.300000,13.842661,8.926789,1.630851,0.680741,-0.000000,-0.010170,24.846883,-0.145200,-0.146273,12.144210,12.702673,0.005900,-0.006607
35.333333,13.841303,8.949435,1.630507,0.680450,0.000000,-0.010448,24.831326,-0.147724,-0.150202,12.131578,12.699748,0.005891,-0.006601
35.366667,13.839954,8.972072,1.630155,0.680151,-0.000000,-0.010726,24.815497,-0.150254,-0.154131,12.118799,12.696698,0.005881,-0.006594
35.400000,13.838613,8.994699,1.629792,0.679844,-0.000000,-0.011004,24.799398,-0.152788,-0.158058,12.105875,12.693523,0.005871,-0.006587
35.433333,13.837282,9.017316,1.629421,0.679530,0.000000,-0.011282,24.783029,-0.155329,-0.161983,12.092805,12.690224,0.005861,-0.006580
35.466667,13.835959,9.039923,1.629040,0.679208,0.000000,-0.011561,24.766390,-0.157875,-0.165908,12.079589,12.686801,0.005851,-0.006573
35.500000,13.834646,9.062519,1.628650,0.678878,0.000000,-0.011840,24.749484,-0.160427,-0.169831,12.066228,12.683256,0.005841,-0.006566
35.533333,13.833342,9.085105,1.628251,0.678541,-0.000000,-0.012120,24.732310,-0.162985,-0.173753,12.052722,12.679588,0.005831,-0.006558
35.566667,13.832048,9.107681,1.627842,0.678197,0.000000,-0.012400,24.714869,-0.165549,-0.177674,12.039070,12.675799,0.005821,-0.006551
35.600000,13.830764,9.130245,1.627424,0.677845,-0.000000,-0.012680,24.697163,-0.168120,-0.181595,12.025274,12.671889,0.005810,-0.006543
35.633333,13.829491,9.152798,1.626997,0.677485,-0.000000,-0.012960,24.679192,-0.170697,-0.185514,12.011333,12.667860,0.005800,-0.006535
35.666667,13.828228,9.175339,1.626560,0.677118,0.000000,-0.013241,24.660957,-0.173281,-0.189433,11.997247,12.663711,0.005789,-0.006526
35.700000,13.826975,9.197869,1.626114,0.676743,0.000000,-0.013523,24.642459,-0.175871,-0.193351,11.983016,12.659443,0.005779,-0.006518
35.733333,13.825733,9.220386,1.625659,0.676361,-0.000000,-0.013804,24.623699,-0.178468,-0.197269,11.968642,12.655058,0.005768,-0.006509
35.766667,13.824502,9.242892,1.625194,0.675972,0.000000,-0.014087,24.604678,-0.181072,-0.201186,11.954123,12.650555,0.005758,-0.006500
35.800000,13.823283,9.265384,1.624720,0.675575,-0.000000,-0.014369,24.585397,-0.183684,-0.205103,11.939460,12.645936,0.005747,-0.006491
35.833333,13.822075,9.287864,1.624236,0.675171,0.000000,-0.014653,24.565856,-0.186302,-0.209020,11.924654,12.641202,0.005736,-0.006482
