t,x_real,y_real,psi_real,u_real,v_real,r_real,vx,vy,wz,x_ref,y_ref,psi_ref,u_ref,v_ref,r_ref,tau_u_ref,tau_r_ref,tau_u_applied,tau_r_applied,cmd_left,cmd_right,u_left,u_right,err_x,err_y,err_pos,err_psi,err_u,err_v,err_r
54.468000,16.849114,21.949886,-0.389823,0.734892,0.029207,-0.056989,0.734892,-0.029207,0.056989,18.619525,16.659459,0.250303,0.614376,0.009976,-0.021635,15.674571,-0.061847,15.674570,-0.061853,0.289108,0.294857,0.289108,0.294857,-1.770411,5.290427,5.578797,-0.640126,0.120516,0.019231,-0.035354
54.500000,16.873230,21.960897,-0.387776,0.735785,0.029171,-0.056863,0.735785,-0.029171,0.056863,18.639298,16.664849,0.249586,0.615118,0.009914,-0.021494,15.696751,-0.061707,15.696753,-0.061716,0.289384,0.295117,0.289384,0.295117,-1.766068,5.296048,5.582752,-0.637362,0.120667,0.019257,-0.035369
54.536000,16.897399,21.971869,-0.385734,0.736676,0.029135,-0.056743,0.736676,-0.029135,0.056743,18.659099,16.670229,0.248874,0.615857,0.009853,-0.021355,15.718826,-0.061578,15.718865,-0.061577,0.289659,0.295376,0.289659,0.295376,-1.761700,5.301640,5.586679,-0.634608,0.120819,0.019282,-0.035388
54.568000,16.921620,21.982803,-0.383696,0.737564,0.029101,-0.056625,0.737564,-0.029101,0.056625,18.678928,16.675598,0.248167,0.616593,0.009793,-0.021219,15.740796,-0.061460,15.740824,-0.061461,0.289931,0.295634,0.289931,0.295634,-1.757308,5.307205,5.590578,-0.631863,0.120971,0.019308,-0.035406
54.600000,16.945893,21.993698,-0.381662,0.738446,0.029067,-0.056506,0.738446,-0.029067,0.056506,18.698785,16.680958,0.247464,0.617326,0.009734,-0.021085,15.762660,-0.061354,15.762671,-0.061354,0.290201,0.295891,0.290201,0.295891,-1.752892,5.312740,5.594447,-0.629126,0.121120,0.019333,-0.035421
54.636000,16.970218,22.004555,-0.379632,0.739326,0.029034,-0.056391,0.739326,-0.029034,0.056391,18.718670,16.686308,0.246766,0.618055,0.009675,-0.020954,15.784416,-0.061259,15.784405,-0.061258,0.290469,0.296147,0.290469,0.296147,-1.748452,5.318247,5.598289,-0.626398,0.121271,0.019359,-0.035437
54.668000,16.994595,22.015373,-0.377606,0.740202,0.029002,-0.056281,0.740202,-0.029002,0.056281,18.738583,16.691649,0.246072,0.618782,0.009617,-0.020826,15.806064,-0.061176,15.806069,-0.061183,0.290735,0.296403,0.290735,0.296403,-1.743988,5.323724,5.602100,-0.623678,0.121420,0.019385,-0.035455
54.700000,17.019024,22.026152,-0.375584,0.741072,0.028971,-0.056171,0.741072,-0.028971,0.056171,18.758523,16.696979,0.245382,0.619505,0.009560,-0.020699,15.827603,-0.061104,15.827579,-0.061108,0.290999,0.296657,0.290999,0.296657,-1.739499,5.329173,5.605884,-0.620966,0.121567,0.019411,-0.035472
54.736000,17.043503,22.036892,-0.373566,0.741941,0.028940,-0.056063,0.741941,-0.028940,0.056063,18.778491,16.702300,0.244696,0.620226,0.009504,-0.020576,15.849031,-0.061044,15.849059,-0.061044,0.291262,0.296911,0.291262,0.296911,-1.734988,5.334592,5.609639,-0.618262,0.121715,0.019436,-0.035487
54.768000,17.068034,22.047593,-0.371551,0.742804,0.028911,-0.055958,0.742804,-0.028911,0.055958,18.798487,16.707611,0.244014,0.620943,0.009448,-0.020454,15.870348,-0.060994,15.870342,-0.060990,0.291522,0.297163,0.291522,0.297163,-1.730453,5.339982,5.613365,-0.615565,0.121861,0.019463,-0.035504
54.800000,17.092615,22.058254,-0.369541,0.743663,0.028882,-0.055858,0.743663,-0.028882,0.055858,18.818509,16.712912,0.243336,0.621657,0.009393,-0.020336,15.891553,-0.060957,15.891555,-0.060957,0.291780,0.297415,0.291780,0.297415,-1.725894,5.345342,5.617063,-0.612877,0.122006,0.019489,-0.035522
54.836000,17.117247,22.068877,-0.367534,0.744519,0.028854,-0.055757,0.744519,-0.028854,0.055757,18.838559,16.718204,0.242662,0.622368,0.009339,-0.020220,15.912645,-0.060930,15.912654,-0.060935,0.292036,0.297666,0.292036,0.297666,-1.721312,5.350673,5.620731,-0.610196,0.122151,0.019515,-0.035537
54.868000,17.141928,22.079460,-0.365530,0.745370,0.028827,-0.055659,0.745370,-0.028827,0.055659,18.858635,16.723486,0.241992,0.623075,0.009286,-0.020106,15.933622,-0.060915,15.933597,-0.060913,0.292290,0.297915,0.292290,0.297915,-1.716707,5.355974,5.624370,-0.607522,0.122295,0.019541,-0.035553
54.900000,17.141928,22.079460,-0.365530,0.745370,0.028827,-0.055659,0.745370,-0.028827,0.055659,18.878738,16.728759,0.241325,0.623779,0.009233,-0.019995,15.954485,-0.060911,15.954468,-0.060912,0.292542,0.298164,0.292542,0.298164,-1.736810,5.350701,5.625523,-0.606855,0.121591,0.019594,-0.035664
54.936000,17.166660,22.090004,-0.363530,0.746216,0.028800,-0.055565,0.746216,-0.028800,0.055565,18.898868,16.734023,0.240663,0.624480,0.009182,-0.019886,15.975232,-0.060919,15.975226,-0.060922,0.292792,0.298412,0.292792,0.298412,-1.732208,5.355981,5.629127,-0.604193,0.121736,0.019618,-0.035679
54.968000,17.191442,22.100508,-0.361533,0.747060,0.028775,-0.055474,0.747060,-0.028775,0.055474,18.919024,16.739277,0.240003,0.625178,0.009131,-0.019779,15.995862,-0.060938,15.995869,-0.060942,0.293040,0.298659,0.293040,0.298659,-1.727582,5.361231,5.632703,-0.601536,0.121882,0.019644,-0.035695
55.000000,17.216273,22.110972,-0.359540,0.747898,0.028750,-0.055383,0.747898,-0.028750,0.055383,18.939207,16.744521,0.239347,0.625872,0.009080,-0.019676,16.016374,-0.060968,16.016356,-0.060963,0.293286,0.298904,0.293286,0.298904,-1.722934,5.366451,5.636249,-0.598887,0.122026,0.019670,-0.035707
55.036000,17.241153,22.121397,-0.357549,0.748733,0.028726,-0.055295,0.748733,-0.028726,0.055295,18.959416,16.749756,0.238695,0.626563,0.009031,-0.019574,16.036768,-0.061010,16.036771,-0.061004,0.293530,0.299149,0.293530,0.299149,-1.718263,5.371641,5.639766,-0.596244,0.122170,0.019695,-0.035721
55.068000,17.266082,22.131782,-0.355562,0.749564,0.028703,-0.055211,0.749564,-0.028703,0.055211,18.979651,16.754982,0.238046,0.627250,0.008983,-0.019475,16.057042,-0.061063,16.057029,-0.061068,0.293771,0.299393,0.293771,0.299393,-1.713569,5.376800,5.643253,-0.593608,0.122314,0.019720,-0.035736
55.100000,17.291060,22.142127,-0.353577,0.750389,0.028681,-0.055129,0.750389,-0.028681,0.055129,18.999912,16.760199,0.237400,0.627934,0.008935,-0.019379,16.077195,-0.061127,16.077214,-0.061131,0.294011,0.299636,0.294011,0.299636,-1.708852,5.381928,5.646709,-0.590977,0.122455,0.019746,-0.035750
55.136000,17.316086,22.152432,-0.351596,0.751211,0.028660,-0.055048,0.751211,-0.028660,0.055048,19.020199,16.765406,0.236757,0.628614,0.008888,-0.019285,16.097227,-0.061203,16.097200,-0.061205,0.294248,0.299877,0.294248,0.299877,-1.704113,5.387026,5.650137,-0.588353,0.122597,0.019772,-0.035763
55.168000,17.341161,22.162697,-0.349617,0.752028,0.028639,-0.054971,0.752028,-0.028639,0.054971,19.040512,16.770604,0.236117,0.629292,0.008842,-0.019194,16.117137,-0.061290,16.117154,-0.061290,0.294484,0.300118,0.294484,0.300118,-1.699351,5.392093,5.653535,-0.585734,0.122736,0.019797,-0.035777
55.200000,17.366283,22.172921,-0.347641,0.752840,0.028620,-0.054896,0.752840,-0.028620,0.054896,19.060850,16.775793,0.235480,0.629965,0.008797,-0.019105,16.136923,-0.061389,16.136910,-0.061385,0.294717,0.300357,0.294717,0.300357,-1.694567,5.397128,5.656903,-0.583121,0.122875,0.019823,-0.035791
55.236000,17.391454,22.183105,-0.345667,0.753649,0.028601,-0.054824,0.753649,-0.028601,0.054824,19.081214,16.780973,0.234846,0.630635,0.008752,-0.019018,16.156586,-0.061498,16.156591,-0.061502,0.294948,0.300596,0.294948,0.300596,-1.689760,5.402132,5.660241,-0.580513,0.123014,0.019849,-0.035806
55.268000,17.416671,22.193249,-0.343696,0.754452,0.028583,-0.054753,0.754452,-0.028583,0.054753,19.101603,16.786144,0.234215,0.631302,0.008709,-0.018934,16.176123,-0.061620,16.176115,-0.061619,0.295177,0.300833,0.295177,0.300833,-1.684932,5.407105,5.663548,-0.577911,0.123150,0.019874,-0.035819
55.300000,17.441936,22.203352,-0.341728,0.755250,0.028566,-0.054686,0.755250,-0.028566,0.054686,19.122017,16.791305,0.233587,0.631964,0.008666,-0.018853,16.195534,-0.061752,16.195523,-0.061747,0.295404,0.301069,0.295404,0.301069,-1.680081,5.412047,5.666827,-0.575315,0.123286,0.019900,-0.035833
55.336000,17.467248,22.213414,-0.339761,0.756045,0.028550,-0.054621,0.756045,-0.028550,0.054621,19.142456,16.796458,0.232961,0.632624,0.008624,-0.018774,16.214819,-0.061897,16.214856,-0.061896,0.295629,0.301305,0.295629,0.301305,-1.675208,5.416956,5.670074,-0.572722,0.123421,0.019926,-0.035847
55.368000,17.467248,22.213414,-0.339761,0.756045,0.028550,-0.054621,0.756045,-0.028550,0.054621,19.162919,16.801601,0.232338,0.633279,0.008583,-0.018698,16.233975,-0.062052,16.233989,-0.062057,0.295851,0.301539,0.295851,0.301539,-1.695671,5.411813,5.671245,-0.572099,0.122766,0.019967,-0.035923
55.400000,17.492607,22.223436,-0.337797,0.756834,0.028535,-0.054558,0.756834,-0.028535,0.054558,19.183408,16.806735,0.231717,0.633931,0.008542,-0.018624,16.253003,-0.062219,16.253006,-0.062228,0.296071,0.301772,0.296071,0.301772,-1.690801,5.416701,5.674456,-0.569514,0.122903,0.019993,-0.035934
55.436000,17.518012,22.233416,-0.335836,0.757619,0.028520,-0.054498,0.757619,-0.028520,0.054498,19.203921,16.811861,0.231098,0.634580,0.008503,-0.018552,16.271902,-0.062397,16.271906,-0.062388,0.296290,0.302003,0.296290,0.302003,-1.685909,5.421555,5.677636,-0.566934,0.123039,0.020017,-0.035946
55.468000,17.543463,22.243356,-0.333876,0.758400,0.028507,-0.054441,0.758400,-0.028507,0.054441,19.224459,16.816977,0.230482,0.635225,0.008464,-0.018483,16.290670,-0.062587,16.290647,-0.062592,0.296505,0.302234,0.296505,0.302234,-1.680996,5.426379,5.680786,-0.564358,0.123175,0.020043,-0.035958
55.500000,17.568960,22.253254,-0.331918,0.759175,0.028494,-0.054386,0.759175,-0.028494,0.054386,19.245021,16.822085,0.229869,0.635866,0.008426,-0.018416,16.309307,-0.062789,16.309312,-0.062795,0.296719,0.302464,0.296719,0.302464,-1.676061,5.431169,5.683905,-0.561787,0.123309,0.020068,-0.035970
55.536000,17.594503,22.263111,-0.329962,0.759946,0.028482,-0.054333,0.759946,-0.028482,0.054333,19.265607,16.827183,0.229257,0.636503,0.008390,-0.018352,16.327812,-0.063001,16.327819,-0.062999,0.296931,0.302692,0.296931,0.302692,-1.671104,5.435928,5.686994,-0.559219,0.123443,0.020092,-0.035981
55.568000,17.620092,22.272926,-0.328008,0.760712,0.028471,-0.054283,0.760712,-0.028471,0.054283,19.286217,16.832272,0.228647,0.637136,0.008353,-0.018291,16.346184,-0.063226,16.346165,-0.063225,0.297140,0.302919,0.297140,0.302919,-1.666125,5.440654,5.690052,-0.556655,0.123576,0.020118,-0.035992
55.600000,17.645725,22.282700,-0.326056,0.761472,0.028461,-0.054235,0.761472,-0.028461,0.054235,19.306851,16.837353,0.228039,0.637766,0.008318,-0.018232,16.364421,-0.063462,16.364394,-0.063461,0.297347,0.303145,0.297347,0.303145,-1.661126,5.445347,5.693079,-0.554095,0.123706,0.020143,-0.036003
55.636000,17.671404,22.292433,-0.324105,0.762228,0.028452,-0.054190,0.762228,-0.028452,0.054190,19.327508,16.842425,0.227434,0.638392,0.008284,-0.018175,16.382525,-0.063709,16.382506,-0.063708,0.297552,0.303370,0.297552,0.303370,-1.656104,5.450008,5.696074,-0.551539,0.123836,0.020168,-0.036015
55.668000,17.697127,22.302123,-0.322156,0.762979,0.028444,-0.054148,0.762979,-0.028444,0.054148,19.348190,16.847487,0.226829,0.639014,0.008250,-0.018121,16.400492,-0.063968,16.400499,-0.063967,0.297755,0.303594,0.297755,0.303594,-1.651063,5.454636,5.699041,-0.548985,0.123965,0.020194,-0.036027
55.700000,17.722894,22.311772,-0.320208,0.763724,0.028436,-0.054107,0.763724,-0.028436,0.054107,19.368894,16.852541,0.226227,0.639632,0.008218,-0.018069,16.418323,-0.064239,16.418332,-0.064247,0.297955,0.303817,0.297955,0.303817,-1.646000,5.459231,5.701975,-0.546435,0.124092,0.020218,-0.036038
55.736000,17.748706,22.321378,-0.318262,0.764466,0.028430,-0.054070,0.764466,-0.028430,0.054070,19.389622,16.857586,0.225626,0.640247,0.008186,-0.018020,16.436017,-0.064521,16.436004,-0.064527,0.298153,0.304038,0.298153,0.304038,-1.640916,5.463792,5.704878,-0.543888,0.124219,0.020244,-0.036050
55.768000,17.774561,22.330943,-0.316316,0.765201,0.028424,-0.054035,0.765201,-0.028424,0.054035,19.410373,16.862622,0.225027,0.640857,0.008155,-0.017974,16.453573,-0.064814,16.453558,-0.064818,0.298349,0.304258,0.298349,0.304258,-1.635812,5.468321,5.707750,-0.541343,0.124344,0.020269,-0.036061
55.800000,17.774561,22.330943,-0.316316,0.765201,0.028424,-0.054035,0.765201,-0.028424,0.054035,19.431148,16.867649,0.224430,0.641464,0.008125,-0.017930,16.470989,-0.065120,16.470993,-0.065120,0.298543,0.304477,0.298543,0.304477,-1.656587,5.463294,5.708928,-0.540746,0.123737,0.020299,-0.036105
55.836000,17.800460,22.340465,-0.314372,0.765932,0.028420,-0.054003,0.765932,-0.028420,0.054003,19.451945,16.872667,0.223833,0.642067,0.008096,-0.017888,16.488266,-0.065437,16.488267,-0.065444,0.298734,0.304695,0.298734,0.304695,-1.651485,5.467798,5.711761,-0.538205,0.123865,0.020324,-0.036115
55.868000,17.826402,22.349944,-0.312429,0.766658,0.028416,-0.053973,0.766658,-0.028416,0.053973,19.472764,16.877676,0.223238,0.642665,0.008068,-0.017849,16.505402,-0.065766,16.505379,-0.065769,0.298923,0.304911,0.298923,0.304911,-1.646362,5.472268,5.714563,-0.535667,0.123993,0.020348,-0.036124
55.900000,17.852388,22.359381,-0.310487,0.767377,0.028413,-0.053945,0.767377,-0.028413,0.053945,19.493607,16.882677,0.222645,0.643260,0.008041,-0.017813,16.522396,-0.066106,16.522372,-0.066104,0.299110,0.305126,0.299110,0.305126,-1.641219,5.476704,5.717332,-0.533132,0.124117,0.020372,-0.036132
55.936000,17.878416,22.368776,-0.308546,0.768093,0.028411,-0.053921,0.768093,-0.028411,0.053921,19.514471,16.887668,0.222052,0.643851,0.008014,-0.017779,16.539248,-0.066459,16.539246,-0.066450,0.299295,0.305340,0.299295,0.305340,-1.636055,5.481108,5.720071,-0.530598,0.124242,0.020397,-0.036142
55.968000,17.904487,22.378127,-0.306606,0.768803,0.028411,-0.053898,0.768803,-0.028411,0.053898,19.535359,16.892651,0.221460,0.644438,0.007989,-0.017747,16.555957,-0.066823,16.555958,-0.066818,0.299477,0.305553,0.299477,0.305553,-1.630872,5.485476,5.722779,-0.528066,0.124365,0.020422,-0.036151
56.000000,17.930600,22.387436,-0.304666,0.769507,0.028411,-0.053878,0.769507,-0.028411,0.053878,19.556268,16.897625,0.220870,0.645021,0.007964,-0.017718,16.572522,-0.067199,16.572550,-0.067197,0.299657,0.305765,0.299657,0.305765,-1.625668,5.489811,5.725454,-0.525536,0.124486,0.020447,-0.036160
56.036000,17.956755,22.396701,-0.302727,0.770207,0.028412,-0.053862,0.770207,-0.028412,0.053862,19.577199,16.902590,0.220280,0.645599,0.007941,-0.017692,16.588942,-0.067586,16.588938,-0.067588,0.299834,0.305975,0.299834,0.305975,-1.620444,5.494111,5.728097,-0.523007,0.124608,0.020471,-0.036170
56.068000,17.982952,22.405924,-0.300789,0.770901,0.028413,-0.053847,0.770901,-0.028413,0.053847,19.598152,16.907546,0.219691,0.646174,0.007918,-0.017668,16.605216,-0.067986,16.605206,-0.067989,0.300009,0.306184,0.300009,0.306184,-1.615200,5.498378,5.730709,-0.520480,0.124727,0.020495,-0.036179
56.100000,18.009190,22.415103,-0.298851,0.771589,0.028416,-0.053835,0.771589,-0.028416,0.053835,19.619127,16.912493,0.219103,0.646744,0.007896,-0.017647,16.621344,-0.068397,16.621353,-0.068401,0.300182,0.306392,0.300182,0.306392,-1.609937,5.502610,5.733290,-0.517954,0.124845,0.020520,-0.036188
56.136000,18.035469,22.424238,-0.296913,0.772273,0.028420,-0.053826,0.772273,-0.028420,0.053826,19.640123,16.917431,0.218515,0.647311,0.007875,-0.017628,16.637325,-0.068821,16.637337,-0.068814,0.300353,0.306598,0.300353,0.306598,-1.604654,5.506807,5.735838,-0.515428,0.124962,0.020545,-0.036198
56.168000,18.061790,22.433330,-0.294976,0.772950,0.028425,-0.053820,0.772950,-0.028425,0.053820,19.661141,16.922360,0.217928,0.647873,0.007855,-0.017612,16.653157,-0.069256,16.653159,-0.069248,0.300521,0.306803,0.300521,0.306803,-1.599351,5.510970,5.738354,-0.512904,0.125077,0.020570,-0.036208
56.200000,18.088151,22.442378,-0.293038,0.773622,0.028430,-0.053815,0.773622,-0.028430,0.053815,19.682180,16.927281,0.217342,0.648431,0.007836,-0.017598,16.668841,-0.069704,16.668817,-0.069705,0.300686,0.307007,0.300686,0.307007,-1.594029,5.515097,5.740838,-0.510380,0.125191,0.020594,-0.036217
56.236000,18.114552,22.451382,-0.291101,0.774289,0.028437,-0.053813,0.774289,-0.028437,0.053813,19.703240,16.932192,0.216756,0.648985,0.007818,-0.017587,16.684375,-0.070163,16.684397,-0.070162,0.300850,0.307210,0.300850,0.307210,-1.588688,5.519190,5.743290,-0.507857,0.125304,0.020619,-0.036226
56.268000,18.114552,22.451382,-0.291101,0.774289,0.028437,-0.053813,0.774289,-0.028437,0.053813,19.724321,16.937095,0.216170,0.649535,0.007801,-0.017578,16.699758,-0.070635,16.699771,-0.070630,0.301011,0.307411,0.301011,0.307411,-1.609769,5.514287,5.744450,-0.507271,0.124754,0.020636,-0.036235
56.300000,18.140994,22.460341,-0.289164,0.774950,0.028445,-0.053815,0.774950,-0.028445,0.053815,19.745423,16.941988,0.215584,0.650081,0.007784,-0.017572,16.714990,-0.071118,16.714982,-0.071120,0.301169,0.307611,0.301169,0.307611,-1.604429,5.518353,5.746862,-0.504748,0.124869,0.020661,-0.036243
56.336000,18.167475,22.469257,-0.287226,0.775605,0.028453,-0.053818,0.775605,-0.028453,0.053818,19.766545,16.946872,0.214998,0.650622,0.007769,-0.017569,16.730070,-0.071614,16.730071,-0.071621,0.301325,0.307810,0.301325,0.307810,-1.599070,5.522385,5.749240,-0.502224,0.124983,0.020684,-0.036249
56.368000,18.193996,22.478128,-0.285289,0.776256,0.028463,-0.053824,0.776256,-0.028463,0.053824,19.787688,16.951748,0.214413,0.651159,0.007755,-0.017568,16.744998,-0.072122,16.744996,-0.072122,0.301479,0.308007,0.301479,0.308007,-1.593692,5.526380,5.751585,-0.499702,0.125097,0.020708,-0.036256
56.400000,18.220556,22.486955,-0.283351,0.776899,0.028473,-0.053833,0.776899,-0.028473,0.053833,19.808852,16.956614,0.213827,0.651692,0.007741,-0.017570,16.759771,-0.072642,16.759756,-0.072645,0.301630,0.308203,0.301630,0.308203,-1.588296,5.530341,5.753899,-0.497178,0.125207,0.020732,-0.036263
56.436000,18.247155,22.495737,-0.281412,0.777538,0.028485,-0.053846,0.777538,-0.028485,0.053846,19.830035,16.961472,0.213241,0.652220,0.007729,-0.017574,16.774391,-0.073175,16.774395,-0.073180,0.301779,0.308398,0.301779,0.308398,-1.582880,5.534265,5.756179,-0.494653,0.125318,0.020756,-0.036272
56.468000,18.273793,22.504474,-0.279473,0.778171,0.028498,-0.053859,0.778171,-0.028498,0.053859,19.851239,16.966320,0.212655,0.652745,0.007717,-0.017581,16.788855,-0.073720,16.788870,-0.073714,0.301926,0.308591,0.301926,0.308591,-1.577446,5.538154,5.758427,-0.492128,0.125426,0.020781,-0.036278
56.500000,18.300470,22.513166,-0.277534,0.778798,0.028511,-0.053875,0.778798,-0.028511,0.053875,19.872463,16.971159,0.212069,0.653265,0.007707,-0.017590,16.803163,-0.074277,16.803179,-0.074271,0.302070,0.308783,0.302070,0.308783,-1.571993,5.542007,5.760643,-0.489603,0.125533,0.020804,-0.036285
56.536000,18.327184,22.521813,-0.275593,0.779419,0.028526,-0.053896,0.779419,-0.028526,0.053896,19.893706,16.975989,0.211482,0.653780,0.007697,-0.017602,16.817315,-0.074847,16.817324,-0.074850,0.302211,0.308974,0.302211,0.308974,-1.566522,5.545824,5.762825,-0.487075,0.125639,0.020829,-0.036294
56.568000,18.353937,22.530415,-0.273652,0.780035,0.028541,-0.053919,0.780035,-0.028541,0.053919,19.914969,16.980809,0.210895,0.654291,0.007689,-0.017617,16.831309,-0.075429,16.831304,-0.075429,0.302350,0.309163,0.302350,0.309163,-1.561032,5.549606,5.764976,-0.484547,0.125744,0.020852,-0.036302
56.600000,18.380727,22.538971,-0.271710,0.780644,0.028558,-0.053942,0.780644,-0.028558,0.053942,19.936252,16.985621,0.210307,0.654798,0.007681,-0.017634,16.845145,-0.076024,16.845162,-0.076020,0.302487,0.309351,0.302487,0.309351,-1.555525,5.553350,5.767092,-0.482017,0.125846,0.020877,-0.036308
56.636000,18.407554,22.547481,-0.269767,0.781248,0.028575,-0.053970,0.781248,-0.028575,0.053970,19.957554,16.990423,0.209719,0.655300,0.007674,-0.017654,16.858822,-0.076631,16.858854,-0.076632,0.302621,0.309538,0.302621,0.309538,-1.550000,5.557058,5.769177,-0.479486,0.125948,0.020901,-0.036316
56.668000,18.434419,22.555946,-0.267823,0.781845,0.028594,-0.054002,0.781845,-0.028594,0.054002,19.978875,16.995216,0.209129,0.655798,0.007669,-0.017677,16.872339,-0.077251,16.872338,-0.077256,0.302752,0.309723,0.302752,0.309723,-1.544456,5.560730,5.771227,-0.476952,0.126047,0.020925,-0.036325
56.700000,18.434419,22.555946,-0.267823,0.781845,0.028594,-0.054002,0.781845,-0.028594,0.054002,20.000215,17.000000,0.208539,0.656292,0.007664,-0.017702,16.885696,-0.077881,16.885699,-0.077891,0.302881,0.309907,0.302881,0.309907,-1.565796,5.555946,5.772370,-0.476362,0.125553,0.020930,-0.036300
56.736000,18.461320,22.564365,-0.265878,0.782437,0.028614,-0.054034,0.782437,-0.028614,0.054034,20.021574,17.004774,0.207948,0.656781,0.007661,-0.017730,16.898892,-0.078510,16.898893,-0.078503,0.303009,0.310088,0.303009,0.310088,-1.560254,5.559591,5.774378,-0.473826,0.125656,0.020953,-0.036304
56.768000,18.488257,22.572738,-0.263931,0.783023,0.028634,-0.054069,0.783023,-0.028634,0.054069,20.042952,17.009539,0.207356,0.657266,0.007658,-0.017760,16.911927,-0.079128,16.911964,-0.079127,0.303135,0.310268,0.303135,0.310268,-1.554695,5.563199,5.776353,-0.471287,0.125757,0.020976,-0.036309
56.800000,18.515231,22.581064,-0.261983,0.783602,0.028656,-0.054109,0.783602,-0.028656,0.054109,20.064348,17.014295,0.206763,0.657746,0.007656,-0.017793,16.924799,-0.079739,16.924826,-0.079740,0.303259,0.310445,0.303259,0.310445,-1.549117,5.566769,5.778294,-0.468746,0.125856,0.021000,-0.036316
56.836000,18.542241,22.589344,-0.260034,0.784177,0.028679,-0.054151,0.784177,-0.028679,0.054151,20.085763,17.019041,0.206169,0.658221,0.007656,-0.017828,16.937508,-0.080347,16.937520,-0.080353,0.303381,0.310620,0.303381,0.310620,-1.543522,5.570303,5.780202,-0.466203,0.125956,0.021023,-0.036323
56.868000,18.569287,22.597577,-0.258083,0.784745,0.028702,-0.054192,0.784745,-0.028702,0.054192,20.107195,17.023777,0.205573,0.658692,0.007656,-0.017865,16.950053,-0.080954,16.950091,-0.080955,0.303502,0.310793,0.303502,0.310793,-1.537908,5.573800,5.782076,-0.463656,0.126053,0.021046,-0.036327
56.900000,18.596367,22.605763,-0.256130,0.785306,0.028727,-0.054238,0.785306,-0.028727,0.054238,20.128646,17.028504,0.204977,0.659159,0.007657,-0.017904,16.962435,-0.081563,16.962452,-0.081568,0.303620,0.310964,0.303620,0.310964,-1.532279,5.577259,5.783917,-0.461107,0.126147,0.021070,-0.036334
56.936000,18.623483,22.613903,-0.254176,0.785862,0.028753,-0.054288,0.785862,-0.028753,0.054288,20.150115,17.033222,0.204378,0.659621,0.007660,-0.017946,16.974652,-0.082175,16.974646,-0.082181,0.303736,0.311133,0.303736,0.311133,-1.526632,5.580681,5.785724,-0.458554,0.126241,0.021093,-0.036342
56.968000,18.650634,22.621995,-0.252219,0.786411,0.028780,-0.054336,0.786411,-0.028780,0.054336,20.171602,17.037929,0.203779,0.660078,0.007663,-0.017990,16.986704,-0.082791,16.986715,-0.082783,0.303851,0.311300,0.303851,0.311300,-1.520968,5.584066,5.787499,-0.455998,0.126333,0.021117,-0.036346
57.000000,18.677819,22.630040,-0.250261,0.786954,0.028808,-0.054386,0.786954,-0.028808,0.054386,20.193107,17.042627,0.203178,0.660531,0.007667,-0.018036,16.998590,-0.083411,16.998576,-0.083418,0.303962,0.311466,0.303962,0.311466,-1.515288,5.587413,5.789239,-0.453439,0.126423,0.021141,-0.036350
57.036000,18.705038,22.638038,-0.248301,0.787491,0.028836,-0.054441,0.787491,-0.028836,0.054441,20.214629,17.047316,0.202575,0.660979,0.007673,-0.018084,17.010310,-0.084037,17.010311,-0.084043,0.304072,0.311630,0.304072,0.311630,-1.509591,5.590722,5.790944,-0.450876,0.126512,0.021163,-0.036357
57.068000,18.732291,22.645987,-0.246339,0.788022,0.028866,-0.054498,0.788022,-0.028866,0.054498,20.236168,17.051994,0.201970,0.661422,0.007679,-0.018134,17.021863,-0.084668,17.021878,-0.084667,0.304180,0.311792,0.304180,0.311792,-1.503877,5.593993,5.792617,-0.448309,0.126600,0.021187,-0.036364
57.100000,18.759578,22.653889,-0.244375,0.788546,0.028897,-0.054552,0.788546,-0.028897,0.054552,20.257724,17.056663,0.201364,0.661861,0.007686,-0.018186,17.033248,-0.085304,17.033235,-0.085302,0.304285,0.311952,0.304285,0.311952,-1.498146,5.597226,5.794255,-0.445739,0.126685,0.021211,-0.036366
57.136000,18.786897,22.661743,-0.242409,0.789064,0.028928,-0.054611,0.789064,-0.028928,0.054611,20.279298,17.061321,0.200756,0.662296,0.007694,-0.018240,17.044466,-0.085946,17.044468,-0.085948,0.304388,0.312111,0.304388,0.312111,-1.492401,5.600422,5.795860,-0.443165,0.126768,0.021234,-0.036371
57.168000,18.786897,22.661743,-0.242409,0.789064,0.028928,-0.054611,0.789064,-0.028928,0.054611,20.300888,17.065970,0.200146,0.662725,0.007703,-0.018297,17.055516,-0.086594,17.055532,-0.086595,0.304489,0.312268,0.304489,0.312268,-1.513991,5.595773,5.796969,-0.442555,0.126339,0.021225,-0.036314
57.200000,18.814250,22.669549,-0.240441,0.789576,0.028961,-0.054674,0.789576,-0.028961,0.054674,20.322496,17.070608,0.199534,0.663150,0.007713,-0.018355,17.066397,-0.087248,17.066386,-0.087252,0.304587,0.312423,0.304587,0.312423,-1.508246,5.598941,5.798529,-0.439975,0.126426,0.021248,-0.036319
57.236000,18.841636,22.677306,-0.238470,0.790081,0.028994,-0.054736,0.790081,-0.028994,0.054736,20.344119,17.075237,0.198921,0.663570,0.007724,-0.018415,17.077108,-0.087908,17.077113,-0.087899,0.304684,0.312576,0.304684,0.312576,-1.502483,5.602069,5.800055,-0.437391,0.126511,0.021270,-0.036321
