t,x_ref,y_ref,psi_ref,u_ref,v_ref,r_ref,tau_u_ref,tau_r_ref,T1_ref,T2_ref,x_real,y_real,psi_real,u_real,v_real,r_real
29.800000,14.015039,5.239794,1.561903,0.606174,-0.024358,0.058968,22.954570,0.408038,12.261973,10.692596,11.640205,7.930505,3.054642,0.800608,-0.078039,0.138753
29.833333,14.016009,5.260009,1.563861,0.607174,-0.024251,0.058484,22.990546,0.403606,12.271438,10.719109,11.613816,7.935350,3.059255,0.801626,-0.077793,0.138019
29.866667,14.016937,5.280260,1.565802,0.608174,-0.024142,0.058000,23.026430,0.399168,12.280846,10.745584,11.587370,7.940069,3.063843,0.802642,-0.077545,0.137281
29.900000,14.017821,5.300546,1.567728,0.609174,-0.024033,0.057514,23.062218,0.394726,12.290197,10.772021,11.560869,7.944661,3.068407,0.803658,-0.077295,0.136540
29.933333,14.018664,5.320866,1.569637,0.610172,-0.023923,0.057028,23.097905,0.390279,12.299488,10.798416,11.534313,7.949126,3.072946,0.804673,-0.077043,0.135797
29.966667,14.019463,5.341222,1.571529,0.611169,-0.023812,0.056540,23.133487,0.385827,12.308718,10.824768,11.507703,7.953465,3.077460,0.805686,-0.076788,0.135051
30.000000,14.020221,5.361612,1.573406,0.612165,-0.023701,0.056052,23.168960,0.381371,12.317885,10.851075,11.481040,7.957677,3.081949,0.806699,-0.076531,0.134303
30.033333,14.020937,5.382037,1.575266,0.613160,-0.023589,0.055563,23.204321,0.376910,12.326987,10.877334,11.454323,7.961763,3.086413,0.807710,-0.076272,0.133552
30.066667,14.021611,5.402496,1.577110,0.614154,-0.023476,0.055073,23.239565,0.372445,12.336023,10.903542,11.427555,7.965724,3.090852,0.808720,-0.076011,0.132798
30.100000,14.022244,5.422989,1.578938,0.615146,-0.023362,0.054583,23.274688,0.367976,12.344990,10.929699,11.400735,7.969559,3.095266,0.809729,-0.075747,0.132041
30.133333,14.022835,5.443517,1.580749,0.616136,-0.023248,0.054091,23.309687,0.363502,12.353886,10.955800,11.373864,7.973268,3.099655,0.810736,-0.075481,0.131281
30.166667,14.023385,5.464078,1.582544,0.617125,-0.023133,0.053599,23.344556,0.359025,12.362711,10.981845,11.346944,7.976853,3.104018,0.811741,-0.075213,0.130519
30.200000,14.023894,5.484674,1.584322,0.618112,-0.023017,0.053105,23.379293,0.354544,12.371461,11.007832,11.319975,7.980312,3.108356,0.812745,-0.074943,0.129754
30.233333,14.024362,5.505303,1.586084,0.619098,-0.022901,0.052611,23.413893,0.350059,12.380136,11.033757,11.292957,7.983647,3.112668,0.813747,-0.074670,0.128987
30.266667,14.024789,5.525965,1.587830,0.620081,-0.022783,0.052117,23.448351,0.345570,12.388733,11.059618,11.265892,7.986857,3.116955,0.814746,-0.074395,0.128217
30.300000,14.025176,5.546661,1.589559,0.621062,-0.022665,0.051621,23.482665,0.341078,12.397251,11.085414,11.238779,7.989943,3.121216,0.815744,-0.074118,0.127444
30.333333,14.025523,5.567391,1.591271,0.622041,-0.022547,0.051125,23.516830,0.336582,12.405688,11.111142,11.211621,7.992905,3.125451,0.816739,-0.073838,0.126668
30.366667,14.025830,5.588153,1.592967,0.623017,-0.022427,0.050627,23.550842,0.332083,12.414042,11.136800,11.184417,7.995744,3.129660,0.817732,-0.073556,0.125889
30.400000,14.026097,5.608948,1.594646,0.623992,-0.022307,0.050130,23.584696,0.327581,12.422311,11.162385,11.157168,7.998459,3.133844,0.818723,-0.073271,0.125108
30.433333,14.026325,5.629776,1.596309,0.624963,-0.022186,0.049631,23.618390,0.323075,12.430494,11.187896,11.129875,8.001051,3.138001,0.819711,-0.072984,0.124324
30.466667,14.026513,5.650636,1.597955,0.625932,-0.022064,0.049132,23.651919,0.318567,12.438588,11.213331,11.102538,8.003521,3.142132,0.820697,-0.072695,0.123538
30.500000,14.026662,5.671529,1.599584,0.626899,-0.021942,0.048632,23.685278,0.314056,12.446593,11.238686,11.075159,8.005868,3.146236,0.821680,-0.072403,0.122749
30.533333,14.026772,5.692454,1.601197,0.627862,-0.021819,0.048131,23.718465,0.309542,12.454505,11.263960,11.047738,8.008094,3.150315,0.822659,-0.072109,0.121957
30.566667,14.026844,5.713411,1.602793,0.628822,-0.021695,0.047629,23.751474,0.305025,12.462324,11.289151,11.020275,8.010197,3.154367,0.823637,-0.071813,0.121162
30.600000,14.026877,5.734400,1.604372,0.629780,-0.021570,0.047127,23.784303,0.300506,12.470047,11.314256,10.992772,8.012179,3.158392,0.824611,-0.071514,0.120365
30.633333,14.026872,5.755421,1.605935,0.630734,-0.021445,0.046624,23.816946,0.295984,12.477673,11.339273,10.965229,8.014041,3.162391,0.825581,-0.071212,0.119565
30.666667,14.026829,5.776474,1.607481,0.631685,-0.021319,0.046121,23.849400,0.291460,12.485201,11.364200,10.937646,8.015781,3.166363,0.826549,-0.070908,0.118762
30.700000,14.026748,5.797557,1.609010,0.632632,-0.021192,0.045617,23.881662,0.286934,12.492627,11.389035,10.910025,8.017402,3.170308,0.827513,-0.070602,0.117956
30.733333,14.026629,5.818672,1.610522,0.633576,-0.021064,0.045112,23.913726,0.282406,12.499951,11.413775,10.882366,8.018902,3.174227,0.828474,-0.070293,0.117148
30.766667,14.026473,5.839818,1.612017,0.634516,-0.020936,0.044607,23.945589,0.277875,12.507170,11.438419,10.854670,8.020284,3.178118,0.829431,-0.069981,0.116337
30.800000,14.026281,5.860995,1.613496,0.635453,-0.020807,0.044101,23.977248,0.273343,12.514284,11.462964,10.826937,8.021546,3.181982,0.830385,-0.069667,0.115523
30.833333,14.026051,5.882202,1.614957,0.636385,-0.020677,0.043594,24.008697,0.268809,12.521289,11.487408,10.799169,8.022689,3.185819,0.831335,-0.069351,0.114707
30.866667,14.025785,5.903440,1.616402,0.637314,-0.020546,0.043087,24.039934,0.264273,12.528185,11.511749,10.771365,8.023714,3.189629,0.832281,-0.069032,0.113888
30.900000,14.025482,5.924708,1.617830,0.638239,-0.020415,0.042579,24.070954,0.259736,12.534970,11.535984,10.743526,8.024622,3.193412,0.833223,-0.068710,0.113066
30.933333,14.025144,5.946006,1.619240,0.639159,-0.020283,0.042071,24.101753,0.255197,12.541641,11.560112,10.715654,8.025412,3.197167,0.834161,-0.068386,0.112242
30.966667,14.024770,5.967334,1.620634,0.640075,-0.020150,0.041562,24.132328,0.250657,12.548197,11.584130,10.687748,8.026085,3.200894,0.835095,-0.068059,0.111415
31.000000,14.024360,5.988692,1.622011,0.640987,-0.020016,0.041053,24.162674,0.246116,12.554637,11.608036,10.659810,8.026642,3.204594,0.836024,-0.067730,0.110585
31.033333,14.023915,6.010079,1.623371,0.641894,-0.019882,0.040543,24.192787,0.241574,12.560959,11.631828,10.631840,8.027082,3.208266,0.836949,-0.067398,0.109752
31.066667,14.023435,6.031495,1.624714,0.642797,-0.019746,0.040033,24.222664,0.237031,12.567160,11.655504,10.603838,8.027408,3.211911,0.837870,-0.067063,0.108917
31.100000,14.022920,6.052940,1.626040,0.643695,-0.019610,0.039522,24.252301,0.232486,12.573240,11.679062,10.575806,8.027618,3.215527,0.838786,-0.066726,0.108079
31.133333,14.022371,6.074415,1.627349,0.644588,-0.019474,0.039011,24.281694,0.227941,12.579196,11.702499,10.547743,8.027713,3.219116,0.839698,-0.066386,0.107238
31.166667,14.021787,6.095917,1.628641,0.645476,-0.019336,0.038499,24.310839,0.223396,12.585026,11.725813,10.519651,8.027695,3.222677,0.840604,-0.066044,0.106395
31.200000,14.021170,6.117449,1.629915,0.646359,-0.019198,0.037986,24.339732,0.218849,12.590730,11.749002,10.491530,8.027563,3.226209,0.841506,-0.065699,0.105549
31.233333,14.020519,6.139008,1.631173,0.647237,-0.019059,0.037474,24.368369,0.214302,12.596304,11.772064,10.463381,8.027318,3.229713,0.842403,-0.065351,0.104700
31.266667,14.019835,6.160596,1.632414,0.648110,-0.018919,0.036960,24.396746,0.209755,12.601749,11.794998,10.435205,8.026961,3.233189,0.843294,-0.065001,0.103849
31.300000,14.019117,6.182211,1.633637,0.648977,-0.018778,0.036447,24.424860,0.205208,12.607061,11.817800,10.407001,8.026491,3.236636,0.844181,-0.064648,0.102995
31.333333,14.018367,6.203854,1.634844,0.649839,-0.018637,0.035933,24.452707,0.200660,12.612239,11.840468,10.378771,8.025910,3.240055,0.845062,-0.064292,0.102138
31.366667,14.017585,6.225524,1.636033,0.650695,-0.018495,0.035418,24.480283,0.196113,12.617281,11.863002,10.350515,8.025218,3.243445,0.845938,-0.063934,0.101278
31.400000,14.016770,6.247222,1.637205,0.651546,-0.018352,0.034903,24.507583,0.191565,12.622186,11.885397,10.322234,8.024416,3.246807,0.846809,-0.063573,0.100416
31.433333,14.015923,6.268946,1.638360,0.652391,-0.018208,0.034388,24.534605,0.187018,12.626952,11.907653,10.293928,8.023505,3.250139,0.847673,-0.063209,0.099551
31.466667,14.015045,6.290697,1.639497,0.653229,-0.018064,0.033873,24.561345,0.182471,12.631577,11.929767,10.265599,8.022484,3.253443,0.848533,-0.062843,0.098683
31.500000,14.014135,6.312475,1.640618,0.654062,-0.017919,0.033357,24.587798,0.177924,12.636060,11.951738,10.237245,8.021354,3.256718,0.849386,-0.062473,0.097813
31.533333,14.013195,6.334278,1.641721,0.654889,-0.017773,0.032840,24.613961,0.173378,12.640399,11.973562,10.208869,8.020116,3.259964,0.850234,-0.062102,0.096940
31.566667,14.012223,6.356108,1.642807,0.655709,-0.017626,0.032323,24.639831,0.168832,12.644592,11.995239,10.180471,8.018771,3.263181,0.851075,-0.061727,0.096065
31.600000,14.011221,6.377964,1.643876,0.656524,-0.017478,0.031806,24.665403,0.164287,12.648637,12.016765,10.152051,8.017320,3.266368,0.851911,-0.061350,0.095186
31.633333,14.010190,6.399845,1.644928,0.657331,-0.017330,0.031289,24.690673,0.159742,12.652534,12.038140,10.123609,8.015762,3.269526,0.852740,-0.060970,0.094305
31.666667,14.009128,6.421751,1.645962,0.658132,-0.017181,0.030772,24.715639,0.155199,12.656279,12.059360,10.095147,8.014098,3.272655,0.853563,-0.060587,0.093421
31.700000,14.008037,6.443682,1.646979,0.658927,-0.017032,0.030254,24.740296,0.150657,12.659872,12.080424,10.066665,8.012330,3.275754,0.854380,-0.060201,0.092535
31.733333,14.006917,6.465638,1.647979,0.659715,-0.016882,0.029735,24.764640,0.146115,12.663311,12.101330,10.038164,8.010457,3.278824,0.855190,-0.059813,0.091646
31.766667,14.005768,6.487619,1.648961,0.660496,-0.016731,0.029217,24.788669,0.141575,12.666594,12.122075,10.009643,8.008481,3.281864,0.855994,-0.059422,0.090754
31.800000,14.004591,6.509624,1.649927,0.661270,-0.016579,0.028698,24.812378,0.137036,12.669720,12.142658,9.981104,8.006401,3.284874,0.856792,-0.059028,0.089860
31.833333,14.003385,6.531653,1.650875,0.662036,-0.016426,0.028179,24.835763,0.132498,12.672686,12.163077,9.952547,8.004220,3.287854,0.857582,-0.058632,0.088963
31.866667,14.002152,6.553706,1.651805,0.662796,-0.016273,0.027660,24.858822,0.127962,12.675492,12.183330,9.923973,8.001936,3.290805,0.858366,-0.058233,0.088063
31.900000,14.000891,6.575782,1.652719,0.663548,-0.016120,0.027141,24.881549,0.123427,12.678135,12.203414,9.895382,7.999552,3.293725,0.859142,-0.057831,0.087160
31.933333,13.999603,6.597882,1.653615,0.664293,-0.015965,0.026621,24.903943,0.118894,12.680615,12.223328,9.866774,7.997067,3.296615,0.859912,-0.057426,0.086255
31.966667,13.998288,6.620004,1.654493,0.665031,-0.015810,0.026101,24.925999,0.114363,12.682928,12.243070,9.838150,7.994483,3.299475,0.860675,-0.057018,0.085348
32.000000,13.996947,6.642150,1.655355,0.665761,-0.015654,0.025581,24.947713,0.109834,12.685075,12.262638,9.809512,7.991800,3.302305,0.861430,-0.056608,0.084437
32.033333,13.995580,6.664318,1.656199,0.666483,-0.015498,0.025061,24.969082,0.105306,12.687053,12.282029,9.780858,7.989019,3.305104,0.862179,-0.056195,0.083524
32.066667,13.994187,6.686508,1.657025,0.667197,-0.015341,0.024541,24.990103,0.100781,12.688860,12.301243,9.752190,7.986140,3.307873,0.862919,-0.055779,0.082608
32.100000,13.992768,6.708720,1.657835,0.667904,-0.015184,0.024020,25.010771,0.096257,12.690495,12.320276,9.723508,7.983164,3.310611,0.863653,-0.055360,0.081690
32.133333,13.991325,6.730954,1.658627,0.668602,-0.015026,0.023500,25.031085,0.091736,12.691957,12.339128,9.694813,7.980093,3.313319,0.864379,-0.054939,0.080769
32.166667,13.989856,6.753210,1.659401,0.669293,-0.014867,0.022979,25.051038,0.087217,12.693243,12.357795,9.666104,7.976926,3.315996,0.865097,-0.054515,0.079845
32.200000,13.988364,6.775487,1.660159,0.669975,-0.014708,0.022458,25.070630,0.082700,12.694353,12.376277,9.637384,7.973665,3.318642,0.865807,-0.054088,0.078919
32.233333,13.986847,6.797784,1.660899,0.670649,-0.014548,0.021937,25.089855,0.078185,12.695284,12.394571,9.608651,7.970310,3.321257,0.866510,-0.053658,0.077990
32.266667,13.985307,6.820102,1.661621,0.671314,-0.014388,0.021416,25.108711,0.073674,12.696036,12.412675,9.579907,7.966862,3.323841,0.867205,-0.053226,0.077058
32.300000,13.983743,6.842441,1.662326,0.671971,-0.014227,0.020895,25.127194,0.069164,12.696605,12.430589,9.551152,7.963322,3.326394,0.867891,-0.052790,0.076124
32.333333,13.982157,6.864799,1.663014,0.672620,-0.014066,0.020373,25.145300,0.064658,12.696992,12.448308,9.522386,7.959690,3.328916,0.868570,-0.052352,0.075187
32.366667,13.980548,6.887178,1.663684,0.673259,-0.013905,0.019852,25.163027,0.060154,12.697194,12.465833,9.493610,7.955967,3.331406,0.869240,-0.051912,0.074248
32.400000,13.978917,6.909576,1.664338,0.673890,-0.013743,0.019331,25.180371,0.055653,12.697210,12.483161,9.464825,7.952155,3.333865,0.869902,-0.051468,0.073306
32.433333,13.977264,6.931993,1.664973,0.674512,-0.013580,0.018809,25.197328,0.051155,12.697038,12.500290,9.436030,7.948254,3.336293,0.870556,-0.051022,0.072361
32.466667,13.975589,6.954429,1.665591,0.675125,-0.013417,0.018288,25.213895,0.046660,12.696677,12.517218,9.407226,7.944264,3.338689,0.871202,-0.050573,0.071414
32.500000,13.973894,6.976884,1.666192,0.675729,-0.013254,0.017767,25.230074,0.042167,12.696128,12.533946,9.378414,7.940187,3.341054,0.871838,-0.050121,0.070464
32.533333,13.972178,6.999357,1.666776,0.676323,-0.013091,0.017245,25.245891,0.037677,12.695402,12.550489,9.349594,7.936023,3.343387,0.872467,-0.049666,0.069511
32.566667,13.970442,7.021848,1.667342,0.676909,-0.012927,0.016724,25.261352,0.033190,12.694502,12.566850,9.320766,7.931773,3.345688,0.873086,-0.049209,0.068556
32.600000,13.968686,7.044357,1.667891,0.677485,-0.012763,0.016202,25.276455,0.028704,12.693428,12.583027,9.291931,7.927438,3.347957,0.873697,-0.048749,0.067598
32.633333,13.966911,7.066883,1.668422,0.678052,-0.012598,0.015681,25.291201,0.024221,12.692180,12.599021,9.263090,7.923019,3.350194,0.874299,-0.048286,0.066638
32.666667,13.965116,7.089427,1.668936,0.678610,-0.012433,0.015160,25.305587,0.019741,12.690757,12.614830,9.234242,7.918517,3.352399,0.874893,-0.047821,0.065675
32.700000,13.963303,7.111987,1.669433,0.679158,-0.012267,0.014638,25.319613,0.015263,12.689159,12.630454,9.205388,7.913933,3.354572,0.875477,-0.047352,0.064710
32.733333,13.961471,7.134565,1.669912,0.679697,-0.012100,0.014117,25.333279,0.010788,12.687387,12.645892,9.176528,7.909266,3.356713,0.876053,-0.046881,0.063741
32.766667,13.959622,7.157158,1.670374,0.680226,-0.011933,0.013596,25.346583,0.006316,12.685439,12.661145,9.147663,7.904519,3.358821,0.876620,-0.046407,0.062771
32.800000,13.957755,7.179767,1.670819,0.680746,-0.011765,0.013075,25.359525,0.001847,12.683315,12.676210,9.118793,7.899692,3.360898,0.877178,-0.045931,0.061797
32.833333,13.955871,7.202392,1.671246,0.681257,-0.011596,0.012553,25.372105,-0.002619,12.681017,12.691088,9.089919,7.894786,3.362941,0.877727,-0.045452,0.060821
32.866667,13.953970,7.225033,1.671655,0.681758,-0.011427,0.012032,25.384320,-0.007081,12.678542,12.705778,9.061041,7.889802,3.364952,0.878267,-0.044970,0.059843
32.900000,13.952052,7.247689,1.672048,0.682250,-0.011256,0.011511,25.396171,-0.011541,12.675892,12.720280,9.032158,7.884740,3.366931,0.878798,-0.044485,0.058862
32.933333,13.950119,7.270359,1.672423,0.682732,-0.011085,0.010991,25.407658,-0.015997,12.673065,12.734593,9.003273,7.879602,3.368876,0.879320,-0.043998,0.057878
32.966667,13.948170,7.293044,1.672781,0.683204,-0.010913,0.010470,25.418778,-0.020450,12.670063,12.748716,8.974384,7.874389,3.370789,0.879833,-0.043508,0.056892
33.000000,13.946206,7.315743,1.673121,0.683667,-0.010740,0.009949,25.429533,-0.024899,12.666884,12.762649,8.945492,7.869101,3.372669,0.880337,-0.043016,0.055903
33.033333,13.944227,7.338456,1.673444,0.684120,-0.010565,0.009428,25.439920,-0.029345,12.663528,12.776392,8.916598,7.863740,3.374516,0.880832,-0.042520,0.054911
33.066667,13.942233,7.361183,1.673749,0.684564,-0.010390,0.008908,25.449940,-0.033787,12.659996,12.789944,8.887702,7.858305,3.376329,0.881317,-0.042023,0.053917
33.100000,13.940226,7.383923,1.674038,0.684998,-0.010214,0.008387,25.459592,-0.038225,12.656287,12.803305,8.858803,7.852799,3.378110,0.881794,-0.041522,0.052921
33.133333,13.938204,7.406677,1.674309,0.685422,-0.010037,0.007867,25.468875,-0.042659,12.652402,12.816474,8.829903,7.847222,3.379857,0.882261,-0.041019,0.051921
33.166667,13.936170,7.429443,1.674562,0.685836,-0.009858,0.007347,25.477790,-0.047089,12.648339,12.829450,8.801002,7.841575,3.381571,0.882719,-0.040513,0.050920
33.200000,13.934122,7.452221,1.674798,0.686241,-0.009679,0.006827,25.486334,-0.051515,12.644100,12.842234,8.772100,7.835859,3.383252,0.883168,-0.040005,0.049916
33.233333,13.932062,7.475012,1.675017,0.686636,-0.009498,0.006307,25.494508,-0.055937,12.639683,12.854825,8.743197,7.830074,3.384899,0.883608,-0.039494,0.048909
33.266667,13.929990,7.497814,1.675219,0.687021,-0.009316,0.005787,25.502312,-0.060355,12.635089,12.867222,8.714293,7.824223,3.386512,0.884038,-0.038980,0.047899
33.300000,13.927906,7.520628,1.675403,0.687396,-0.009133,0.005268,25.509744,-0.064768,12.630318,12.879426,8.685390,7.818305,3.388092,0.884459,-0.038464,0.046888
33.333333,13.925811,7.543454,1.675570,0.687762,-0.008948,0.004748,25.516804,-0.069177,12.625370,12.891435,8.656486,7.812322,3.389638,0.884871,-0.037945,0.045873
33.366667,13.923704,7.566290,1.675720,0.688117,-0.008763,0.004229,25.523493,-0.073581,12.620244,12.903249,8.627583,7.806275,3.391150,0.885273,-0.037424,0.044856
33.400000,13.921587,7.589137,1.675852,0.688463,-0.008576,0.003710,25.529809,-0.077981,12.614940,12.914869,8.598680,7.800164,3.392628,0.885666,-0.036900,0.043837
33.433333,13.919460,7.611994,1.675967,0.688799,-0.008387,0.003191,25.535752,-0.082377,12.609459,12.926293,8.569778,7.793991,3.394072,0.886050,-0.036373,0.042815
33.466667,13.917323,7.634862,1.676065,0.689124,-0.008198,0.002672,25.541322,-0.086767,12.603801,12.937521,8.540877,7.787756,3.395482,0.886424,-0.035845,0.041791
33.500000,13.915176,7.657739,1.676145,0.689440,-0.008007,0.002154,25.546518,-0.091153,12.597964,12.948554,8.511977,7.781461,3.396858,0.886789,-0.035313,0.040764
33.533333,13.913021,7.680626,1.676208,0.689746,-0.007814,0.001635,25.551341,-0.095534,12.591950,12.959390,8.483079,7.775107,3.398200,0.887144,-0.034779,0.039735
33.566667,13.910856,7.703521,1.676254,0.690042,-0.007620,0.001117,25.555788,-0.099910,12.585759,12.970030,8.454182,7.768694,3.399507,0.887490,-0.034243,0.038703
33.600000,13.908684,7.726426,1.676283,0.690328,-0.007425,0.000599,25.559862,-0.104282,12.579389,12.980472,8.425288,7.762223,3.400780,0.887826,-0.033704,0.037669
33.633333,13.906503,7.749340,1.676294,0.690604,-0.007229,0.000081,25.563560,-0.108648,12.572842,12.990718,8.396395,7.755696,3.402018,0.888153,-0.033163,0.036633
33.666667,13.904315,7.772261,1.676288,0.690870,-0.007031,-0.000436,25.566883,-0.113009,12.566117,13.000766,8.367505,7.749114,3.403222,0.888470,-0.032619,0.035594
33.700000,13.902120,7.795191,1.676265,0.691126,-0.006831,-0.000953,25.569830,-0.117364,12.559214,13.010616,8.338617,7.742477,3.404391,0.888778,-0.032073,0.034552
33.733333,13.899917,7.818128,1.676225,0.691371,-0.006630,-0.001470,25.572402,-0.121715,12.552134,13.020268,8.309732,7.735786,3.405525,0.889076,-0.031524,0.033508
33.766667,13.897709,7.841073,1.676167,0.691607,-0.006428,-0.001987,25.574598,-0.126060,12.544875,13.029723,8.280850,7.729043,3.406625,0.889365,-0.030974,0.032462
33.800000,13.895494,7.864024,1.676092,0.691833,-0.006224,-0.002504,25.576417,-0.130400,12.537439,13.038978,8.251970,7.722249,3.407689,0.889644,-0.030420,0.031414
33.833333,13.893274,7.886983,1.676000,0.692048,-0.006019,-0.003020,25.577860,-0.134735,12.529825,13.048036,8.223094,7.715404,3.408719,0.889913,-0.029865,0.030363
33.866667,13.891049,7.909948,1.675891,0.692253,-0.005812,-0.003536,25.578927,-0.139064,12.522033,13.056894,8.194221,7.708509,3.409713,0.890173,-0.029307,0.029309
33.900000,13.888818,7.932919,1.675764,0.692449,-0.005603,-0.004052,25.579617,-0.143387,12.514064,13.065553,8.165352,7.701566,3.410673,0.890423,-0.028747,0.028254
33.933333,13.886584,7.955896,1.675621,0.692633,-0.005394,-0.004567,25.579930,-0.147705,12.505916,13.074013,8.136486,7.694576,3.411597,0.890664,-0.028184,0.027196
33.966667,13.884345,7.978879,1.675460,0.692808,-0.005182,-0.005082,25.579865,-0.152017,12.497592,13.082274,8.107625,7.687539,3.412485,0.890894,-0.027619,0.026136
34.000000,13.882102,8.001867,1.675282,0.692973,-0.004970,-0.005597,25.579424,-0.156324,12.489089,13.090335,8.078767,7.680458,3.413339,0.891115,-0.027052,0.025073
34.033333,13.879856,8.024859,1.675087,0.693127,-0.004755,-0.006112,25.578606,-0.160625,12.480409,13.098197,8.049913,7.673331,3.414157,0.891327,-0.026483,0.024008
34.066667,13.877607,8.047857,1.674874,0.693272,-0.004540,-0.006626,25.577410,-0.164920,12.471551,13.105858,8.021063,7.666162,3.414939,0.891529,-0.025911,0.022941
34.100000,13.875355,8.070859,1.674645,0.693406,-0.004322,-0.007140,25.575836,-0.169209,12.462516,13.113320,7.992218,7.658950,3.415686,0.891721,-0.025338,0.021872
34.133333,13.873102,8.093865,1.674398,0.693529,-0.004104,-0.007654,25.573886,-0.173492,12.453303,13.120582,7.963377,7.651697,3.416397,0.891903,-0.024762,0.020800
34.166667,13.870846,8.116874,1.674135,0.693643,-0.003884,-0.008167,25.571557,-0.177770,12.443914,13.127644,7.934541,7.644404,3.417073,0.892075,-0.024184,0.019726
34.200000,13.868589,8.139887,1.673854,0.693746,-0.003662,-0.008680,25.568852,-0.182041,12.434346,13.134505,7.905710,7.637072,3.417712,0.892238,-0.023604,0.018650
34.233333,13.866331,8.162904,1.673556,0.693839,-0.003439,-0.009193,25.565768,-0.186307,12.424602,13.141166,7.876883,7.629702,3.418316,0.892391,-0.023021,0.017572
34.266667,13.864073,8.185923,1.673241,0.693922,-0.003214,-0.009705,25.562308,-0.190566,12.414680,13.147627,7.848061,7.622295,3.418883,0.892534,-0.022437,0.016491
34.300000,13.861814,8.208944,1.672909,0.693994,-0.002988,-0.010217,25.558469,-0.194819,12.404582,13.153887,7.819244,7.614852,3.419415,0.892667,-0.021851,0.015408
34.333333,13.859555,8.231968,1.672560,0.694056,-0.002761,-0.010729,25.554254,-0.199067,12.394307,13.159947,7.790432,7.607375,3.419910,0.892791,-0.021262,0.014323
34.366667,13.857296,8.254994,1.672194,0.694108,-0.002532,-0.011240,25.549661,-0.203308,12.383854,13.165807,7.761626,7.599863,3.420370,0.892904,-0.020672,0.013236
34.400000,13.855039,8.278021,1.671811,0.694150,-0.002302,-0.011751,25.544691,-0.207543,12.373225,13.171466,7.732824,7.592319,3.420793,0.893008,-0.020079,0.012147
34.433333,13.852782,8.301050,1.671410,0.694181,-0.002070,-0.012261,25.539344,-0.211771,12.362420,13.176924,7.704028,7.584744,3.421179,0.893102,-0.019485,0.011056
34.466667,13.850528,8.324080,1.670993,0.694202,-0.001837,-0.012771,25.533620,-0.215994,12.351438,13.182182,7.675238,7.577138,3.421530,0.893187,-0.018888,0.009962
34.500000,13.848275,8.347110,1.670559,0.694213,-0.001603,-0.013281,25.527519,-0.220210,12.340279,13.187239,7.646453,7.569502,3.421843,0.893261,-0.018290,0.008867
34.533333,13.846025,8.370141,1.670108,0.694213,-0.001368,-0.013790,25.521041,-0.224419,12.328945,13.192096,7.617673,7.561838,3.422121,0.893325,-0.017690,0.007769
34.566667,13.843777,8.393172,1.669640,0.694203,-0.001131,-0.014299,25.514187,-0.228623,12.317434,13.196753,7.588899,7.554147,3.422361,0.893380,-0.017088,0.006670
34.600000,13.841533,8.416203,1.669155,0.694183,-0.000893,-0.014808,25.506956,-0.232820,12.305748,13.201209,7.560131,7.546430,3.422565,0.893425,-0.016484,0.005568
34.633333,13.839292,8.439233,1.668652,0.694152,-0.000653,-0.015316,25.499350,-0.237011,12.293885,13.205464,7.531369,7.538688,3.422732,0.893459,-0.015878,0.004464
34.666667,13.837055,8.462262,1.668133,0.694111,-0.000412,-0.015823,25.491367,-0.241195,12.281847,13.209520,7.502612,7.530921,3.422863,0.893484,-0.015270,0.003359
34.700000,13.834822,8.485291,1.667598,0.694060,-0.000170,-0.016330,25.483009,-0.245373,12.269634,13.213375,7.473861,7.523132,3.422956,0.893499,-0.014661,0.002251
34.733333,13.832594,8.508317,1.667045,0.693998,0.000073,-0.016837,25.474276,-0.249544,12.257245,13.217030,7.445116,7.515321,3.423013,0.893504,-0.014049,0.001141
34.766667,13.830372,8.531342,1.666475,0.693926,0.000317,-0.017344,25.465167,-0.253709,12.244681,13.220486,7.416377,7.507489,3.423032,0.893499,-0.013437,0.000029
34.800000,13.828154,8.554365,1.665889,0.693844,0.000562,-0.017849,25.455684,-0.257868,12.231943,13.223741,7.387644,7.499638,3.423014,0.893484,-0.012822,-0.001084
34.833333,13.825942,8.577386,1.665285,0.693751,0.000809,-0.018355,25.445826,-0.262020,12.219029,13.226797,7.358918,7.491768,3.422960,0.893460,-0.012206,-0.002200
34.866667,13.823737,8.600404,1.664665,0.693648,0.001056,-0.018860,25.435594,-0.266165,12.205941,13.229653,7.330197,7.483881,3.422868,0.893425,-0.011588,-0.003317
34.900000,13.821538,8.623419,1.664028,0.693534,0.001305,-0.019364,25.424989,-0.270304,12.192679,13.232309,7.301482,7.475977,3.422738,0.893380,-0.010968,-0.004436
34.933333,13.819346,8.646431,1.663374,0.693411,0.001554,-0.019868,25.414010,-0.274436,12.179243,13.234767,7.272774,7.468059,3.422572,0.893326,-0.010347,-0.005556
34.966667,13.817161,8.669439,1.662703,0.693276,0.001805,-0.020372,25.402658,-0.278562,12.165633,13.237025,7.244072,7.460126,3.422368,0.893261,-0.009724,-0.006678
35.000000,13.814985,8.692443,1.662016,0.693132,0.002056,-0.020875,25.390933,-0.282681,12.151849,13.239085,7.215375,7.452181,3.422126,0.893187,-0.009100,-0.007802
35.033333,13.812816,8.715443,1.661312,0.692977,0.002309,-0.021377,25.378837,-0.286794,12.137891,13.240945,7.186686,7.444223,3.421847,0.893102,-0.008474,-0.008926
