t,x_real,y_real,psi_real,u_real,v_real,r_real,x_ref,y_ref,psi_ref,u_ref,v_ref,r_ref,tau_u_ref,tau_r_ref,tau_u_applied,tau_r_applied,cmd_left,cmd_right,err_x,err_y,err_pos,err_psi,err_u,err_v,err_r
10.264000,5.741497,0.075839,-0.065722,1.179970,-0.019953,0.034576,3.388020,-0.141386,-0.018247,0.803132,-0.003010,0.013148,30.861880,0.142931,30.861872,0.142923,0.452248,0.442628,2.353477,0.217225,2.363481,-0.047475,0.376838,-0.016943,0.021428
10.300000,5.784021,0.077935,-0.066986,1.182346,-0.020312,0.035078,3.414820,-0.141971,-0.017806,0.805222,-0.003061,0.013298,30.924747,0.144429,30.924761,0.144440,0.452843,0.443132,2.369201,0.219906,2.379385,-0.049180,0.377124,-0.017251,0.021780
10.332000,5.826627,0.080077,-0.068268,1.184691,-0.020674,0.035585,3.441689,-0.142546,-0.017360,0.807290,-0.003114,0.013450,30.986746,0.145936,30.986748,0.145942,0.453429,0.443628,2.384938,0.222623,2.395306,-0.050908,0.377401,-0.017560,0.022135
10.364000,5.869314,0.082266,-0.069568,1.186997,-0.021041,0.036096,3.468627,-0.143112,-0.016909,0.809336,-0.003168,0.013603,31.047873,0.147452,31.047887,0.147445,0.454007,0.444116,2.400687,0.225378,2.411243,-0.052659,0.377661,-0.017873,0.022493
10.400000,5.912081,0.084504,-0.070887,1.189275,-0.021411,0.036612,3.495633,-0.143670,-0.016453,0.811359,-0.003223,0.013757,31.108125,0.148978,31.108178,0.148978,0.454578,0.444595,2.416448,0.228174,2.427197,-0.054434,0.377916,-0.018188,0.022855
10.432000,5.954927,0.086791,-0.072225,1.191521,-0.021786,0.037133,3.522706,-0.144217,-0.015992,0.813360,-0.003279,0.013912,31.167499,0.150514,31.167500,0.150512,0.455140,0.445065,2.432221,0.231008,2.443167,-0.056233,0.378161,-0.018507,0.023221
10.464000,5.997849,0.089128,-0.073582,1.193732,-0.022164,0.037656,3.549846,-0.144755,-0.015526,0.815339,-0.003337,0.014068,31.225992,0.152059,31.226024,0.152062,0.455695,0.445527,2.448003,0.233883,2.459151,-0.058056,0.378393,-0.018827,0.023588
10.500000,6.040848,0.091516,-0.074957,1.195918,-0.022546,0.038185,3.577052,-0.145283,-0.015054,0.817295,-0.003397,0.014225,31.283601,0.153615,31.283574,0.153611,0.456241,0.445980,2.463796,0.236799,2.475150,-0.059903,0.378623,-0.019149,0.023960
10.532000,6.083922,0.093956,-0.076352,1.198068,-0.022933,0.038719,3.604323,-0.145802,-0.014578,0.819228,-0.003457,0.014384,31.340322,0.155180,31.340320,0.155177,0.456780,0.446425,2.479599,0.239758,2.491163,-0.061774,0.378840,-0.019476,0.024335
10.564000,6.127069,0.096448,-0.077767,1.200186,-0.023323,0.039255,3.631658,-0.146310,-0.014095,0.821138,-0.003519,0.014544,31.396152,0.156755,31.396144,0.156757,0.457311,0.446861,2.495411,0.242758,2.507191,-0.063672,0.379048,-0.019804,0.024711
10.600000,6.170289,0.098993,-0.079200,1.202275,-0.023717,0.039798,3.659056,-0.146808,-0.013608,0.823026,-0.003582,0.014705,31.451089,0.158339,31.451101,0.158338,0.457834,0.447289,2.511233,0.245801,2.523234,-0.065592,0.379249,-0.020135,0.025093
10.632000,6.213580,0.101592,-0.080654,1.204326,-0.024116,0.040343,3.686518,-0.147295,-0.013115,0.824891,-0.003647,0.014868,31.505129,0.159934,31.505130,0.159934,0.458349,0.447708,2.527062,0.248887,2.539288,-0.067539,0.379435,-0.020469,0.025475
10.664000,6.213580,0.101592,-0.080654,1.204326,-0.024116,0.040343,3.714041,-0.147772,-0.012617,0.826732,-0.003713,0.015031,31.558269,0.161538,31.558287,0.161531,0.458856,0.448119,2.499539,0.249364,2.511947,-0.068037,0.377594,-0.020403,0.025312
10.700000,6.256940,0.104246,-0.082127,1.206346,-0.024518,0.040893,3.741625,-0.148238,-0.012113,0.828551,-0.003780,0.015196,31.610507,0.163153,31.610510,0.163142,0.459355,0.448521,2.515315,0.252484,2.527955,-0.070014,0.377795,-0.020738,0.025697
10.732000,6.300369,0.106956,-0.083620,1.208338,-0.024924,0.041449,3.769270,-0.148693,-0.011604,0.830346,-0.003849,0.015362,31.661838,0.164777,31.661857,0.164784,0.459847,0.448914,2.531099,0.255649,2.543977,-0.072016,0.377992,-0.021075,0.026087
10.764000,6.343865,0.109722,-0.085134,1.210294,-0.025334,0.042006,3.796975,-0.149137,-0.011089,0.832119,-0.003919,0.015529,31.712259,0.166412,31.712264,0.166411,0.460330,0.449299,2.546890,0.258859,2.560011,-0.074045,0.378175,-0.021415,0.026477
10.800000,6.387428,0.112546,-0.086668,1.212223,-0.025748,0.042571,3.824738,-0.149569,-0.010568,0.833867,-0.003990,0.015698,31.761769,0.168056,31.761731,0.168052,0.460805,0.449675,2.562690,0.262115,2.576059,-0.076100,0.378356,-0.021758,0.026873
10.832000,6.431055,0.115428,-0.088222,1.214121,-0.026166,0.043138,3.852560,-0.149990,-0.010042,0.835593,-0.004063,0.015868,31.810363,0.169711,31.810370,0.169709,0.461273,0.450043,2.578495,0.265418,2.592119,-0.078180,0.378528,-0.022103,0.027270
10.864000,6.474746,0.118369,-0.089796,1.215984,-0.026587,0.043709,3.880439,-0.150400,-0.009510,0.837295,-0.004137,0.016039,31.858039,0.171376,31.858064,0.171381,0.461733,0.450402,2.594307,0.268769,2.608192,-0.080286,0.378689,-0.022450,0.027670
10.900000,6.518499,0.121370,-0.091392,1.217819,-0.027013,0.044287,3.908374,-0.150797,-0.008973,0.838973,-0.004212,0.016211,31.904793,0.173051,31.904752,0.173052,0.462184,0.450752,2.610125,0.272167,2.624276,-0.082419,0.378846,-0.022801,0.028076
10.932000,6.562313,0.124432,-0.093008,1.219619,-0.027442,0.044865,3.936365,-0.151182,-0.008430,0.840627,-0.004289,0.016384,31.950623,0.174736,31.950605,0.174738,0.462628,0.451094,2.625948,0.275614,2.640372,-0.084578,0.378992,-0.023153,0.028481
10.964000,6.606187,0.127556,-0.094645,1.221385,-0.027875,0.045450,3.964411,-0.151555,-0.007881,0.842258,-0.004367,0.016559,31.995525,0.176431,31.995505,0.176439,0.463064,0.451427,2.641776,0.279111,2.656479,-0.086764,0.379127,-0.023508,0.028891
11.000000,6.650119,0.130743,-0.096304,1.223123,-0.028312,0.046038,3.992511,-0.151916,-0.007326,0.843865,-0.004447,0.016735,32.039497,0.178137,32.039508,0.178140,0.463492,0.451752,2.657608,0.282659,2.672597,-0.088978,0.379258,-0.023865,0.029303
11.032000,6.694109,0.133993,-0.097984,1.224826,-0.028753,0.046630,4.020665,-0.152264,-0.006765,0.845448,-0.004528,0.016912,32.082534,0.179853,32.082554,0.179855,0.463912,0.452068,2.673444,0.286257,2.688725,-0.091219,0.379378,-0.024225,0.029718
11.064000,6.738154,0.137307,-0.099685,1.226498,-0.029198,0.047228,4.048871,-0.152599,-0.006198,0.847007,-0.004610,0.017091,32.124635,0.181580,32.124641,0.181585,0.464324,0.452375,2.689283,0.289906,2.704864,-0.093487,0.379491,-0.024588,0.030137
11.100000,6.782254,0.140687,-0.101408,1.228143,-0.029646,0.047827,4.077129,-0.152921,-0.005626,0.848542,-0.004694,0.017271,32.165797,0.183317,32.165824,0.183314,0.464728,0.452674,2.705125,0.293608,2.721012,-0.095782,0.379601,-0.024952,0.030556
11.132000,6.782254,0.140687,-0.101408,1.228143,-0.029646,0.047827,4.105438,-0.153230,-0.005047,0.850052,-0.004779,0.017452,32.206015,0.185064,32.206043,0.185057,0.465124,0.452964,2.676816,0.293917,2.692904,-0.096361,0.378091,-0.024867,0.030375
11.164000,6.826407,0.144133,-0.103153,1.229752,-0.030098,0.048433,4.133796,-0.153526,-0.004462,0.851538,-0.004865,0.017635,32.245288,0.186823,32.245296,0.186815,0.465512,0.453245,2.692611,0.297659,2.709014,-0.098691,0.378214,-0.025233,0.030798
11.200000,6.870613,0.147646,-0.104920,1.231332,-0.030554,0.049041,4.162204,-0.153808,-0.003871,0.853000,-0.004953,0.017818,32.283612,0.188591,32.283581,0.188587,0.465892,0.453517,2.708409,0.301454,2.725134,-0.101049,0.378332,-0.025601,0.031223
11.232000,6.914869,0.151227,-0.106709,1.232882,-0.031013,0.049654,4.190661,-0.154076,-0.003274,0.854438,-0.005042,0.018004,32.320984,0.190371,32.321014,0.190374,0.466265,0.453781,2.724208,0.305303,2.741262,-0.103435,0.378444,-0.025971,0.031650
11.264000,6.959175,0.154877,-0.108520,1.234395,-0.031476,0.050272,4.219165,-0.154330,-0.002671,0.855850,-0.005132,0.018190,32.357402,0.192161,32.357416,0.192159,0.466629,0.454036,2.740010,0.309207,2.757402,-0.105849,0.378545,-0.026344,0.032082
11.300000,7.003529,0.158597,-0.110353,1.235879,-0.031943,0.050890,4.247716,-0.154570,-0.002062,0.857239,-0.005224,0.018378,32.392861,0.193962,32.392845,0.193959,0.466985,0.454282,2.755813,0.313167,2.773550,-0.108291,0.378640,-0.026719,0.032512
11.332000,7.047929,0.162388,-0.112209,1.237332,-0.032413,0.051518,4.276313,-0.154796,-0.001446,0.858602,-0.005317,0.018567,32.427360,0.195774,32.427357,0.195788,0.467334,0.454519,2.771616,0.317184,2.789707,-0.110763,0.378730,-0.027096,0.032951
11.364000,7.092375,0.166251,-0.114087,1.238750,-0.032887,0.052144,4.304956,-0.155007,-0.000824,0.859941,-0.005411,0.018757,32.460895,0.197596,32.460891,0.197600,0.467674,0.454748,2.787419,0.321258,2.805871,-0.113263,0.378809,-0.027476,0.033387
11.400000,7.136866,0.170186,-0.115988,1.240141,-0.033364,0.052777,4.333642,-0.155204,-0.000195,0.861255,-0.005506,0.018949,32.493463,0.199430,32.493447,0.199426,0.468006,0.454968,2.803224,0.325390,2.822046,-0.115793,0.378886,-0.027858,0.033828
11.432000,7.181399,0.174195,-0.117913,1.241499,-0.033845,0.053416,4.362372,-0.155386,0.000440,0.862543,-0.005603,0.019142,32.525062,0.201275,32.525081,0.201281,0.468331,0.455179,2.819027,0.329581,2.838228,-0.118353,0.378956,-0.028242,0.034274
11.464000,7.225974,0.178279,-0.119860,1.242825,-0.034329,0.054052,4.391145,-0.155552,0.001081,0.863807,-0.005701,0.019336,32.555688,0.203131,32.555674,0.203135,0.468647,0.455381,2.834829,0.333831,2.854417,-0.120941,0.379018,-0.028628,0.034716
11.500000,7.270589,0.182438,-0.121830,1.244122,-0.034817,0.054700,4.419960,-0.155703,0.001729,0.865046,-0.005801,0.019532,32.585339,0.204998,32.585341,0.204987,0.468955,0.455575,2.850629,0.338141,2.870614,-0.123559,0.379076,-0.029016,0.035168
11.532000,7.315243,0.186673,-0.123824,1.245383,-0.035309,0.055345,4.448815,-0.155839,0.002383,0.866259,-0.005901,0.019729,32.614011,0.206876,32.614024,0.206884,0.469256,0.455759,2.866428,0.342512,2.886819,-0.126207,0.379124,-0.029408,0.035616
11.564000,7.315243,0.186673,-0.123824,1.245383,-0.035309,0.055345,4.477711,-0.155959,0.003044,0.867447,-0.006003,0.019927,32.641702,0.208765,32.641719,0.208763,0.469548,0.455935,2.837532,0.342632,2.858144,-0.126868,0.377936,-0.029306,0.035418
11.600000,7.359935,0.190987,-0.125841,1.246613,-0.035803,0.055996,4.506645,-0.156063,0.003711,0.868610,-0.006106,0.020127,32.668408,0.210666,32.668426,0.210656,0.469832,0.456102,2.853290,0.347050,2.874318,-0.129552,0.378003,-0.029697,0.035869
11.632000,7.404662,0.195378,-0.127882,1.247813,-0.036301,0.056654,4.535619,-0.156151,0.004386,0.869747,-0.006211,0.020328,32.694128,0.212579,32.694085,0.212577,0.470108,0.456259,2.869043,0.351529,2.890499,-0.132268,0.378066,-0.030090,0.036326
11.664000,7.449425,0.199849,-0.129947,1.248979,-0.036803,0.057308,4.564630,-0.156223,0.005067,0.870859,-0.006316,0.020531,32.718857,0.214502,32.718872,0.214512,0.470377,0.456408,2.884795,0.356072,2.906687,-0.135014,0.378120,-0.030487,0.036777
11.700000,7.494221,0.204400,-0.132035,1.250116,-0.037307,0.057976,4.593677,-0.156278,0.005754,0.871945,-0.006423,0.020735,32.742594,0.216438,32.742606,0.216444,0.470637,0.456548,2.900544,0.360678,2.922882,-0.137789,0.378171,-0.030884,0.037241
11.732000,7.539049,0.209032,-0.134147,1.251222,-0.037815,0.058639,4.622761,-0.156317,0.006449,0.873006,-0.006530,0.020940,32.765405,0.218384,32.765406,0.218375,0.470889,0.456680,2.916288,0.365349,2.939084,-0.140596,0.378216,-0.031285,0.037699
11.764000,7.583908,0.213747,-0.136284,1.252294,-0.038326,0.059310,4.651879,-0.156338,0.007151,0.874040,-0.006639,0.021147,32.787330,0.220340,32.787330,0.220349,0.471135,0.456803,2.932029,0.370085,2.955293,-0.143435,0.378254,-0.031687,0.038163
11.800000,7.628796,0.218545,-0.138445,1.253337,-0.038840,0.059985,4.681031,-0.156342,0.007859,0.875050,-0.006750,0.021355,32.808372,0.222306,32.808376,0.222307,0.471373,0.456919,2.947765,0.374887,2.971508,-0.146304,0.378287,-0.032090,0.038630
11.832000,7.673712,0.223427,-0.140630,1.254348,-0.039358,0.060658,4.710217,-0.156329,0.008574,0.876033,-0.006861,0.021564,32.828533,0.224283,32.828544,0.224277,0.471604,0.457027,2.963495,0.379756,2.987728,-0.149204,0.378315,-0.032497,0.039094
11.864000,7.718655,0.228394,-0.142839,1.255326,-0.039878,0.061343,4.739435,-0.156299,0.009296,0.876992,-0.006974,0.021775,32.847818,0.226269,32.847833,0.226261,0.471828,0.457127,2.979220,0.384693,3.003954,-0.152135,0.378334,-0.032904,0.039568
11.900000,7.763623,0.233448,-0.145074,1.256274,-0.040402,0.062022,4.768685,-0.156251,0.010026,0.877925,-0.007088,0.021987,32.866230,0.228265,32.866242,0.228258,0.472045,0.457219,2.994938,0.389699,3.020185,-0.155100,0.378349,-0.033314,0.040035
11.932000,7.808615,0.238588,-0.147333,1.257190,-0.040928,0.062712,4.797965,-0.156185,0.010762,0.878833,-0.007203,0.022201,32.883771,0.230272,32.883770,0.230268,0.472255,0.457303,3.010650,0.394773,3.036422,-0.158095,0.378357,-0.033725,0.040511
11.964000,7.853630,0.243817,-0.149616,1.258075,-0.041457,0.063402,4.827275,-0.156100,0.011506,0.879716,-0.007319,0.022416,32.900445,0.232288,32.900416,0.232291,0.472458,0.457379,3.026355,0.399917,3.052664,-0.161122,0.378359,-0.034138,0.040986
12.000000,7.898665,0.249135,-0.151925,1.258932,-0.041990,0.064093,4.856614,-0.155998,0.012257,0.880574,-0.007437,0.022632,32.916255,0.234314,32.916239,0.234312,0.472654,0.457448,3.042051,0.405133,3.068910,-0.164182,0.378358,-0.034553,0.041461
12.032000,7.898665,0.249135,-0.151925,1.258932,-0.041990,0.064093,4.885981,-0.155877,0.013015,0.881407,-0.007556,0.022849,32.931204,0.236350,32.931179,0.236346,0.472843,0.457509,3.012684,0.405012,3.039787,-0.164940,0.377525,-0.034434,0.041244
12.064000,7.943721,0.254542,-0.154259,1.259758,-0.042525,0.064795,4.915376,-0.155737,0.013780,0.882215,-0.007677,0.023068,32.945296,0.238395,32.945295,0.238408,0.473026,0.457562,3.028345,0.410279,3.056011,-0.168039,0.377543,-0.034848,0.041727
12.100000,7.988795,0.260041,-0.156618,1.260555,-0.043063,0.065489,4.944797,-0.155578,0.014553,0.882998,-0.007799,0.023289,32.958533,0.240451,32.958525,0.240452,0.473201,0.457608,3.043998,0.415619,3.072241,-0.171171,0.377557,-0.035264,0.042200
12.132000,8.033886,0.265632,-0.159003,1.261324,-0.043604,0.066197,4.974243,-0.155400,0.015333,0.883757,-0.007922,0.023510,32.970920,0.242516,32.970930,0.242524,0.473370,0.457646,3.059643,0.421032,3.088476,-0.174336,0.377567,-0.035682,0.042687
12.164000,8.078993,0.271316,-0.161413,1.262060,-0.044147,0.066902,5.003715,-0.155202,0.016120,0.884491,-0.008047,0.023733,32.982459,0.244590,32.982448,0.244578,0.473531,0.457677,3.075278,0.426518,3.104714,-0.177533,0.377569,-0.036100,0.043169
12.200000,8.124114,0.277094,-0.163848,1.262768,-0.044693,0.067609,5.033210,-0.154986,0.016915,0.885201,-0.008173,0.023958,32.993153,0.246675,32.993201,0.246675,0.473687,0.457700,3.090904,0.432080,3.120958,-0.180763,0.377567,-0.036520,0.043651
12.232000,8.169248,0.282967,-0.166309,1.263446,-0.045242,0.068326,5.062729,-0.154749,0.017717,0.885886,-0.008301,0.024183,33.003007,0.248769,33.003007,0.248770,0.473835,0.457715,3.106519,0.437716,3.137205,-0.184026,0.377560,-0.036941,0.044143
12.264000,8.214394,0.288936,-0.168796,1.264094,-0.045793,0.069035,5.092269,-0.154493,0.018527,0.886547,-0.008430,0.024410,33.012022,0.250872,33.012045,0.250877,0.473977,0.457723,3.122125,0.443429,3.153457,-0.187323,0.377547,-0.037363,0.044625
12.300000,8.259550,0.295002,-0.171309,1.264715,-0.046347,0.069758,5.121832,-0.154216,0.019345,0.887183,-0.008561,0.024639,33.020202,0.252985,33.020196,0.252996,0.474112,0.457723,3.137718,0.449218,3.169712,-0.190654,0.377532,-0.037786,0.045119
12.332000,8.304715,0.301166,-0.173847,1.265307,-0.046904,0.070476,5.151415,-0.153919,0.020170,0.887796,-0.008693,0.024869,33.027551,0.255108,33.027518,0.255112,0.474240,0.457716,3.153300,0.455085,3.185970,-0.194017,0.377511,-0.038211,0.045607
12.364000,8.349887,0.307429,-0.176412,1.265872,-0.047462,0.071199,5.181018,-0.153602,0.021002,0.888384,-0.008826,0.025100,33.034072,0.257240,33.034070,0.257241,0.474362,0.457702,3.168869,0.461031,3.202231,-0.197414,0.377488,-0.038636,0.046099
12.400000,8.395066,0.313793,-0.179003,1.266408,-0.048023,0.071929,5.210639,-0.153263,0.021843,0.888948,-0.008962,0.025332,33.039768,0.259381,33.039735,0.259381,0.474477,0.457680,3.184427,0.467056,3.218496,-0.200846,0.377460,-0.039061,0.046597
12.432000,8.440250,0.320257,-0.181620,1.266916,-0.048587,0.072651,5.240279,-0.152904,0.022691,0.889489,-0.009098,0.025566,33.044642,0.261532,33.044630,0.261534,0.474586,0.457651,3.199971,0.473161,3.234763,-0.204311,0.377427,-0.039489,0.047085
12.464000,8.440250,0.320257,-0.181620,1.266916,-0.048587,0.072651,5.269937,-0.152524,0.023547,0.890006,-0.009236,0.025801,33.048698,0.263692,33.048695,0.263684,0.474688,0.457615,3.170313,0.472781,3.205371,-0.205167,0.376910,-0.039351,0.046850
12.500000,8.485437,0.326823,-0.184263,1.267395,-0.049152,0.073388,5.299611,-0.152123,0.024411,0.890498,-0.009376,0.026037,33.051938,0.265862,33.051932,0.265860,0.474784,0.457571,3.185826,0.478946,3.221626,-0.208674,0.376897,-0.039776,0.047351
12.532000,8.530626,0.333492,-0.186933,1.267846,-0.049720,0.074118,5.329301,-0.151700,0.025283,0.890968,-0.009517,0.026275,33.054367,0.268041,33.054338,0.268033,0.474873,0.457520,3.201325,0.485192,3.237884,-0.212216,0.376878,-0.040203,0.047843
12.564000,8.575816,0.340265,-0.189629,1.268269,-0.050290,0.074854,5.359005,-0.151256,0.026163,0.891413,-0.009660,0.026514,33.055988,0.270230,33.055975,0.270219,0.474956,0.457462,3.216811,0.491521,3.254145,-0.215792,0.376856,-0.040630,0.048340
12.600000,8.621005,0.347143,-0.192352,1.268665,-0.050862,0.075595,5.388724,-0.150789,0.027051,0.891836,-0.009804,0.026754,33.056803,0.272428,33.056783,0.272431,0.475033,0.457396,3.232281,0.497932,3.270409,-0.219403,0.376829,-0.041058,0.048841
12.632000,8.666192,0.354127,-0.195101,1.269034,-0.051436,0.076332,5.418457,-0.150301,0.027947,0.892234,-0.009950,0.026996,33.056816,0.274635,33.056819,0.274624,0.475103,0.457324,3.247735,0.504428,3.286674,-0.223048,0.376800,-0.041486,0.049336
12.664000,8.711375,0.361218,-0.197878,1.269377,-0.052012,0.077079,5.448202,-0.149790,0.028851,0.892610,-0.010097,0.027239,33.056031,0.276851,33.056026,0.276844,0.475167,0.457244,3.263173,0.511008,3.302943,-0.226729,0.376767,-0.041915,0.049840
12.700000,8.756554,0.368416,-0.200681,1.269693,-0.052590,0.077821,5.477959,-0.149257,0.029763,0.892962,-0.010246,0.027483,33.054451,0.279077,33.054463,0.279075,0.475225,0.457157,3.278595,0.517673,3.319213,-0.230444,0.376731,-0.042344,0.050338
12.732000,8.801727,0.375724,-0.203511,1.269982,-0.053169,0.078570,5.507726,-0.148701,0.030683,0.893292,-0.010397,0.027729,33.052079,0.281312,33.052070,0.281303,0.475276,0.457063,3.294001,0.524425,3.335486,-0.234194,0.376690,-0.042772,0.050841
12.764000,8.846892,0.383142,-0.206368,1.270244,-0.053751,0.079319,5.537504,-0.148123,0.031611,0.893598,-0.010549,0.027976,33.048918,0.283556,33.048968,0.283557,0.475322,0.456962,3.309388,0.531265,3.351760,-0.237979,0.376646,-0.043202,0.051343
12.800000,8.892049,0.390670,-0.209252,1.270478,-0.054334,0.080068,5.567292,-0.147521,0.032548,0.893881,-0.010703,0.028224,33.044972,0.285810,33.044977,0.285823,0.475361,0.456853,3.324757,0.538191,3.368035,-0.241800,0.376597,-0.043631,0.051844
12.832000,8.937195,0.398311,-0.212163,1.270686,-0.054919,0.080825,5.597088,-0.146897,0.033493,0.894141,-0.010858,0.028474,33.040244,0.288072,33.040215,0.288068,0.475393,0.456738,3.340107,0.545208,3.384311,-0.245656,0.376545,-0.044061,0.052351
12.864000,8.982329,0.406064,-0.215101,1.270868,-0.055505,0.081576,5.626892,-0.146249,0.034446,0.894379,-0.011015,0.028724,33.034737,0.290344,33.034744,0.290341,0.475420,0.456616,3.355437,0.552313,3.400589,-0.249547,0.376489,-0.044490,0.052852
12.900000,9.027450,0.413931,-0.218067,1.271024,-0.056093,0.082336,5.656703,-0.145577,0.035408,0.894594,-0.011173,0.028977,33.028455,0.292626,33.028504,0.292625,0.475441,0.456487,3.370747,0.559508,3.416868,-0.253475,0.376430,-0.044920,0.053359
12.932000,9.027450,0.413931,-0.218067,1.271024,-0.056093,0.082336,5.686520,-0.144882,0.036378,0.894786,-0.011333,0.029230,33.021402,0.294916,33.021376,0.294919,0.475455,0.456350,3.340930,0.558813,3.387342,-0.254445,0.376238,-0.044760,0.053106
12.964000,9.072557,0.421913,-0.221060,1.271155,-0.056682,0.083093,5.716343,-0.144162,0.037357,0.894956,-0.011494,0.029485,33.013580,0.297216,33.013599,0.297224,0.475464,0.456207,3.356214,0.566075,3.403617,-0.258417,0.376199,-0.045188,0.053608
13.000000,9.117648,0.430010,-0.224080,1.271260,-0.057273,0.083853,5.746171,-0.143419,0.038344,0.895103,-0.011657,0.029741,33.004993,0.299525,33.004993,0.299524,0.475466,0.456057,3.371477,0.573429,3.419894,-0.262424,0.376157,-0.045616,0.054112
13.032000,9.162721,0.438224,-0.227128,1.271339,-0.057865,0.084618,5.776002,-0.142651,0.039339,0.895229,-0.011822,0.029998,32.995644,0.301843,32.995620,0.301836,0.475462,0.455900,3.386719,0.580875,3.436173,-0.266467,0.376110,-0.046043,0.054620
13.064000,9.207776,0.446556,-0.230203,1.271394,-0.058458,0.085378,5.805837,-0.141859,0.040344,0.895331,-0.011988,0.030257,32.985537,0.304171,32.985539,0.304173,0.475453,0.455736,3.401939,0.588415,3.452451,-0.270547,0.376063,-0.046470,0.055121
13.100000,9.252811,0.455006,-0.233306,1.271421,-0.059053,0.086146,5.835674,-0.141042,0.041356,0.895412,-0.012156,0.030516,32.974675,0.306507,32.974632,0.306505,0.475437,0.455565,3.417137,0.596048,3.468731,-0.274662,0.376009,-0.046897,0.055630
13.132000,9.297824,0.463576,-0.236436,1.271423,-0.059648,0.086912,5.865513,-0.140201,0.042378,0.895471,-0.012325,0.030778,32.963062,0.308853,32.963076,0.308848,0.475416,0.455388,3.432311,0.603777,3.485011,-0.278814,0.375952,-0.047323,0.056134
13.164000,9.342814,0.472267,-0.239594,1.271401,-0.060245,0.087679,5.895353,-0.139334,0.043408,0.895507,-0.012495,0.031040,32.950700,0.311209,32.950697,0.311217,0.475389,0.455203,3.447461,0.611601,3.501292,-0.283002,0.375894,-0.047750,0.056639
13.200000,9.387780,0.481079,-0.242780,1.271352,-0.060843,0.088450,5.925193,-0.138442,0.044447,0.895522,-0.012668,0.031304,32.937594,0.313573,32.937611,0.313581,0.475356,0.455012,3.462587,0.619521,3.517572,-0.287227,0.375830,-0.048175,0.057146
13.232000,9.432720,0.490013,-0.245993,1.271280,-0.061441,0.089220,5.955033,-0.137525,0.045495,0.895515,-0.012841,0.031569,32.923747,0.315947,32.923759,0.315954,0.475317,0.454814,3.477687,0.627538,3.533852,-0.291488,0.375765,-0.048600,0.057651
13.264000,9.477633,0.499070,-0.249234,1.271183,-0.062041,0.089992,5.984871,-0.136582,0.046552,0.895486,-0.013016,0.031835,32.909162,0.318330,32.909143,0.318338,0.475272,0.454609,3.492762,0.635652,3.550132,-0.295786,0.375697,-0.049025,0.058157
13.300000,9.522517,0.508252,-0.252504,1.271062,-0.062641,0.090766,6.014708,-0.135614,0.047618,0.895436,-0.013193,0.032102,32.893842,0.320723,32.893822,0.320716,0.475221,0.454398,3.507809,0.643866,3.566411,-0.300122,0.375626,-0.049448,0.058664
13.332000,9.567371,0.517559,-0.255801,1.270917,-0.063243,0.091540,6.044541,-0.134619,0.048692,0.895364,-0.013371,0.032371,32.877792,0.323124,32.877798,0.323120,0.475165,0.454180,3.522830,0.652178,3.582690,-0.304493,0.375553,-0.049872,0.059169
13.364000,9.567371,0.517559,-0.255801,1.270917,-0.063243,0.091540,6.074371,-0.133599,0.049776,0.895271,-0.013550,0.032641,32.861014,0.325535,32.861012,0.325534,0.475103,0.453955,3.493000,0.651158,3.553175,-0.305577,0.375646,-0.049693,0.058899
13.400000,9.612193,0.526991,-0.259125,1.270747,-0.063845,0.092315,6.104197,-0.132552,0.050868,0.895156,-0.013731,0.032913,32.843512,0.327956,32.843464,0.327957,0.475035,0.453723,3.507996,0.659543,3.569459,-0.309993,0.375591,-0.050114,0.059402
13.432000,9.656983,0.536551,-0.262478,1.270551,-0.064447,0.093094,6.134017,-0.131479,0.051970,0.895020,-0.013913,0.033185,32.825289,0.330385,32.825273,0.330390,0.474962,0.453485,3.522966,0.668030,3.585743,-0.314448,0.375531,-0.050534,0.059909
13.464000,9.701738,0.546238,-0.265859,1.270332,-0.065050,0.093869,6.163832,-0.130379,0.053081,0.894863,-0.014097,0.033459,32.806350,0.332824,32.806322,0.332832,0.474883,0.453240,3.537906,0.676617,3.602026,-0.318940,0.375469,-0.050953,0.060410
13.500000,9.746457,0.556054,-0.269268,1.270088,-0.065654,0.094651,6.193640,-0.129252,0.054200,0.894685,-0.014282,0.033734,32.786697,0.335273,32.786670,0.335269,0.474798,0.452989,3.552817,0.685306,3.618308,-0.323468,0.375403,-0.051372,0.060917
13.532000,9.791139,0.566000,-0.272705,1.269820,-0.066258,0.095430,6.223441,-0.128098,0.055329,0.894485,-0.014469,0.034010,32.766334,0.337731,32.766319,0.337730,0.474708,0.452731,3.567698,0.694098,3.634589,-0.328034,0.375335,-0.051789,0.061420
13.564000,9.835782,0.576076,-0.276170,1.269530,-0.066862,0.096209,6.253234,-0.126917,0.056468,0.894265,-0.014656,0.034288,32.745264,0.340198,32.745268,0.340186,0.474612,0.452467,3.582548,0.702993,3.650870,-0.332638,0.375265,-0.052206,0.061921
13.600000,9.880385,0.586283,-0.279664,1.269216,-0.067467,0.096994,6.283019,-0.125709,0.057615,0.894024,-0.014845,0.034567,32.723491,0.342675,32.723463,0.342681,0.474511,0.452195,3.597366,0.711992,3.667148,-0.337279,0.375192,-0.052622,0.062427
