t,x,y,psi,u,v,r,tau_u,tau_r,T1,T2,cmd1,cmd2,jerk_x,jerk_y
50.266667,16.395109,15.871737,0.424384,0.508616,0.013602,-0.064096,78.410993,-1.725099,35.887999,42.522994,0.716289,0.780573,-0.002093,0.003706
50.300000,16.410393,15.879119,0.422263,0.509443,0.013528,-0.063610,78.538896,-1.710332,35.980348,42.558548,0.717232,0.780901,-0.002107,0.003701
50.333333,16.425719,15.886479,0.420159,0.510271,0.013454,-0.063127,78.667071,-1.695655,36.072661,42.594409,0.718173,0.781232,-0.002121,0.003696
50.366667,16.441086,15.893815,0.418071,0.511103,0.013380,-0.062646,78.795507,-1.681067,36.164933,42.630574,0.719113,0.781565,-0.002135,0.003691
50.400000,16.456495,15.901128,0.415999,0.511936,0.013307,-0.062167,78.924197,-1.666569,36.257158,42.667039,0.720050,0.781901,-0.002149,0.003685
50.433333,16.471946,15.908418,0.413942,0.512771,0.013233,-0.061691,79.053131,-1.652161,36.349332,42.703799,0.720985,0.782240,-0.002163,0.003679
50.466667,16.487438,15.915685,0.411902,0.513609,0.013160,-0.061216,79.182302,-1.637845,36.441450,42.740852,0.721919,0.782581,-0.002177,0.003673
50.500000,16.502971,15.922930,0.409877,0.514448,0.013086,-0.060744,79.311699,-1.623619,36.533505,42.778194,0.722850,0.782925,-0.002191,0.003667
50.533333,16.518546,15.930153,0.407868,0.515290,0.013013,-0.060275,79.441315,-1.609485,36.625494,42.815820,0.723779,0.783271,-0.002204,0.003661
50.566667,16.534162,15.937353,0.405874,0.516134,0.012940,-0.059807,79.571141,-1.595442,36.717412,42.853728,0.724705,0.783620,-0.002218,0.003654
50.600000,16.549819,15.944531,0.403896,0.516979,0.012866,-0.059342,79.701168,-1.581492,36.809254,42.891914,0.725630,0.783971,-0.002232,0.003647
50.633333,16.565517,15.951686,0.401934,0.517826,0.012793,-0.058879,79.831388,-1.567633,36.901014,42.930373,0.726552,0.784325,-0.002246,0.003640
50.666667,16.581256,15.958820,0.399986,0.518675,0.012720,-0.058418,79.961792,-1.553868,36.992689,42.969103,0.727472,0.784680,-0.002259,0.003633
50.700000,16.597036,15.965933,0.398054,0.519526,0.012648,-0.057960,80.092372,-1.540195,37.084273,43.008099,0.728389,0.785038,-0.002273,0.003626
50.733333,16.612856,15.973023,0.396138,0.520378,0.012575,-0.057505,80.223120,-1.526615,37.175763,43.047357,0.729304,0.785399,-0.002286,0.003618
50.766667,16.628717,15.980092,0.394236,0.521232,0.012502,-0.057051,80.354028,-1.513128,37.267153,43.086875,0.730217,0.785761,-0.002300,0.003610
50.800000,16.644619,15.987140,0.392349,0.522087,0.012430,-0.056600,80.485086,-1.499734,37.358439,43.126647,0.731127,0.786126,-0.002313,0.003602
50.833333,16.660561,15.994166,0.390477,0.522944,0.012358,-0.056152,80.616288,-1.486434,37.449617,43.166671,0.732035,0.786492,-0.002326,0.003594
50.866667,16.676544,16.001172,0.388621,0.523802,0.012286,-0.055706,80.747624,-1.473228,37.540682,43.206943,0.732940,0.786861,-0.002340,0.003585
50.900000,16.692567,16.008156,0.386778,0.524662,0.012214,-0.055262,80.879088,-1.460115,37.631630,43.247458,0.733842,0.787232,-0.002353,0.003577
50.933333,16.708631,16.015119,0.384951,0.525522,0.012142,-0.054821,81.010670,-1.447097,37.722456,43.288214,0.734742,0.787605,-0.002366,0.003568
50.966667,16.724734,16.022062,0.383138,0.526384,0.012070,-0.054383,81.142363,-1.434172,37.813158,43.329205,0.735640,0.787980,-0.002380,0.003559
51.000000,16.740878,16.028984,0.381340,0.527248,0.011999,-0.053946,81.274159,-1.421342,37.903729,43.370430,0.736535,0.788357,-0.002393,0.003549
51.033333,16.757061,16.035886,0.379556,0.528112,0.011927,-0.053513,81.406050,-1.408606,37.994167,43.411883,0.737427,0.788736,-0.002406,0.003540
51.066667,16.773285,16.042768,0.377787,0.528977,0.011856,-0.053082,81.538028,-1.395964,38.084467,43.453561,0.738316,0.789116,-0.002419,0.003530
51.100000,16.789548,16.049629,0.376032,0.529844,0.011785,-0.052653,81.670085,-1.383417,38.174625,43.495460,0.739203,0.789499,-0.002432,0.003520
51.133333,16.805851,16.056470,0.374291,0.530711,0.011714,-0.052227,81.802214,-1.370964,38.264637,43.537577,0.740087,0.789883,-0.002445,0.003510
51.166667,16.822194,16.063292,0.372564,0.531580,0.011643,-0.051804,81.934408,-1.358606,38.354500,43.579908,0.740968,0.790269,-0.002458,0.003500
51.200000,16.838576,16.070093,0.370851,0.532449,0.011573,-0.051383,82.066657,-1.346342,38.444209,43.622448,0.741847,0.790657,-0.002471,0.003490
51.233333,16.854998,16.076875,0.369153,0.533319,0.011503,-0.050965,82.198956,-1.334173,38.533761,43.665195,0.742723,0.791047,-0.002484,0.003479
51.266667,16.871459,16.083637,0.367468,0.534189,0.011432,-0.050550,82.331296,-1.322098,38.623151,43.708145,0.743595,0.791438,-0.002497,0.003468
51.300000,16.887959,16.090380,0.365796,0.535061,0.011363,-0.050137,82.463670,-1.310118,38.712377,43.751293,0.744466,0.791831,-0.002510,0.003457
51.333333,16.904498,16.097104,0.364139,0.535933,0.011293,-0.049726,82.596071,-1.298233,38.801434,43.794636,0.745333,0.792225,-0.002523,0.003446
51.366667,16.921077,16.103808,0.362495,0.536805,0.011223,-0.049318,82.728490,-1.286442,38.890319,43.838171,0.746197,0.792621,-0.002536,0.003434
51.400000,16.937695,16.110494,0.360864,0.537678,0.011154,-0.048913,82.860922,-1.274745,38.979028,43.881894,0.747058,0.793018,-0.002548,0.003422
51.433333,16.954351,16.117160,0.359247,0.538552,0.011085,-0.048511,82.993358,-1.263143,39.067558,43.925800,0.747917,0.793417,-0.002561,0.003410
51.466667,16.971046,16.123808,0.357644,0.539426,0.011016,-0.048111,83.125792,-1.251635,39.155905,43.969887,0.748772,0.793818,-0.002574,0.003398
51.500000,16.987780,16.130438,0.356053,0.540301,0.010947,-0.047714,83.258216,-1.240222,39.244066,44.014150,0.749625,0.794219,-0.002586,0.003386
51.533333,17.004553,16.137048,0.354476,0.541175,0.010879,-0.047319,83.390623,-1.228903,39.332037,44.058586,0.750474,0.794622,-0.002599,0.003373
51.566667,17.021364,16.143640,0.352912,0.542050,0.010811,-0.046927,83.523006,-1.217678,39.419814,44.103191,0.751321,0.795027,-0.002612,0.003361
51.600000,17.038213,16.150215,0.351360,0.542926,0.010743,-0.046538,83.655358,-1.206547,39.507396,44.147962,0.752164,0.795433,-0.002624,0.003348
51.633333,17.055101,16.156770,0.349822,0.543801,0.010675,-0.046151,83.787672,-1.195511,39.594777,44.192895,0.753005,0.795840,-0.002637,0.003334
51.666667,17.072027,16.163308,0.348296,0.544677,0.010607,-0.045767,83.919942,-1.184568,39.681955,44.237986,0.753842,0.796248,-0.002649,0.003321
51.700000,17.088991,16.169828,0.346784,0.545553,0.010540,-0.045386,84.052159,-1.173719,39.768927,44.283232,0.754676,0.796658,-0.002661,0.003308
51.733333,17.105993,16.176330,0.345283,0.546428,0.010473,-0.045007,84.184319,-1.162964,39.855690,44.328629,0.755508,0.797068,-0.002674,0.003294
51.766667,17.123033,16.182815,0.343796,0.547304,0.010406,-0.044632,84.316413,-1.152303,39.942239,44.374174,0.756336,0.797480,-0.002686,0.003280
51.800000,17.140111,16.189282,0.342320,0.548180,0.010339,-0.044258,84.448435,-1.141735,40.028573,44.419862,0.757161,0.797893,-0.002698,0.003266
51.833333,17.157227,16.195732,0.340857,0.549055,0.010273,-0.043888,84.580379,-1.131261,40.114688,44.465691,0.757983,0.798307,-0.002711,0.003251
51.866667,17.174380,16.202164,0.339407,0.549931,0.010207,-0.043520,84.712237,-1.120880,40.200581,44.511656,0.758801,0.798722,-0.002723,0.003237
51.900000,17.191571,16.208579,0.337968,0.550806,0.010141,-0.043155,84.844003,-1.110592,40.286248,44.557755,0.759617,0.799138,-0.002735,0.003222
51.933333,17.208799,16.214977,0.336542,0.551681,0.010076,-0.042792,84.975671,-1.100397,40.371688,44.603983,0.760429,0.799555,-0.002747,0.003207
51.966667,17.226064,16.221358,0.335127,0.552556,0.010010,-0.042432,85.107235,-1.090295,40.456897,44.650338,0.761238,0.799973,-0.002759,0.003192
52.000000,17.243367,16.227723,0.333725,0.553430,0.009945,-0.042075,85.238686,-1.080285,40.541872,44.696815,0.762044,0.800392,-0.002771,0.003176
52.033333,17.260707,16.234071,0.332334,0.554304,0.009880,-0.041721,85.370021,-1.070368,40.626609,44.743411,0.762847,0.800812,-0.002783,0.003161
52.066667,17.278084,16.240402,0.330955,0.555178,0.009816,-0.041369,85.501231,-1.060544,40.711108,44.790123,0.763647,0.801233,-0.002795,0.003145
52.100000,17.295497,16.246716,0.329588,0.556051,0.009752,-0.041020,85.632311,-1.050812,40.795363,44.836947,0.764443,0.801654,-0.002807,0.003129
52.133333,17.312948,16.253015,0.328232,0.556924,0.009688,-0.040674,85.763254,-1.041172,40.879374,44.883880,0.765236,0.802076,-0.002819,0.003113
52.166667,17.330435,16.259297,0.326888,0.557796,0.009624,-0.040330,85.894054,-1.031624,40.963136,44.930919,0.766026,0.802499,-0.002831,0.003096
52.200000,17.347959,16.265563,0.325555,0.558667,0.009561,-0.039989,86.024706,-1.022167,41.046647,44.978059,0.766812,0.802923,-0.002843,0.003079
52.233333,17.365520,16.271813,0.324233,0.559538,0.009498,-0.039651,86.155202,-1.012802,41.129904,45.025298,0.767596,0.803347,-0.002855,0.003063
52.266667,17.383116,16.278047,0.322923,0.560408,0.009435,-0.039316,86.285537,-1.003529,41.212906,45.072632,0.768375,0.803772,-0.002867,0.003046
52.300000,17.400749,16.284265,0.321623,0.561278,0.009372,-0.038983,86.415705,-0.994347,41.295648,45.120058,0.769152,0.804198,-0.002878,0.003028
52.333333,17.418419,16.290468,0.320335,0.562146,0.009310,-0.038653,86.545700,-0.985255,41.378128,45.167572,0.769925,0.804624,-0.002890,0.003011
52.366667,17.436124,16.296655,0.319057,0.563014,0.009248,-0.038325,86.675516,-0.976255,41.460345,45.215171,0.770695,0.805051,-0.002902,0.002993
52.400000,17.453865,16.302827,0.317791,0.563881,0.009186,-0.038001,86.805146,-0.967345,41.542294,45.262852,0.771462,0.805478,-0.002913,0.002975
52.433333,17.471642,16.308983,0.316535,0.564747,0.009125,-0.037678,86.934586,-0.958526,41.623974,45.310611,0.772225,0.805906,-0.002925,0.002957
52.466667,17.489455,16.315124,0.315289,0.565612,0.009064,-0.037359,87.063828,-0.949797,41.705382,45.358446,0.772985,0.806335,-0.002936,0.002939
52.500000,17.507304,16.321250,0.314055,0.566477,0.009003,-0.037042,87.192868,-0.941158,41.786516,45.406353,0.773742,0.806764,-0.002948,0.002921
52.533333,17.525188,16.327362,0.312830,0.567340,0.008943,-0.036728,87.321700,-0.932608,41.867372,45.454328,0.774495,0.807193,-0.002959,0.002902
52.566667,17.543107,16.333458,0.311616,0.568202,0.008882,-0.036417,87.450318,-0.924149,41.947950,45.502369,0.775244,0.807622,-0.002971,0.002883
52.600000,17.561062,16.339539,0.310413,0.569063,0.008823,-0.036108,87.578716,-0.915779,42.028245,45.550471,0.775991,0.808052,-0.002982,0.002864
52.633333,17.579052,16.345606,0.309219,0.569923,0.008763,-0.035802,87.706889,-0.907498,42.108256,45.598633,0.776734,0.808483,-0.002993,0.002845
52.666667,17.597077,16.351658,0.308036,0.570782,0.008704,-0.035499,87.834831,-0.899306,42.187980,45.646851,0.777473,0.808914,-0.003005,0.002825
52.700000,17.615137,16.357696,0.306863,0.571639,0.008645,-0.035199,87.962537,-0.891204,42.267415,45.695121,0.778209,0.809344,-0.003016,0.002805
52.733333,17.633232,16.363719,0.305699,0.572496,0.008586,-0.034901,88.090000,-0.883189,42.346559,45.743441,0.778942,0.809776,-0.003027,0.002786
52.766667,17.651361,16.369728,0.304546,0.573351,0.008528,-0.034605,88.217216,-0.875264,42.425409,45.791808,0.779671,0.810207,-0.003038,0.002765
52.800000,17.669526,16.375723,0.303402,0.574204,0.008470,-0.034313,88.344180,-0.867426,42.503962,45.840217,0.780397,0.810639,-0.003049,0.002745
52.833333,17.687724,16.381704,0.302268,0.575057,0.008413,-0.034023,88.470885,-0.859677,42.582218,45.888667,0.781119,0.811071,-0.003061,0.002725
52.866667,17.705958,16.387671,0.301143,0.575907,0.008355,-0.033736,88.597326,-0.852015,42.660173,45.937154,0.781838,0.811503,-0.003072,0.002704
52.900000,17.724225,16.393624,0.300028,0.576757,0.008298,-0.033451,88.723499,-0.844441,42.737824,45.985675,0.782554,0.811935,-0.003083,0.002683
52.933333,17.742527,16.399564,0.298923,0.577605,0.008242,-0.033169,88.849397,-0.836955,42.815171,46.034227,0.783266,0.812367,-0.003094,0.002662
52.966667,17.760863,16.405489,0.297826,0.578451,0.008186,-0.032890,88.975016,-0.829555,42.892210,46.082807,0.783974,0.812799,-0.003105,0.002640
53.000000,17.779233,16.411402,0.296739,0.579296,0.008130,-0.032613,89.100351,-0.822243,42.968939,46.131411,0.784679,0.813232,-0.003116,0.002619
53.033333,17.797636,16.417300,0.295661,0.580140,0.008074,-0.032339,89.225396,-0.815017,43.045357,46.180038,0.785380,0.813664,-0.003126,0.002597
53.066667,17.816073,16.423186,0.294592,0.580981,0.008019,-0.032068,89.350145,-0.807878,43.121461,46.228684,0.786078,0.814096,-0.003137,0.002575
53.100000,17.834544,16.429058,0.293533,0.581822,0.007964,-0.031799,89.474595,-0.800825,43.197249,46.277346,0.786773,0.814529,-0.003148,0.002553
53.133333,17.853049,16.434917,0.292481,0.582660,0.007909,-0.031533,89.598740,-0.793859,43.272718,46.326022,0.787463,0.814961,-0.003159,0.002531
53.166667,17.871587,16.440763,0.291439,0.583497,0.007855,-0.031270,89.722575,-0.786978,43.347867,46.374707,0.788151,0.815393,-0.003170,0.002508
53.200000,17.890158,16.446595,0.290405,0.584331,0.007801,-0.031009,89.846094,-0.780184,43.422694,46.423400,0.788835,0.815825,-0.003180,0.002485
53.233333,17.908762,16.452415,0.289380,0.585165,0.007748,-0.030751,89.969294,-0.773474,43.497196,46.472098,0.789515,0.816257,-0.003191,0.002462
53.266667,17.927399,16.458223,0.288364,0.585996,0.007695,-0.030495,90.092168,-0.766851,43.571372,46.520797,0.790191,0.816689,-0.003202,0.002439
53.300000,17.946069,16.464017,0.287356,0.586825,0.007642,-0.030242,90.214713,-0.760312,43.645218,46.569495,0.790865,0.817121,-0.003212,0.002416
53.333333,17.964772,16.469799,0.286356,0.587653,0.007590,-0.029992,90.336923,-0.753858,43.718734,46.618188,0.791534,0.817552,-0.003223,0.002392
53.366667,17.983508,16.475568,0.285365,0.588478,0.007538,-0.029744,90.458793,-0.747489,43.791918,46.666875,0.792200,0.817983,-0.003233,0.002368
53.400000,18.002276,16.481325,0.284381,0.589302,0.007486,-0.029499,90.580319,-0.741204,43.864767,46.715553,0.792863,0.818414,-0.003244,0.002344
53.433333,18.021077,16.487070,0.283406,0.590123,0.007435,-0.029256,90.701496,-0.735004,43.937278,46.764218,0.793521,0.818845,-0.003254,0.002320
53.466667,18.039910,16.492802,0.282439,0.590943,0.007384,-0.029017,90.822320,-0.728888,44.009452,46.812868,0.794177,0.819275,-0.003264,0.002296
53.500000,18.058775,16.498522,0.281480,0.591760,0.007333,-0.028779,90.942784,-0.722856,44.081284,46.861500,0.794828,0.819706,-0.003275,0.002271
53.533333,18.077672,16.504230,0.280528,0.592576,0.007283,-0.028545,91.062886,-0.716908,44.152774,46.910112,0.795476,0.820135,-0.003285,0.002246
53.566667,18.096601,16.509926,0.279584,0.593389,0.007233,-0.028313,91.182620,-0.711043,44.223919,46.958701,0.796121,0.820565,-0.003295,0.002221
53.600000,18.115562,16.515610,0.278648,0.594200,0.007184,-0.028083,91.301981,-0.705262,44.294718,47.007263,0.796762,0.820994,-0.003306,0.002196
53.633333,18.134555,16.521283,0.277720,0.595009,0.007135,-0.027856,91.420966,-0.699564,44.365168,47.055797,0.797399,0.821422,-0.003316,0.002171
53.666667,18.153579,16.526943,0.276799,0.595816,0.007086,-0.027632,91.539568,-0.693948,44.435268,47.104300,0.798032,0.821851,-0.003326,0.002145
53.700000,18.172635,16.532592,0.275885,0.596620,0.007037,-0.027410,91.657785,-0.688416,44.505016,47.152770,0.798662,0.822278,-0.003336,0.002119
53.733333,18.191722,16.538229,0.274979,0.597422,0.006990,-0.027191,91.775612,-0.682966,44.574409,47.201202,0.799289,0.822706,-0.003346,0.002093
53.766667,18.210840,16.543855,0.274080,0.598222,0.006942,-0.026974,91.893043,-0.677599,44.643447,47.249596,0.799911,0.823133,-0.003356,0.002067
53.800000,18.229989,16.549469,0.273188,0.599019,0.006895,-0.026760,92.010075,-0.672314,44.712126,47.297949,0.800530,0.823559,-0.003366,0.002041
53.833333,18.249170,16.555072,0.272303,0.599814,0.006848,-0.026549,92.126703,-0.667111,44.780446,47.346257,0.801145,0.823985,-0.003376,0.002014
53.866667,18.268381,16.560664,0.271425,0.600607,0.006802,-0.026340,92.242923,-0.661990,44.848404,47.394519,0.801757,0.824410,-0.003386,0.001987
53.900000,18.287623,16.566244,0.270553,0.601397,0.006756,-0.026134,92.358731,-0.656950,44.915999,47.442732,0.802365,0.824835,-0.003396,0.001960
53.933333,18.306895,16.571813,0.269689,0.602185,0.006710,-0.025930,92.474122,-0.651993,44.983229,47.490893,0.802969,0.825259,-0.003406,0.001933
53.966667,18.326198,16.577371,0.268832,0.602970,0.006665,-0.025729,92.589092,-0.647116,45.050091,47.539001,0.803570,0.825682,-0.003416,0.001905
54.000000,18.345531,16.582918,0.267981,0.603753,0.006620,-0.025530,92.703636,-0.642321,45.116585,47.587051,0.804167,0.826105,-0.003425,0.001878
54.033333,18.364895,16.588454,0.267136,0.604533,0.006576,-0.025334,92.817751,-0.637607,45.182708,47.635043,0.804760,0.826527,-0.003435,0.001850
54.066667,18.384288,16.593980,0.266298,0.605310,0.006532,-0.025140,92.931433,-0.632974,45.248458,47.682974,0.805349,0.826949,-0.003445,0.001822
54.100000,18.403711,16.599494,0.265466,0.606085,0.006488,-0.024949,93.044676,-0.628422,45.313835,47.730841,0.805935,0.827370,-0.003454,0.001793
54.133333,18.423165,16.604998,0.264641,0.606857,0.006445,-0.024761,93.157477,-0.623950,45.378835,47.778642,0.806517,0.827790,-0.003464,0.001765
54.166667,18.442648,16.610491,0.263822,0.607627,0.006402,-0.024575,93.269832,-0.619559,45.443457,47.826375,0.807096,0.828209,-0.003474,0.001736
54.200000,18.462160,16.615973,0.263009,0.608394,0.006360,-0.024391,93.381737,-0.615248,45.507700,47.874037,0.807670,0.828628,-0.003483,0.001707
54.233333,18.481702,16.621445,0.262202,0.609158,0.006318,-0.024210,93.493187,-0.611017,45.571562,47.921626,0.808241,0.829046,-0.003493,0.001678
54.266667,18.501274,16.626907,0.261401,0.609919,0.006277,-0.024032,93.604179,-0.606866,45.635040,47.969139,0.808808,0.829463,-0.003502,0.001649
54.300000,18.520874,16.632358,0.260606,0.610678,0.006236,-0.023856,93.714709,-0.602795,45.698134,48.016575,0.809371,0.829880,-0.003512,0.001619
54.333333,18.540504,16.637799,0.259816,0.611433,0.006195,-0.023683,93.824772,-0.598803,45.760841,48.063931,0.809931,0.830295,-0.003521,0.001590
54.366667,18.560162,16.643229,0.259032,0.612186,0.006155,-0.023512,93.934365,-0.594892,45.823160,48.111205,0.810487,0.830710,-0.003530,0.001560
54.400000,18.579849,16.648649,0.258254,0.612936,0.006115,-0.023344,94.043483,-0.591059,45.885089,48.158394,0.811039,0.831124,-0.003540,0.001530
54.433333,18.599565,16.654059,0.257482,0.613683,0.006075,-0.023178,94.152123,-0.587306,45.946626,48.205497,0.811587,0.831537,-0.003549,0.001499
54.466667,18.619310,16.659459,0.256715,0.614428,0.006036,-0.023015,94.260281,-0.583633,46.007770,48.252511,0.812132,0.831949,-0.003558,0.001469
54.500000,18.639083,16.664849,0.255953,0.615169,0.005998,-0.022854,94.367953,-0.580038,46.068519,48.299434,0.812672,0.832360,-0.003567,0.001438
54.533333,18.658884,16.670229,0.255196,0.615907,0.005960,-0.022696,94.475135,-0.576522,46.128871,48.346264,0.813209,0.832770,-0.003576,0.001407
54.566667,18.678713,16.675598,0.254445,0.616642,0.005922,-0.022540,94.581824,-0.573085,46.188825,48.392999,0.813742,0.833180,-0.003586,0.001376
54.600000,18.698570,16.680958,0.253699,0.617374,0.005885,-0.022387,94.688015,-0.569727,46.248378,48.439637,0.814271,0.833588,-0.003595,0.001344
54.633333,18.718455,16.686308,0.252957,0.618103,0.005848,-0.022236,94.793704,-0.566448,46.307530,48.486175,0.814797,0.833996,-0.003604,0.001313
54.666667,18.738368,16.691649,0.252221,0.618829,0.005812,-0.022088,94.898889,-0.563247,46.366278,48.532611,0.815318,0.834402,-0.003613,0.001281
54.700000,18.758308,16.696979,0.251490,0.619552,0.005776,-0.021942,95.003564,-0.560124,46.424620,48.578944,0.815836,0.834808,-0.003622,0.001249
54.733333,18.778276,16.702300,0.250763,0.620272,0.005740,-0.021799,95.107727,-0.557080,46.482556,48.625171,0.816350,0.835212,-0.003631,0.001217
54.766667,18.798272,16.707611,0.250041,0.620989,0.005705,-0.021658,95.211374,-0.554114,46.540084,48.671290,0.816860,0.835615,-0.003639,0.001185
54.800000,18.818294,16.712912,0.249324,0.621702,0.005671,-0.021520,95.314501,-0.551226,46.597201,48.717300,0.817366,0.836018,-0.003648,0.001152
54.833333,18.838344,16.718204,0.248611,0.622412,0.005636,-0.021384,95.417105,-0.548416,46.653907,48.763198,0.817868,0.836419,-0.003657,0.001119
54.866667,18.858420,16.723486,0.247903,0.623119,0.005603,-0.021251,95.519181,-0.545684,46.710199,48.808983,0.818367,0.836819,-0.003666,0.001086
54.900000,18.878523,16.728759,0.247199,0.623823,0.005569,-0.021120,95.620727,-0.543030,46.766075,48.854651,0.818861,0.837218,-0.003675,0.001053
54.933333,18.898653,16.734023,0.246499,0.624523,0.005537,-0.020992,95.721738,-0.540453,46.821535,48.900203,0.819352,0.837617,-0.003683,0.001020
54.966667,18.918809,16.739277,0.245804,0.625220,0.005504,-0.020866,95.822211,-0.537955,46.876577,48.945634,0.819839,0.838013,-0.003692,0.000986
55.000000,18.938992,16.744521,0.245112,0.625914,0.005472,-0.020742,95.922143,-0.535534,46.931198,48.990944,0.820322,0.838409,-0.003701,0.000952
55.033333,18.959201,16.749756,0.244425,0.626604,0.005441,-0.020621,96.021529,-0.533191,46.985398,49.036131,0.820801,0.838804,-0.003709,0.000918
55.066667,18.979436,16.754982,0.243741,0.627291,0.005410,-0.020503,96.120368,-0.530925,47.039174,49.081193,0.821276,0.839197,-0.003718,0.000884
55.100000,18.999697,16.760199,0.243062,0.627974,0.005379,-0.020387,96.218654,-0.528737,47.092526,49.126128,0.821747,0.839590,-0.003726,0.000850
55.133333,19.019984,16.765406,0.242386,0.628655,0.005349,-0.020274,96.316384,-0.526626,47.145451,49.170934,0.822214,0.839981,-0.003735,0.000815
55.166667,19.040297,16.770604,0.241714,0.629331,0.005320,-0.020163,96.413556,-0.524592,47.197947,49.215609,0.822677,0.840370,-0.003743,0.000780
55.200000,19.060635,16.775793,0.241045,0.630004,0.005291,-0.020054,96.510165,-0.522636,47.250014,49.260152,0.823136,0.840759,-0.003752,0.000745
55.233333,19.080999,16.780973,0.240380,0.630674,0.005262,-0.019948,96.606209,-0.520757,47.301649,49.304560,0.823592,0.841147,-0.003760,0.000710
55.266667,19.101388,16.786144,0.239719,0.631340,0.005234,-0.019845,96.701683,-0.518955,47.352851,49.348833,0.824043,0.841533,-0.003768,0.000674
55.300000,19.121802,16.791305,0.239061,0.632002,0.005206,-0.019744,96.796585,-0.517231,47.403618,49.392967,0.824490,0.841918,-0.003777,0.000639
55.333333,19.142241,16.796458,0.238406,0.632661,0.005179,-0.019645,96.890911,-0.515584,47.453949,49.436963,0.824933,0.842301,-0.003785,0.000603
55.366667,19.162704,16.801601,0.237754,0.633317,0.005152,-0.019549,96.984658,-0.514013,47.503842,49.480816,0.825373,0.842683,-0.003793,0.000567
55.400000,19.183193,16.806735,0.237106,0.633968,0.005126,-0.019456,97.077822,-0.512520,47.553295,49.524527,0.825808,0.843065,-0.003801,0.000531
55.433333,19.203706,16.811861,0.236460,0.634616,0.005100,-0.019365,97.170401,-0.511105,47.602307,49.568094,0.826239,0.843444,-0.003809,0.000494
55.466667,19.224244,16.816977,0.235818,0.635261,0.005075,-0.019276,97.262390,-0.509766,47.650876,49.611514,0.826667,0.843823,-0.003817,0.000457
55.500000,19.244806,16.822085,0.235178,0.635901,0.005050,-0.019190,97.353787,-0.508504,47.699001,49.654786,0.827090,0.844200,-0.003825,0.000421
55.533333,19.265392,16.827183,0.234541,0.636538,0.005026,-0.019106,97.444589,-0.507320,47.746680,49.697909,0.827509,0.844575,-0.003833,0.000383
55.566667,19.286002,16.832272,0.233907,0.637171,0.005002,-0.019025,97.534791,-0.506212,47.793910,49.740881,0.827924,0.844950,-0.003841,0.000346
55.600000,19.306636,16.837353,0.233275,0.637801,0.004979,-0.018946,97.624392,-0.505182,47.840692,49.783700,0.828335,0.845323,-0.003849,0.000309
55.633333,19.327293,16.842425,0.232646,0.638426,0.004956,-0.018870,97.713387,-0.504229,47.887023,49.826364,0.828742,0.845694,-0.003857,0.000271
55.666667,19.347975,16.847487,0.232020,0.639048,0.004934,-0.018796,97.801774,-0.503353,47.932901,49.868873,0.829145,0.846064,-0.003865,0.000233
55.700000,19.368679,16.852541,0.231396,0.639666,0.004912,-0.018725,97.889549,-0.502554,47.978325,49.911225,0.829544,0.846433,-0.003873,0.000195
55.733333,19.389407,16.857586,0.230774,0.640280,0.004890,-0.018656,97.976710,-0.501832,48.023293,49.953417,0.829939,0.846800,-0.003881,0.000157
55.766667,19.410158,16.862622,0.230154,0.640891,0.004870,-0.018590,98.063253,-0.501188,48.067804,49.995449,0.830329,0.847166,-0.003888,0.000118
55.800000,19.430933,16.867649,0.229537,0.641497,0.004849,-0.018526,98.149175,-0.500621,48.111855,50.037320,0.830716,0.847531,-0.003896,0.000079
55.833333,19.451730,16.872667,0.228921,0.642100,0.004829,-0.018465,98.234473,-0.500131,48.155447,50.079027,0.831098,0.847894,-0.003904,0.000040
55.866667,19.472549,16.877676,0.228308,0.642698,0.004810,-0.018406,98.319144,-0.499718,48.198575,50.120569,0.831476,0.848255,-0.003911,0.000001
55.900000,19.493392,16.882677,0.227696,0.643293,0.004791,-0.018350,98.403186,-0.499383,48.241240,50.161945,0.831850,0.848615,-0.003919,-0.000038
55.933333,19.514256,16.887668,0.227086,0.643883,0.004773,-0.018296,98.486594,-0.499126,48.283440,50.203154,0.832220,0.848974,-0.003927,-0.000078
55.966667,19.535144,16.892651,0.226478,0.644470,0.004755,-0.018245,98.569365,-0.498945,48.325172,50.244193,0.832586,0.849331,-0.003934,-0.000117
56.000000,19.556053,16.897625,0.225871,0.645052,0.004738,-0.018196,98.651498,-0.498843,48.366436,50.285062,0.832947,0.849686,-0.003942,-0.000157
56.033333,19.576984,16.902590,0.225266,0.645631,0.004721,-0.018150,98.732989,-0.498818,48.407229,50.325760,0.833304,0.850040,-0.003949,-0.000197
56.066667,19.597937,16.907546,0.224663,0.646205,0.004705,-0.018106,98.813835,-0.498871,48.447550,50.366284,0.833657,0.850392,-0.003956,-0.000238
56.100000,19.618912,16.912493,0.224061,0.646776,0.004690,-0.018065,98.894032,-0.499001,48.487398,50.406634,0.834006,0.850743,-0.003964,-0.000278
56.133333,19.639908,16.917431,0.223460,0.647342,0.004674,-0.018026,98.973579,-0.499210,48.526771,50.446809,0.834351,0.851093,-0.003971,-0.000319
56.166667,19.660926,16.922360,0.222860,0.647904,0.004660,-0.017990,99.052472,-0.499496,48.565666,50.486806,0.834691,0.851440,-0.003978,-0.000360
