t,x,y,psi,u,v,r,tau_u,tau_r,T1,T2,cmd1,cmd2,jerk_x,jerk_y
17.566667,10.160073,0.335081,0.257933,0.702710,-0.017297,0.071335,104.255114,2.308982,56.567907,47.687206,0.904719,0.826986,-0.006166,0.002524
17.600000,10.182837,0.340518,0.260328,0.701157,-0.017387,0.071845,104.017111,2.326849,56.483265,47.533845,0.903961,0.825637,-0.006097,0.002512
17.633333,10.205540,0.345993,0.262740,0.699601,-0.017477,0.072357,103.778927,2.344821,56.398735,47.380193,0.903204,0.824284,-0.006028,0.002501
17.666667,10.228179,0.351507,0.265169,0.698043,-0.017568,0.072872,103.540582,2.362897,56.314323,47.226259,0.902450,0.822927,-0.005959,0.002489
17.700000,10.250756,0.357059,0.267615,0.696482,-0.017658,0.073390,103.302094,2.381076,56.230039,47.072055,0.901698,0.821566,-0.005891,0.002477
17.733333,10.273270,0.362649,0.270079,0.694920,-0.017749,0.073911,103.063483,2.399358,56.145892,46.917591,0.900947,0.820201,-0.005823,0.002465
17.766667,10.295721,0.368279,0.272560,0.693355,-0.017839,0.074435,102.824766,2.417742,56.061888,46.762879,0.900199,0.818833,-0.005754,0.002453
17.800000,10.318107,0.373947,0.275059,0.691789,-0.017930,0.074962,102.585965,2.436228,55.978036,46.607928,0.899453,0.817461,-0.005686,0.002441
17.833333,10.340431,0.379655,0.277575,0.690221,-0.018021,0.075492,102.347097,2.454814,55.894345,46.452752,0.898708,0.816086,-0.005619,0.002429
17.866667,10.362690,0.385401,0.280109,0.688651,-0.018113,0.076024,102.108181,2.473500,55.810822,46.297359,0.897966,0.814706,-0.005551,0.002417
17.900000,10.384885,0.391187,0.282661,0.687079,-0.018204,0.076559,101.869237,2.492285,55.727475,46.141762,0.897227,0.813324,-0.005484,0.002405
17.933333,10.407016,0.397011,0.285231,0.685507,-0.018295,0.077098,101.630285,2.511168,55.644312,45.985973,0.896489,0.811937,-0.005416,0.002393
17.966667,10.429082,0.402875,0.287819,0.683933,-0.018387,0.077639,101.391342,2.530148,55.561341,45.830002,0.895754,0.810548,-0.005349,0.002381
18.000000,10.451084,0.408779,0.290425,0.682357,-0.018479,0.078182,101.152429,2.549224,55.478569,45.673861,0.895021,0.809155,-0.005283,0.002368
18.033333,10.473020,0.414722,0.293049,0.680781,-0.018571,0.078729,100.913565,2.568395,55.396003,45.517561,0.894291,0.807758,-0.005216,0.002356
18.066667,10.494892,0.420704,0.295692,0.679204,-0.018663,0.079278,100.674768,2.587660,55.313653,45.361115,0.893563,0.806359,-0.005149,0.002344
18.100000,10.516698,0.426726,0.298353,0.677626,-0.018755,0.079830,100.436059,2.607017,55.231524,45.204535,0.892837,0.804956,-0.005083,0.002331
18.133333,10.538439,0.432788,0.301033,0.676048,-0.018847,0.080385,100.197456,2.626466,55.149624,45.047831,0.892115,0.803550,-0.005017,0.002319
18.166667,10.560114,0.438890,0.303731,0.674469,-0.018939,0.080942,99.958979,2.646005,55.067961,44.891017,0.891394,0.802140,-0.004951,0.002306
18.200000,10.581723,0.445032,0.306447,0.672889,-0.019031,0.081502,99.720647,2.665634,54.986542,44.734105,0.890677,0.800728,-0.004885,0.002294
18.233333,10.603266,0.451213,0.309183,0.671310,-0.019124,0.082065,99.482479,2.685349,54.905373,44.577106,0.889962,0.799313,-0.004820,0.002281
18.266667,10.624742,0.457435,0.311937,0.669730,-0.019216,0.082631,99.244496,2.705151,54.824462,44.420034,0.889250,0.797895,-0.004755,0.002269
18.300000,10.646153,0.463697,0.314711,0.668150,-0.019309,0.083199,99.006716,2.725038,54.743815,44.262901,0.888540,0.796474,-0.004689,0.002256
18.333333,10.667497,0.469999,0.317503,0.666570,-0.019401,0.083769,98.769158,2.745007,54.663440,44.105719,0.887834,0.795050,-0.004625,0.002243
18.366667,10.688773,0.476341,0.320314,0.664991,-0.019494,0.084342,98.531843,2.765059,54.583342,43.948501,0.887130,0.793623,-0.004560,0.002230
18.400000,10.709983,0.482724,0.323145,0.663412,-0.019587,0.084918,98.294790,2.785190,54.503529,43.791261,0.886429,0.792194,-0.004495,0.002218
18.433333,10.731126,0.489148,0.325995,0.661833,-0.019680,0.085496,98.058018,2.805399,54.424007,43.634011,0.885732,0.790762,-0.004431,0.002205
18.466667,10.752202,0.495612,0.328864,0.660255,-0.019772,0.086076,97.821547,2.825685,54.344783,43.476764,0.885037,0.789328,-0.004367,0.002192
18.500000,10.773210,0.502116,0.331753,0.658678,-0.019865,0.086659,97.585395,2.846045,54.265862,43.319533,0.884345,0.787892,-0.004303,0.002179
18.533333,10.794151,0.508662,0.334661,0.657101,-0.019958,0.087245,97.349584,2.866479,54.187251,43.162333,0.883656,0.786453,-0.004239,0.002166
18.566667,10.815024,0.515248,0.337588,0.655526,-0.020051,0.087833,97.114132,2.886982,54.108955,43.005177,0.882970,0.785012,-0.004175,0.002153
18.600000,10.835828,0.521875,0.340536,0.653952,-0.020144,0.088423,96.879059,2.907555,54.030982,42.848077,0.882288,0.783568,-0.004112,0.002140
18.633333,10.856565,0.528543,0.343503,0.652379,-0.020237,0.089015,96.644384,2.928195,53.953335,42.691048,0.881609,0.782123,-0.004048,0.002126
18.666667,10.877234,0.535252,0.346490,0.650807,-0.020330,0.089609,96.410127,2.948899,53.876022,42.534105,0.880932,0.780675,-0.003985,0.002113
18.700000,10.897834,0.542003,0.349497,0.649237,-0.020423,0.090206,96.176308,2.969665,53.799048,42.377260,0.880260,0.779226,-0.003922,0.002100
18.733333,10.918366,0.548794,0.352524,0.647669,-0.020516,0.090805,95.942946,2.990491,53.722418,42.220529,0.879590,0.777775,-0.003860,0.002087
18.766667,10.938829,0.555627,0.355571,0.646102,-0.020609,0.091406,95.710062,3.011375,53.646137,42.063924,0.878924,0.776322,-0.003797,0.002073
18.800000,10.959223,0.562501,0.358638,0.644537,-0.020702,0.092009,95.477673,3.032315,53.570211,41.907462,0.878261,0.774868,-0.003735,0.002060
18.833333,10.979549,0.569417,0.361725,0.642975,-0.020795,0.092614,95.245801,3.053307,53.494645,41.751156,0.877601,0.773412,-0.003673,0.002046
18.866667,10.999805,0.576374,0.364832,0.641414,-0.020888,0.093221,95.014465,3.074349,53.419443,41.595022,0.876945,0.771955,-0.003611,0.002033
18.900000,11.019992,0.583373,0.367960,0.639856,-0.020980,0.093830,94.783684,3.095440,53.344610,41.439073,0.876292,0.770496,-0.003549,0.002019
18.933333,11.040110,0.590413,0.371108,0.638300,-0.021073,0.094440,94.553478,3.116575,53.270152,41.283326,0.875643,0.769036,-0.003487,0.002006
18.966667,11.060158,0.597495,0.374276,0.636747,-0.021166,0.095053,94.323867,3.137752,53.196072,41.127795,0.874997,0.767576,-0.003426,0.001992
19.000000,11.080137,0.604619,0.377465,0.635196,-0.021258,0.095667,94.094870,3.158969,53.122375,40.972495,0.874355,0.766114,-0.003365,0.001979
19.033333,11.100046,0.611785,0.380674,0.633648,-0.021351,0.096283,93.866507,3.180222,53.049065,40.817442,0.873716,0.764652,-0.003304,0.001965
19.066667,11.119885,0.618993,0.383905,0.632103,-0.021443,0.096901,93.638798,3.201508,52.976146,40.662652,0.873081,0.763188,-0.003243,0.001951
19.100000,11.139654,0.626243,0.387155,0.630562,-0.021536,0.097520,93.411762,3.222825,52.903622,40.508140,0.872449,0.761725,-0.003182,0.001937
19.133333,11.159353,0.633535,0.390426,0.629023,-0.021628,0.098140,93.185419,3.244170,52.831498,40.353922,0.871821,0.760260,-0.003122,0.001923
19.166667,11.178982,0.640870,0.393719,0.627488,-0.021720,0.098762,92.959789,3.265538,52.759775,40.200014,0.871197,0.758796,-0.003062,0.001909
19.200000,11.198540,0.648246,0.397031,0.625956,-0.021812,0.099385,92.734891,3.286927,52.688459,40.046432,0.870576,0.757331,-0.003002,0.001895
19.233333,11.218028,0.655665,0.400365,0.624427,-0.021904,0.100010,92.510745,3.308334,52.617553,39.893192,0.869959,0.755867,-0.002942,0.001881
19.266667,11.237446,0.663126,0.403720,0.622903,-0.021996,0.100636,92.287370,3.329754,52.547059,39.740311,0.869346,0.754402,-0.002882,0.001867
19.300000,11.256793,0.670630,0.407095,0.621382,-0.022088,0.101263,92.064786,3.351185,52.476980,39.587806,0.868736,0.752938,-0.002822,0.001853
19.333333,11.276069,0.678176,0.410491,0.619866,-0.022179,0.101891,91.843013,3.372623,52.407320,39.435693,0.868131,0.751474,-0.002763,0.001839
19.366667,11.295274,0.685765,0.413909,0.618353,-0.022271,0.102520,91.622070,3.394064,52.338082,39.283988,0.867528,0.750010,-0.002704,0.001825
19.400000,11.314408,0.693397,0.417347,0.616845,-0.022362,0.103150,91.401976,3.415505,52.269267,39.132709,0.866930,0.748548,-0.002645,0.001810
19.433333,11.333472,0.701071,0.420806,0.615341,-0.022453,0.103780,91.182752,3.436941,52.200879,38.981873,0.866336,0.747086,-0.002586,0.001796
19.466667,11.352464,0.708788,0.424287,0.613841,-0.022543,0.104412,90.964416,3.458369,52.132918,38.831498,0.865745,0.745625,-0.002528,0.001782
19.500000,11.371384,0.716548,0.427788,0.612346,-0.022634,0.105044,90.746988,3.479785,52.065389,38.681599,0.865158,0.744166,-0.002469,0.001767
19.533333,11.390234,0.724351,0.431311,0.610856,-0.022724,0.105677,90.530488,3.501185,51.998292,38.532196,0.864575,0.742707,-0.002411,0.001753
19.566667,11.409012,0.732197,0.434854,0.609371,-0.022815,0.106310,90.314935,3.522564,51.931629,38.383305,0.863995,0.741251,-0.002353,0.001738
19.600000,11.427718,0.740086,0.438419,0.607891,-0.022904,0.106943,90.100347,3.543919,51.865403,38.234945,0.863420,0.739796,-0.002295,0.001724
19.633333,11.446353,0.748018,0.442005,0.606416,-0.022994,0.107577,89.886746,3.565245,51.799613,38.087133,0.862848,0.738343,-0.002238,0.001709
19.666667,11.464917,0.755993,0.445612,0.604946,-0.023083,0.108211,89.674149,3.586538,51.734262,37.939887,0.862280,0.736892,-0.002180,0.001695
19.700000,11.483408,0.764012,0.449240,0.603481,-0.023173,0.108845,89.462576,3.607793,51.669351,37.793225,0.861716,0.735443,-0.002123,0.001680
19.733333,11.501828,0.772074,0.452890,0.602023,-0.023261,0.109480,89.252047,3.629006,51.604881,37.647166,0.861156,0.733996,-0.002066,0.001665
19.766667,11.520175,0.780179,0.456560,0.600569,-0.023350,0.110114,89.042580,3.650172,51.540852,37.501728,0.860600,0.732553,-0.002009,0.001650
19.800000,11.538451,0.788328,0.460252,0.599122,-0.023438,0.110747,88.834195,3.671287,51.477266,37.356929,0.860048,0.731112,-0.001952,0.001636
19.833333,11.556654,0.796520,0.463964,0.597681,-0.023526,0.111381,88.626911,3.692346,51.414122,37.212789,0.859499,0.729674,-0.001896,0.001621
19.866667,11.574786,0.804756,0.467698,0.596245,-0.023614,0.112014,88.420746,3.713345,51.351420,37.069325,0.858954,0.728239,-0.001840,0.001606
19.900000,11.592845,0.813035,0.471453,0.594816,-0.023701,0.112646,88.215719,3.734277,51.289162,36.926557,0.858413,0.726808,-0.001784,0.001591
19.933333,11.610832,0.821359,0.475229,0.593393,-0.023788,0.113278,88.011850,3.755139,51.227347,36.784503,0.857876,0.725381,-0.001728,0.001576
19.966667,11.628746,0.829725,0.479026,0.591977,-0.023874,0.113909,87.809158,3.775926,51.165975,36.643183,0.857343,0.723957,-0.001672,0.001561
20.000000,11.646589,0.838136,0.482844,0.590567,-0.023961,0.114540,87.607661,3.796632,51.105046,36.502615,0.856814,0.722537,-0.001616,0.001546
20.033333,11.664358,0.846591,0.486683,0.589164,-0.024046,0.115169,87.407377,3.817252,51.044558,36.362819,0.856288,0.721122,-0.001561,0.001530
20.066667,11.682055,0.855089,0.490543,0.587767,-0.024132,0.115797,87.208326,3.837782,50.984512,36.223814,0.855766,0.719711,-0.001506,0.001515
20.100000,11.699680,0.863632,0.494424,0.586378,-0.024217,0.116424,87.010526,3.858215,50.924907,36.085619,0.855248,0.718305,-0.001451,0.001500
20.133333,11.717232,0.872218,0.498325,0.584996,-0.024301,0.117049,86.813995,3.878547,50.865741,35.948254,0.854734,0.716904,-0.001396,0.001485
20.166667,11.734711,0.880849,0.502248,0.583621,-0.024385,0.117673,86.618752,3.898772,50.807013,35.811738,0.854224,0.715509,-0.001341,0.001469
20.200000,11.752117,0.889523,0.506191,0.582253,-0.024469,0.118296,86.424815,3.918884,50.748724,35.676092,0.853717,0.714118,-0.001287,0.001454
20.233333,11.769451,0.898242,0.510155,0.580893,-0.024552,0.118917,86.232203,3.938879,50.690870,35.541333,0.853214,0.712734,-0.001233,0.001438
20.266667,11.786712,0.907006,0.514139,0.579540,-0.024635,0.119535,86.040933,3.958751,50.633450,35.407483,0.852715,0.711355,-0.001179,0.001423
20.300000,11.803900,0.915813,0.518144,0.578195,-0.024717,0.120152,85.851023,3.978495,50.576463,35.274560,0.852220,0.709982,-0.001125,0.001407
20.333333,11.821015,0.924665,0.522170,0.576858,-0.024799,0.120767,85.662492,3.998104,50.519907,35.142585,0.851728,0.708616,-0.001071,0.001392
20.366667,11.838057,0.933561,0.526216,0.575529,-0.024880,0.121379,85.475357,4.017572,50.463780,35.011578,0.851240,0.707257,-0.001018,0.001376
20.400000,11.855025,0.942502,0.530282,0.574208,-0.024961,0.121989,85.289637,4.036896,50.408079,34.881557,0.850756,0.705904,-0.000964,0.001360
20.433333,11.871921,0.951487,0.534369,0.572895,-0.025041,0.122596,85.105348,4.056067,50.352804,34.752544,0.850275,0.704559,-0.000911,0.001345
20.466667,11.888744,0.960517,0.538476,0.571590,-0.025121,0.123201,84.922508,4.075082,50.297950,34.624558,0.849798,0.703221,-0.000858,0.001329
20.500000,11.905494,0.969591,0.542602,0.570294,-0.025200,0.123802,84.741134,4.093934,50.243516,34.497618,0.849325,0.701891,-0.000805,0.001313
20.533333,11.922170,0.978710,0.546749,0.569007,-0.025278,0.124401,84.561245,4.112616,50.189500,34.371745,0.848855,0.700568,-0.000753,0.001297
20.566667,11.938774,0.987874,0.550916,0.567728,-0.025356,0.124997,84.382856,4.131124,50.135898,34.246958,0.848388,0.699254,-0.000701,0.001281
20.600000,11.955304,0.997082,0.555102,0.566458,-0.025433,0.125589,84.205986,4.149452,50.082708,34.123278,0.847926,0.697949,-0.000648,0.001265
20.633333,11.971761,1.006336,0.559308,0.565197,-0.025510,0.126178,84.030650,4.167593,50.029926,34.000724,0.847466,0.696652,-0.000596,0.001249
20.666667,11.988145,1.015634,0.563533,0.563946,-0.025586,0.126763,83.856866,4.185541,49.977550,33.879315,0.847010,0.695364,-0.000545,0.001233
20.700000,12.004455,1.024977,0.567778,0.562703,-0.025661,0.127344,83.684650,4.203291,49.925577,33.759072,0.846558,0.694086,-0.000493,0.001217
20.733333,12.020692,1.034365,0.572042,0.561470,-0.025736,0.127922,83.514018,4.220837,49.874003,33.640015,0.846109,0.692817,-0.000442,0.001201
20.766667,12.036856,1.043798,0.576325,0.560246,-0.025810,0.128495,83.344988,4.238173,49.822826,33.522162,0.845663,0.691559,-0.000390,0.001184
20.800000,12.052947,1.053276,0.580627,0.559031,-0.025883,0.129065,83.177575,4.255292,49.772041,33.405534,0.845221,0.690310,-0.000339,0.001168
20.833333,12.068964,1.062799,0.584948,0.557827,-0.025955,0.129629,83.011795,4.272189,49.721645,33.290149,0.844782,0.689072,-0.000288,0.001152
20.866667,12.084907,1.072367,0.589288,0.556632,-0.026027,0.130190,82.847664,4.288858,49.671636,33.176028,0.844346,0.687844,-0.000238,0.001136
20.900000,12.100778,1.081980,0.593646,0.555447,-0.026098,0.130745,82.685198,4.305293,49.622008,33.063190,0.843914,0.686628,-0.000187,0.001119
20.933333,12.116575,1.091639,0.598023,0.554272,-0.026169,0.131296,82.524412,4.321488,49.572759,32.951653,0.843485,0.685423,-0.000137,0.001103
20.966667,12.132299,1.101342,0.602417,0.553107,-0.026238,0.131842,82.365321,4.337436,49.523884,32.841437,0.843059,0.684229,-0.000087,0.001086
21.000000,12.147949,1.111091,0.606830,0.551953,-0.026307,0.132382,82.207942,4.353133,49.475381,32.732560,0.842636,0.683047,-0.000037,0.001070
21.033333,12.163526,1.120886,0.611261,0.550809,-0.026375,0.132918,82.052288,4.368573,49.427245,32.625042,0.842216,0.681878,0.000013,0.001053
21.066667,12.179029,1.130725,0.615709,0.549675,-0.026442,0.133447,81.898374,4.383749,49.379473,32.518901,0.841800,0.680721,0.000062,0.001036
21.100000,12.194460,1.140610,0.620175,0.548552,-0.026508,0.133971,81.746216,4.398655,49.332060,32.414156,0.841386,0.679576,0.000112,0.001020
21.133333,12.209816,1.150541,0.624658,0.547439,-0.026574,0.134489,81.595827,4.413286,49.285002,32.310825,0.840976,0.678445,0.000161,0.001003
21.166667,12.225100,1.160517,0.629158,0.546338,-0.026638,0.135002,81.447222,4.427637,49.238297,32.208925,0.840568,0.677327,0.000210,0.000986
21.200000,12.240310,1.170538,0.633675,0.545247,-0.026702,0.135508,81.300415,4.441701,49.191939,32.108476,0.840164,0.676222,0.000259,0.000969
21.233333,12.255447,1.180606,0.638208,0.544167,-0.026765,0.136007,81.155420,4.455472,49.145926,32.009494,0.839762,0.675132,0.000307,0.000952
21.266667,12.270510,1.190718,0.642758,0.543099,-0.026827,0.136500,81.012249,4.468947,49.100252,31.911997,0.839364,0.674055,0.000356,0.000935
21.300000,12.285500,1.200876,0.647325,0.542041,-0.026887,0.136987,80.870917,4.482117,49.054915,31.816002,0.838968,0.672993,0.000404,0.000918
21.333333,12.300417,1.211080,0.651907,0.540995,-0.026948,0.137467,80.731438,4.494980,49.009910,31.721527,0.838575,0.671946,0.000452,0.000901
21.366667,12.315260,1.221330,0.656505,0.539961,-0.027007,0.137939,80.593822,4.507528,48.965234,31.628588,0.838185,0.670913,0.000500,0.000884
21.400000,12.330030,1.231625,0.661118,0.538938,-0.027065,0.138405,80.458085,4.519757,48.920882,31.537202,0.837797,0.669896,0.000547,0.000867
21.433333,12.344727,1.241966,0.665747,0.537926,-0.027122,0.138863,80.324237,4.531661,48.876852,31.447385,0.837412,0.668895,0.000595,0.000850
21.466667,12.359351,1.252353,0.670391,0.536927,-0.027178,0.139314,80.192291,4.543236,48.833138,31.359153,0.837030,0.667909,0.000642,0.000833
21.500000,12.373901,1.262786,0.675049,0.535939,-0.027233,0.139757,80.062259,4.554476,48.789738,31.272521,0.836651,0.666939,0.000689,0.000815
21.533333,12.388378,1.273264,0.679722,0.534963,-0.027287,0.140193,79.934154,4.565377,48.746648,31.187506,0.836274,0.665986,0.000736,0.000798
21.566667,12.402782,1.283789,0.684410,0.533999,-0.027340,0.140620,79.807986,4.575933,48.703864,31.104121,0.835900,0.665049,0.000783,0.000781
21.600000,12.417113,1.294359,0.689111,0.533047,-0.027392,0.141040,79.683766,4.586140,48.661383,31.022383,0.835529,0.664129,0.000829,0.000763
21.633333,12.431371,1.304975,0.693826,0.532108,-0.027443,0.141451,79.561506,4.595993,48.619202,30.942305,0.835160,0.663226,0.000876,0.000746
21.666667,12.445556,1.315637,0.698555,0.531180,-0.027493,0.141853,79.441217,4.605488,48.577317,30.863901,0.834793,0.662340,0.000922,0.000728
21.700000,12.459667,1.326345,0.703296,0.530265,-0.027542,0.142247,79.322909,4.614620,48.535725,30.787184,0.834429,0.661472,0.000968,0.000711
21.733333,12.473706,1.337100,0.708051,0.529363,-0.027590,0.142633,79.206592,4.623386,48.494423,30.712170,0.834068,0.660622,0.001014,0.000693
21.766667,12.487672,1.347900,0.712818,0.528473,-0.027637,0.143009,79.092276,4.631780,48.453407,30.638869,0.833709,0.659790,0.001059,0.000676
21.800000,12.501564,1.358746,0.717597,0.527596,-0.027682,0.143377,78.979971,4.639799,48.412676,30.567295,0.833352,0.658976,0.001105,0.000658
21.833333,12.515384,1.369638,0.722388,0.526731,-0.027726,0.143735,78.869687,4.647439,48.372226,30.497461,0.832998,0.658181,0.001150,0.000640
21.866667,12.529131,1.380577,0.727191,0.525880,-0.027770,0.144085,78.761431,4.654696,48.332055,30.429376,0.832646,0.657405,0.001195,0.000622
