t,x,y,psi,u,v,r,tau_u,tau_r,T1,T2
27.366667,13.877623,3.812325,1.424963,0.558841,-0.018876,0.080344,86.215864,2.073945,47.096287,39.119576
27.400000,13.880929,3.830683,1.427620,0.559758,-0.018766,0.079690,86.357126,2.054050,47.128660,39.228466
27.433333,13.884187,3.849081,1.430254,0.560678,-0.018657,0.079038,86.498625,2.034263,47.161358,39.337268
27.466667,13.887397,3.867519,1.432867,0.561601,-0.018548,0.078389,86.640345,2.014585,47.194373,39.445971
27.500000,13.890559,3.885996,1.435459,0.562526,-0.018439,0.077742,86.782269,1.995014,47.227700,39.554568
27.533333,13.893675,3.904512,1.438029,0.563453,-0.018330,0.077097,86.924381,1.975553,47.261331,39.663050
27.566667,13.896743,3.923067,1.440577,0.564382,-0.018220,0.076455,87.066667,1.956201,47.295259,39.771408
27.600000,13.899765,3.941661,1.443104,0.565314,-0.018111,0.075816,87.209109,1.936959,47.329476,39.879633
27.633333,13.902740,3.960294,1.445610,0.566247,-0.018002,0.075179,87.351694,1.917827,47.363976,39.987717
27.666667,13.905669,3.978966,1.448095,0.567182,-0.017893,0.074545,87.494404,1.898806,47.398752,40.095652
27.700000,13.908552,3.997676,1.450559,0.568119,-0.017784,0.073913,87.637225,1.879895,47.433796,40.203429
27.733333,13.911389,4.016424,1.453002,0.569057,-0.017675,0.073284,87.780142,1.861096,47.469101,40.311040
27.766667,13.914181,4.035211,1.455424,0.569997,-0.017566,0.072658,87.923138,1.842407,47.504660,40.418478
27.800000,13.916927,4.054037,1.457825,0.570938,-0.017457,0.072034,88.066200,1.823830,47.540466,40.525734
27.833333,13.919628,4.072900,1.460205,0.571881,-0.017348,0.071413,88.209311,1.805365,47.576511,40.632800
27.866667,13.922284,4.091802,1.462565,0.572825,-0.017239,0.070795,88.352458,1.787011,47.612789,40.739669
27.900000,13.924896,4.110741,1.464904,0.573769,-0.017130,0.070180,88.495625,1.768769,47.649291,40.846333
27.933333,13.927463,4.129718,1.467223,0.574715,-0.017021,0.069567,88.638797,1.750639,47.686012,40.952785
27.966667,13.929986,4.148733,1.469522,0.575662,-0.016913,0.068957,88.781959,1.732621,47.722943,41.059017
28.000000,13.932465,4.167785,1.471800,0.576609,-0.016804,0.068350,88.925098,1.714714,47.760077,41.165021
28.033333,13.934900,4.186874,1.474058,0.577557,-0.016696,0.067746,89.068197,1.696920,47.797407,41.270791
28.066667,13.937292,4.206001,1.476296,0.578505,-0.016588,0.067145,89.211244,1.679238,47.834925,41.376319
28.100000,13.939640,4.225165,1.478515,0.579454,-0.016479,0.066546,89.354224,1.661667,47.872625,41.481598
28.133333,13.941945,4.244366,1.480713,0.580404,-0.016371,0.065951,89.497121,1.644208,47.910499,41.586622
28.166667,13.944208,4.263603,1.482892,0.581353,-0.016263,0.065358,89.639923,1.626861,47.948540,41.691383
28.200000,13.946428,4.282878,1.485051,0.582303,-0.016155,0.064769,89.782615,1.609625,47.986741,41.795874
28.233333,13.948606,4.302188,1.487190,0.583253,-0.016048,0.064182,89.925182,1.592501,48.025094,41.900089
28.266667,13.950741,4.321536,1.489310,0.584203,-0.015940,0.063598,90.067612,1.575489,48.063592,42.004020
28.300000,13.952835,4.340920,1.491410,0.585152,-0.015833,0.063017,90.209890,1.558587,48.102228,42.107663
28.333333,13.954887,4.360339,1.493492,0.586102,-0.015725,0.062439,90.352003,1.541796,48.140994,42.211009
28.366667,13.956898,4.379795,1.495554,0.587051,-0.015618,0.061864,90.493936,1.525116,48.179883,42.314053
28.400000,13.958867,4.399287,1.497597,0.587999,-0.015511,0.061292,90.635676,1.508546,48.218889,42.416787
28.433333,13.960796,4.418815,1.499621,0.588947,-0.015404,0.060723,90.777211,1.492087,48.258004,42.519207
28.466667,13.962684,4.438378,1.501626,0.589895,-0.015297,0.060157,90.918525,1.475738,48.297220,42.621305
28.500000,13.964532,4.457976,1.503613,0.590842,-0.015191,0.059594,91.059606,1.459498,48.336531,42.723076
28.533333,13.966339,4.477610,1.505581,0.591788,-0.015084,0.059034,91.200442,1.443368,48.375928,42.824513
28.566667,13.968106,4.497279,1.507530,0.592733,-0.014978,0.058477,91.341017,1.427347,48.415406,42.925611
28.600000,13.969834,4.516984,1.509461,0.593677,-0.014872,0.057923,91.481320,1.411435,48.454957,43.026363
28.633333,13.971522,4.536723,1.511373,0.594620,-0.014766,0.057372,91.621338,1.395631,48.494574,43.126764
28.666667,13.973171,4.556496,1.513267,0.595562,-0.014661,0.056824,91.761058,1.379935,48.534250,43.226808
28.700000,13.974781,4.576305,1.515143,0.596502,-0.014555,0.056279,91.900466,1.364347,48.573977,43.326489
28.733333,13.976352,4.596148,1.517001,0.597442,-0.014450,0.055737,92.039550,1.348866,48.613749,43.425801
28.766667,13.977884,4.616025,1.518841,0.598379,-0.014345,0.055198,92.178297,1.333493,48.653558,43.524740
28.800000,13.979379,4.635936,1.520663,0.599316,-0.014240,0.054662,92.316696,1.318226,48.693397,43.623299
28.833333,13.980835,4.655881,1.522467,0.600251,-0.014135,0.054129,92.454733,1.303065,48.733260,43.721472
28.866667,13.982253,4.675860,1.524254,0.601184,-0.014031,0.053599,92.592395,1.288010,48.773140,43.819256
28.900000,13.983634,4.695873,1.526023,0.602115,-0.013927,0.053072,92.729672,1.273060,48.813028,43.916644
28.933333,13.984977,4.715920,1.527775,0.603044,-0.013823,0.052548,92.866550,1.258215,48.852920,44.013630
28.966667,13.986284,4.735999,1.529509,0.603972,-0.013719,0.052027,93.003017,1.243475,48.892806,44.110210
29.000000,13.987553,4.756112,1.531226,0.604897,-0.013615,0.051509,93.139061,1.228839,48.932682,44.206379
29.033333,13.988786,4.776258,1.532926,0.605820,-0.013512,0.050994,93.274670,1.214306,48.972539,44.302132
29.066667,13.989983,4.796437,1.534609,0.606741,-0.013409,0.050482,93.409833,1.199876,49.012371,44.397462
29.100000,13.991143,4.816649,1.536274,0.607660,-0.013306,0.049973,93.544537,1.185549,49.052170,44.492366
29.133333,13.992267,4.836893,1.537923,0.608577,-0.013203,0.049467,93.678770,1.171324,49.091932,44.586839
29.166667,13.993356,4.857170,1.539555,0.609491,-0.013100,0.048964,93.812522,1.157201,49.131647,44.680875
29.200000,13.994410,4.877479,1.541171,0.610402,-0.012998,0.048464,93.945780,1.143179,49.171310,44.774469
29.233333,13.995428,4.897820,1.542770,0.611311,-0.012896,0.047967,94.078532,1.129257,49.210914,44.867618
29.266667,13.996411,4.918192,1.544352,0.612217,-0.012794,0.047472,94.210768,1.115436,49.250452,44.960316
29.300000,13.997360,4.938597,1.545918,0.613120,-0.012693,0.046981,94.342476,1.101714,49.289918,45.052558
29.333333,13.998274,4.959033,1.547468,0.614021,-0.012592,0.046492,94.473645,1.088091,49.329305,45.144340
29.366667,13.999154,4.979501,1.549001,0.614918,-0.012491,0.046007,94.604263,1.074567,49.368606,45.235657
29.400000,14.000000,5.000000,1.550519,0.615813,-0.012390,0.045524,94.734319,1.061140,49.407813,45.326506
29.433333,14.000812,5.020530,1.552020,0.616704,-0.012289,0.045044,94.863803,1.047807,49.446914,45.416888
29.466667,14.001591,5.041091,1.553506,0.617593,-0.012189,0.044568,94.992703,1.034564,49.485897,45.506806
29.500000,14.002337,5.061683,1.554976,0.618478,-0.012089,0.044094,95.121009,1.021410,49.524755,45.596255
29.533333,14.003049,5.082305,1.556430,0.619360,-0.011989,0.043622,95.248712,1.008344,49.563479,45.685232
29.566667,14.003729,5.102957,1.557868,0.620238,-0.011890,0.043154,95.375800,0.995366,49.602065,45.773734
29.600000,14.004377,5.123640,1.559291,0.621113,-0.011791,0.042688,95.502263,0.982475,49.640506,45.861757
29.633333,14.004992,5.144353,1.560699,0.621984,-0.011692,0.042225,95.628092,0.969670,49.678796,45.949296
29.666667,14.005575,5.165096,1.562091,0.622852,-0.011593,0.041765,95.753276,0.956951,49.716928,46.036348
29.700000,14.006126,5.185868,1.563468,0.623716,-0.011494,0.041308,95.877806,0.944316,49.754896,46.122910
29.733333,14.006646,5.206670,1.564830,0.624576,-0.011396,0.040853,96.001672,0.931766,49.792694,46.208978
29.766667,14.007134,5.227501,1.566176,0.625433,-0.011298,0.040401,96.124864,0.919299,49.830315,46.294549
29.800000,14.007592,5.248362,1.567508,0.626285,-0.011201,0.039952,96.247374,0.906915,49.867755,46.379619
29.833333,14.008018,5.269251,1.568825,0.627134,-0.011103,0.039505,96.369191,0.894613,49.905005,46.464186
29.866667,14.008414,5.290169,1.570127,0.627979,-0.011006,0.039061,96.490306,0.882392,49.942061,46.548245
29.900000,14.008780,5.311116,1.571414,0.628819,-0.010909,0.038620,96.610711,0.870252,49.978916,46.631795
29.933333,14.009116,5.332091,1.572687,0.629656,-0.010813,0.038181,96.730396,0.858191,50.015565,46.714831
29.966667,14.009422,5.353094,1.573945,0.630488,-0.010716,0.037744,96.849352,0.846209,50.052001,46.797351
30.000000,14.009698,5.374125,1.575189,0.631316,-0.010620,0.037310,96.967570,0.834305,50.088218,46.879352
30.033333,14.009945,5.395184,1.576418,0.632139,-0.010525,0.036879,97.085042,0.822479,50.124212,46.960831
30.066667,14.010163,5.416271,1.577633,0.632958,-0.010429,0.036450,97.201759,0.810729,50.159975,47.041785
30.100000,14.010352,5.437385,1.578834,0.633773,-0.010334,0.036024,97.317713,0.799056,50.195502,47.122211
30.133333,14.010512,5.458527,1.580021,0.634583,-0.010239,0.035600,97.432894,0.787457,50.230787,47.202107
30.166667,14.010644,5.479695,1.581193,0.635388,-0.010144,0.035178,97.547296,0.775932,50.265826,47.281470
30.200000,14.010748,5.500890,1.582352,0.636189,-0.010050,0.034759,97.660908,0.764482,50.300611,47.360297
30.233333,14.010824,5.522113,1.583497,0.636985,-0.009955,0.034343,97.773724,0.753103,50.335138,47.438586
30.266667,14.010873,5.543361,1.584628,0.637777,-0.009861,0.033928,97.885736,0.741797,50.369401,47.516335
30.300000,14.010894,5.564636,1.585745,0.638563,-0.009768,0.033516,97.996934,0.730562,50.403395,47.593540
30.333333,14.010887,5.585937,1.586848,0.639345,-0.009674,0.033107,98.107312,0.719398,50.437113,47.670199
30.366667,14.010854,5.607264,1.587938,0.640121,-0.009581,0.032699,98.216862,0.708303,50.470552,47.746310
30.400000,14.010795,5.628616,1.589015,0.640893,-0.009488,0.032294,98.325576,0.697277,50.503705,47.821871
30.433333,14.010709,5.649994,1.590078,0.641659,-0.009396,0.031891,98.433447,0.686319,50.536567,47.896880
30.466667,14.010596,5.671398,1.591127,0.642421,-0.009303,0.031491,98.540467,0.675428,50.569133,47.971333
30.500000,14.010458,5.692826,1.592164,0.643177,-0.009211,0.031093,98.646628,0.664604,50.601399,48.045229
30.533333,14.010294,5.714279,1.593187,0.643928,-0.009119,0.030696,98.751924,0.653846,50.633357,48.118567
30.566667,14.010105,5.735757,1.594197,0.644674,-0.009028,0.030302,98.856347,0.643152,50.665005,48.191342
30.600000,14.009890,5.757260,1.595194,0.645414,-0.008936,0.029911,98.959890,0.632523,50.696336,48.263555
30.633333,14.009651,5.778787,1.596178,0.646149,-0.008845,0.029521,99.062547,0.621957,50.727345,48.335202
30.666667,14.009387,5.800337,1.597149,0.646878,-0.008754,0.029133,99.164310,0.611454,50.758028,48.406281
30.700000,14.009098,5.821912,1.598108,0.647602,-0.008664,0.028748,99.265172,0.601013,50.788381,48.476792
30.733333,14.008785,5.843511,1.599053,0.648321,-0.008573,0.028364,99.365127,0.590633,50.818397,48.546731
30.766667,14.008448,5.865132,1.599986,0.649034,-0.008483,0.027983,99.464169,0.580314,50.848072,48.616097
30.800000,14.008088,5.886777,1.600906,0.649741,-0.008393,0.027604,99.562290,0.570054,50.877402,48.684888
30.833333,14.007703,5.908446,1.601814,0.650443,-0.008304,0.027226,99.659484,0.559853,50.906381,48.753102
30.866667,14.007296,5.930137,1.602709,0.651138,-0.008215,0.026851,99.755744,0.549710,50.935006,48.820738
30.900000,14.006866,5.951850,1.603591,0.651829,-0.008125,0.026478,99.851066,0.539624,50.963271,48.887794
30.933333,14.006413,5.973586,1.604461,0.652513,-0.008037,0.026106,99.945441,0.529595,50.991173,48.954269
30.966667,14.005937,5.995344,1.605319,0.653191,-0.007948,0.025737,100.038865,0.519622,51.018705,49.020160
31.000000,14.005439,6.017124,1.606165,0.653864,-0.007860,0.025369,100.131331,0.509704,51.045865,49.085466
31.033333,14.004920,6.038926,1.606998,0.654530,-0.007772,0.025003,100.222833,0.499840,51.072648,49.150185
31.066667,14.004378,6.060750,1.607820,0.655190,-0.007684,0.024640,100.313366,0.490030,51.099049,49.214317
31.100000,14.003815,6.082595,1.608629,0.655845,-0.007596,0.024278,100.402923,0.480273,51.125064,49.277859
31.133333,14.003230,6.104461,1.609426,0.656493,-0.007509,0.023917,100.491500,0.470568,51.150689,49.340811
31.166667,14.002625,6.126347,1.610211,0.657135,-0.007421,0.023559,100.579089,0.460915,51.175920,49.403170
31.200000,14.001998,6.148255,1.610985,0.657771,-0.007335,0.023202,100.665687,0.451312,51.200751,49.464935
31.233333,14.001352,6.170183,1.611746,0.658401,-0.007248,0.022847,100.751287,0.441759,51.225181,49.526106
31.266667,14.000684,6.192131,1.612496,0.659025,-0.007161,0.022494,100.835884,0.432256,51.249203,49.586681
31.300000,13.999997,6.214100,1.613234,0.659642,-0.007075,0.022143,100.919473,0.422801,51.272815,49.646658
31.333333,13.999290,6.236088,1.613961,0.660253,-0.006989,0.021793,101.002048,0.413394,51.296012,49.706036
31.366667,13.998563,6.258096,1.614676,0.660857,-0.006903,0.021445,101.083605,0.404033,51.318790,49.764815
31.400000,13.997817,6.280123,1.615379,0.661455,-0.006818,0.021099,101.164139,0.394720,51.341146,49.822993
31.433333,13.997052,6.302169,1.616071,0.662047,-0.006733,0.020754,101.243644,0.385452,51.363075,49.880569
31.466667,13.996268,6.324234,1.616751,0.662632,-0.006647,0.020411,101.322116,0.376228,51.384574,49.937542
31.500000,13.995466,6.346318,1.617420,0.663211,-0.006563,0.020069,101.399550,0.367049,51.405639,49.993910
31.533333,13.994645,6.368420,1.618078,0.663783,-0.006478,0.019729,101.475940,0.357914,51.426267,50.049674
31.566667,13.993806,6.390541,1.618724,0.664348,-0.006393,0.019391,101.551284,0.348822,51.446453,50.104831
31.600000,13.992949,6.412680,1.619359,0.664907,-0.006309,0.019054,101.625576,0.339771,51.466194,50.159382
31.633333,13.992074,6.434836,1.619983,0.665459,-0.006225,0.018718,101.698811,0.330762,51.485486,50.213324
31.666667,13.991182,6.457010,1.620596,0.666005,-0.006141,0.018384,101.770985,0.321794,51.504327,50.266658
31.700000,13.990273,6.479202,1.621198,0.666543,-0.006058,0.018052,101.842094,0.312866,51.522712,50.319382
31.733333,13.989347,6.501411,1.621788,0.667075,-0.005975,0.017721,101.912134,0.303977,51.540638,50.371496
31.766667,13.988404,6.523636,1.622368,0.667600,-0.005891,0.017391,101.981100,0.295127,51.558102,50.422999
31.800000,13.987445,6.545878,1.622937,0.668119,-0.005808,0.017063,102.048989,0.286315,51.575099,50.473889
31.833333,13.986469,6.568137,1.623495,0.668630,-0.005726,0.016736,102.115796,0.277540,51.591628,50.524167
31.866667,13.985478,6.590412,1.624042,0.669135,-0.005643,0.016411,102.181517,0.268802,51.607684,50.573832
31.900000,13.984471,6.612703,1.624578,0.669632,-0.005561,0.016087,102.246149,0.260099,51.623265,50.622883
31.933333,13.983448,6.635009,1.625103,0.670123,-0.005479,0.015764,102.309687,0.251432,51.638367,50.671320
31.966667,13.982411,6.657331,1.625618,0.670607,-0.005397,0.015443,102.372129,0.242800,51.652987,50.719141
32.000000,13.981358,6.679669,1.626122,0.671083,-0.005315,0.015122,102.433470,0.234202,51.667123,50.766347
32.033333,13.980291,6.702021,1.626616,0.671553,-0.005233,0.014804,102.493707,0.225636,51.680770,50.812937
32.066667,13.979209,6.724389,1.627098,0.672015,-0.005152,0.014486,102.552836,0.217104,51.693925,50.858910
32.100000,13.978113,6.746771,1.627571,0.672471,-0.005071,0.014169,102.610853,0.208603,51.706587,50.904266
32.133333,13.977002,6.769167,1.628033,0.672919,-0.004990,0.013854,102.667757,0.200134,51.718752,50.949005
32.166667,13.975879,6.791577,1.628484,0.673360,-0.004909,0.013540,102.723543,0.191696,51.730417,50.993126
32.200000,13.974741,6.814002,1.628925,0.673794,-0.004829,0.013228,102.778207,0.183287,51.741578,51.036629
32.233333,13.973590,6.836440,1.629355,0.674221,-0.004748,0.012916,102.831748,0.174908,51.752235,51.079513
32.266667,13.972427,6.858891,1.629776,0.674641,-0.004668,0.012605,102.884161,0.166557,51.762383,51.121779
32.300000,13.971250,6.881356,1.630185,0.675053,-0.004588,0.012296,102.935444,0.158235,51.772019,51.163425
32.333333,13.970061,6.903833,1.630585,0.675458,-0.004508,0.011988,102.985594,0.149939,51.781142,51.204452
32.366667,13.968859,6.926324,1.630974,0.675856,-0.004428,0.011680,103.034608,0.141671,51.789748,51.244860
32.400000,13.967646,6.948827,1.631354,0.676247,-0.004349,0.011374,103.082484,0.133429,51.797836,51.284648
32.433333,13.966420,6.971342,1.631722,0.676630,-0.004270,0.011069,103.129218,0.125212,51.805401,51.323817
32.466667,13.965183,6.993869,1.632081,0.677005,-0.004191,0.010765,103.174807,0.117020,51.812442,51.362365
32.500000,13.963935,7.016408,1.632430,0.677374,-0.004112,0.010462,103.219250,0.108852,51.818956,51.400294
32.533333,13.962676,7.038958,1.632769,0.677735,-0.004033,0.010160,103.262544,0.100708,51.824941,51.437602
32.566667,13.961405,7.061520,1.633097,0.678088,-0.003954,0.009859,103.304686,0.092587,51.830395,51.474291
32.600000,13.960124,7.084093,1.633416,0.678434,-0.003876,0.009559,103.345674,0.084488,51.835314,51.510360
32.633333,13.958833,7.106676,1.633725,0.678773,-0.003797,0.009259,103.385505,0.076411,51.839697,51.545808
32.666667,13.957531,7.129270,1.634023,0.679104,-0.003719,0.008961,103.424178,0.068355,51.843541,51.580637
32.700000,13.956220,7.151875,1.634312,0.679428,-0.003641,0.008663,103.461690,0.060319,51.846844,51.614846
32.733333,13.954899,7.174490,1.634591,0.679744,-0.003563,0.008367,103.498039,0.052303,51.849603,51.648436
32.766667,13.953568,7.197114,1.634860,0.680053,-0.003486,0.008071,103.533223,0.044307,51.851817,51.681406
32.800000,13.952228,7.219748,1.635119,0.680354,-0.003408,0.007776,103.567240,0.036329,51.853484,51.713757
32.833333,13.950879,7.242392,1.635369,0.680647,-0.003331,0.007482,103.600089,0.028369,51.854600,51.745488
32.866667,13.949522,7.265044,1.635608,0.680933,-0.003254,0.007189,103.631766,0.020427,51.855165,51.776601
32.900000,13.948156,7.287706,1.635838,0.681211,-0.003177,0.006897,103.662271,0.012501,51.855176,51.807096
32.933333,13.946781,7.310376,1.636058,0.681482,-0.003100,0.006605,103.691602,0.004591,51.854630,51.836972
32.966667,13.945399,7.333055,1.636269,0.681745,-0.003023,0.006314,103.719757,-0.003303,51.853527,51.866230
33.000000,13.944009,7.355742,1.636470,0.682000,-0.002946,0.006024,103.746735,-0.011182,51.851864,51.894871
33.033333,13.942611,7.378436,1.636661,0.682248,-0.002870,0.005734,103.772534,-0.019047,51.849639,51.922895
33.066667,13.941206,7.401139,1.636842,0.682488,-0.002794,0.005445,103.797152,-0.026897,51.846850,51.950302
33.100000,13.939794,7.423848,1.637014,0.682720,-0.002717,0.005157,103.820588,-0.034735,51.843496,51.977093
33.133333,13.938376,7.446565,1.637176,0.682945,-0.002641,0.004870,103.842842,-0.042560,51.839574,52.003268
33.166667,13.936950,7.469289,1.637329,0.683162,-0.002565,0.004583,103.863911,-0.050374,51.835083,52.028828
33.200000,13.935518,7.492020,1.637472,0.683371,-0.002490,0.004297,103.883794,-0.058175,51.830021,52.053773
33.233333,13.934080,7.514757,1.637606,0.683572,-0.002414,0.004011,103.902491,-0.065966,51.824387,52.078104
33.266667,13.932637,7.537501,1.637730,0.683766,-0.002338,0.003726,103.920000,-0.073747,51.818178,52.101822
33.300000,13.931187,7.560250,1.637845,0.683952,-0.002263,0.003442,103.936320,-0.081519,51.811393,52.124926
33.333333,13.929732,7.583005,1.637950,0.684130,-0.002188,0.003158,103.951450,-0.089281,51.804031,52.147419
33.366667,13.928272,7.605765,1.638046,0.684300,-0.002113,0.002875,103.965390,-0.097035,51.796090,52.169300
33.400000,13.926807,7.628531,1.638133,0.684463,-0.002038,0.002592,103.978138,-0.104781,51.787568,52.190570
33.433333,13.925338,7.651302,1.638210,0.684618,-0.001963,0.002310,103.989694,-0.112519,51.778464,52.211230
33.466667,13.923863,7.674077,1.638277,0.684765,-0.001888,0.002028,104.000057,-0.120251,51.768776,52.231281
33.500000,13.922385,7.696857,1.638335,0.684904,-0.001813,0.001747,104.009227,-0.127977,51.758504,52.250723
33.533333,13.920903,7.719642,1.638384,0.685035,-0.001739,0.001466,104.017202,-0.135697,51.747644,52.269558
33.566667,13.919416,7.742430,1.638424,0.685158,-0.001664,0.001185,104.023983,-0.143413,51.736197,52.287786
33.600000,13.917927,7.765222,1.638454,0.685274,-0.001590,0.000906,104.029569,-0.151124,51.724161,52.305408
33.633333,13.916434,7.788017,1.638475,0.685382,-0.001516,0.000626,104.033959,-0.158831,51.711535,52.322424
33.666667,13.914938,7.810816,1.638486,0.685482,-0.001442,0.000347,104.037154,-0.166535,51.698317,52.338837
33.700000,13.913439,7.833618,1.638489,0.685574,-0.001368,0.000068,104.039153,-0.174237,51.684506,52.354647
33.733333,13.911937,7.856423,1.638482,0.685658,-0.001294,-0.000211,104.039955,-0.181936,51.670100,52.369855
33.766667,13.910433,7.879230,1.638465,0.685734,-0.001220,-0.000489,104.039561,-0.189634,51.655100,52.384462
33.800000,13.908927,7.902039,1.638440,0.685803,-0.001146,-0.000766,104.037971,-0.197331,51.639503,52.398468
33.833333,13.907419,7.924850,1.638405,0.685863,-0.001073,-0.001044,104.035184,-0.205028,51.623308,52.411876
33.866667,13.905910,7.947663,1.638361,0.685916,-0.000999,-0.001321,104.031201,-0.212724,51.606515,52.424686
33.900000,13.904399,7.970478,1.638308,0.685961,-0.000926,-0.001598,104.026022,-0.220422,51.589122,52.436900
33.933333,13.902886,7.993294,1.638245,0.685998,-0.000853,-0.001875,104.019646,-0.228121,51.571129,52.448517
33.966667,13.901373,8.016111,1.638174,0.686027,-0.000779,-0.002151,104.012075,-0.235822,51.552534,52.459541
34.000000,13.899859,8.038929,1.638093,0.686048,-0.000706,-0.002427,104.003308,-0.243525,51.533336,52.469972
34.033333,13.898344,8.061747,1.638003,0.686061,-0.000633,-0.002703,103.993346,-0.251232,51.513535,52.479811
34.066667,13.896830,8.084566,1.637903,0.686066,-0.000560,-0.002979,103.982189,-0.258942,51.493129,52.489059
34.100000,13.895315,8.107384,1.637795,0.686064,-0.000487,-0.003255,103.969837,-0.266656,51.472118,52.497719
34.133333,13.893800,8.130203,1.637677,0.686053,-0.000415,-0.003530,103.956292,-0.274375,51.450502,52.505790
34.166667,13.892286,8.153021,1.637550,0.686035,-0.000342,-0.003805,103.941553,-0.282099,51.428278,52.513275
34.200000,13.890772,8.175838,1.637414,0.686009,-0.000269,-0.004081,103.925622,-0.289830,51.405447,52.520176
34.233333,13.889259,8.198654,1.637269,0.685975,-0.000197,-0.004356,103.908499,-0.297566,51.382007,52.526492
34.266667,13.887748,8.221469,1.637115,0.685933,-0.000124,-0.004631,103.890185,-0.305310,51.357958,52.532227
34.300000,13.886237,8.244283,1.636951,0.685883,-0.000052,-0.004906,103.870681,-0.313061,51.333300,52.537380
34.333333,13.884728,8.267095,1.636778,0.685825,0.000020,-0.005180,103.849987,-0.320820,51.308032,52.541955
34.366667,13.883221,8.289905,1.636597,0.685759,0.000093,-0.005455,103.828105,-0.328588,51.282152,52.545952
34.400000,13.881716,8.312713,1.636406,0.685686,0.000165,-0.005730,103.805035,-0.336365,51.255661,52.549374
34.433333,13.880213,8.335518,1.636205,0.685604,0.000237,-0.006005,103.780779,-0.344152,51.228559,52.552220
34.466667,13.878713,8.358321,1.635996,0.685515,0.000309,-0.006279,103.755338,-0.351949,51.200843,52.554495
34.500000,13.877215,8.381121,1.635778,0.685417,0.000381,-0.006554,103.728712,-0.359758,51.172515,52.556198
34.533333,13.875721,8.403917,1.635550,0.685312,0.000453,-0.006829,103.700904,-0.367577,51.143573,52.557331
34.566667,13.874229,8.426710,1.635313,0.685199,0.000525,-0.007104,103.671915,-0.375409,51.114017,52.557897
34.600000,13.872741,8.449500,1.635067,0.685079,0.000596,-0.007379,103.641745,-0.383253,51.083847,52.557898
34.633333,13.871256,8.472285,1.634812,0.684950,0.000668,-0.007654,103.610397,-0.391110,51.053063,52.557334
34.666667,13.869775,8.495067,1.634548,0.684813,0.000740,-0.007929,103.577871,-0.398981,51.021664,52.556207
34.700000,13.868298,8.517844,1.634274,0.684669,0.000811,-0.008204,103.544170,-0.406867,50.989649,52.554521
34.733333,13.866826,8.540616,1.633992,0.684517,0.000883,-0.008479,103.509294,-0.414767,50.957019,52.552275
34.766667,13.865358,8.563383,1.633700,0.684357,0.000955,-0.008755,103.473247,-0.422682,50.923773,52.549474
34.800000,13.863894,8.586145,1.633399,0.684189,0.001026,-0.009030,103.436028,-0.430613,50.889911,52.546117
34.833333,13.862436,8.608902,1.633089,0.684013,0.001097,-0.009306,103.397641,-0.438561,50.855434,52.542207
34.866667,13.860983,8.631653,1.632769,0.683830,0.001169,-0.009582,103.358087,-0.446526,50.820340,52.537747
34.900000,13.859535,8.654398,1.632441,0.683638,0.001240,-0.009858,103.317367,-0.454508,50.784629,52.532738
34.933333,13.858092,8.677137,1.632103,0.683439,0.001311,-0.010135,103.275484,-0.462509,50.748302,52.527182
34.966667,13.856656,8.699870,1.631756,0.683232,0.001383,-0.010412,103.232441,-0.470528,50.711359,52.521081
35.000000,13.855226,8.722596,1.631400,0.683018,0.001454,-0.010688,103.188238,-0.478566,50.673799,52.514438
35.033333,13.853802,8.745315,1.631034,0.682795,0.001525,-0.010966,103.142878,-0.486624,50.635623,52.507255
35.066667,13.852384,8.768027,1.630659,0.682565,0.001596,-0.011243,103.096363,-0.494703,50.596830,52.499533
35.100000,13.850973,8.790731,1.630275,0.682327,0.001667,-0.011521,103.048696,-0.502802,50.557421,52.491275
35.133333,13.849569,8.813428,1.629882,0.682082,0.001738,-0.011799,102.999878,-0.510923,50.517395,52.482483
35.166667,13.848172,8.836117,1.629479,0.681828,0.001809,-0.012077,102.949913,-0.519066,50.476754,52.473160
35.200000,13.846783,8.858798,1.629067,0.681567,0.001880,-0.012356,102.898803,-0.527231,50.435496,52.463307
35.233333,13.845401,8.881470,1.628646,0.681299,0.001951,-0.012635,102.846549,-0.535419,50.393622,52.452927
35.266667,13.844027,8.904134,1.628216,0.681022,0.002022,-0.012915,102.793155,-0.543631,50.351133,52.442022
35.300000,13.842661,8.926789,1.627776,0.680738,0.002093,-0.013195,102.738624,-0.551867,50.308028,52.430595
35.333333,13.841303,8.949435,1.627327,0.680446,0.002164,-0.013475,102.682957,-0.560128,50.264309,52.418648
35.366667,13.839954,8.972072,1.626868,0.680147,0.002235,-0.013756,102.626158,-0.568415,50.219974,52.406184
35.400000,13.838613,8.994699,1.626400,0.679840,0.002306,-0.014037,102.568230,-0.576727,50.175025,52.393205
35.433333,13.837282,9.017316,1.625923,0.679526,0.002377,-0.014319,102.509174,-0.585065,50.129462,52.379713
35.466667,13.835959,9.039923,1.625436,0.679203,0.002448,-0.014601,102.448996,-0.593431,50.083285,52.365711
35.500000,13.834646,9.062519,1.624940,0.678874,0.002519,-0.014883,102.387696,-0.601824,50.036495,52.351201
35.533333,13.833342,9.085105,1.624435,0.678536,0.002589,-0.015166,102.325278,-0.610245,49.989092,52.336187
35.566667,13.832048,9.107681,1.623920,0.678192,0.002660,-0.015450,102.261746,-0.618694,49.941076,52.320670
