t,x,y,psi,u,v,r,tau_u,tau_r,T1,T2
65.866667,26.032505,17.558945,-0.158587,0.620988,0.017319,-0.079183,93.451965,-2.540881,41.839672,51.612293
65.900000,26.053024,17.556221,-0.161237,0.620473,0.017386,-0.079521,93.375808,-2.551077,41.781986,51.593822
65.933333,26.073520,17.553448,-0.163899,0.619958,0.017453,-0.079859,93.299835,-2.561236,41.724464,51.575371
65.966667,26.093991,17.550625,-0.166572,0.619444,0.017519,-0.080195,93.224054,-2.571355,41.667113,51.556941
66.000000,26.114438,17.547753,-0.169257,0.618931,0.017585,-0.080531,93.148474,-2.581435,41.609940,51.538534
66.033333,26.134861,17.544830,-0.171952,0.618419,0.017651,-0.080866,93.073101,-2.591472,41.552950,51.520152
66.066667,26.155259,17.541858,-0.174659,0.617907,0.017717,-0.081200,92.997944,-2.601467,41.496150,51.501794
66.100000,26.175633,17.538835,-0.177377,0.617397,0.017783,-0.081533,92.923011,-2.611418,41.439548,51.483464
66.133333,26.195982,17.535762,-0.180105,0.616888,0.017848,-0.081865,92.848310,-2.621323,41.383148,51.465161
66.166667,26.216307,17.532638,-0.182845,0.616379,0.017914,-0.082196,92.773847,-2.631181,41.326959,51.446888
66.200000,26.236606,17.529464,-0.185596,0.615872,0.017979,-0.082527,92.699632,-2.640991,41.270987,51.428645
66.233333,26.256881,17.526240,-0.188358,0.615366,0.018043,-0.082856,92.625671,-2.650751,41.215238,51.410434
66.266667,26.277130,17.522964,-0.191131,0.614861,0.018108,-0.083184,92.551973,-2.660460,41.159718,51.392255
66.300000,26.297354,17.519638,-0.193915,0.614357,0.018172,-0.083511,92.478545,-2.670116,41.104435,51.374110
66.333333,26.317553,17.516261,-0.196709,0.613855,0.018236,-0.083836,92.405394,-2.679717,41.049394,51.356000
66.366667,26.337726,17.512832,-0.199514,0.613354,0.018300,-0.084161,92.332529,-2.689264,40.994603,51.337926
66.400000,26.357874,17.509352,-0.202331,0.612854,0.018363,-0.084484,92.259957,-2.698753,40.940069,51.319889
66.433333,26.377996,17.505821,-0.205157,0.612356,0.018427,-0.084806,92.187686,-2.708184,40.885796,51.301889
66.466667,26.398092,17.502238,-0.207995,0.611859,0.018489,-0.085127,92.115723,-2.717555,40.831793,51.283929
66.500000,26.418162,17.498604,-0.210843,0.611364,0.018552,-0.085446,92.044075,-2.726865,40.778066,51.266009
66.533333,26.438206,17.494918,-0.213702,0.610871,0.018615,-0.085764,91.972751,-2.736112,40.724621,51.248130
66.566667,26.458223,17.491180,-0.216571,0.610379,0.018677,-0.086080,91.901758,-2.745295,40.671465,51.230293
66.600000,26.478215,17.487390,-0.219451,0.609889,0.018738,-0.086395,91.831103,-2.754412,40.618605,51.212498
66.633333,26.498179,17.483548,-0.222342,0.609401,0.018800,-0.086709,91.760793,-2.763462,40.566046,51.194747
66.666667,26.518118,17.479653,-0.225242,0.608915,0.018861,-0.087021,91.690836,-2.772444,40.513796,51.177040
66.700000,26.538029,17.475707,-0.228153,0.608430,0.018922,-0.087331,91.621240,-2.781355,40.461861,51.159379
66.733333,26.557914,17.471708,-0.231075,0.607948,0.018982,-0.087639,91.552011,-2.790194,40.410247,51.141764
66.766667,26.577771,17.467656,-0.234006,0.607467,0.019043,-0.087946,91.483157,-2.798961,40.358962,51.124195
66.800000,26.597602,17.463552,-0.236948,0.606988,0.019103,-0.088251,91.414684,-2.807653,40.308010,51.106674
66.833333,26.617406,17.459395,-0.239900,0.606512,0.019162,-0.088554,91.346601,-2.816268,40.257400,51.089202
66.866667,26.637182,17.455186,-0.242861,0.606037,0.019221,-0.088856,91.278915,-2.824807,40.207137,51.071778
66.900000,26.656931,17.450923,-0.245833,0.605565,0.019280,-0.089156,91.211631,-2.833266,40.157227,51.054404
66.933333,26.676652,17.446607,-0.248815,0.605095,0.019339,-0.089453,91.144758,-2.841645,40.107678,51.037080
66.966667,26.696345,17.442239,-0.251807,0.604628,0.019397,-0.089749,91.078302,-2.849941,40.058495,51.019807
67.000000,26.716011,17.437817,-0.254808,0.604162,0.019454,-0.090043,91.012270,-2.858155,40.009684,51.002586
67.033333,26.735649,17.433341,-0.257819,0.603699,0.019512,-0.090334,90.946670,-2.866283,39.961253,50.985417
67.066667,26.755259,17.428813,-0.260840,0.603239,0.019569,-0.090624,90.881507,-2.874325,39.913206,50.968301
67.100000,26.774841,17.424230,-0.263870,0.602781,0.019625,-0.090911,90.816789,-2.882278,39.865551,50.951237
67.133333,26.794395,17.419595,-0.266910,0.602325,0.019682,-0.091197,90.752522,-2.890143,39.818294,50.934228
67.166667,26.813920,17.414905,-0.269960,0.601872,0.019737,-0.091480,90.688713,-2.897916,39.771441,50.917273
67.200000,26.833417,17.410162,-0.273018,0.601422,0.019793,-0.091760,90.625369,-2.905598,39.724997,50.900372
67.233333,26.852886,17.405365,-0.276086,0.600974,0.019848,-0.092039,90.562495,-2.913185,39.678969,50.883527
67.266667,26.872326,17.400513,-0.279163,0.600529,0.019902,-0.092315,90.500099,-2.920677,39.633363,50.866737
67.300000,26.891737,17.395608,-0.282250,0.600087,0.019956,-0.092589,90.438187,-2.928073,39.588185,50.850003
67.333333,26.911119,17.390649,-0.285345,0.599648,0.020010,-0.092860,90.376765,-2.935370,39.543440,50.833325
67.366667,26.930472,17.385635,-0.288449,0.599211,0.020063,-0.093129,90.315840,-2.942568,39.499136,50.816704
67.400000,26.949797,17.380567,-0.291563,0.598777,0.020116,-0.093395,90.255416,-2.949664,39.455277,50.800140
67.433333,26.969092,17.375445,-0.294685,0.598347,0.020169,-0.093659,90.195502,-2.956659,39.411869,50.783633
67.466667,26.988357,17.370269,-0.297815,0.597919,0.020221,-0.093920,90.136102,-2.963549,39.368918,50.767184
67.500000,27.007594,17.365037,-0.300955,0.597494,0.020272,-0.094179,90.077223,-2.970335,39.326429,50.750793
67.533333,27.026801,17.359751,-0.304102,0.597073,0.020323,-0.094434,90.018870,-2.977013,39.284409,50.734460
67.566667,27.045978,17.354411,-0.307259,0.596654,0.020373,-0.094687,89.961049,-2.983584,39.242863,50.718186
67.600000,27.065125,17.349016,-0.310423,0.596239,0.020423,-0.094938,89.903766,-2.990045,39.201796,50.701970
67.633333,27.084243,17.343566,-0.313596,0.595827,0.020473,-0.095185,89.847027,-2.996396,39.161214,50.685813
67.666667,27.103331,17.338060,-0.316777,0.595418,0.020522,-0.095430,89.790837,-3.002634,39.121122,50.669714
67.700000,27.122389,17.332500,-0.319966,0.595012,0.020571,-0.095671,89.735201,-3.008759,39.081525,50.653676
67.733333,27.141416,17.326885,-0.323163,0.594610,0.020619,-0.095910,89.680125,-3.014769,39.042429,50.637696
67.766667,27.160414,17.321215,-0.326368,0.594211,0.020666,-0.096146,89.625615,-3.020664,39.003839,50.621776
67.800000,27.179381,17.315490,-0.329581,0.593816,0.020713,-0.096378,89.571674,-3.026440,38.965759,50.605915
67.833333,27.198318,17.309709,-0.332801,0.593424,0.020760,-0.096608,89.518310,-3.032099,38.928196,50.590114
67.866667,27.217224,17.303874,-0.336029,0.593035,0.020805,-0.096834,89.465525,-3.037637,38.891153,50.574373
67.900000,27.236100,17.297982,-0.339264,0.592650,0.020851,-0.097058,89.413327,-3.043055,38.854635,50.558691
67.933333,27.254945,17.292036,-0.342506,0.592269,0.020896,-0.097278,89.361718,-3.048350,38.818648,50.543070
67.966667,27.273759,17.286034,-0.345756,0.591891,0.020940,-0.097495,89.310704,-3.053521,38.783196,50.527508
68.000000,27.292542,17.279976,-0.349013,0.591517,0.020984,-0.097708,89.260290,-3.058568,38.748284,50.512006
68.033333,27.311294,17.273863,-0.352277,0.591146,0.021027,-0.097918,89.210479,-3.063488,38.713916,50.496564
68.066667,27.330015,17.267694,-0.355548,0.590779,0.021070,-0.098125,89.161278,-3.068282,38.680096,50.481181
68.100000,27.348705,17.261469,-0.358826,0.590416,0.021112,-0.098329,89.112688,-3.072948,38.646829,50.465859
68.133333,27.367363,17.255189,-0.362110,0.590057,0.021153,-0.098529,89.064716,-3.077484,38.614120,50.450596
68.166667,27.385991,17.248853,-0.365401,0.589702,0.021194,-0.098725,89.017365,-3.081889,38.581972,50.435393
68.200000,27.404586,17.242461,-0.368698,0.589350,0.021234,-0.098918,88.970639,-3.086164,38.550389,50.420250
68.233333,27.423150,17.236013,-0.372002,0.589003,0.021274,-0.099107,88.924542,-3.090305,38.519376,50.405166
68.266667,27.441683,17.229510,-0.375311,0.588659,0.021313,-0.099293,88.879077,-3.094313,38.488936,50.390141
68.300000,27.460184,17.222950,-0.378627,0.588319,0.021352,-0.099475,88.834249,-3.098187,38.459073,50.375176
68.333333,27.478652,17.216334,-0.381949,0.587983,0.021390,-0.099654,88.790060,-3.101925,38.429790,50.360270
68.366667,27.497089,17.209662,-0.385277,0.587651,0.021427,-0.099829,88.746515,-3.105526,38.401092,50.345422
68.400000,27.515494,17.202935,-0.388610,0.587324,0.021463,-0.100000,88.703616,-3.108990,38.372982,50.330634
68.433333,27.533867,17.196151,-0.391949,0.587000,0.021499,-0.100167,88.661367,-3.112315,38.345463,50.315905
68.466667,27.552207,17.189311,-0.395293,0.586680,0.021535,-0.100330,88.619771,-3.115501,38.318538,50.301233
68.500000,27.570515,17.182415,-0.398643,0.586365,0.021570,-0.100490,88.578830,-3.118547,38.292210,50.286620
68.533333,27.588791,17.175462,-0.401998,0.586054,0.021604,-0.100646,88.538548,-3.121451,38.266483,50.272066
68.566667,27.607034,17.168453,-0.405358,0.585746,0.021637,-0.100798,88.498928,-3.124214,38.241359,50.257568
68.600000,27.625245,17.161388,-0.408722,0.585444,0.021670,-0.100945,88.459971,-3.126835,38.216842,50.243129
68.633333,27.643423,17.154267,-0.412092,0.585145,0.021702,-0.101089,88.421680,-3.129312,38.192933,50.228747
68.666667,27.661569,17.147090,-0.415466,0.584850,0.021734,-0.101229,88.384058,-3.131644,38.169636,50.214422
68.700000,27.679681,17.139856,-0.418845,0.584560,0.021764,-0.101365,88.347106,-3.133832,38.146953,50.200154
68.733333,27.697761,17.132566,-0.422228,0.584275,0.021795,-0.101497,88.310828,-3.135875,38.124886,50.185942
68.766667,27.715807,17.125219,-0.425616,0.583993,0.021824,-0.101624,88.275224,-3.137771,38.103437,50.171786
68.800000,27.733821,17.117816,-0.429008,0.583716,0.021853,-0.101748,88.240296,-3.139520,38.082610,50.157687
68.833333,27.751801,17.110357,-0.432403,0.583443,0.021881,-0.101867,88.206047,-3.141122,38.062404,50.143643
68.866667,27.769748,17.102841,-0.435802,0.583175,0.021908,-0.101982,88.172477,-3.142576,38.042823,50.129654
68.900000,27.787662,17.095269,-0.439206,0.582911,0.021935,-0.102093,88.139588,-3.143881,38.023868,50.115720
68.933333,27.805543,17.087640,-0.442612,0.582651,0.021961,-0.102200,88.107382,-3.145038,38.005541,50.101840
68.966667,27.823390,17.079955,-0.446022,0.582396,0.021986,-0.102302,88.075858,-3.146045,37.987843,50.088015
69.000000,27.841203,17.072214,-0.449436,0.582145,0.022011,-0.102400,88.045019,-3.146901,37.970776,50.074243
69.033333,27.858983,17.064416,-0.452852,0.581899,0.022035,-0.102494,88.014865,-3.147608,37.954341,50.060525
69.066667,27.876729,17.056561,-0.456272,0.581657,0.022058,-0.102583,87.985397,-3.148164,37.938538,50.046859
69.100000,27.894441,17.048650,-0.459694,0.581420,0.022080,-0.102668,87.956615,-3.148568,37.923369,50.033246
69.133333,27.912119,17.040683,-0.463119,0.581187,0.022102,-0.102749,87.928520,-3.148821,37.908835,50.019686
69.166667,27.929764,17.032659,-0.466546,0.580959,0.022123,-0.102825,87.901112,-3.148923,37.894936,50.006176
69.200000,27.947374,17.024579,-0.469976,0.580735,0.022143,-0.102897,87.874391,-3.148872,37.881673,49.992718
69.233333,27.964950,17.016442,-0.473408,0.580516,0.022163,-0.102964,87.848356,-3.148669,37.869046,49.979310
69.266667,27.982492,17.008249,-0.476843,0.580301,0.022182,-0.103027,87.823009,-3.148313,37.857056,49.965953
69.300000,28.000000,17.000000,-0.480279,0.580091,0.022200,-0.103086,87.798348,-3.147808,37.845698,49.952650
69.333333,28.017473,16.991694,-0.483717,0.579886,0.022217,-0.103140,87.774372,-3.147165,37.834945,49.939427
69.366667,28.034913,16.983332,-0.487156,0.579685,0.022233,-0.103189,87.751082,-3.146400,37.824772,49.926310
69.400000,28.052317,16.974913,-0.490598,0.579488,0.022249,-0.103234,87.728477,-3.145514,37.815172,49.913305
69.433333,28.069687,16.966438,-0.494040,0.579297,0.022264,-0.103275,87.706557,-3.144509,37.806145,49.900411
69.466667,28.087023,16.957907,-0.497484,0.579109,0.022278,-0.103311,87.685319,-3.143384,37.797691,49.887628
69.500000,28.104324,16.949320,-0.500928,0.578927,0.022292,-0.103343,87.664764,-3.142139,37.789807,49.874957
69.533333,28.121590,16.940676,-0.504374,0.578749,0.022305,-0.103371,87.644890,-3.140774,37.782494,49.862396
69.566667,28.138821,16.931976,-0.507821,0.578575,0.022316,-0.103394,87.625697,-3.139291,37.775750,49.849947
69.600000,28.156017,16.923219,-0.511268,0.578406,0.022328,-0.103413,87.607182,-3.137689,37.769573,49.837609
69.633333,28.173179,16.914407,-0.514715,0.578242,0.022338,-0.103429,87.589345,-3.135969,37.763962,49.825383
69.666667,28.190305,16.905538,-0.518163,0.578082,0.022348,-0.103439,87.572184,-3.134132,37.758915,49.813269
69.700000,28.207396,16.896613,-0.521612,0.577927,0.022357,-0.103446,87.555697,-3.132178,37.754429,49.801268
69.733333,28.224453,16.887633,-0.525060,0.577777,0.022365,-0.103449,87.539882,-3.130108,37.750503,49.789379
69.766667,28.241474,16.878596,-0.528508,0.577631,0.022372,-0.103448,87.524738,-3.127922,37.747135,49.777604
69.800000,28.258459,16.869503,-0.531956,0.577489,0.022379,-0.103442,87.510263,-3.125621,37.744321,49.765942
69.833333,28.275410,16.860354,-0.535404,0.577352,0.022385,-0.103433,87.496454,-3.123207,37.742059,49.754394
69.866667,28.292325,16.851149,-0.538851,0.577220,0.022390,-0.103419,87.483309,-3.120680,37.740348,49.742962
69.900000,28.309204,16.841888,-0.542298,0.577092,0.022395,-0.103402,87.470826,-3.118040,37.739183,49.731644
69.933333,28.326048,16.832572,-0.545744,0.576969,0.022399,-0.103380,87.459003,-3.115289,37.738562,49.720441
69.966667,28.342856,16.823200,-0.549189,0.576850,0.022402,-0.103355,87.447836,-3.112427,37.738481,49.709355
70.000000,28.359629,16.813771,-0.552633,0.576736,0.022404,-0.103326,87.437324,-3.109456,37.738939,49.698385
70.033333,28.376366,16.804288,-0.556076,0.576626,0.022406,-0.103293,87.427463,-3.106377,37.739930,49.687533
70.066667,28.393067,16.794748,-0.559518,0.576521,0.022406,-0.103256,87.418250,-3.103190,37.741453,49.676797
70.100000,28.409733,16.785153,-0.562959,0.576420,0.022407,-0.103215,87.409683,-3.099896,37.743503,49.666180
70.133333,28.426362,16.775503,-0.566398,0.576324,0.022406,-0.103171,87.401758,-3.096497,37.746077,49.655681
70.166667,28.442956,16.765797,-0.569835,0.576232,0.022405,-0.103123,87.394472,-3.092993,37.749172,49.645300
70.200000,28.459514,16.756036,-0.573271,0.576145,0.022403,-0.103071,87.387822,-3.089387,37.752783,49.635039
70.233333,28.476035,16.746219,-0.576705,0.576062,0.022400,-0.103015,87.381804,-3.085678,37.756906,49.624897
70.266667,28.492521,16.736347,-0.580137,0.575983,0.022397,-0.102956,87.376415,-3.081868,37.761539,49.614876
70.300000,28.508970,16.726420,-0.583566,0.575909,0.022393,-0.102893,87.371650,-3.077957,37.766676,49.604974
70.333333,28.525383,16.716438,-0.586994,0.575839,0.022388,-0.102826,87.367508,-3.073948,37.772315,49.595193
70.366667,28.541760,16.706400,-0.590419,0.575774,0.022383,-0.102756,87.363982,-3.069842,37.778449,49.585533
70.400000,28.558100,16.696308,-0.593842,0.575713,0.022376,-0.102683,87.361071,-3.065639,37.785077,49.575994
70.433333,28.574405,16.686161,-0.597262,0.575656,0.022370,-0.102606,87.358769,-3.061340,37.792192,49.566577
70.466667,28.590672,16.675959,-0.600680,0.575603,0.022362,-0.102525,87.357072,-3.056947,37.799791,49.557281
70.500000,28.606903,16.665702,-0.604094,0.575555,0.022354,-0.102441,87.355976,-3.052462,37.807869,49.548107
70.533333,28.623098,16.655390,-0.607506,0.575511,0.022345,-0.102353,87.355478,-3.047885,37.816422,49.539055
70.566667,28.639256,16.645024,-0.610915,0.575471,0.022336,-0.102262,87.355572,-3.043217,37.825446,49.530126
70.600000,28.655378,16.634603,-0.614320,0.575436,0.022326,-0.102168,87.356253,-3.038460,37.834934,49.521319
70.633333,28.671463,16.624128,-0.617723,0.575404,0.022315,-0.102071,87.357518,-3.033615,37.844884,49.512634
70.666667,28.687511,16.613599,-0.621122,0.575377,0.022304,-0.101970,87.359362,-3.028683,37.855290,49.504072
