t,x_ref,y_ref,psi_ref,u_ref,v_ref,r_ref,x_real,y_real,psi_real,u_real,v_real,r_real,tau_u_plan,tau_r_plan,T1_plan,T2_plan
72.133333333,29.356624159,16.098022303,-0.765926091,0.577795891,0.021268121,-0.094737258,29.351125760,16.092262962,-0.765071651,0.577729301,0.021354225,-0.094883847,87.928468734,-2.741591650,38.691942733,49.236526001
72.166666667,29.370977770,16.085157737,-0.769080423,0.577920015,0.021233882,-0.094526037,29.365490734,16.079414224,-0.768230903,0.577852197,0.021320074,-0.094673374,87.950314731,-2.734085124,38.717301358,49.233013373
72.200000000,29.385292974,16.072244275,-0.772227688,0.578046552,0.021199263,-0.094313296,29.379817263,16.066516516,-0.771383112,0.577977527,0.021285539,-0.094461359,87.972450429,-2.726552041,38.742855904,49.229594525
72.233333333,29.399569745,16.059282070,-0.775367836,0.578175452,0.021164271,-0.094099072,29.394105322,16.053569989,-0.774528229,0.578105247,0.021250625,-0.094247841,87.994868445,-2.718993592,38.768600392,49.226268053
72.266666667,29.413808059,16.046271272,-0.778500819,0.578306670,0.021128912,-0.093883403,29.408354885,16.040574794,-0.777666204,0.578235308,0.021215340,-0.094032859,88.017561370,-2.711410955,38.794528849,49.223032522
72.300000000,29.428007891,16.033212036,-0.781626590,0.578440157,0.021093192,-0.093666329,29.422565928,16.027531084,-0.780796989,0.578367663,0.021179689,-0.093816450,88.040521770,-2.703805303,38.820635302,49.219886468
72.333333333,29.442169216,16.020104516,-0.784745101,0.578575866,0.021057117,-0.093447887,29.436738425,16.014439013,-0.783920537,0.578502264,0.021143677,-0.093598652,88.063742187,-2.696177798,38.846913789,49.216828398
72.366666667,29.456292010,16.006948868,-0.787856309,0.578713748,0.021020692,-0.093228114,29.450872353,16.001298738,-0.787036802,0.578639063,0.021107312,-0.093379504,88.087215142,-2.688529595,38.873358350,49.213856792
72.400000000,29.470376251,15.993745249,-0.790960168,0.578853756,0.020983924,-0.093007049,29.464967688,15.988110413,-0.790145740,0.578778012,0.021070598,-0.093159044,88.110933134,-2.680861837,38.899963034,49.210970100
72.433333333,29.484421915,15.980493817,-0.794056638,0.578995840,0.020946819,-0.092784728,29.479024407,15.974874198,-0.793247309,0.578919062,0.021033542,-0.092937308,88.134888642,-2.673175660,38.926721898,49.208166744
72.466666667,29.498428979,15.967194733,-0.797145676,0.579139952,0.020909382,-0.092561190,29.493042486,15.961590251,-0.796341465,0.579062166,0.020996151,-0.092714335,88.159074127,-2.665472190,38.953629006,49.205445121
72.500000000,29.512397421,15.953848156,-0.800227243,0.579286043,0.020871620,-0.092336472,29.507021903,15.948258732,-0.799428168,0.579207273,0.020958429,-0.092490162,88.183482032,-2.657752542,38.980678435,49.202803597
72.533333333,29.526327219,15.940454248,-0.803301300,0.579434064,0.020833538,-0.092110610,29.520962636,15.934879803,-0.802507380,0.579354336,0.020920383,-0.092264825,88.208104785,-2.650017824,39.007864270,49.200240515
72.566666667,29.540218353,15.927013173,-0.806367809,0.579583965,0.020795143,-0.091883641,29.534864663,15.921453625,-0.805579061,0.579503304,0.020882018,-0.092038361,88.232934797,-2.642269131,39.035180608,49.197754189
72.600000000,29.554070800,15.913525095,-0.809426735,0.579735698,0.020756439,-0.091655602,29.548727964,15.907980364,-0.808643175,0.579654130,0.020843341,-0.091810808,88.257964467,-2.634507551,39.062621559,49.195342908
72.633333333,29.567884540,15.899990178,-0.812478041,0.579889213,0.020717434,-0.091426528,29.562552516,15.894460183,-0.811699686,0.579806762,0.020804358,-0.091582202,88.283186180,-2.626734160,39.090181245,49.193004936
72.666666667,29.581659554,15.886408589,-0.815521695,0.580044459,0.020678132,-0.091196457,29.576338300,15.880893249,-0.814748560,0.579961151,0.020765074,-0.091352579,88.308592310,-2.618950024,39.117853801,49.190738509
72.700000000,29.595395820,15.872780496,-0.818557664,0.580201387,0.020638541,-0.090965424,29.590085295,15.867279729,-0.817789764,0.580117248,0.020725495,-0.091121974,88.334175221,-2.611156200,39.145633379,49.188541842
72.733333333,29.609093320,15.859106067,-0.821585915,0.580359947,0.020598664,-0.090733465,29.603793482,15.853619791,-0.820823264,0.580275002,0.020685628,-0.090890424,88.359927266,-2.603353734,39.173514144,49.186413122
72.766666667,29.622752035,15.845385473,-0.824606420,0.580520089,0.020558509,-0.090500615,29.617462841,15.839913603,-0.823849031,0.580434364,0.020645477,-0.090657965,88.385840792,-2.595543662,39.201490277,49.184350515
72.800000000,29.636371945,15.831618884,-0.827619148,0.580681762,0.020518081,-0.090266910,29.631093353,15.826161338,-0.826867035,0.580595283,0.020605049,-0.090424632,88.411908137,-2.587727008,39.229555976,49.182352161
72.833333333,29.649953033,15.817806472,-0.830624072,0.580844917,0.020477386,-0.090032384,29.644685000,15.812363166,-0.829877247,0.580757708,0.020564350,-0.090190459,88.438121635,-2.579904788,39.257705456,49.180416179
72.866666667,29.663495280,15.803948410,-0.833621165,0.581009502,0.020436430,-0.089797072,29.658237764,15.798519260,-0.832879639,0.580921591,0.020523385,-0.089955482,88.464473612,-2.572078005,39.285932950,49.178540662
72.900000000,29.676998669,15.790044872,-0.836610402,0.581175467,0.020395217,-0.089561008,29.671751626,15.784629794,-0.835874186,0.581086879,0.020482160,-0.089719735,88.490956395,-2.564247653,39.314232711,49.176723684
72.933333333,29.690463183,15.776096034,-0.839591757,0.581342762,0.020353755,-0.089324228,29.685226570,15.770694942,-0.838860863,0.581253522,0.020440681,-0.089483253,88.517562303,-2.556414715,39.342599007,49.174963295
72.966666667,29.703888804,15.762102072,-0.842565209,0.581511335,0.020312048,-0.089086764,29.698662578,15.756714881,-0.841839645,0.581421470,0.020398953,-0.089246070,88.544283657,-2.548580163,39.371026131,49.173257526
73.000000000,29.717275517,15.748063164,-0.845530733,0.581681136,0.020270102,-0.088848651,29.712059633,15.742689787,-0.844810509,0.581590672,0.020356983,-0.089008220,88.571112776,-2.540744958,39.399508392,49.171604384
73.033333333,29.730623305,15.733979487,-0.848488310,0.581852113,0.020227924,-0.088609922,29.725417719,15.728619839,-0.847773435,0.581761076,0.020314775,-0.088769735,88.598041979,-2.532910051,39.428040122,49.170001857
73.066666667,29.743932152,15.719851221,-0.851437920,0.582024217,0.020185518,-0.088370610,29.738736820,15.714505216,-0.850728401,0.581932633,0.020272336,-0.088530650,88.625063588,-2.525076382,39.456615675,49.168447913
73.100000000,29.757202043,15.705678547,-0.854379543,0.582197396,0.020142890,-0.088130748,29.752016921,15.700346097,-0.853675388,0.582105290,0.020229671,-0.088290998,88.652169926,-2.517244880,39.485229425,49.166940501
73.133333333,29.770432963,15.691461647,-0.857313161,0.582371599,0.020100045,-0.087890368,29.765258006,15.686142664,-0.856614377,0.582278998,0.020186786,-0.088050812,88.679353320,-2.509416463,39.513875770,49.165477550
73.166666667,29.783624897,15.677200702,-0.860238759,0.582546775,0.020056990,-0.087649504,29.778460060,15.671895099,-0.859545352,0.582453705,0.020143686,-0.087810123,88.706606100,-2.501592038,39.542549130,49.164056970
73.200000000,29.796777831,15.662895896,-0.863156320,0.582722872,0.020013729,-0.087408187,29.791623068,15.657603586,-0.862468296,0.582629359,0.020100377,-0.087568964,88.733920605,-2.493772503,39.571243951,49.162676655
73.233333333,29.809891751,15.648547415,-0.866065830,0.582899840,0.019970268,-0.087166449,29.804747017,15.643268308,-0.865383194,0.582805910,0.020056864,-0.087327368,88.761289177,-2.485958742,39.599954699,49.161334478
73.266666667,29.822966642,15.634155443,-0.868967275,0.583077628,0.019926613,-0.086924321,29.817831893,15.628889451,-0.868290032,0.582983307,0.020013153,-0.087085365,88.788704166,-2.478151631,39.628675869,49.160028297
73.300000000,29.836002492,15.619720168,-0.871860644,0.583256185,0.019882769,-0.086681834,29.830877681,15.614467200,-0.871188797,0.583161499,0.019969249,-0.086842987,88.816157932,-2.470352034,39.657401978,49.158755954
73.333333333,29.848999288,15.605241776,-0.874745923,0.583435458,0.019838741,-0.086439021,29.843884369,15.600001744,-0.874079477,0.583340434,0.019925158,-0.086600266,88.843642842,-2.462560803,39.686127568,49.157515274
73.366666667,29.861957017,15.590720456,-0.877623104,0.583615398,0.019794535,-0.086195910,29.856851944,15.585493270,-0.876962061,0.583520061,0.019880885,-0.086357231,88.871151275,-2.454778782,39.714847210,49.156304065
73.400000000,29.874875666,15.576156398,-0.880492176,0.583795954,0.019750155,-0.085952533,29.869780394,15.570941968,-0.879836539,0.583700329,0.019836435,-0.086113914,88.898675620,-2.447006802,39.743555499,49.155120122
73.433333333,29.887755223,15.561549792,-0.883353132,0.583977073,0.019705608,-0.085708920,29.882669706,15.556348027,-0.882702903,0.583881188,0.019791814,-0.085870345,88.926208278,-2.439245684,39.772247055,49.153961223
73.466666667,29.900595678,15.546900829,-0.886205963,0.584158705,0.019660899,-0.085465100,29.895519867,15.541711639,-0.885561143,0.584062585,0.019747027,-0.085626554,88.953741664,-2.431496237,39.800916529,49.152825135
73.500000000,29.913397018,15.532209702,-0.889050665,0.584340799,0.019616032,-0.085221103,29.908330868,15.527032996,-0.888411254,0.584244471,0.019702080,-0.085382570,88.981268205,-2.423759263,39.829558597,49.151709607
73.533333333,29.926159232,15.517476605,-0.891887230,0.584523305,0.019571014,-0.084976959,29.921102696,15.512312290,-0.891253230,0.584426793,0.019656977,-0.085138423,89.008780343,-2.416035548,39.858167964,49.150612380
73.566666667,29.938882310,15.502701731,-0.894715655,0.584706171,0.019525848,-0.084732695,29.933835341,15.497549715,-0.894087065,0.584609502,0.019611725,-0.084894141,89.036270538,-2.408325872,39.886739360,49.149531178
73.600000000,29.951566241,15.487885275,-0.897535936,0.584889345,0.019480541,-0.084488340,29.946528792,15.482745467,-0.896912755,0.584792546,0.019566327,-0.084649754,89.063731263,-2.400631003,39.915267549,49.148463714
73.633333333,29.964211015,15.473027433,-0.900348071,0.585072779,0.019435097,-0.084243923,29.959183038,15.467899740,-0.899730298,0.584975874,0.019520789,-0.084405290,89.091155009,-2.392951697,39.943747318,49.147407691
73.666666667,29.976816622,15.458128403,-0.903152058,0.585256420,0.019389522,-0.083999472,29.971798070,15.453012733,-0.902539691,0.585159436,0.019475117,-0.084160777,89.118534286,-2.385288701,39.972173487,49.146360799
73.700000000,29.989383053,15.443188382,-0.905947896,0.585440218,0.019343821,-0.083755015,29.984373879,15.438084641,-0.905340934,0.585343181,0.019429315,-0.083916242,89.145861623,-2.377642752,40.000540905,49.145320718
73.733333333,30.001910298,15.428207569,-0.908735586,0.585624123,0.019297998,-0.083510578,29.996910454,15.423115664,-0.908134025,0.585527057,0.019383388,-0.083671714,89.173129567,-2.370014574,40.028844448,49.144285119
73.766666667,30.014398349,15.413186163,-0.911515128,0.585808084,0.019252058,-0.083266189,30.009407787,15.408106000,-0.910918967,0.585711016,0.019337342,-0.083427220,89.200330686,-2.362404885,40.057079026,49.143251660
73.800000000,30.026847197,15.398124365,-0.914286526,0.585992050,0.019206007,-0.083021875,30.021865869,15.393055851,-0.913695759,0.585895006,0.019291182,-0.083182786,89.227457570,-2.354814389,40.085239576,49.142217994
73.833333333,30.039256833,15.383022376,-0.917049781,0.586175972,0.019159850,-0.082777661,30.034284691,15.377965416,-0.916464405,0.586078977,0.019244912,-0.082938440,89.254502830,-2.347243781,40.113321066,49.141181763
73.866666667,30.051627250,15.367880399,-0.919804898,0.586359799,0.019113590,-0.082533575,30.046664246,15.362834899,-0.919224908,0.586262878,0.019198537,-0.082694206,89.281459100,-2.339693747,40.141318498,49.140140602
73.900000000,30.063958440,15.352698636,-0.922551881,0.586543480,0.019067234,-0.082289643,30.059004526,15.347664501,-0.921977273,0.586446660,0.019152062,-0.082450113,89.308319037,-2.332164962,40.169226900,49.139092137
73.933333333,30.076250395,15.337477291,-0.925290736,0.586726967,0.019020786,-0.082045888,30.071305523,15.332454426,-0.924721503,0.586630272,0.019105493,-0.082206185,89.335075323,-2.324658090,40.197041335,49.138033988
73.966666667,30.088503109,15.322216569,-0.928021468,0.586910209,0.018974251,-0.081802338,30.083567229,15.317204879,-0.927457607,0.586813665,0.019058833,-0.081962448,89.361720664,-2.317173787,40.224756896,49.136963768
74.000000000,30.100716573,15.306916675,-0.930744087,0.587093157,0.018927633,-0.081559017,30.095789638,15.301916065,-0.930185589,0.586996788,0.019012089,-0.081718926,89.388247793,-2.309712698,40.252368708,49.135879085
74.033333333,30.112890782,15.291577816,-0.933458599,0.587275760,0.018880938,-0.081315949,30.107972743,15.286588189,-0.932905457,0.587179593,0.018965264,-0.081475645,89.414649467,-2.302275459,40.279871927,49.134777540
74.066666667,30.125025730,15.276200199,-0.936165013,0.587457970,0.018834169,-0.081073160,30.120116538,15.271221460,-0.935617221,0.587362029,0.018918363,-0.081232630,89.440918472,-2.294862697,40.307261742,49.133656730
74.100000000,30.137121410,15.260784031,-0.938863339,0.587639737,0.018787332,-0.080830672,30.132221016,15.255816084,-0.938320890,0.587544047,0.018871390,-0.080989904,89.467047620,-2.287475027,40.334533374,49.132514246
74.133333333,30.149177816,15.245329522,-0.941553587,0.587821011,0.018740431,-0.080588511,30.144286171,15.240372270,-0.941016472,0.587725598,0.018824352,-0.080747491,89.493029753,-2.280113056,40.361682076,49.131347677
74.166666667,30.161194943,15.229836881,-0.944235769,0.588001745,0.018693470,-0.080346698,30.156311999,15.224890227,-0.943703980,0.587906633,0.018777251,-0.080505415,89.518857742,-2.272777383,40.388703135,49.130154607
74.200000000,30.173172786,15.214306318,-0.946909897,0.588181888,0.018646455,-0.080105258,30.168298493,15.209370165,-0.946383425,0.588087102,0.018730094,-0.080263700,89.544524485,-2.265468595,40.415591868,49.128932617
74.233333333,30.185111339,15.198738044,-0.949575984,0.588361393,0.018599390,-0.079864214,30.180245649,15.193812296,-0.949054820,0.588266957,0.018682883,-0.080022369,89.570022913,-2.258187271,40.442343627,49.127679286
74.266666667,30.197010599,15.183132271,-0.952234042,0.588540210,0.018552279,-0.079623588,30.192153462,15.178216830,-0.951718176,0.588446150,0.018635625,-0.079781443,89.595345987,-2.250933982,40.468953796,49.126392191
74.300000000,30.208870559,15.167489212,-0.954884087,0.588718292,0.018505127,-0.079383402,30.204021926,15.162583980,-0.954373509,0.588624632,0.018588322,-0.079540947,89.620486699,-2.243709289,40.495417793,49.125068906
74.333333333,30.220691217,15.151809080,-0.957526133,0.588895590,0.018457938,-0.079143678,30.215851039,15.146913960,-0.957020833,0.588802354,0.018540981,-0.079300901,89.645438074,-2.236513743,40.521731069,49.123707005
74.366666667,30.232472568,15.136092089,-0.960160197,0.589072056,0.018410716,-0.078904439,30.227640795,15.131206982,-0.959660164,0.588979268,0.018493604,-0.079061328,89.670193168,-2.229347889,40.547889106,49.122304062
74.400000000,30.244214608,15.120338453,-0.962786295,0.589247642,0.018363466,-0.078665705,30.239391191,15.115463261,-0.962291517,0.589155327,0.018446197,-0.078822250,89.694745074,-2.222212259,40.573887423,49.120857651
74.433333333,30.255917334,15.104548389,-0.965404443,0.589422300,0.018316192,-0.078427498,30.251102224,15.099683014,-0.964914910,0.589330483,0.018398764,-0.078583687,89.719086913,-2.215107381,40.599721570,49.119365343
74.466666667,30.267580742,15.088722112,-0.968014660,0.589595984,0.018268898,-0.078189838,30.262773890,15.083866455,-0.967530359,0.589504688,0.018351309,-0.078345662,89.743211847,-2.208033771,40.625387132,49.117824714
74.500000000,30.279204831,15.072859839,-0.970616965,0.589768646,0.018221589,-0.077952748,30.274406187,15.068013802,-0.970137884,0.589677895,0.018303836,-0.078108194,89.767113067,-2.200991939,40.650879727,49.116233340
74.533333333,30.290789595,15.056961788,-0.973211376,0.589940239,0.018174269,-0.077716245,30.285999110,15.052125271,-0.972737503,0.589850056,0.018256351,-0.077871304,89.790783803,-2.193982385,40.676195007,49.114588797
74.566666667,30.302335034,15.041028177,-0.975797915,0.590110715,0.018126942,-0.077480352,30.297552658,15.036201082,-0.975329236,0.590021126,0.018208855,-0.077635013,89.814217321,-2.187005602,40.701328657,49.112888665
74.600000000,30.313841145,15.025059225,-0.978376600,0.590280029,0.018079611,-0.077245087,30.309066829,15.020241452,-0.977913102,0.590191056,0.018161355,-0.077399340,89.837406923,-2.180062074,40.726276397,49.111130526
74.633333333,30.325307926,15.009055151,-0.980947454,0.590448133,0.018032282,-0.077010471,30.320541620,15.004246601,-0.980489124,0.590359800,0.018113854,-0.077164304,89.860345946,-2.173152276,40.751033980,49.109311966
74.666666667,30.336735375,14.993016177,-0.983510499,0.590614983,0.017984958,-0.076776521,30.331977029,14.988216750,-0.983057323,0.590527313,0.018066356,-0.076929927,89.883027768,-2.166276679,40.775597195,49.107430574
74.700000000,30.348123490,14.976942522,-0.986065757,0.590780531,0.017937643,-0.076543258,30.343373055,14.972152119,-0.985617720,0.590693548,0.018018866,-0.076696226,89.905445803,-2.159435741,40.799961862,49.105483942
74.733333333,30.359472269,14.960834409,-0.988613252,0.590944732,0.017890342,-0.076310701,30.354729696,14.956052929,-0.988170339,0.590858458,0.017971386,-0.076463220,89.927593505,-2.152629916,40.824123837,49.103469668
74.766666667,30.370781713,14.944692060,-0.991153006,0.591107540,0.017843057,-0.076078867,30.366046952,14.939919403,-0.990715203,0.591021999,0.017923922,-0.076230929,89.949464364,-2.145859650,40.848079009,49.101385355
74.800000000,30.382051819,14.928515698,-0.993685045,0.591268910,0.017795794,-0.075847774,30.377324820,14.923751763,-0.993252336,0.591184126,0.017876477,-0.075999370,89.971051914,-2.139125380,40.871823304,49.099228610
74.833333333,30.393282586,14.912305545,-0.996209394,0.591428798,0.017748555,-0.075617442,30.388563301,14.907550233,-0.995781763,0.591344792,0.017829055,-0.075768562,89.992349725,-2.132427536,40.895352677,49.096997048
74.866666667,30.404474015,14.896061827,-0.998726078,0.591587157,0.017701345,-0.075387887,30.399762393,14.891315037,-0.998303510,0.591503952,0.017781661,-0.075538522,90.013351409,-2.125766543,40.918663122,49.094688287
74.900000000,30.415626105,14.879784768,-1.001235123,0.591743944,0.017654168,-0.075159127,30.410922097,14.875046399,-1.000817602,0.591661563,0.017734297,-0.075309268,90.034050620,-2.119142816,40.941750664,49.092299956
74.933333333,30.426738855,14.863474593,-1.003736557,0.591899115,0.017607027,-0.074931179,30.422042412,14.858744544,-1.003324066,0.591817580,0.017686968,-0.075080817,90.054441052,-2.112556764,40.964611365,49.089829687
74.966666667,30.437812266,14.847131528,-1.006230406,0.592052624,0.017559926,-0.074704061,30.433123338,14.842409698,-1.005822928,0.591971958,0.017639677,-0.074853187,90.074516439,-2.106008789,40.987241318,49.087275122
75.000000000,30.448846338,14.830755800,-1.008716699,0.592204429,0.017512869,-0.074477788,30.444164876,14.826042088,-1.008314217,0.592124653,0.017592428,-0.074626394,90.094270562,-2.099499287,41.009636652,49.084633910
75.033333333,30.459841072,14.814347635,-1.011195463,0.592354486,0.017465860,-0.074252378,30.455167026,14.809641941,-1.010797961,0.592275623,0.017545226,-0.074400456,90.113697239,-2.093028647,41.031793529,49.081903710
75.066666667,30.470796467,14.797907263,-1.013666729,0.592502750,0.017418902,-0.074027846,30.466129789,14.793209483,-1.013274188,0.592424822,0.017498072,-0.074175387,90.132790335,-2.086597250,41.053708148,49.079082187
75.100000000,30.481712525,14.781434909,-1.016130526,0.592649181,0.017371998,-0.073804210,30.477053165,14.776744944,-1.015742927,0.592572209,0.017450972,-0.073951205,90.151543756,-2.080205472,41.075376739,49.076167017
75.133333333,30.492589247,14.764930805,-1.018586883,0.592793734,0.017325152,-0.073581483,30.487937155,14.760248552,-1.018204209,0.592717740,0.017403929,-0.073727926,90.169951452,-2.073853683,41.096795566,49.073155886
75.166666667,30.503426633,14.748395177,-1.021035831,0.592936366,0.017278369,-0.073359683,30.498781761,14.743720535,-1.020658064,0.592861372,0.017356947,-0.073505564,90.188007420,-2.067542245,41.117960930,49.070046489
75.200000000,30.514224686,14.731828258,-1.023477402,0.593077037,0.017231651,-0.073138824,30.509586985,14.727161125,-1.023104523,0.593003064,0.017310028,-0.073284137,90.205705696,-2.061271516,41.138869164,49.066836533
75.233333333,30.524983407,14.715230276,-1.025911627,0.593215703,0.017185002,-0.072918921,30.520352827,14.710570550,-1.025543616,0.593142773,0.017263177,-0.073063657,90.223040366,-2.055041846,41.159516634,49.063523733
75.266666667,30.535702797,14.698601464,-1.028338538,0.593352324,0.017138425,-0.072699990,30.531079289,14.693949042,-1.027975377,0.593280456,0.017216397,-0.072844142,90.240005559,-2.048853580,41.179899742,49.060105817
75.300000000,30.546382859,14.681942051,-1.030758168,0.593486857,0.017091923,-0.072482044,30.541766374,14.677296833,-1.030399837,0.593416074,0.017169691,-0.072625605,90.256595449,-2.042707057,41.200014922,49.056580526
75.333333333,30.557023593,14.665252271,-1.033170549,0.593619261,0.017045501,-0.072265099,30.552414083,14.660614153,-1.032817029,0.593549583,0.017123063,-0.072408062,90.272804256,-2.036602611,41.219858645,49.052945610
75.366666667,30.567625004,14.648532355,-1.035575717,0.593749497,0.016999161,-0.072049169,30.563022420,14.643901236,-1.035226987,0.593680944,0.017076516,-0.072191526,90.288626247,-2.030540569,41.239427413,49.049198834
75.400000000,30.578187092,14.631782537,-1.037973704,0.593877522,0.016952907,-0.071834268,30.573591385,14.627158314,-1.037629744,0.593810116,0.017030053,-0.071976011,90.304055735,-2.024521255,41.258717762,49.045337973
75.433333333,30.588709861,14.615003049,-1.040364544,0.594003297,0.016906742,-0.071620409,30.584120982,14.610385620,-1.040025334,0.593937057,0.016983679,-0.071761532,90.319087081,-2.018544984,41.277726263,49.041360818
75.466666667,30.599193313,14.598194127,-1.042748275,0.594126782,0.016860669,-0.071407607,30.594611214,14.593583388,-1.042413793,0.594061729,0.016937395,-0.071548103,90.333714690,-2.012612070,41.296449519,49.037265171
75.500000000,30.609637451,14.581356004,-1.045124929,0.594247937,0.016814692,-0.071195874,30.605062084,14.576751854,-1.044795156,0.594184091,0.016891206,-0.071335736,90.347933019,-2.006722817,41.314884168,49.033048850
75.533333333,30.620042279,14.564488914,-1.047494544,0.594366723,0.016768814,-0.070985224,30.615473594,14.559891250,-1.047169458,0.594304103,0.016845115,-0.071124446,90.361736568,-2.000877529,41.333026882,49.028709686
75.566666667,30.630407798,14.547593094,-1.049857156,0.594483101,0.016723037,-0.070775669,30.625845749,14.543001812,-1.049536735,0.594421727,0.016799125,-0.070914245,90.375119888,-1.995076501,41.350874365,49.024245523
75.600000000,30.640734013,14.530668778,-1.052212801,0.594597031,0.016677366,-0.070567224,30.636178550,14.526083777,-1.051897024,0.594536924,0.016753238,-0.070705146,90.388077578,-1.989320026,41.368423355,49.019654224
75.633333333,30.651020927,14.513716203,-1.054561517,0.594708476,0.016631802,-0.070359900,30.646472003,14.509137380,-1.054250362,0.594649654,0.016707459,-0.070497162,90.400604285,-1.983608390,41.385670623,49.014933663
75.666666667,30.661268543,14.496735606,-1.056903341,0.594817397,0.016586350,-0.070153710,30.656726110,14.492162857,-1.056596786,0.594759879,0.016661789,-0.070290306,90.412694705,-1.977941877,41.402612974,49.010081731
75.700000000,30.671476866,14.479727224,-1.059238311,0.594923756,0.016541012,-0.069948666,30.666940875,14.475160446,-1.058936334,0.594867562,0.016616233,-0.070084591,90.424343583,-1.972320764,41.419247245,49.005096337
75.733333333,30.681645899,14.462691293,-1.061566466,0.595027516,0.016495791,-0.069744781,30.677116303,14.458130384,-1.061269045,0.594972665,0.016570794,-0.069880027,90.435545713,-1.966745325,41.435570309,48.999975404
75.766666667,30.691775646,14.445628051,-1.063887844,0.595128639,0.016450691,-0.069542065,30.687252398,14.441072908,-1.063594956,0.595075150,0.016525474,-0.069676628,90.446295939,-1.961215829,41.451579068,48.994716871
75.800000000,30.701866111,14.428537738,-1.066202485,0.595227089,0.016405713,-0.069340532,30.697349163,14.423988257,-1.065914107,0.595174980,0.016480276,-0.069474405,90.456589156,-1.955732541,41.467270461,48.989318695
75.833333333,30.711917299,14.411420591,-1.068510429,0.595322829,0.016360862,-0.069140193,30.707406603,14.406876669,-1.068226537,0.595272118,0.016435203,-0.069273370,90.466420307,-1.950295723,41.482641455,48.983778852
75.866666667,30.721929214,14.394276849,-1.070811714,0.595415822,0.016316140,-0.068941058,30.717424723,14.389738384,-1.070532286,0.595366529,0.016390259,-0.069073534,90.475784387,-1.944905632,41.497689056,48.978095331
75.900000000,30.731901860,14.377106752,-1.073106382,0.595506033,0.016271550,-0.068743140,30.727403528,14.372573639,-1.072831395,0.595458175,0.016345445,-0.068874909,90.484676441,-1.939562520,41.512410296,48.972266144
75.933333333,30.741835242,14.359910539,-1.075394474,0.595593427,0.016227094,-0.068546449,30.737343021,14.355382676,-1.075123903,0.595547021,0.016300766,-0.068677506,90.493091564,-1.934266639,41.526802246,48.966289318
75.966666667,30.751729365,14.342688451,-1.077676030,0.595677966,0.016182777,-0.068350997,30.747243208,14.338165734,-1.077409852,0.595633032,0.016256224,-0.068481336,90.501024903,-1.929018232,41.540862005,48.960162898
76.000000000,30.761584234,14.325440727,-1.079951092,0.595759618,0.016138599,-0.068156794,30.757104095,14.320923054,-1.079689283,0.595716171,0.016211821,-0.068286410,90.508471657,-1.923817544,41.554586706,48.953884951
76.033333333,30.771399853,14.308167609,-1.082219701,0.595838346,0.016094565,-0.067963851,30.766925685,14.303654875,-1.081962237,0.595796406,0.016167560,-0.068092739,90.515427074,-1.918664811,41.567973515,48.947453559
76.066666667,30.781176228,14.290869337,-1.084481901,0.595914117,0.016050676,-0.067772178,30.776707985,14.286361440,-1.084228758,0.595873700,0.016123445,-0.067900333,90.521886456,-1.913560271,41.581019630,48.940866826
76.100000000,30.790913364,14.273546153,-1.086737733,0.595986896,0.016006936,-0.067581786,30.786450999,14.269042989,-1.086488886,0.595948020,0.016079478,-0.067709202,90.527845156,-1.908504155,41.593722280,48.934122876
76.133333333,30.800611266,14.256198298,-1.088987240,0.596056651,0.015963347,-0.067392685,30.796154734,14.251699765,-1.088742664,0.596019332,0.016035661,-0.067519358,90.533298578,-1.903496692,41.606078727,48.927219851
76.166666667,30.810269940,14.238826016,-1.091230466,0.596123347,0.015919912,-0.067204885,30.805819194,14.234332009,-1.090990137,0.596087602,0.015991998,-0.067330809,90.538242180,-1.898538109,41.618086265,48.920155915
76.200000000,30.819889391,14.221429547,-1.093467454,0.596186951,0.015876634,-0.067018396,30.815444385,14.216939964,-1.093231346,0.596152797,0.015948491,-0.067143567,90.542671472,-1.893628628,41.629742221,48.912929251
76.233333333,30.829469624,14.204009134,-1.095698247,0.596247431,0.015833515,-0.066833228,30.825030313,14.199523871,-1.095466336,0.596214884,0.015905142,-0.066957641,90.546582014,-1.888768469,41.641043951,48.905538064
76.266666667,30.839010646,14.186565021,-1.097922891,0.596304755,0.015790558,-0.066649390,30.834576984,14.182083975,-1.097695151,0.596273832,0.015861955,-0.066773041,90.549969424,-1.883957851,41.651988845,48.897980579
76.300000000,30.848512462,14.169097451,-1.100141430,0.596358890,0.015747765,-0.066466893,30.844084404,14.164620518,-1.099917836,0.596329606,0.015818931,-0.066589776,90.552829367,-1.879196987,41.662574325,48.890255042
76.333333333,30.857975077,14.151606666,-1.102353907,0.596409804,0.015705138,-0.066285744,30.853552579,14.147133744,-1.102134434,0.596382177,0.015776074,-0.066407856,90.555157565,-1.874486089,41.672797842,48.882359724
76.366666667,30.867398499,14.134092911,-1.104560370,0.596457467,0.015662681,-0.066105955,30.862981515,14.129623896,-1.104344991,0.596431511,0.015733386,-0.066227290,90.556949793,-1.869825368,41.682656880,48.874292913
76.400000000,30.876782733,14.116556430,-1.106760862,0.596501848,0.015620396,-0.065927533,30.872371218,14.112091219,-1.106549551,0.596477579,0.015690869,-0.066048088,90.558201878,-1.865215031,41.692148956,48.866052922
76.433333333,30.886127784,14.098997466,-1.108955430,0.596542915,0.015578286,-0.065750489,30.881721694,14.094535956,-1.108748162,0.596520349,0.015648526,-0.065870258,90.558909700,-1.860655283,41.701271615,48.857638086
