t,x,y,psi,u,v,r,tau_u,tau_r,T1_plan,T2_plan,jx,jy
62.966666667,24.171354469,17.623382693,0.028662343,0.662785230,0.011316748,-0.050290715,99.912064806,-1.636925526,46.808098699,53.103966107,-0.004192299,-0.004879879
63.000000000,24.193421751,17.624375281,0.026980821,0.662395644,0.011382256,-0.050595643,99.848643542,-1.646677093,46.757635054,53.091008487,-0.004186700,-0.004876224
63.033333333,24.215477583,17.625332494,0.025289117,0.662002808,0.011447932,-0.050901642,99.784786467,-1.656460472,46.706892326,53.077894141,-0.004181036,-0.004872315
63.066666667,24.237521810,17.626254152,0.023587195,0.661606757,0.011513772,-0.051208706,99.720499232,-1.666275341,46.655873960,53.064625273,-0.004175307,-0.004868151
63.100000000,24.259554276,17.627140072,0.021875020,0.661207525,0.011579773,-0.051516823,99.655787531,-1.676121370,46.604583438,53.051204093,-0.004169512,-0.004863733
63.133333333,24.281574828,17.627990077,0.020152557,0.660805148,0.011645932,-0.051825987,99.590657102,-1.685998220,46.553024282,53.037632820,-0.004163653,-0.004859060
63.166666667,24.303583311,17.628803984,0.018419772,0.660399659,0.011712248,-0.052136186,99.525113729,-1.695905542,46.501200053,53.023913676,-0.004157729,-0.004854132
63.200000000,24.325579570,17.629581616,0.016676629,0.659991095,0.011778716,-0.052447412,99.459163241,-1.705842980,46.449114350,53.010048890,-0.004151739,-0.004848950
63.233333333,24.347563453,17.630322791,0.014923095,0.659579491,0.011845335,-0.052759654,99.392811509,-1.715810169,46.396770814,52.996040696,-0.004145685,-0.004843513
63.266666667,24.369534805,17.631027330,0.013159136,0.659164883,0.011912100,-0.053072903,99.326064452,-1.725806734,46.344173122,52.981891331,-0.004139566,-0.004837821
63.300000000,24.391493473,17.631695055,0.011384719,0.658747307,0.011979010,-0.053387149,99.258928030,-1.735832292,46.291324992,52.967603038,-0.004133382,-0.004831875
63.333333333,24.413439303,17.632325786,0.009599811,0.658326800,0.012046062,-0.053702381,99.191408247,-1.745886450,46.238230181,52.953178065,-0.004127132,-0.004825674
63.366666667,24.435372144,17.632919344,0.007804378,0.657903399,0.012113252,-0.054018589,99.123511150,-1.755968805,46.184892489,52.938618662,-0.004120818,-0.004819219
63.400000000,24.457291841,17.633475550,0.005998389,0.657477141,0.012180577,-0.054335762,99.055242832,-1.766078946,46.131315751,52.923927081,-0.004114438,-0.004812509
63.433333333,24.479198243,17.633994227,0.004181812,0.657048063,0.012248035,-0.054653888,98.986609425,-1.776216451,46.077503845,52.909105580,-0.004107994,-0.004805544
63.466666667,24.501091197,17.634475195,0.002354615,0.656616203,0.012315623,-0.054972957,98.917617107,-1.786380890,46.023460689,52.894156418,-0.004101485,-0.004798325
63.500000000,24.522970551,17.634918278,0.000516767,0.656181600,0.012383337,-0.055292957,98.848272097,-1.796571820,45.969190241,52.879081857,-0.004094910,-0.004790851
63.533333333,24.544836154,17.635323298,-0.001331763,0.655744290,0.012451175,-0.055613876,98.778580656,-1.806788791,45.914696498,52.863884158,-0.004088271,-0.004783123
63.566666667,24.566687853,17.635690077,-0.003191006,0.655304314,0.012519133,-0.055935703,98.708549086,-1.817031342,45.859983500,52.848565586,-0.004081566,-0.004775139
63.600000000,24.588525498,17.636018439,-0.005060991,0.654861710,0.012587208,-0.056258425,98.638183734,-1.827299001,45.805055326,52.833128407,-0.004074797,-0.004766902
63.633333333,24.610348938,17.636308206,-0.006941748,0.654416518,0.012655398,-0.056582029,98.567490984,-1.837591286,45.749916096,52.817574887,-0.004067962,-0.004758409
63.666666667,24.632158022,17.636559202,-0.008833307,0.653968776,0.012723698,-0.056906503,98.496477263,-1.847907704,45.694569970,52.801907293,-0.004061063,-0.004749662
63.700000000,24.653952598,17.636771252,-0.010735695,0.653518525,0.012792107,-0.057231834,98.425149040,-1.858247752,45.639021150,52.786127889,-0.004054098,-0.004740661
63.733333333,24.675732518,17.636944179,-0.012648942,0.653065805,0.012860620,-0.057558008,98.353512821,-1.868610917,45.583273878,52.770238942,-0.004047068,-0.004731404
63.766666667,24.697497630,17.637077808,-0.014573076,0.652610656,0.012929234,-0.057885013,98.281575155,-1.878996673,45.527332438,52.754242717,-0.004039974,-0.004721893
63.800000000,24.719247786,17.637171964,-0.016508123,0.652153119,0.012997946,-0.058212834,98.209342629,-1.889404484,45.471201153,52.738141476,-0.004032814,-0.004712128
63.833333333,24.740982835,17.637226473,-0.018454110,0.651693234,0.013066753,-0.058541458,98.136821869,-1.899833804,45.414884388,52.721937481,-0.004025590,-0.004702108
63.866666667,24.762702629,17.637241159,-0.020411065,0.651231044,0.013135651,-0.058870870,98.064019542,-1.910284075,45.358386550,52.705632992,-0.004018300,-0.004691833
63.900000000,24.784407018,17.637215849,-0.022379013,0.650766590,0.013204638,-0.059201055,97.990942351,-1.920754726,45.301712086,52.689230265,-0.004010945,-0.004681304
63.933333333,24.806095854,17.637150370,-0.024357980,0.650299912,0.013273709,-0.059531999,97.917597038,-1.931245178,45.244865485,52.672731553,-0.004003526,-0.004670520
63.966666667,24.827768988,17.637044548,-0.026347991,0.649831055,0.013342861,-0.059863686,97.843990384,-1.941754837,45.187851275,52.656139109,-0.003996041,-0.004659481
64.000000000,24.849426273,17.636898210,-0.028349070,0.649360059,0.013412091,-0.060196102,97.770129205,-1.952283099,45.130674028,52.639455177,-0.003988491,-0.004648188
64.033333333,24.871067560,17.636711185,-0.030361241,0.648886967,0.013481395,-0.060529230,97.696020355,-1.962829348,45.073338354,52.622682000,-0.003980876,-0.004636640
64.066666667,24.892692702,17.636483299,-0.032384529,0.648411823,0.013550771,-0.060863054,97.621670724,-1.973392957,45.015848907,52.605821817,-0.003973197,-0.004624837
64.100000000,24.914301551,17.636214383,-0.034418955,0.647934669,0.013620213,-0.061197558,97.547087240,-1.983973285,44.958210380,52.588876861,-0.003965452,-0.004612780
64.133333333,24.935893960,17.635904264,-0.036464542,0.647455549,0.013689719,-0.061532726,97.472276865,-1.994569681,44.900427507,52.571849358,-0.003957642,-0.004600469
64.166666667,24.957469784,17.635552771,-0.038521312,0.646974507,0.013759285,-0.061868541,97.397246594,-2.005181481,44.842505064,52.554741530,-0.003949767,-0.004587902
64.200000000,24.979028874,17.635159736,-0.040589286,0.646491587,0.013828908,-0.062204985,97.322003461,-2.015808008,44.784447868,52.537555593,-0.003941828,-0.004575081
64.233333333,25.000571086,17.634724987,-0.042668485,0.646006832,0.013898583,-0.062542041,97.246554531,-2.026448575,44.726260776,52.520293755,-0.003933823,-0.004562006
64.266666667,25.022096273,17.634248357,-0.044758929,0.645520287,0.013968307,-0.062879691,97.170906903,-2.037102479,44.667948685,52.502958218,-0.003925753,-0.004548675
64.300000000,25.043604290,17.633729676,-0.046860638,0.645031998,0.014038077,-0.063217917,97.095067710,-2.047769007,44.609516534,52.485551176,-0.003917618,-0.004535090
64.333333333,25.065094992,17.633168776,-0.048973630,0.644542008,0.014107888,-0.063556700,97.019044117,-2.058447433,44.550969302,52.468074815,-0.003909418,-0.004521251
64.366666667,25.086568233,17.632565489,-0.051097924,0.644050364,0.014177737,-0.063896022,96.942843322,-2.069137019,44.492312008,52.450531313,-0.003901153,-0.004507157
64.400000000,25.108023869,17.631919648,-0.053233537,0.643557110,0.014247620,-0.064235864,96.866472552,-2.079837013,44.433549712,52.432922840,-0.003892823,-0.004492808
64.433333333,25.129461755,17.631231086,-0.055380486,0.643062292,0.014317533,-0.064576206,96.789939069,-2.090546651,44.374687514,52.415251555,-0.003884428,-0.004478205
64.466666667,25.150881748,17.630499638,-0.057538788,0.642565957,0.014387472,-0.064917029,96.713250161,-2.101265154,44.315730553,52.397519608,-0.003875968,-0.004463347
64.500000000,25.172283704,17.629725137,-0.059708458,0.642068150,0.014457433,-0.065258311,96.636413149,-2.111991735,44.256684008,52.379729141,-0.003867443,-0.004448234
64.533333333,25.193667480,17.628907419,-0.061889512,0.641568917,0.014527413,-0.065600034,96.559435383,-2.122725588,44.197553099,52.361882283,-0.003858853,-0.004432867
64.566666667,25.215032932,17.628046319,-0.064081963,0.641068307,0.014597407,-0.065942176,96.482324239,-2.133465898,44.138343084,52.343981154,-0.003850198,-0.004417245
64.600000000,25.236379917,17.627141674,-0.066285825,0.640566364,0.014667411,-0.066284716,96.405087123,-2.144211836,44.079059261,52.326027862,-0.003841478,-0.004401369
64.633333333,25.257708294,17.626193320,-0.068501112,0.640063138,0.014737421,-0.066627633,96.327731469,-2.154962560,44.019706966,52.308024503,-0.003832693,-0.004385238
64.666666667,25.279017920,17.625201093,-0.070727835,0.639558673,0.014807433,-0.066970905,96.250264736,-2.165717213,43.960291573,52.289973163,-0.003823843,-0.004368852
64.700000000,25.300308653,17.624164833,-0.072966006,0.639053020,0.014877444,-0.067314509,96.172694411,-2.176474928,43.900818498,52.271875913,-0.003814928,-0.004352212
64.733333333,25.321580352,17.623084378,-0.075215635,0.638546224,0.014947447,-0.067658424,96.095028004,-2.187234821,43.841293191,52.253734812,-0.003805948,-0.004335317
64.766666667,25.342832876,17.621959567,-0.077476732,0.638038334,0.015017441,-0.068002626,96.017273051,-2.197995999,43.781721143,52.235551908,-0.003796903,-0.004318167
64.800000000,25.364066083,17.620790238,-0.079749308,0.637529399,0.015087420,-0.068347093,95.939437113,-2.208757552,43.722107880,52.217329233,-0.003787793,-0.004300763
64.833333333,25.385279834,17.619576234,-0.082033369,0.637019466,0.015157379,-0.068691800,95.861527772,-2.219518558,43.662458968,52.199068805,-0.003778618,-0.004283104
64.866666667,25.406473989,17.618317395,-0.084328924,0.636508584,0.015227316,-0.069036724,95.783552635,-2.230278082,43.602780006,52.180772629,-0.003769377,-0.004265191
64.900000000,25.427648407,17.617013563,-0.086635980,0.635996802,0.015297224,-0.069381841,95.705519329,-2.241035175,43.543076635,52.162442694,-0.003760072,-0.004247022
64.933333333,25.448802949,17.615664579,-0.088954542,0.635484168,0.015367101,-0.069727126,95.627435503,-2.251788877,43.483354527,52.144080976,-0.003750702,-0.004228600
64.966666667,25.469937476,17.614270288,-0.091284616,0.634970733,0.015436941,-0.070072554,95.549308826,-2.262538211,43.423619392,52.125689433,-0.003741267,-0.004209922
65.000000000,25.491051849,17.612830532,-0.093626205,0.634456545,0.015506740,-0.070418099,95.471146986,-2.273282188,43.363876977,52.107270009,-0.003731767,-0.004190990
65.033333333,25.512145931,17.611345157,-0.095979315,0.633941654,0.015576494,-0.070763737,95.392957692,-2.284019808,43.304133061,52.088824631,-0.003722201,-0.004171804
65.066666667,25.533219582,17.609814007,-0.098343946,0.633426109,0.015646198,-0.071109440,95.314748668,-2.294750055,43.244393459,52.070355209,-0.003712571,-0.004152363
65.100000000,25.554272665,17.608236928,-0.100720102,0.632909961,0.015715847,-0.071455183,95.236527657,-2.305471900,43.184664020,52.051863637,-0.003702876,-0.004132667
65.133333333,25.575305043,17.606613767,-0.103107782,0.632393259,0.015785438,-0.071800939,95.158302418,-2.316184303,43.124950626,52.033351791,-0.003693115,-0.004112716
65.166666667,25.596316580,17.604944372,-0.105506987,0.631876053,0.015854964,-0.072146680,95.080080724,-2.326886208,43.065259194,52.014821531,-0.003683290,-0.004092511
65.200000000,25.617307137,17.603228589,-0.107917716,0.631358394,0.015924422,-0.072492379,95.001870366,-2.337576547,43.005595670,51.996274696,-0.003673400,-0.004072052
65.233333333,25.638276580,17.601466268,-0.110339966,0.630840333,0.015993807,-0.072838009,94.923679145,-2.348254239,42.945966035,51.977713109,-0.003663444,-0.004051337
65.266666667,25.659224771,17.599657259,-0.112773736,0.630321919,0.016063114,-0.073183540,94.845514877,-2.358918191,42.886376301,51.959138575,-0.003653424,-0.004030369
65.300000000,25.680151577,17.597801411,-0.115219021,0.629803204,0.016132338,-0.073528944,94.767385389,-2.369567296,42.826832510,51.940552879,-0.003643339,-0.004009145
65.333333333,25.701056861,17.595898577,-0.117675817,0.629284239,0.016201475,-0.073874193,94.689298519,-2.380200433,42.767340734,51.921957785,-0.003633188,-0.003987667
65.366666667,25.721940489,17.593948608,-0.120144118,0.628765075,0.016270519,-0.074219257,94.611262117,-2.390816471,42.707907076,51.903355041,-0.003622973,-0.003965934
65.400000000,25.742802326,17.591951356,-0.122623917,0.628245762,0.016339467,-0.074564106,94.533284039,-2.401414263,42.648537667,51.884746372,-0.003612692,-0.003943947
65.433333333,25.763642239,17.589906675,-0.125115206,0.627726352,0.016408312,-0.074908709,94.455372152,-2.411992653,42.589238666,51.866133485,-0.003602347,-0.003921705
65.466666667,25.784460094,17.587814419,-0.127617978,0.627206897,0.016477050,-0.075253037,94.377534327,-2.422550469,42.530016261,51.847518066,-0.003591936,-0.003899208
65.500000000,25.805255757,17.585674445,-0.130132222,0.626687447,0.016545675,-0.075597059,94.299778445,-2.433086530,42.470876665,51.828901780,-0.003581461,-0.003876457
65.533333333,25.826029096,17.583486607,-0.132657927,0.626168056,0.016614184,-0.075940744,94.222112390,-2.443599639,42.411826119,51.810286271,-0.003570920,-0.003853451
65.566666667,25.846779978,17.581250762,-0.135195082,0.625648773,0.016682571,-0.076284059,94.144544050,-2.454088591,42.352870889,51.791673161,-0.003560315,-0.003830190
65.600000000,25.867508272,17.578966769,-0.137743674,0.625129652,0.016750830,-0.076626973,94.067081317,-2.464552165,42.294017264,51.773064053,-0.003549644,-0.003806675
65.633333333,25.888213845,17.576634485,-0.140303689,0.624610744,0.016818956,-0.076969454,93.989732085,-2.474989131,42.235271560,51.754460526,-0.003538909,-0.003782905
65.666666667,25.908896567,17.574253771,-0.142875112,0.624092101,0.016886946,-0.077311469,93.912504249,-2.485398247,42.176640112,51.735864137,-0.003528108,-0.003758881
65.700000000,25.929556306,17.571824486,-0.145457927,0.623573774,0.016954792,-0.077652985,93.835405704,-2.495778257,42.118129281,51.717276423,-0.003517243,-0.003734602
65.733333333,25.950192932,17.569346492,-0.148052116,0.623055817,0.017022490,-0.077993968,93.758444342,-2.506127897,42.059745447,51.698698896,-0.003506312,-0.003710068
65.766666667,25.970806315,17.566819651,-0.150657662,0.622538281,0.017090035,-0.078334385,93.681628056,-2.516445889,42.001495010,51.680133046,-0.003495316,-0.003685280
65.800000000,25.991396325,17.564243825,-0.153274545,0.622021219,0.017157422,-0.078674202,93.604964735,-2.526730947,41.943384393,51.661580342,-0.003484256,-0.003660237
65.833333333,26.011962834,17.561618880,-0.155902744,0.621504683,0.017224644,-0.079013384,93.528462261,-2.536981771,41.885420033,51.643042228,-0.003473130,-0.003634939
65.866666667,26.032505711,17.558944680,-0.158542238,0.620988724,0.017291697,-0.079351897,93.452128512,-2.547197052,41.827608387,51.624520125,-0.003461939,-0.003609387
65.900000000,26.053024830,17.556221090,-0.161193003,0.620473396,0.017358575,-0.079689706,93.375971361,-2.557375471,41.769955929,51.606015432,-0.003450684,-0.003583581
65.933333333,26.073520061,17.553447978,-0.163855016,0.619958752,0.017425274,-0.080026774,93.299998670,-2.567515697,41.712469148,51.587529523,-0.003439363,-0.003557519
65.966666667,26.093991277,17.550625211,-0.166528251,0.619444842,0.017491786,-0.080363066,93.224218294,-2.577616393,41.655154546,51.569063748,-0.003427977,-0.003531203
66.000000000,26.114438351,17.547752658,-0.169212683,0.618931720,0.017558108,-0.080698547,93.148638076,-2.587676207,41.598018640,51.550619436,-0.003416526,-0.003504632
66.033333333,26.134861156,17.544830189,-0.171908282,0.618419439,0.017624232,-0.081033179,93.073265849,-2.597693781,41.541067961,51.532197888,-0.003405011,-0.003477807
66.066666667,26.155259566,17.541857675,-0.174615021,0.617908050,0.017690155,-0.081366926,92.998109432,-2.607667748,41.484309048,51.513800384,-0.003393430,-0.003450727
66.100000000,26.175633456,17.538834986,-0.177332869,0.617397606,0.017755870,-0.081699750,92.923176631,-2.617596729,41.427748452,51.495428179,-0.003381784,-0.003423393
66.133333333,26.195982698,17.535761996,-0.180061794,0.616888160,0.017821371,-0.082031615,92.848475236,-2.627479341,41.371392732,51.477082504,-0.003370073,-0.003395804
66.166666667,26.216307170,17.532638578,-0.182801765,0.616379763,0.017886653,-0.082362482,92.774013020,-2.637314188,41.315248457,51.458764564,-0.003358297,-0.003367960
66.200000000,26.236606745,17.529464608,-0.185552747,0.615872469,0.017951711,-0.082692314,92.699797740,-2.647099869,41.259322199,51.440475541,-0.003346456,-0.003339862
66.233333333,26.256881300,17.526239961,-0.188314705,0.615366329,0.018016538,-0.083021072,92.625837132,-2.656834974,41.203620540,51.422216592,-0.003334551,-0.003311509
66.266666667,26.277130711,17.522964514,-0.191087603,0.614861396,0.018081129,-0.083348718,92.552138912,-2.666518085,41.148150061,51.403988851,-0.003322580,-0.003282901
66.300000000,26.297354854,17.519638144,-0.193871403,0.614357723,0.018145478,-0.083675212,92.478710775,-2.676147780,41.092917350,51.385793425,-0.003310544,-0.003254039
66.333333333,26.317553608,17.516260731,-0.196666066,0.613855360,0.018209579,-0.084000516,92.405560391,-2.685722625,41.037928994,51.367631398,-0.003298443,-0.003224922
66.366666667,26.337726849,17.512832155,-0.199471551,0.613354362,0.018273427,-0.084324589,92.332695409,-2.695241184,40.983191582,51.349503827,-0.003286277,-0.003195550
66.400000000,26.357874456,17.509352297,-0.202287817,0.612854778,0.018337015,-0.084647393,92.260123448,-2.704702013,40.928711700,51.331411749,-0.003274046,-0.003165924
66.433333333,26.377996306,17.505821038,-0.205114821,0.612356662,0.018400338,-0.084968887,92.187852104,-2.714103662,40.874495933,51.313356171,-0.003261750,-0.003136044
66.466666667,26.398092280,17.502238263,-0.207952519,0.611860065,0.018463390,-0.085289031,92.115888940,-2.723444677,40.820550861,51.295338079,-0.003249389,-0.003105908
66.500000000,26.418162257,17.498603856,-0.210800864,0.611365040,0.018526166,-0.085607784,92.044241493,-2.732723597,40.766883060,51.277358433,-0.003236963,-0.003075518
66.533333333,26.438206115,17.494917702,-0.213659811,0.610871637,0.018588658,-0.085925106,91.972917266,-2.741938959,40.713499097,51.259418169,-0.003224472,-0.003044874
66.566666667,26.458223737,17.491179687,-0.216529309,0.610379908,0.018650861,-0.086240955,91.901923731,-2.751089292,40.660405534,51.241518197,-0.003211916,-0.003013974
66.600000000,26.478215001,17.487389701,-0.219409311,0.609889905,0.018712769,-0.086555291,91.831268325,-2.760173126,40.607608921,51.223659404,-0.003199295,-0.002982821
66.633333333,26.498179791,17.483547631,-0.222299763,0.609401679,0.018774376,-0.086868072,91.760958449,-2.769188983,40.555115796,51.205842652,-0.003186609,-0.002951412
66.666666667,26.518117987,17.479653368,-0.225200615,0.608915281,0.018835677,-0.087179257,91.691001466,-2.778135384,40.502932687,51.188068780,-0.003173857,-0.002919749
66.700000000,26.538029472,17.475706802,-0.228111812,0.608430762,0.018896665,-0.087488802,91.621404704,-2.787010849,40.451066105,51.170338599,-0.003161041,-0.002887831
66.733333333,26.557914129,17.471707828,-0.231033299,0.607948172,0.018957333,-0.087796668,91.552175448,-2.795813892,40.399522547,51.152652901,-0.003148160,-0.002855659
66.766666667,26.577771839,17.467656337,-0.233965018,0.607467564,0.019017677,-0.088102810,91.483320941,-2.804543029,40.348308491,51.135012450,-0.003135214,-0.002823232
66.800000000,26.597602489,17.463552225,-0.236906912,0.606988986,0.019077690,-0.088407187,91.414848385,-2.813196774,40.297430397,51.117417988,-0.003122203,-0.002790550
66.833333333,26.617405960,17.459395389,-0.239858922,0.606512489,0.019137365,-0.088709757,91.346764937,-2.821773637,40.246894705,51.099870232,-0.003109127,-0.002757614
66.866666667,26.637182139,17.455185724,-0.242820986,0.606038124,0.019196697,-0.089010476,91.279077707,-2.830272132,40.196707830,51.082369877,-0.003095985,-0.002724423
66.900000000,26.656930909,17.450923130,-0.245793042,0.605565940,0.019255680,-0.089309302,91.211793759,-2.838690771,40.146876166,51.064917592,-0.003082779,-0.002690978
66.933333333,26.676652157,17.446607507,-0.248775026,0.605095986,0.019314307,-0.089606191,91.144920106,-2.847028066,40.097406080,51.047514026,-0.003069508,-0.002657278
66.966666667,26.696345769,17.442238755,-0.251766872,0.604628313,0.019372572,-0.089901102,91.078463712,-2.855282532,40.048303911,51.030159802,-0.003056172,-0.002623323
67.000000000,26.716011631,17.437816777,-0.254768515,0.604162970,0.019430470,-0.090193989,91.012431489,-2.863452683,39.999575969,51.012855520,-0.003042770,-0.002589114
67.033333333,26.735649631,17.433341476,-0.257779886,0.603700004,0.019487993,-0.090484811,90.946830294,-2.871537039,39.951228534,50.995601761,-0.003029304,-0.002554650
67.066666667,26.755259655,17.428812756,-0.260800915,0.603239466,0.019545136,-0.090773523,90.881666930,-2.879534119,39.903267852,50.978399078,-0.003015773,-0.002519931
67.100000000,26.774841592,17.424230525,-0.263831531,0.602781403,0.019601893,-0.091060083,90.816948144,-2.887442446,39.855700138,50.961248005,-0.003002176,-0.002484958
67.133333333,26.794395331,17.419594689,-0.266871663,0.602325864,0.019658258,-0.091344446,90.752680621,-2.895260547,39.808531567,50.944149054,-0.002988515,-0.002449730
67.166666667,26.813920760,17.414905156,-0.269921235,0.601872896,0.019714223,-0.091626570,90.688870991,-2.902986954,39.761768277,50.927102714,-0.002974789,-0.002414248
67.200000000,26.833417770,17.410161837,-0.272980172,0.601422547,0.019769784,-0.091906410,90.625525819,-2.910620202,39.715416367,50.910109451,-0.002960997,-0.002378511
67.233333333,26.852886249,17.405364643,-0.276048399,0.600974864,0.019824933,-0.092183922,90.562651608,-2.918158832,39.669481896,50.893169712,-0.002947141,-0.002342519
67.266666667,26.872326089,17.400513487,-0.279125835,0.600529894,0.019879665,-0.092459064,90.500254797,-2.925601392,39.623970876,50.876283922,-0.002933220,-0.002306273
67.300000000,26.891737182,17.395608282,-0.282212403,0.600087684,0.019933974,-0.092731791,90.438341759,-2.932946434,39.578889276,50.859452483,-0.002919233,-0.002269772
67.333333333,26.911119417,17.390648944,-0.285308019,0.599648281,0.019987853,-0.093002059,90.376918798,-2.940192518,39.534243018,50.842675779,-0.002905182,-0.002233016
67.366666667,26.930472689,17.385635389,-0.288412602,0.599211729,0.020041295,-0.093269826,90.315992148,-2.947338211,39.490037976,50.825954172,-0.002891065,-0.002196006
67.400000000,26.949796888,17.380567535,-0.291526068,0.598778074,0.020094296,-0.093535047,90.255567975,-2.954382089,39.446279970,50.809288005,-0.002876884,-0.002158741
67.433333333,26.969091909,17.375445302,-0.294648330,0.598347362,0.020146848,-0.093797679,90.195652369,-2.961322735,39.402974770,50.792677598,-0.002862637,-0.002121222
67.466666667,26.988357646,17.370268611,-0.297779303,0.597919638,0.020198946,-0.094057678,90.136251348,-2.968158743,39.360128092,50.776123256,-0.002848326,-0.002083448
67.500000000,27.007593992,17.365037383,-0.300918897,0.597494945,0.020250583,-0.094315001,90.077370854,-2.974888713,39.317745594,50.759625260,-0.002833949,-0.002045419
67.533333333,27.026800842,17.359751542,-0.304067022,0.597073328,0.020301753,-0.094569605,90.019016750,-2.981511260,39.275832876,50.743183874,-0.002819508,-0.002007136
67.566666667,27.045978091,17.354411013,-0.307223588,0.596654831,0.020352450,-0.094821446,89.961194823,-2.988025005,39.234395479,50.726799344,-0.002805001,-0.001968598
67.600000000,27.065125636,17.349015723,-0.310388500,0.596239496,0.020402668,-0.095070481,89.903910776,-2.994428584,39.193438880,50.710471895,-0.002790429,-0.001929805
67.633333333,27.084243373,17.343565598,-0.313561666,0.595827367,0.020452401,-0.095316667,89.847170232,-3.000720643,39.152968495,50.694201736,-0.002775793,-0.001890758
67.666666667,27.103331198,17.338060569,-0.316742989,0.595418486,0.020501642,-0.095559962,89.790978729,-3.006899840,39.112989672,50.677989057,-0.002761091,-0.001851456
67.700000000,27.122389009,17.332500567,-0.319932373,0.595012894,0.020550386,-0.095800322,89.735341722,-3.012964848,39.073507692,50.661834030,-0.002746324,-0.001811900
67.733333333,27.141416705,17.326885522,-0.323129718,0.594610632,0.020598626,-0.096037706,89.680264575,-3.018914351,39.034527766,50.645736809,-0.002731493,-0.001772089
67.766666667,27.160414183,17.321215370,-0.326334925,0.594211743,0.020646357,-0.096272071,89.625752567,-3.024747049,38.996055035,50.629697532,-0.002716596,-0.001732023
67.800000000,27.179381343,17.315490044,-0.329547892,0.593816266,0.020693571,-0.096503374,89.571810886,-3.030461656,38.958094566,50.613716320,-0.002701634,-0.001691703
67.833333333,27.198318085,17.309709483,-0.332768517,0.593424241,0.020740264,-0.096731574,89.518444626,-3.036056901,38.920651350,50.597793277,-0.002686608,-0.001651128
67.866666667,27.217224308,17.303873623,-0.335996695,0.593035708,0.020786430,-0.096956630,89.465658791,-3.041531529,38.883730301,50.581928490,-0.002671516,-0.001610299
67.900000000,27.236099914,17.297982404,-0.339232322,0.592650705,0.020832061,-0.097178500,89.413458288,-3.046884301,38.847336257,50.566122031,-0.002656359,-0.001569214
67.933333333,27.254944804,17.292035768,-0.342475290,0.592269271,0.020877152,-0.097397142,89.361847928,-3.052113996,38.811473972,50.550373956,-0.002641137,-0.001527876
67.966666667,27.273758879,17.286033657,-0.345725490,0.591891443,0.020921698,-0.097612517,89.310832424,-3.057219409,38.776148119,50.534684305,-0.002625851,-0.001486282
68.000000000,27.292542042,17.279976015,-0.348982814,0.591517260,0.020965693,-0.097824583,89.260416389,-3.062199353,38.741363286,50.519053103,-0.002610499,-0.001444434
68.033333333,27.311294197,17.273862788,-0.352247151,0.591146757,0.021009130,-0.098033300,89.210604335,-3.067052660,38.707123976,50.503480360,-0.002595082,-0.001402332
68.066666667,27.330015246,17.267693924,-0.355518387,0.590779970,0.021052003,-0.098238629,89.161400673,-3.071778182,38.673434603,50.487966070,-0.002579600,-0.001359974
68.100000000,27.348705095,17.261469371,-0.358796410,0.590416936,0.021094308,-0.098440530,89.112809707,-3.076374788,38.640299492,50.472510215,-0.002564053,-0.001317362
68.133333333,27.367363647,17.255189079,-0.362081104,0.590057690,0.021136038,-0.098638963,89.064835637,-3.080841370,38.607722877,50.457112761,-0.002548441,-0.001274496
68.166666667,27.385990808,17.248853001,-0.365372353,0.589702264,0.021177187,-0.098833891,89.017482555,-3.085176838,38.575708897,50.441773659,-0.002532764,-0.001231375
68.200000000,27.404586484,17.242461090,-0.368670040,0.589350694,0.021217749,-0.099025274,88.970754445,-3.089380125,38.544261597,50.426492848,-0.002517023,-0.001187999
68.233333333,27.423150582,17.236013301,-0.371974046,0.589003013,0.021257720,-0.099213074,88.924655180,-3.093450184,38.513384928,50.411270253,-0.002501216,-0.001144369
68.266666667,27.441683008,17.229509592,-0.375284251,0.588659252,0.021297093,-0.099397254,88.879188522,-3.097385992,38.483082738,50.396105784,-0.002485344,-0.001100484
68.300000000,27.460183670,17.222949920,-0.378600533,0.588319444,0.021335862,-0.099577777,88.834358117,-3.101186546,38.453358778,50.380999340,-0.002469407,-0.001056344
68.333333333,27.478652477,17.216334246,-0.381922771,0.587983619,0.021374023,-0.099754606,88.790167502,-3.104850868,38.424216697,50.365950804,-0.002453405,-0.001011950
68.366666667,27.497089336,17.209662531,-0.385250840,0.587651809,0.021411570,-0.099927705,88.746620091,-3.108378002,38.395660041,50.350960050,-0.002437338,-0.000967301
68.400000000,27.515494159,17.202934739,-0.388584615,0.587324043,0.021448497,-0.100097038,88.703719186,-3.111767018,38.367692251,50.336026936,-0.002421206,-0.000922397
68.433333333,27.533866854,17.196150835,-0.391923970,0.587000350,0.021484799,-0.100262570,88.661467967,-3.115017008,38.340316660,50.321151307,-0.002405009,-0.000877239
68.466666667,27.552207333,17.189310785,-0.395268779,0.586680758,0.021520470,-0.100424266,88.619869495,-3.118127090,38.313536497,50.306332998,-0.002388747,-0.000831827
68.500000000,27.570515506,17.182414558,-0.398618912,0.586365296,0.021555505,-0.100582092,88.578926708,-3.121096408,38.287354877,50.291571831,-0.002372420,-0.000786159
68.533333333,27.588791285,17.175462123,-0.401974240,0.586053989,0.021589899,-0.100736014,88.538642421,-3.123924129,38.261774808,50.276867613,-0.002356027,-0.000740237
