t,x,y,psi,u,v,r,jerk_x,jerk_y,tau_u,tau_r,T1,T2
57.600000,20.582814,17.125463,0.192001,0.667877,0.007917,-0.019333,-0.004246,-0.002148,24.851343,-0.180132,6.057550,6.368122
57.633333,20.604625,17.129965,0.191355,0.668240,0.007941,-0.019417,-0.004251,-0.002185,24.861442,-0.181218,6.059138,6.371583
57.666667,20.626450,17.134456,0.190707,0.668598,0.007966,-0.019503,-0.004256,-0.002222,24.871354,-0.182318,6.060668,6.375009
57.700000,20.648289,17.138935,0.190055,0.668950,0.007991,-0.019591,-0.004260,-0.002259,24.881079,-0.183432,6.062139,6.378401
57.733333,20.670143,17.143404,0.189400,0.669298,0.008018,-0.019680,-0.004265,-0.002296,24.890618,-0.184560,6.063551,6.381758
57.766667,20.692011,17.147861,0.188743,0.669641,0.008045,-0.019772,-0.004270,-0.002332,24.899969,-0.185701,6.064905,6.385080
57.800000,20.713892,17.152307,0.188082,0.669980,0.008073,-0.019865,-0.004274,-0.002368,24.909134,-0.186857,6.066200,6.388367
57.833333,20.735787,17.156741,0.187419,0.670313,0.008102,-0.019960,-0.004279,-0.002404,24.918110,-0.188025,6.067437,6.391618
57.866667,20.757696,17.161164,0.186752,0.670641,0.008132,-0.020057,-0.004283,-0.002439,24.926899,-0.189208,6.068615,6.394835
57.900000,20.779619,17.165575,0.186082,0.670964,0.008163,-0.020155,-0.004287,-0.002475,24.935500,-0.190403,6.069734,6.398016
57.933333,20.801554,17.169974,0.185408,0.671283,0.008195,-0.020256,-0.004292,-0.002510,24.943913,-0.191613,6.070795,6.401162
57.966667,20.823503,17.174362,0.184731,0.671596,0.008227,-0.020358,-0.004296,-0.002544,24.952137,-0.192835,6.071797,6.404272
58.000000,20.845465,17.178737,0.184051,0.671905,0.008260,-0.020462,-0.004300,-0.002579,24.960173,-0.194072,6.072740,6.407346
58.033333,20.867439,17.183101,0.183367,0.672208,0.008294,-0.020568,-0.004304,-0.002613,24.968021,-0.195321,6.073625,6.410385
58.066667,20.889427,17.187452,0.182680,0.672507,0.008329,-0.020675,-0.004308,-0.002647,24.975679,-0.196584,6.074451,6.413389
58.100000,20.911426,17.191792,0.181989,0.672800,0.008365,-0.020785,-0.004312,-0.002681,24.983149,-0.197860,6.075218,6.416356
58.133333,20.933438,17.196119,0.181294,0.673088,0.008402,-0.020896,-0.004316,-0.002715,24.990429,-0.199149,6.075927,6.419287
58.166667,20.955462,17.200433,0.180596,0.673372,0.008439,-0.021009,-0.004320,-0.002748,24.997521,-0.200451,6.076577,6.422183
58.200000,20.977499,17.204735,0.179893,0.673650,0.008477,-0.021123,-0.004324,-0.002781,25.004423,-0.201767,6.077169,6.425042
58.233333,20.999547,17.209025,0.179187,0.673924,0.008516,-0.021240,-0.004327,-0.002814,25.011135,-0.203095,6.077702,6.427866
58.266667,21.021606,17.213301,0.178477,0.674192,0.008556,-0.021358,-0.004331,-0.002846,25.017658,-0.204437,6.078176,6.430653
58.300000,21.043677,17.217565,0.177764,0.674455,0.008596,-0.021477,-0.004334,-0.002878,25.023992,-0.205791,6.078592,6.433404
58.333333,21.065760,17.221816,0.177046,0.674714,0.008638,-0.021599,-0.004338,-0.002910,25.030136,-0.207159,6.078949,6.436119
58.366667,21.087854,17.226054,0.176324,0.674967,0.008680,-0.021722,-0.004341,-0.002942,25.036090,-0.208539,6.079247,6.438798
58.400000,21.109958,17.230279,0.175598,0.675215,0.008723,-0.021847,-0.004345,-0.002974,25.041854,-0.209933,6.079487,6.441440
58.433333,21.132074,17.234491,0.174867,0.675458,0.008766,-0.021973,-0.004348,-0.003005,25.047428,-0.211339,6.079668,6.444046
58.466667,21.154201,17.238689,0.174133,0.675696,0.008811,-0.022101,-0.004351,-0.003036,25.052813,-0.212758,6.079791,6.446615
58.500000,21.176338,17.242873,0.173394,0.675929,0.008856,-0.022231,-0.004355,-0.003067,25.058007,-0.214190,6.079856,6.449148
58.533333,21.198485,17.247045,0.172651,0.676157,0.008902,-0.022363,-0.004358,-0.003097,25.063012,-0.215634,6.079862,6.451644
58.566667,21.220642,17.251202,0.171903,0.676379,0.008949,-0.022496,-0.004361,-0.003127,25.067826,-0.217091,6.079809,6.454104
58.600000,21.242810,17.255346,0.171151,0.676597,0.008996,-0.022631,-0.004364,-0.003157,25.072451,-0.218561,6.079698,6.456527
58.633333,21.264988,17.259475,0.170394,0.676809,0.009045,-0.022767,-0.004367,-0.003187,25.076886,-0.220043,6.079529,6.458914
58.666667,21.287175,17.263591,0.169633,0.677017,0.009094,-0.022905,-0.004369,-0.003216,25.081131,-0.221539,6.079301,6.461264
58.700000,21.309372,17.267693,0.168867,0.677219,0.009144,-0.023045,-0.004372,-0.003245,25.085186,-0.223046,6.079015,6.463578
58.733333,21.331578,17.271780,0.168097,0.677416,0.009194,-0.023186,-0.004375,-0.003274,25.089050,-0.224566,6.078671,6.465854
58.766667,21.353794,17.275853,0.167321,0.677608,0.009245,-0.023329,-0.004378,-0.003303,25.092726,-0.226099,6.078268,6.468094
58.800000,21.376019,17.279911,0.166541,0.677795,0.009298,-0.023474,-0.004380,-0.003332,25.096211,-0.227644,6.077808,6.470298
58.833333,21.398252,17.283954,0.165757,0.677977,0.009350,-0.023620,-0.004383,-0.003360,25.099507,-0.229202,6.077289,6.472464
58.866667,21.420495,17.287983,0.164967,0.678154,0.009404,-0.023768,-0.004385,-0.003388,25.102613,-0.230772,6.076712,6.474594
58.900000,21.442746,17.291997,0.164172,0.678325,0.009458,-0.023917,-0.004388,-0.003415,25.105529,-0.232354,6.076077,6.476688
58.933333,21.465005,17.295996,0.163372,0.678492,0.009513,-0.024068,-0.004390,-0.003443,25.108256,-0.233949,6.075384,6.478744
58.966667,21.487273,17.299980,0.162568,0.678653,0.009569,-0.024221,-0.004392,-0.003470,25.110794,-0.235556,6.074633,6.480764
59.000000,21.509549,17.303948,0.161758,0.678809,0.009625,-0.024375,-0.004394,-0.003497,25.113142,-0.237175,6.073824,6.482747
59.033333,21.531833,17.307901,0.160943,0.678960,0.009682,-0.024530,-0.004397,-0.003523,25.115301,-0.238807,6.072957,6.484694
59.066667,21.554124,17.311839,0.160122,0.679106,0.009740,-0.024688,-0.004399,-0.003550,25.117272,-0.240451,6.072033,6.486603
59.100000,21.576424,17.315761,0.159297,0.679247,0.009798,-0.024847,-0.004401,-0.003576,25.119053,-0.242107,6.071050,6.488476
59.133333,21.598730,17.319667,0.158466,0.679382,0.009858,-0.025007,-0.004403,-0.003602,25.120646,-0.243775,6.070010,6.490313
59.166667,21.621045,17.323557,0.157630,0.679513,0.009918,-0.025169,-0.004404,-0.003627,25.122050,-0.245456,6.068913,6.492112
59.200000,21.643366,17.327431,0.156788,0.679638,0.009978,-0.025332,-0.004406,-0.003653,25.123266,-0.247149,6.067757,6.493876
59.233333,21.665694,17.331289,0.155941,0.679758,0.010040,-0.025497,-0.004408,-0.003678,25.124294,-0.248853,6.066545,6.495602
59.266667,21.688029,17.335130,0.155088,0.679873,0.010102,-0.025664,-0.004410,-0.003703,25.125133,-0.250570,6.065275,6.497292
59.300000,21.710371,17.338955,0.154230,0.679983,0.010164,-0.025832,-0.004411,-0.003727,25.125785,-0.252299,6.063947,6.498945
59.333333,21.732719,17.342764,0.153366,0.680088,0.010228,-0.026002,-0.004413,-0.003752,25.126250,-0.254040,6.062563,6.500562
59.366667,21.755074,17.346555,0.152496,0.680187,0.010292,-0.026173,-0.004414,-0.003776,25.126527,-0.255793,6.061121,6.502143
59.400000,21.777434,17.350330,0.151621,0.680282,0.010356,-0.026346,-0.004416,-0.003800,25.126617,-0.257558,6.059622,6.503687
59.433333,21.799801,17.354088,0.150740,0.680371,0.010422,-0.026520,-0.004417,-0.003823,25.126520,-0.259335,6.058066,6.505194
59.466667,21.822174,17.357828,0.149853,0.680455,0.010488,-0.026696,-0.004418,-0.003847,25.126236,-0.261123,6.056453,6.506665
59.500000,21.844552,17.361552,0.148960,0.680534,0.010554,-0.026873,-0.004420,-0.003870,25.125766,-0.262924,6.054783,6.508100
59.533333,21.866936,17.365257,0.148062,0.680608,0.010622,-0.027052,-0.004421,-0.003893,25.125110,-0.264737,6.053056,6.509499
59.566667,21.889325,17.368946,0.147157,0.680677,0.010690,-0.027232,-0.004422,-0.003915,25.124269,-0.266561,6.051273,6.510861
59.600000,21.911719,17.372616,0.146246,0.680740,0.010759,-0.027414,-0.004423,-0.003937,25.123242,-0.268398,6.049433,6.512188
59.633333,21.934118,17.376268,0.145329,0.680799,0.010828,-0.027597,-0.004424,-0.003959,25.122029,-0.270246,6.047537,6.513478
59.666667,21.956523,17.379903,0.144406,0.680852,0.010898,-0.027782,-0.004425,-0.003981,25.120632,-0.272106,6.045584,6.514732
59.700000,21.978932,17.383519,0.143477,0.680901,0.010968,-0.027968,-0.004426,-0.004003,25.119050,-0.273978,6.043575,6.515950
59.733333,22.001345,17.387117,0.142542,0.680944,0.011040,-0.028155,-0.004426,-0.004024,25.117284,-0.275861,6.041510,6.517132
59.766667,22.023763,17.390697,0.141600,0.680982,0.011112,-0.028345,-0.004427,-0.004045,25.115335,-0.277756,6.039388,6.518279
59.800000,22.046185,17.394258,0.140652,0.681015,0.011184,-0.028535,-0.004428,-0.004066,25.113201,-0.279663,6.037211,6.519389
59.833333,22.068611,17.397800,0.139698,0.681043,0.011257,-0.028727,-0.004428,-0.004087,25.110885,-0.281582,6.034978,6.520464
59.866667,22.091041,17.401323,0.138737,0.681066,0.011331,-0.028921,-0.004429,-0.004107,25.108386,-0.283512,6.032689,6.521504
59.900000,22.113474,17.404827,0.137770,0.681083,0.011405,-0.029116,-0.004429,-0.004127,25.105705,-0.285454,6.030345,6.522508
59.933333,22.135912,17.408312,0.136796,0.681096,0.011480,-0.029313,-0.004430,-0.004147,25.102841,-0.287408,6.027945,6.523476
59.966667,22.158352,17.411777,0.135816,0.681103,0.011556,-0.029510,-0.004430,-0.004166,25.099796,-0.289373,6.025489,6.524409
60.000000,22.180796,17.415223,0.134829,0.681106,0.011632,-0.029710,-0.004430,-0.004185,25.096570,-0.291350,6.022979,6.525306
60.033333,22.203243,17.418649,0.133835,0.681103,0.011709,-0.029911,-0.004430,-0.004204,25.093164,-0.293338,6.020413,6.526169
60.066667,22.225693,17.422055,0.132834,0.681096,0.011787,-0.030113,-0.004431,-0.004223,25.089577,-0.295338,6.017792,6.526996
60.100000,22.248145,17.425442,0.131827,0.681083,0.011865,-0.030317,-0.004431,-0.004242,25.085810,-0.297350,6.015117,6.527788
60.133333,22.270600,17.428808,0.130813,0.681065,0.011943,-0.030522,-0.004431,-0.004260,25.081864,-0.299373,6.012386,6.528546
60.166667,22.293058,17.432154,0.129793,0.681042,0.012023,-0.030729,-0.004431,-0.004278,25.077739,-0.301407,6.009601,6.529268
60.200000,22.315517,17.435479,0.128765,0.681014,0.012103,-0.030937,-0.004430,-0.004296,25.073436,-0.303453,6.006762,6.529956
60.233333,22.337979,17.438784,0.127730,0.680982,0.012183,-0.031146,-0.004430,-0.004313,25.068955,-0.305510,6.003868,6.530609
60.266667,22.360443,17.442067,0.126688,0.680944,0.012264,-0.031357,-0.004430,-0.004330,25.064297,-0.307578,6.000920,6.531228
60.300000,22.382908,17.445330,0.125640,0.680901,0.012346,-0.031569,-0.004430,-0.004347,25.059462,-0.309658,5.997919,6.531812
60.333333,22.405375,17.448572,0.124584,0.680853,0.012428,-0.031783,-0.004429,-0.004364,25.054450,-0.311750,5.994863,6.532362
60.366667,22.427844,17.451793,0.123521,0.680800,0.012511,-0.031998,-0.004429,-0.004380,25.049263,-0.313852,5.991753,6.532878
60.400000,22.450313,17.454992,0.122451,0.680742,0.012594,-0.032215,-0.004428,-0.004397,25.043901,-0.315966,5.988590,6.533360
60.433333,22.472784,17.458169,0.121373,0.680680,0.012678,-0.032433,-0.004428,-0.004413,25.038364,-0.318091,5.985374,6.533808
60.466667,22.495256,17.461325,0.120288,0.680612,0.012762,-0.032652,-0.004427,-0.004428,25.032653,-0.320228,5.982105,6.534222
60.500000,22.517728,17.464459,0.119196,0.680539,0.012847,-0.032873,-0.004426,-0.004444,25.026768,-0.322376,5.978782,6.534602
60.533333,22.540201,17.467570,0.118097,0.680462,0.012933,-0.033095,-0.004425,-0.004459,25.020711,-0.324534,5.975407,6.534949
60.566667,22.562675,17.470660,0.116990,0.680379,0.013019,-0.033319,-0.004425,-0.004474,25.014481,-0.326704,5.971979,6.535262
60.600000,22.585148,17.473727,0.115876,0.680292,0.013106,-0.033543,-0.004424,-0.004489,25.008080,-0.328886,5.968498,6.535542
60.633333,22.607622,17.476771,0.114754,0.680199,0.013193,-0.033770,-0.004423,-0.004503,25.001508,-0.331078,5.964965,6.535789
60.666667,22.630096,17.479793,0.113624,0.680102,0.013281,-0.033998,-0.004422,-0.004517,24.994765,-0.333281,5.961380,6.536003
60.700000,22.652569,17.482791,0.112487,0.680000,0.013369,-0.034227,-0.004421,-0.004531,24.987853,-0.335496,5.957743,6.536184
60.733333,22.675043,17.485767,0.111343,0.679893,0.013458,-0.034457,-0.004419,-0.004545,24.980772,-0.337721,5.954054,6.536332
60.766667,22.697515,17.488719,0.110190,0.679781,0.013547,-0.034689,-0.004418,-0.004558,24.973522,-0.339958,5.950314,6.536448
60.800000,22.719987,17.491648,0.109030,0.679665,0.013637,-0.034922,-0.004417,-0.004571,24.966105,-0.342205,5.946522,6.536531
60.833333,22.742458,17.494553,0.107862,0.679543,0.013727,-0.035157,-0.004415,-0.004584,24.958521,-0.344463,5.942679,6.536581
60.866667,22.764928,17.497435,0.106686,0.679417,0.013818,-0.035393,-0.004414,-0.004597,24.950770,-0.346733,5.938785,6.536600
60.900000,22.787397,17.500292,0.105502,0.679286,0.013910,-0.035630,-0.004412,-0.004609,24.942854,-0.349013,5.934840,6.536587
60.933333,22.809864,17.503126,0.104311,0.679150,0.014002,-0.035869,-0.004411,-0.004621,24.934773,-0.351304,5.930845,6.536541
60.966667,22.832330,17.505935,0.103111,0.679009,0.014094,-0.036109,-0.004409,-0.004633,24.926528,-0.353606,5.926800,6.536465
61.000000,22.854794,17.508720,0.101904,0.678864,0.014187,-0.036350,-0.004408,-0.004645,24.918120,-0.355918,5.922704,6.536356
61.033333,22.877257,17.511480,0.100688,0.678713,0.014281,-0.036593,-0.004406,-0.004656,24.909549,-0.358242,5.918558,6.536216
61.066667,22.899717,17.514215,0.099464,0.678559,0.014375,-0.036837,-0.004404,-0.004667,24.900817,-0.360576,5.914363,6.536045
61.100000,22.922175,17.516925,0.098232,0.678399,0.014469,-0.037083,-0.004402,-0.004678,24.891923,-0.362920,5.910118,6.535843
61.133333,22.944631,17.519610,0.096992,0.678235,0.014564,-0.037330,-0.004400,-0.004689,24.882870,-0.365276,5.905825,6.535610
61.166667,22.967084,17.522270,0.095743,0.678066,0.014660,-0.037578,-0.004398,-0.004699,24.873657,-0.367642,5.901482,6.535347
61.200000,22.989535,17.524905,0.094487,0.677892,0.014756,-0.037827,-0.004396,-0.004709,24.864285,-0.370018,5.897090,6.535053
61.233333,23.011983,17.527513,0.093222,0.677714,0.014852,-0.038078,-0.004394,-0.004719,24.854756,-0.372405,5.892650,6.534728
61.266667,23.034427,17.530096,0.091948,0.677531,0.014949,-0.038330,-0.004392,-0.004729,24.845070,-0.374803,5.888162,6.534373
61.300000,23.056869,17.532653,0.090666,0.677343,0.015047,-0.038584,-0.004389,-0.004738,24.835228,-0.377211,5.883625,6.533989
61.333333,23.079307,17.535184,0.089376,0.677151,0.015145,-0.038838,-0.004387,-0.004747,24.825231,-0.379629,5.879041,6.533574
61.366667,23.101742,17.537688,0.088077,0.676955,0.015243,-0.039094,-0.004385,-0.004756,24.815080,-0.382058,5.874410,6.533130
61.400000,23.124173,17.540166,0.086770,0.676753,0.015342,-0.039352,-0.004382,-0.004764,24.804775,-0.384497,5.869731,6.532657
61.433333,23.146601,17.542617,0.085453,0.676548,0.015441,-0.039611,-0.004380,-0.004773,24.794318,-0.386946,5.865005,6.532154
61.466667,23.169024,17.545041,0.084129,0.676337,0.015541,-0.039871,-0.004377,-0.004781,24.783710,-0.389406,5.860233,6.531622
61.500000,23.191443,17.547438,0.082795,0.676123,0.015641,-0.040132,-0.004374,-0.004789,24.772951,-0.391875,5.855414,6.531061
61.533333,23.213858,17.549808,0.081453,0.675903,0.015742,-0.040394,-0.004372,-0.004796,24.762042,-0.394355,5.850549,6.530472
61.566667,23.236268,17.552150,0.080102,0.675680,0.015843,-0.040658,-0.004369,-0.004803,24.750985,-0.396845,5.845639,6.529854
61.600000,23.258674,17.554465,0.078743,0.675451,0.015944,-0.040923,-0.004366,-0.004810,24.739780,-0.399345,5.840682,6.529208
61.633333,23.281075,17.556752,0.077374,0.675219,0.016046,-0.041190,-0.004363,-0.004817,24.728428,-0.401855,5.835681,6.528533
61.666667,23.303471,17.559011,0.075997,0.674982,0.016149,-0.041458,-0.004360,-0.004824,24.716931,-0.404374,5.830634,6.527831
61.700000,23.325862,17.561242,0.074610,0.674740,0.016252,-0.041727,-0.004357,-0.004830,24.705288,-0.406904,5.825543,6.527101
61.733333,23.348248,17.563444,0.073215,0.674495,0.016355,-0.041997,-0.004354,-0.004836,24.693502,-0.409444,5.820407,6.526344
61.766667,23.370629,17.565618,0.071811,0.674245,0.016459,-0.042268,-0.004351,-0.004842,24.681574,-0.411993,5.815227,6.525560
61.800000,23.393003,17.567764,0.070397,0.673990,0.016563,-0.042541,-0.004347,-0.004847,24.669503,-0.414552,5.810004,6.524748
61.833333,23.415372,17.569880,0.068975,0.673732,0.016667,-0.042815,-0.004344,-0.004853,24.657293,-0.417120,5.804737,6.523910
61.866667,23.437735,17.571968,0.067543,0.673469,0.016772,-0.043091,-0.004341,-0.004858,24.644942,-0.419698,5.799427,6.523044
61.900000,23.460092,17.574026,0.066102,0.673202,0.016878,-0.043367,-0.004337,-0.004862,24.632453,-0.422286,5.794074,6.522153
61.933333,23.482443,17.576055,0.064652,0.672930,0.016983,-0.043645,-0.004334,-0.004867,24.619827,-0.424883,5.788678,6.521235
61.966667,23.504787,17.578054,0.063192,0.672655,0.017090,-0.043924,-0.004330,-0.004871,24.607064,-0.427490,5.783241,6.520291
62.000000,23.527125,17.580024,0.061723,0.672375,0.017196,-0.044204,-0.004326,-0.004875,24.594166,-0.430105,5.777761,6.519322
62.033333,23.549456,17.581963,0.060245,0.672091,0.017303,-0.044486,-0.004323,-0.004879,24.581134,-0.432730,5.772240,6.518327
62.066667,23.571780,17.583873,0.058758,0.671803,0.017410,-0.044768,-0.004319,-0.004882,24.567969,-0.435365,5.766678,6.517307
62.100000,23.594098,17.585752,0.057261,0.671511,0.017518,-0.045052,-0.004315,-0.004886,24.554672,-0.438008,5.761075,6.516261
62.133333,23.616408,17.587601,0.055754,0.671215,0.017626,-0.045337,-0.004311,-0.004888,24.541245,-0.440660,5.755432,6.515191
62.166667,23.638710,17.589419,0.054238,0.670915,0.017735,-0.045624,-0.004307,-0.004891,24.527688,-0.443322,5.749748,6.514096
62.200000,23.661005,17.591206,0.052713,0.670610,0.017844,-0.045911,-0.004303,-0.004894,24.514003,-0.445992,5.744025,6.512976
62.233333,23.683293,17.592962,0.051177,0.670302,0.017953,-0.046200,-0.004299,-0.004896,24.500190,-0.448671,5.738262,6.511833
62.266667,23.705572,17.594687,0.049633,0.669990,0.018062,-0.046490,-0.004295,-0.004898,24.486252,-0.451358,5.732461,6.510665
62.300000,23.727844,17.596381,0.048078,0.669674,0.018172,-0.046781,-0.004291,-0.004900,24.472189,-0.454055,5.726621,6.509474
62.333333,23.750107,17.598043,0.046514,0.669354,0.018283,-0.047073,-0.004286,-0.004901,24.458002,-0.456760,5.720742,6.508259
62.366667,23.772362,17.599673,0.044940,0.669030,0.018393,-0.047366,-0.004282,-0.004902,24.443693,-0.459473,5.714826,6.507021
62.400000,23.794609,17.601271,0.043356,0.668702,0.018504,-0.047661,-0.004278,-0.004903,24.429263,-0.462195,5.708872,6.505760
62.433333,23.816847,17.602838,0.041762,0.668370,0.018616,-0.047957,-0.004273,-0.004904,24.414714,-0.464925,5.702881,6.504476
62.466667,23.839076,17.604372,0.040159,0.668035,0.018727,-0.048253,-0.004268,-0.004904,24.400045,-0.467663,5.696853,6.503169
62.500000,23.861297,17.605873,0.038546,0.667695,0.018839,-0.048551,-0.004264,-0.004904,24.385260,-0.470410,5.690789,6.501841
62.533333,23.883508,17.607342,0.036922,0.667352,0.018952,-0.048851,-0.004259,-0.004904,24.370359,-0.473164,5.684690,6.500490
62.566667,23.905710,17.608778,0.035289,0.667006,0.019064,-0.049151,-0.004254,-0.004904,24.355343,-0.475926,5.678554,6.499117
62.600000,23.927902,17.610181,0.033646,0.666655,0.019177,-0.049452,-0.004250,-0.004903,24.340213,-0.478696,5.672384,6.497723
62.633333,23.950085,17.611551,0.031992,0.666301,0.019290,-0.049754,-0.004245,-0.004902,24.324972,-0.481474,5.666179,6.496307
62.666667,23.972259,17.612887,0.030329,0.665944,0.019404,-0.050058,-0.004240,-0.004901,24.309620,-0.484260,5.659940,6.494870
62.700000,23.994422,17.614190,0.028655,0.665582,0.019518,-0.050363,-0.004235,-0.004900,24.294158,-0.487053,5.653667,6.493413
62.733333,24.016575,17.615459,0.026971,0.665218,0.019632,-0.050668,-0.004230,-0.004898,24.278589,-0.489853,5.647360,6.491934
62.766667,24.038718,17.616694,0.025277,0.664849,0.019747,-0.050975,-0.004225,-0.004896,24.262913,-0.492661,5.641021,6.490436
62.800000,24.060851,17.617895,0.023573,0.664477,0.019861,-0.051283,-0.004219,-0.004894,24.247132,-0.495476,5.634649,6.488917
62.833333,24.082973,17.619062,0.021858,0.664102,0.019976,-0.051592,-0.004214,-0.004892,24.231247,-0.498297,5.628245,6.487378
62.866667,24.105085,17.620194,0.020133,0.663723,0.020092,-0.051902,-0.004209,-0.004889,24.215260,-0.501126,5.621810,6.485820
62.900000,24.127185,17.621292,0.018398,0.663341,0.020207,-0.052213,-0.004203,-0.004886,24.199171,-0.503962,5.615343,6.484243
62.933333,24.149275,17.622355,0.016652,0.662956,0.020323,-0.052524,-0.004198,-0.004883,24.182983,-0.506804,5.608846,6.482646
62.966667,24.171354,17.623382,0.014896,0.662567,0.020439,-0.052837,-0.004192,-0.004880,24.166697,-0.509653,5.602318,6.481030
63.000000,24.193421,17.624375,0.013130,0.662175,0.020556,-0.053151,-0.004187,-0.004876,24.150314,-0.512508,5.595761,6.479396
63.033333,24.215477,17.625332,0.011353,0.661779,0.020672,-0.053466,-0.004181,-0.004872,24.133836,-0.515370,5.589174,6.477744
63.066667,24.237521,17.626254,0.009566,0.661380,0.020789,-0.053782,-0.004175,-0.004868,24.117264,-0.518238,5.582559,6.476073
63.100000,24.259554,17.627140,0.007767,0.660978,0.020906,-0.054099,-0.004170,-0.004864,24.100600,-0.521112,5.575916,6.474384
63.133333,24.281574,17.627990,0.005959,0.660573,0.021024,-0.054417,-0.004164,-0.004859,24.083845,-0.523992,5.569244,6.472678
63.166667,24.303583,17.628804,0.004140,0.660165,0.021141,-0.054736,-0.004158,-0.004854,24.067001,-0.526877,5.562546,6.470955
63.200000,24.325579,17.629581,0.002310,0.659754,0.021259,-0.055056,-0.004152,-0.004849,24.050069,-0.529768,5.555820,6.469214
63.233333,24.347563,17.630323,0.000469,0.659339,0.021377,-0.055376,-0.004146,-0.004844,24.033051,-0.532665,5.549069,6.467457
63.266667,24.369534,17.631027,-0.001382,0.658922,0.021495,-0.055698,-0.004140,-0.004838,24.015948,-0.535567,5.542291,6.465683
63.300000,24.391493,17.631695,-0.003244,0.658502,0.021614,-0.056021,-0.004133,-0.004832,23.998761,-0.538474,5.535488,6.463892
63.333333,24.413439,17.632326,-0.005117,0.658078,0.021733,-0.056344,-0.004127,-0.004826,23.981494,-0.541387,5.528661,6.462086
63.366667,24.435371,17.632919,-0.007000,0.657652,0.021852,-0.056668,-0.004121,-0.004819,23.964146,-0.544304,5.521809,6.460264
63.400000,24.457291,17.633475,-0.008895,0.657223,0.021971,-0.056993,-0.004114,-0.004813,23.946719,-0.547225,5.514934,6.458426
63.433333,24.479198,17.633994,-0.010800,0.656791,0.022090,-0.057319,-0.004108,-0.004806,23.929216,-0.550152,5.508035,6.456573
63.466667,24.501090,17.634475,-0.012716,0.656356,0.022209,-0.057646,-0.004101,-0.004798,23.911637,-0.553083,5.501114,6.454705
63.500000,24.522970,17.634918,-0.014643,0.655919,0.022329,-0.057974,-0.004095,-0.004791,23.893984,-0.556018,5.494171,6.452822
63.533333,24.544835,17.635323,-0.016581,0.655478,0.022449,-0.058302,-0.004088,-0.004783,23.876260,-0.558957,5.487206,6.450924
63.566667,24.566687,17.635690,-0.018530,0.655035,0.022569,-0.058632,-0.004082,-0.004775,23.858464,-0.561899,5.480220,6.449012
63.600000,24.588525,17.636018,-0.020490,0.654590,0.022689,-0.058962,-0.004075,-0.004767,23.840600,-0.564846,5.473214,6.447086
63.633333,24.610348,17.636308,-0.022460,0.654141,0.022809,-0.059293,-0.004068,-0.004758,23.822669,-0.567796,5.466188,6.445147
63.666667,24.632157,17.636559,-0.024442,0.653691,0.022930,-0.059624,-0.004061,-0.004750,23.804672,-0.570749,5.459143,6.443193
63.700000,24.653952,17.636771,-0.026435,0.653237,0.023050,-0.059956,-0.004054,-0.004741,23.786612,-0.573706,5.452079,6.441227
63.733333,24.675732,17.636944,-0.028439,0.652781,0.023171,-0.060289,-0.004047,-0.004731,23.768489,-0.576665,5.444997,6.439247
63.766667,24.697497,17.637078,-0.030455,0.652323,0.023292,-0.060623,-0.004040,-0.004722,23.750305,-0.579628,5.437897,6.437255
63.800000,24.719247,17.637172,-0.032481,0.651862,0.023413,-0.060958,-0.004033,-0.004712,23.732062,-0.582592,5.430781,6.435251
63.833333,24.740982,17.637226,-0.034518,0.651399,0.023534,-0.061293,-0.004026,-0.004702,23.713763,-0.585560,5.423648,6.433234
63.866667,24.762702,17.637241,-0.036567,0.650934,0.023655,-0.061628,-0.004018,-0.004692,23.695408,-0.588529,5.416499,6.431204
63.900000,24.784406,17.637216,-0.038627,0.650466,0.023776,-0.061965,-0.004011,-0.004681,23.676999,-0.591500,5.409336,6.429164
63.933333,24.806095,17.637150,-0.040698,0.649996,0.023898,-0.062302,-0.004004,-0.004671,23.658538,-0.594473,5.402157,6.427111
63.966667,24.827768,17.637044,-0.042781,0.649524,0.024019,-0.062639,-0.003996,-0.004659,23.640026,-0.597448,5.394965,6.425048
64.000000,24.849426,17.636898,-0.044874,0.649050,0.024141,-0.062978,-0.003988,-0.004648,23.621466,-0.600424,5.387760,6.422973
64.033333,24.871067,17.636711,-0.046979,0.648573,0.024262,-0.063316,-0.003981,-0.004637,23.602860,-0.603401,5.380542,6.420888
64.066667,24.892692,17.636483,-0.049095,0.648095,0.024384,-0.063656,-0.003973,-0.004625,23.584208,-0.606379,5.373312,6.418792
64.100000,24.914301,17.636214,-0.051223,0.647614,0.024506,-0.063996,-0.003965,-0.004613,23.565513,-0.609357,5.366070,6.416686
64.133333,24.935893,17.635904,-0.053362,0.647132,0.024627,-0.064336,-0.003958,-0.004600,23.546776,-0.612336,5.358818,6.414570
64.166667,24.957469,17.635553,-0.055512,0.646647,0.024749,-0.064677,-0.003950,-0.004588,23.528000,-0.615316,5.351556,6.412444
64.200000,24.979028,17.635160,-0.057673,0.646161,0.024871,-0.065018,-0.003942,-0.004575,23.509185,-0.618295,5.344284,6.410309
64.233333,25.000570,17.634725,-0.059846,0.645673,0.024993,-0.065360,-0.003934,-0.004562,23.490335,-0.621274,5.337003,6.408164
64.266667,25.022096,17.634248,-0.062031,0.645183,0.025115,-0.065702,-0.003926,-0.004549,23.471450,-0.624252,5.329714,6.406011
