t,x,y,psi,u,v,r,jerk_x,jerk_y,tau_u,tau_r,T1,T2
28.966667,13.986284,4.735999,1.543282,0.603725,-0.022036,0.047701,0.006498,-0.004258,22.890224,0.304425,5.984991,5.460121
29.000000,13.987553,4.756112,1.544864,0.604655,-0.021863,0.047208,0.006503,-0.004286,22.922602,0.300839,5.989995,5.471306
29.033333,13.988786,4.776258,1.546429,0.605583,-0.021691,0.046717,0.006508,-0.004314,22.954850,0.297277,5.994986,5.482439
29.066667,13.989983,4.796437,1.547978,0.606508,-0.021519,0.046230,0.006512,-0.004342,22.986964,0.293738,5.999963,5.493519
29.100000,13.991143,4.816649,1.549511,0.607431,-0.021348,0.045746,0.006516,-0.004371,23.018942,0.290221,6.004926,5.504545
29.133333,13.992267,4.836893,1.551028,0.608351,-0.021177,0.045265,0.006520,-0.004399,23.050781,0.286727,6.009874,5.515516
29.166667,13.993356,4.857170,1.552529,0.609269,-0.021006,0.044786,0.006524,-0.004427,23.082479,0.283256,6.014806,5.526433
29.200000,13.994410,4.877479,1.554014,0.610185,-0.020836,0.044310,0.006528,-0.004455,23.114032,0.279807,6.019721,5.537295
29.233333,13.995428,4.897820,1.555483,0.611097,-0.020667,0.043838,0.006531,-0.004484,23.145438,0.276381,6.024619,5.548101
29.266667,13.996411,4.918192,1.556936,0.612007,-0.020497,0.043368,0.006535,-0.004512,23.176696,0.272976,6.029498,5.558850
29.300000,13.997360,4.938597,1.558374,0.612915,-0.020329,0.042900,0.006538,-0.004541,23.207801,0.269594,6.034358,5.569542
29.333333,13.998274,4.959033,1.559796,0.613819,-0.020160,0.042436,0.006541,-0.004569,23.238751,0.266233,6.039199,5.580177
29.366667,13.999154,4.979501,1.561203,0.614720,-0.019993,0.041975,0.006543,-0.004598,23.269544,0.262893,6.044018,5.590754
29.400000,14.000000,5.000000,1.562595,0.615618,-0.019825,0.041516,0.006546,-0.004626,23.300178,0.259568,6.048810,5.601279
29.433333,14.000812,5.020530,1.563971,0.616513,-0.019658,0.041060,0.006548,-0.004655,23.330649,0.256254,6.053571,5.611754
29.466667,14.001591,5.041091,1.565332,0.617405,-0.019492,0.040607,0.006551,-0.004683,23.360955,0.252953,6.058302,5.622176
29.500000,14.002337,5.061683,1.566678,0.618294,-0.019326,0.040156,0.006553,-0.004711,23.391095,0.249669,6.063006,5.632542
29.533333,14.003049,5.082305,1.568009,0.619179,-0.019160,0.039708,0.006555,-0.004739,23.421065,0.246404,6.067683,5.642849
29.566667,14.003729,5.102957,1.569325,0.620061,-0.018995,0.039263,0.006557,-0.004767,23.450864,0.243157,6.072334,5.653098
29.600000,14.004377,5.123640,1.570627,0.620939,-0.018830,0.038820,0.006559,-0.004794,23.480489,0.239928,6.076957,5.663287
29.633333,14.004992,5.144353,1.571913,0.621814,-0.018666,0.038380,0.006561,-0.004822,23.509938,0.236717,6.081551,5.673418
29.666667,14.005575,5.165096,1.573185,0.622685,-0.018502,0.037942,0.006563,-0.004849,23.539209,0.233524,6.086116,5.683488
29.700000,14.006126,5.185868,1.574443,0.623552,-0.018339,0.037507,0.006565,-0.004876,23.568299,0.230348,6.090651,5.693499
29.733333,14.006646,5.206670,1.575686,0.624416,-0.018176,0.037075,0.006567,-0.004903,23.597208,0.227190,6.095155,5.703449
29.766667,14.007134,5.227501,1.576914,0.625275,-0.018013,0.036645,0.006568,-0.004929,23.625932,0.224048,6.099628,5.713338
29.800000,14.007592,5.248362,1.578129,0.626131,-0.017851,0.036217,0.006570,-0.004956,23.654469,0.220924,6.104069,5.723165
29.833333,14.008018,5.269251,1.579329,0.626983,-0.017690,0.035792,0.006572,-0.004982,23.682818,0.217816,6.108477,5.732932
29.866667,14.008414,5.290169,1.580515,0.627831,-0.017529,0.035369,0.006573,-0.005008,23.710976,0.214725,6.112852,5.742636
29.900000,14.008780,5.311116,1.581687,0.628674,-0.017368,0.034948,0.006575,-0.005033,23.738941,0.211650,6.117192,5.752278
29.933333,14.009116,5.332091,1.582845,0.629513,-0.017208,0.034530,0.006576,-0.005059,23.766712,0.208591,6.121498,5.761858
29.966667,14.009422,5.353094,1.583989,0.630348,-0.017048,0.034115,0.006577,-0.005084,23.794286,0.205549,6.125768,5.771374
30.000000,14.009698,5.374125,1.585119,0.631179,-0.016889,0.033702,0.006578,-0.005110,23.821661,0.202521,6.130003,5.780828
30.033333,14.009945,5.395184,1.586236,0.632005,-0.016730,0.033291,0.006580,-0.005135,23.848836,0.199510,6.134200,5.790218
30.066667,14.010163,5.416271,1.587338,0.632827,-0.016571,0.032882,0.006581,-0.005159,23.875809,0.196514,6.138361,5.799544
30.100000,14.010352,5.437385,1.588428,0.633645,-0.016413,0.032476,0.006582,-0.005184,23.902578,0.193533,6.142483,5.808806
30.133333,14.010512,5.458527,1.589503,0.634457,-0.016256,0.032072,0.006583,-0.005208,23.929140,0.190567,6.146567,5.818003
30.166667,14.010644,5.479695,1.590566,0.635265,-0.016099,0.031670,0.006584,-0.005232,23.955495,0.187616,6.150612,5.827136
30.200000,14.010748,5.500890,1.591615,0.636069,-0.015942,0.031270,0.006584,-0.005256,23.981640,0.184680,6.154617,5.836203
30.233333,14.010824,5.522113,1.592650,0.636867,-0.015786,0.030873,0.006585,-0.005280,24.007574,0.181758,6.158581,5.845206
30.266667,14.010873,5.543361,1.593673,0.637661,-0.015630,0.030478,0.006586,-0.005304,24.033294,0.178850,6.162505,5.854142
30.300000,14.010894,5.564636,1.594682,0.638450,-0.015474,0.030084,0.006586,-0.005327,24.058800,0.175957,6.166387,5.863013
30.333333,14.010887,5.585937,1.595679,0.639234,-0.015319,0.029694,0.006587,-0.005350,24.084089,0.173077,6.170226,5.871818
30.366667,14.010854,5.607264,1.596662,0.640013,-0.015165,0.029305,0.006587,-0.005373,24.109159,0.170211,6.174023,5.880556
30.400000,14.010795,5.628616,1.597632,0.640787,-0.015011,0.028918,0.006588,-0.005396,24.134010,0.167359,6.177777,5.889228
30.433333,14.010709,5.649994,1.598590,0.641556,-0.014857,0.028533,0.006588,-0.005419,24.158639,0.164520,6.181487,5.897833
30.466667,14.010596,5.671398,1.599534,0.642320,-0.014704,0.028151,0.006588,-0.005441,24.183045,0.161694,6.185153,5.906370
30.500000,14.010458,5.692826,1.600466,0.643078,-0.014551,0.027770,0.006589,-0.005464,24.207227,0.158881,6.188773,5.914840
30.533333,14.010294,5.714279,1.601386,0.643831,-0.014398,0.027392,0.006589,-0.005486,24.231181,0.156081,6.192348,5.923243
30.566667,14.010105,5.735757,1.602293,0.644579,-0.014246,0.027015,0.006589,-0.005507,24.254908,0.153294,6.195877,5.931577
30.600000,14.009890,5.757260,1.603187,0.645322,-0.014094,0.026641,0.006589,-0.005529,24.278406,0.150519,6.199359,5.939844
30.633333,14.009651,5.778787,1.604069,0.646059,-0.013943,0.026268,0.006589,-0.005550,24.301673,0.147756,6.202794,5.948042
30.666667,14.009387,5.800337,1.604938,0.646791,-0.013792,0.025898,0.006589,-0.005572,24.324707,0.145006,6.206182,5.956171
30.700000,14.009098,5.821912,1.605795,0.647517,-0.013642,0.025529,0.006588,-0.005593,24.347507,0.142268,6.209521,5.964232
30.733333,14.008785,5.843511,1.606640,0.648237,-0.013492,0.025162,0.006588,-0.005614,24.370072,0.139541,6.212812,5.972224
30.766667,14.008448,5.865132,1.607473,0.648952,-0.013342,0.024797,0.006588,-0.005634,24.392400,0.136826,6.216054,5.980147
30.800000,14.008088,5.886777,1.608293,0.649661,-0.013193,0.024434,0.006587,-0.005655,24.414490,0.134122,6.219245,5.988000
30.833333,14.007703,5.908446,1.609102,0.650365,-0.013044,0.024072,0.006587,-0.005675,24.436341,0.131430,6.222387,5.995783
30.866667,14.007296,5.930137,1.609898,0.651063,-0.012896,0.023713,0.006586,-0.005695,24.457950,0.128749,6.225478,6.003497
30.900000,14.006866,5.951850,1.610682,0.651755,-0.012747,0.023355,0.006586,-0.005715,24.479318,0.126079,6.228518,6.011141
30.933333,14.006413,5.973586,1.611455,0.652441,-0.012600,0.022999,0.006585,-0.005734,24.500441,0.123419,6.231506,6.018714
30.966667,14.005937,5.995344,1.612216,0.653121,-0.012452,0.022645,0.006584,-0.005754,24.521320,0.120770,6.234442,6.026218
31.000000,14.005439,6.017124,1.612965,0.653795,-0.012306,0.022293,0.006583,-0.005773,24.541953,0.118132,6.237326,6.033650
31.033333,14.004920,6.038926,1.613702,0.654463,-0.012159,0.021942,0.006582,-0.005792,24.562338,0.115504,6.240157,6.041012
31.066667,14.004378,6.060750,1.614427,0.655125,-0.012013,0.021593,0.006581,-0.005811,24.582474,0.112885,6.242934,6.048304
31.100000,14.003815,6.082595,1.615141,0.655781,-0.011867,0.021245,0.006580,-0.005830,24.602361,0.110277,6.245657,6.055524
31.133333,14.003230,6.104461,1.615844,0.656431,-0.011722,0.020899,0.006579,-0.005848,24.621997,0.107679,6.248326,6.062673
