t,x,y,psi,u,v,r,jerk_x,jerk_y,tau_u,tau_r,tau_v,T1,T2
27.466667,13.833314,3.917831,1.387082,0.540253,-0.030124,0.089738,0.001895,-0.000411,20.439325,0.699523,0.092564,11.564899,8.874426
27.500000,13.837566,3.935373,1.390067,0.541067,-0.030051,0.089353,0.001907,-0.000445,20.472368,0.695729,0.091846,11.574125,8.898244
27.533333,13.841769,3.952955,1.393039,0.541887,-0.029978,0.088966,0.001919,-0.000479,20.505565,0.691921,0.091103,11.583399,8.922166
27.566667,13.845921,3.970576,1.395998,0.542712,-0.029906,0.088578,0.001931,-0.000514,20.538912,0.688098,0.090336,11.592721,8.946191
27.600000,13.850024,3.988238,1.398944,0.543542,-0.029834,0.088187,0.001943,-0.000548,20.572407,0.684261,0.089545,11.602089,8.970318
27.633333,13.854078,4.005939,1.401877,0.544378,-0.029762,0.087795,0.001955,-0.000583,20.606047,0.680409,0.088733,11.611503,8.994544
27.666667,13.858082,4.023679,1.404797,0.545219,-0.029691,0.087400,0.001967,-0.000617,20.639828,0.676544,0.087901,11.620961,9.018867
27.700000,13.862036,4.041460,1.407704,0.546065,-0.029620,0.087004,0.001980,-0.000651,20.673747,0.672666,0.087048,11.630461,9.043286
27.733333,13.865941,4.059280,1.410598,0.546916,-0.029549,0.086606,0.001992,-0.000686,20.707802,0.668773,0.086177,11.640004,9.067798
27.766667,13.869797,4.077140,1.413478,0.547772,-0.029478,0.086206,0.002004,-0.000720,20.741990,0.664868,0.085289,11.649587,9.092403
27.800000,13.873603,4.095039,1.416345,0.548633,-0.029407,0.085804,0.002016,-0.000754,20.776307,0.660949,0.084385,11.659209,9.117098
27.833333,13.877361,4.112978,1.419198,0.549499,-0.029337,0.085400,0.002028,-0.000789,20.810751,0.657017,0.083466,11.668870,9.141881
27.866667,13.881069,4.130957,1.422038,0.550369,-0.029266,0.084995,0.002040,-0.000823,20.845318,0.653072,0.082534,11.678568,9.166751
27.900000,13.884728,4.148975,1.424864,0.551244,-0.029196,0.084588,0.002052,-0.000858,20.880007,0.649115,0.081590,11.688302,9.191705
27.933333,13.888339,4.167033,1.427677,0.552124,-0.029126,0.084179,0.002065,-0.000892,20.914813,0.645145,0.080634,11.698071,9.216742
27.966667,13.891900,4.185130,1.430476,0.553008,-0.029056,0.083768,0.002077,-0.000926,20.949733,0.641163,0.079669,11.707873,9.241860
28.000000,13.895413,4.203267,1.433262,0.553896,-0.028986,0.083355,0.002089,-0.000961,20.984766,0.637169,0.078696,11.717708,9.267058
28.033333,13.898877,4.221443,1.436033,0.554789,-0.028916,0.082941,0.002101,-0.000995,21.019907,0.633163,0.077716,11.727575,9.292333
28.066667,13.902292,4.239658,1.438791,0.555686,-0.028846,0.082525,0.002113,-0.001029,21.055155,0.629145,0.076731,11.737472,9.317683
28.100000,13.905659,4.257913,1.441535,0.556588,-0.028775,0.082108,0.002125,-0.001064,21.090505,0.625116,0.075742,11.747398,9.343107
28.133333,13.908978,4.276207,1.444265,0.557493,-0.028705,0.081689,0.002138,-0.001098,21.125955,0.621075,0.074750,11.757352,9.368603
28.166667,13.912248,4.294541,1.446981,0.558402,-0.028635,0.081268,0.002150,-0.001133,21.161502,0.617023,0.073757,11.767333,9.394169
28.200000,13.915470,4.312913,1.449683,0.559316,-0.028564,0.080845,0.002162,-0.001167,21.197144,0.612960,0.072765,11.777340,9.419803
28.233333,13.918643,4.331325,1.452370,0.560233,-0.028493,0.080421,0.002174,-0.001201,21.232876,0.608886,0.071775,11.787372,9.445504
28.266667,13.921769,4.349776,1.455044,0.561154,-0.028422,0.079996,0.002186,-0.001236,21.268697,0.604801,0.070789,11.797427,9.471269
28.300000,13.924846,4.368266,1.457703,0.562078,-0.028351,0.079568,0.002198,-0.001270,21.304603,0.600706,0.069807,11.807505,9.497098
28.333333,13.927875,4.386795,1.460349,0.563007,-0.028279,0.079140,0.002210,-0.001304,21.340591,0.596601,0.068833,11.817605,9.522987
28.366667,13.930857,4.405363,1.462979,0.563938,-0.028207,0.078709,0.002223,-0.001339,21.376659,0.592485,0.067867,11.827724,9.548935
28.400000,13.933791,4.423971,1.465596,0.564874,-0.028135,0.078277,0.002235,-0.001373,21.412804,0.588360,0.066911,11.837863,9.574941
28.433333,13.936677,4.442617,1.468198,0.565812,-0.028062,0.077844,0.002247,-0.001408,21.449022,0.584225,0.065967,11.848020,9.601002
28.466667,13.939515,4.461301,1.470785,0.566754,-0.027988,0.077409,0.002259,-0.001442,21.485311,0.580080,0.065036,11.858194,9.627116
28.500000,13.942306,4.480025,1.473359,0.567699,-0.027915,0.076973,0.002271,-0.001476,21.521667,0.575926,0.064120,11.868384,9.653283
28.533333,13.945049,4.498787,1.475917,0.568647,-0.027840,0.076535,0.002283,-0.001511,21.558089,0.571763,0.063221,11.878589,9.679500
28.566667,13.947745,4.517588,1.478461,0.569599,-0.027765,0.076096,0.002295,-0.001545,21.594573,0.567591,0.062340,11.888808,9.705765
28.600000,13.950393,4.536428,1.480990,0.570553,-0.027689,0.075655,0.002308,-0.001579,21.631116,0.563410,0.061480,11.899040,9.732077
28.633333,13.952995,4.555306,1.483505,0.571510,-0.027613,0.075213,0.002320,-0.001614,21.667716,0.559221,0.060641,11.909283,9.758433
28.666667,13.955549,4.574223,1.486004,0.572470,-0.027536,0.074770,0.002332,-0.001648,21.704369,0.555023,0.059827,11.919537,9.784832
28.700000,13.958056,4.593179,1.488489,0.573433,-0.027458,0.074325,0.002344,-0.001682,21.741072,0.550818,0.059038,11.929801,9.811272
28.733333,13.960516,4.612172,1.490959,0.574398,-0.027379,0.073879,0.002356,-0.001717,21.777824,0.546604,0.058276,11.940073,9.837751
28.766667,13.962930,4.631204,1.493414,0.575366,-0.027300,0.073431,0.002368,-0.001751,21.814620,0.542382,0.057544,11.950353,9.864268
28.800000,13.965296,4.650274,1.495855,0.576337,-0.027219,0.072982,0.002380,-0.001786,21.851459,0.538153,0.056842,11.960639,9.890820
28.833333,13.967616,4.669383,1.498280,0.577310,-0.027138,0.072532,0.002393,-0.001820,21.888337,0.533916,0.056174,11.970931,9.917406
28.866667,13.969889,4.688529,1.500690,0.578285,-0.027056,0.072081,0.002405,-0.001854,21.925251,0.529673,0.055540,11.981227,9.944024
28.900000,13.972116,4.707714,1.503085,0.579262,-0.026972,0.071628,0.002463,-0.001905,21.962196,0.525422,0.054930,11.991524,9.970672
28.933333,13.974296,4.726937,1.505465,0.580242,-0.026888,0.071174,0.002537,-0.001960,21.999159,0.521163,0.054310,12.001816,9.997343
28.966667,13.976430,4.746197,1.507830,0.581224,-0.026802,0.070719,0.002611,-0.002016,22.036136,0.516896,0.053680,12.012099,10.024037
29.000000,13.978517,4.765496,1.510180,0.582208,-0.026715,0.070262,0.002685,-0.002072,22.073124,0.512622,0.053038,12.022374,10.050751
29.033333,13.980559,4.784832,1.512514,0.583194,-0.026628,0.069804,0.002759,-0.002127,22.110119,0.508340,0.052385,12.032637,10.077482
29.066667,13.982554,4.804206,1.514833,0.584181,-0.026539,0.069346,0.002833,-0.002183,22.147116,0.504051,0.051720,12.042887,10.104230
29.100000,13.984504,4.823618,1.517137,0.585170,-0.026450,0.068885,0.002907,-0.002239,22.184113,0.499754,0.051043,12.053122,10.130990
29.133333,13.986407,4.843067,1.519426,0.586161,-0.026359,0.068424,0.002980,-0.002294,22.221104,0.495450,0.050355,12.063341,10.157763
29.166667,13.988265,4.862553,1.521699,0.587153,-0.026268,0.067962,0.003054,-0.002350,22.258086,0.491139,0.049654,12.073542,10.184544
29.200000,13.990078,4.882077,1.523957,0.588147,-0.026176,0.067498,0.003128,-0.002406,22.295056,0.486821,0.048941,12.083723,10.211333
29.233333,13.991844,4.901638,1.526199,0.589142,-0.026082,0.067033,0.003202,-0.002461,22.332009,0.482496,0.048216,12.093882,10.238127
29.266667,13.993566,4.921237,1.528425,0.590138,-0.025988,0.066567,0.003276,-0.002517,22.368941,0.478164,0.047479,12.104017,10.264924
29.300000,13.995242,4.940872,1.530637,0.591136,-0.025893,0.066100,0.003350,-0.002572,22.405849,0.473825,0.046729,12.114127,10.291721
29.333333,13.996873,4.960544,1.532832,0.592134,-0.025798,0.065632,0.003424,-0.002628,22.442728,0.469480,0.045967,12.124210,10.318518
29.366667,13.998459,4.980254,1.535012,0.593133,-0.025701,0.065163,0.003498,-0.002684,22.479574,0.465128,0.045192,12.134264,10.345310
29.400000,14.000000,5.000000,1.537176,0.594133,-0.025603,0.064692,0.003572,-0.002739,22.516385,0.460770,0.044405,12.144288,10.372097
29.433333,14.001496,5.019783,1.539325,0.595133,-0.025505,0.064221,0.003645,-0.002795,22.553154,0.456405,0.043605,12.154279,10.398875
29.466667,14.002948,5.039602,1.541458,0.596135,-0.025406,0.063748,0.003719,-0.002851,22.589880,0.452034,0.042793,12.164236,10.425644
29.500000,14.004355,5.059458,1.543575,0.597136,-0.025306,0.063274,0.003793,-0.002906,22.626556,0.447657,0.041968,12.174157,10.452400
29.533333,14.005718,5.079351,1.545676,0.598138,-0.025205,0.062800,0.003867,-0.002962,22.663181,0.443274,0.041131,12.184040,10.479141
29.566667,14.007037,5.099279,1.547761,0.599140,-0.025104,0.062324,0.003941,-0.003018,22.699749,0.438884,0.040282,12.193883,10.505866
29.600000,14.008311,5.119244,1.549831,0.600143,-0.025002,0.061847,0.004015,-0.003073,22.736257,0.434489,0.039420,12.203685,10.532572
29.633333,14.009542,5.139245,1.551884,0.601145,-0.024898,0.061369,0.004089,-0.003129,22.772701,0.430089,0.038546,12.213444,10.559257
29.666667,14.010729,5.159282,1.553922,0.602148,-0.024795,0.060891,0.004163,-0.003185,22.809076,0.425682,0.037660,12.223158,10.585918
29.700000,14.011872,5.179355,1.555944,0.603150,-0.024690,0.060411,0.004237,-0.003240,22.845378,0.421271,0.036763,12.232825,10.612553
29.733333,14.012972,5.199463,1.557949,0.604152,-0.024585,0.059930,0.004310,-0.003296,22.881605,0.416853,0.035853,12.242443,10.639161
29.766667,14.014028,5.219607,1.559939,0.605154,-0.024478,0.059448,0.004384,-0.003352,22.917750,0.412431,0.034932,12.252011,10.665739
29.800000,14.015042,5.239787,1.561913,0.606155,-0.024372,0.058966,0.004458,-0.003407,22.953812,0.408003,0.033999,12.261527,10.692285
29.833333,14.016012,5.260001,1.563870,0.607155,-0.024264,0.058482,0.004532,-0.003463,22.989785,0.403570,0.033055,12.270989,10.718796
29.866667,14.016940,5.280251,1.565811,0.608155,-0.024156,0.057998,0.004606,-0.003519,23.025665,0.399132,0.032100,12.280395,10.745271
29.900000,14.017825,5.300536,1.567737,0.609154,-0.024046,0.057512,0.004680,-0.003574,23.061449,0.394690,0.031134,12.289743,10.771706
29.933333,14.018667,5.320857,1.569646,0.610152,-0.023937,0.057026,0.004754,-0.003630,23.097133,0.390242,0.030156,12.299032,10.798101
29.966667,14.019467,5.341211,1.571538,0.611150,-0.023826,0.056538,0.004828,-0.003686,23.132712,0.385790,0.029168,12.308260,10.824452
30.000000,14.020225,5.361601,1.573415,0.612146,-0.023715,0.056050,0.004902,-0.003741,23.168182,0.381333,0.028170,12.317424,10.850758
30.033333,14.020941,5.382025,1.575275,0.613140,-0.023603,0.055561,0.004975,-0.003797,23.203540,0.376872,0.027161,12.326524,10.877016
30.066667,14.021616,5.402484,1.577119,0.614134,-0.023490,0.055071,0.005049,-0.003852,23.238780,0.372407,0.026143,12.335557,10.903223
30.100000,14.022249,5.422976,1.578946,0.615126,-0.023376,0.054580,0.005123,-0.003908,23.273901,0.367937,0.025114,12.344522,10.929379
30.133333,14.022840,5.443503,1.580758,0.616116,-0.023262,0.054089,0.005197,-0.003964,23.308896,0.363463,0.024076,12.353416,10.955480
30.166667,14.023390,5.464064,1.582552,0.617105,-0.023147,0.053596,0.005271,-0.004019,23.343763,0.358986,0.023028,12.362238,10.981524
30.200000,14.023899,5.484659,1.584331,0.618092,-0.023031,0.053103,0.005345,-0.004075,23.378497,0.354504,0.021971,12.370987,11.007510
30.233333,14.024368,5.505287,1.586092,0.619077,-0.022915,0.052609,0.005419,-0.004131,23.413094,0.350019,0.020905,12.379660,11.033434
30.266667,14.024796,5.525949,1.587838,0.620060,-0.022798,0.052114,0.005493,-0.004186,23.447550,0.345530,0.019831,12.388255,11.059295
30.300000,14.025183,5.546644,1.589567,0.621041,-0.022680,0.051619,0.005567,-0.004242,23.481862,0.341037,0.018747,12.396771,11.085090
30.333333,14.025530,5.567373,1.591279,0.622020,-0.022561,0.051122,0.005640,-0.004298,23.516024,0.336541,0.017656,12.405206,11.110818
30.366667,14.025838,5.588134,1.592975,0.622997,-0.022442,0.050625,0.005714,-0.004353,23.550034,0.332042,0.016556,12.413558,11.136475
30.400000,14.026105,5.608929,1.594654,0.623971,-0.022322,0.050127,0.005788,-0.004409,23.583886,0.327539,0.015448,12.421826,11.162060
30.433333,14.026333,5.629756,1.596317,0.624942,-0.022201,0.049628,0.005862,-0.004465,23.617578,0.323033,0.014333,12.430007,11.187571
30.466667,14.026522,5.650616,1.597963,0.625911,-0.022079,0.049129,0.005936,-0.004520,23.651105,0.318525,0.013210,12.438099,11.213005
30.500000,14.026671,5.671508,1.599592,0.626877,-0.021957,0.048629,0.006010,-0.004576,23.684462,0.314013,0.012080,12.446102,11.238360
30.533333,14.026782,5.692432,1.601205,0.627841,-0.021834,0.048128,0.006084,-0.004632,23.717647,0.309499,0.010942,12.454013,11.263634
30.566667,14.026854,5.713389,1.602800,0.628801,-0.021710,0.047627,0.006158,-0.004687,23.750655,0.304982,0.009798,12.461831,11.288824
30.600000,14.026887,5.734377,1.604380,0.629758,-0.021586,0.047124,0.006232,-0.004743,23.783482,0.300462,0.008648,12.469553,11.313929
30.633333,14.026882,5.755397,1.605942,0.630712,-0.021460,0.046622,0.006305,-0.004799,23.816124,0.295940,0.007490,12.477177,11.338946
30.666667,14.026839,5.776449,1.607488,0.631663,-0.021334,0.046118,0.006379,-0.004854,23.848577,0.291416,0.006327,12.484703,11.363873
30.700000,14.026759,5.797532,1.609017,0.632610,-0.021207,0.045614,0.006453,-0.004910,23.880837,0.286889,0.005157,12.492128,11.388708
30.733333,14.026641,5.818646,1.610529,0.633554,-0.021080,0.045109,0.006527,-0.004966,23.912900,0.282361,0.003982,12.499451,11.413449
30.766667,14.026485,5.839791,1.612024,0.634494,-0.020951,0.044604,0.006601,-0.005021,23.944762,0.277830,0.002801,12.506669,11.438093
30.800000,14.026293,5.860967,1.613502,0.635431,-0.020822,0.044098,0.006675,-0.005077,23.976420,0.273297,0.001614,12.513782,11.462638
30.833333,14.026064,5.882174,1.614964,0.636363,-0.020692,0.043591,0.006749,-0.005132,24.007868,0.268763,0.000422,12.520786,11.487082
30.866667,14.025798,5.903411,1.616408,0.637292,-0.020562,0.043084,0.006823,-0.005188,24.039105,0.264227,-0.000776,12.527682,11.511423
30.900000,14.025496,5.924678,1.617836,0.638217,-0.020430,0.042577,0.006897,-0.005244,24.070124,0.259690,-0.001979,12.534465,11.535659
30.933333,14.025158,5.945976,1.619247,0.639137,-0.020298,0.042068,0.006970,-0.005299,24.100923,0.255151,-0.003187,12.541136,11.559787
30.966667,14.024784,5.967303,1.620641,0.640053,-0.020165,0.041559,0.007044,-0.005355,24.131497,0.250610,-0.004399,12.547692,11.583805
31.000000,14.024375,5.988660,1.622017,0.640965,-0.020032,0.041050,0.007118,-0.005411,24.161843,0.246069,-0.005617,12.554131,11.607712
31.033333,14.023930,6.010046,1.623377,0.641872,-0.019897,0.040540,0.007192,-0.005466,24.191956,0.241526,-0.006839,12.560452,11.631504
31.066667,14.023451,6.031462,1.624720,0.642775,-0.019762,0.040030,0.007266,-0.005522,24.221834,0.236983,-0.008067,12.566653,11.655181
31.100000,14.022936,6.052907,1.626046,0.643673,-0.019626,0.039519,0.007340,-0.005578,24.251471,0.232438,-0.009298,12.572732,11.678739
31.133333,14.022387,6.074380,1.627355,0.644566,-0.019489,0.039007,0.007414,-0.005633,24.280864,0.227893,-0.010535,12.578688,11.702176
31.166667,14.021804,6.095882,1.628646,0.645454,-0.019352,0.038496,0.007488,-0.005689,24.310009,0.223347,-0.011776,12.584518,11.725491
31.200000,14.021188,6.117413,1.629921,0.646337,-0.019213,0.037983,0.007562,-0.005745,24.338903,0.218800,-0.013022,12.590221,11.748681
31.233333,14.020537,6.138972,1.631179,0.647215,-0.019074,0.037470,0.007635,-0.005800,24.367540,0.214253,-0.014272,12.595796,11.771744
31.266667,14.019853,6.160559,1.632419,0.648087,-0.018934,0.036957,0.007709,-0.005856,24.395919,0.209706,-0.015527,12.601240,11.794678
31.300000,14.019136,6.182173,1.633642,0.648955,-0.018794,0.036444,0.007783,-0.005912,24.424034,0.205158,-0.016787,12.606552,11.817481
31.333333,14.018387,6.203815,1.634849,0.649817,-0.018652,0.035929,0.007857,-0.005967,24.451882,0.200611,-0.018051,12.611731,11.840151
31.366667,14.017604,6.225485,1.636038,0.650673,-0.018510,0.035415,0.007931,-0.006023,24.479459,0.196063,-0.019321,12.616773,11.862685
31.400000,14.016790,6.247182,1.637210,0.651523,-0.018367,0.034900,0.008005,-0.006079,24.506761,0.191515,-0.020595,12.621679,11.885082
31.433333,14.015944,6.268905,1.638364,0.652368,-0.018224,0.034385,0.008079,-0.006134,24.533784,0.186968,-0.021874,12.626445,11.907339
31.466667,14.015066,6.290656,1.639502,0.653207,-0.018079,0.033869,0.008153,-0.006190,24.560525,0.182420,-0.023159,12.631071,11.929455
31.500000,14.014157,6.312432,1.640622,0.654040,-0.017934,0.033353,0.008227,-0.006245,24.586980,0.177873,-0.024449,12.635554,11.951426
31.533333,14.013216,6.334235,1.641725,0.654866,-0.017788,0.032837,0.008301,-0.006301,24.613146,0.173327,-0.025745,12.639894,11.973252
31.566667,14.012246,6.356064,1.642811,0.655687,-0.017641,0.032320,0.008374,-0.006357,24.639017,0.168781,-0.027047,12.644087,11.994930
31.600000,14.011244,6.377919,1.643880,0.656501,-0.017494,0.031803,0.008448,-0.006412,24.664591,0.164236,-0.028354,12.648134,12.016458
31.633333,14.010213,6.399799,1.644932,0.657309,-0.017345,0.031286,0.008522,-0.006468,24.689864,0.159691,-0.029669,12.652031,12.037834
31.666667,14.009152,6.421705,1.645966,0.658110,-0.017197,0.030768,0.008596,-0.006524,24.714832,0.155148,-0.030989,12.655777,12.059055
31.700000,14.008061,6.443635,1.646983,0.658905,-0.017047,0.030250,0.008670,-0.006579,24.739492,0.150605,-0.032317,12.659371,12.080121
31.733333,14.006942,6.465591,1.647982,0.659692,-0.016897,0.029732,0.008744,-0.006635,24.763839,0.146064,-0.033652,12.662811,12.101028
31.766667,14.005793,6.487571,1.648965,0.660473,-0.016745,0.029213,0.008818,-0.006691,24.787871,0.141523,-0.034995,12.666095,12.121776
31.800000,14.004617,6.509575,1.649930,0.661247,-0.016594,0.028695,0.008892,-0.006746,24.811583,0.136984,-0.036345,12.669222,12.142361
31.833333,14.003411,6.531603,1.650878,0.662014,-0.016441,0.028176,0.008966,-0.006802,24.834972,0.132446,-0.037705,12.672190,12.162781
31.866667,14.002179,6.553655,1.651808,0.662774,-0.016288,0.027656,0.009039,-0.006858,24.858033,0.127910,-0.039073,12.674997,12.183036
31.900000,14.000918,6.575731,1.652722,0.663526,-0.016134,0.027137,0.009113,-0.006913,24.880765,0.123375,-0.040451,12.677642,12.203122
31.933333,13.999631,6.597830,1.653618,0.664271,-0.015980,0.026617,0.009187,-0.006969,24.903162,0.118842,-0.041838,12.680124,12.223038
31.966667,13.998317,6.619952,1.654496,0.665009,-0.015825,0.026097,0.009261,-0.007025,24.925222,0.114311,-0.043236,12.682439,12.242782
32.000000,13.996976,6.642097,1.655357,0.665739,-0.015669,0.025577,0.009335,-0.007080,24.946940,0.109781,-0.044646,12.684588,12.262352
32.033333,13.995609,6.664264,1.656201,0.666461,-0.015512,0.025057,0.009409,-0.007136,24.968313,0.105254,-0.046067,12.686567,12.281746
32.066667,13.994216,6.686454,1.657028,0.667175,-0.015355,0.024537,0.009483,-0.007192,24.989338,0.100728,-0.047500,12.688377,12.300962
32.100000,13.992798,6.708665,1.657837,0.667882,-0.015198,0.024016,0.009557,-0.007247,25.010011,0.096204,-0.048946,12.690014,12.319997
32.133333,13.991355,6.730899,1.658629,0.668581,-0.015040,0.023496,0.009631,-0.007303,25.030329,0.091683,-0.050406,12.691478,12.338851
32.166667,13.989887,6.753153,1.659403,0.669271,-0.014881,0.022975,0.009704,-0.007359,25.050288,0.087164,-0.051881,12.692767,12.357521
32.200000,13.988395,6.775429,1.660161,0.669953,-0.014722,0.022454,0.009778,-0.007414,25.069884,0.082647,-0.053371,12.693879,12.376006
32.233333,13.986879,6.797726,1.660900,0.670627,-0.014562,0.021933,0.009852,-0.007470,25.089115,0.078133,-0.054877,12.694812,12.394302
32.266667,13.985339,6.820044,1.661623,0.671293,-0.014402,0.021412,0.009926,-0.007525,25.107976,0.073621,-0.056399,12.695566,12.412410
32.300000,13.983776,6.842382,1.662328,0.671950,-0.014241,0.020891,0.010000,-0.007581,25.126464,0.069111,-0.057940,12.696139,12.430326
32.333333,13.982190,6.864740,1.663015,0.672598,-0.014079,0.020369,0.010074,-0.007637,25.144577,0.064605,-0.059499,12.696528,12.448048
32.366667,13.980582,6.887117,1.663686,0.673238,-0.013918,0.019848,0.010148,-0.007692,25.162309,0.060101,-0.061078,12.696733,12.465576
32.400000,13.978951,6.909515,1.664339,0.673869,-0.013756,0.019327,0.010222,-0.007748,25.179659,0.055600,-0.062678,12.696752,12.482907
32.433333,13.977299,6.931931,1.664974,0.674491,-0.013593,0.018805,0.010296,-0.007804,25.196622,0.051102,-0.064299,12.696584,12.500038
32.466667,13.975625,6.954367,1.665592,0.675104,-0.013430,0.018284,0.010369,-0.007859,25.213196,0.046607,-0.065943,12.696226,12.516970
32.500000,13.973930,6.976821,1.666193,0.675708,-0.013267,0.017762,0.010408,-0.007892,25.229381,0.042114,-0.067605,12.695679,12.533701
32.533333,13.972214,6.999293,1.666777,0.676303,-0.013103,0.017241,0.010406,-0.007898,25.245205,0.037624,-0.069245,12.694957,12.550248
32.566667,13.970479,7.021784,1.667343,0.676888,-0.012940,0.016720,0.010404,-0.007904,25.260672,0.033137,-0.070855,12.694061,12.566612
32.600000,13.968723,7.044292,1.667891,0.677464,-0.012775,0.016198,0.010402,-0.007911,25.275782,0.028651,-0.072432,12.692990,12.582792
32.633333,13.966948,7.066818,1.668422,0.678032,-0.012610,0.015677,0.010400,-0.007917,25.290535,0.024169,-0.073975,12.691745,12.598789
32.666667,13.965154,7.089361,1.668936,0.678589,-0.012445,0.015155,0.010398,-0.007923,25.304928,0.019688,-0.075485,12.690326,12.614602
32.700000,13.963341,7.111920,1.669433,0.679138,-0.012279,0.014634,0.010396,-0.007929,25.318962,0.015211,-0.076958,12.688732,12.630229
32.733333,13.961510,7.134497,1.669912,0.679677,-0.012112,0.014113,0.010395,-0.007935,25.332635,0.010736,-0.078395,12.686963,12.645671
32.766667,13.959661,7.157090,1.670374,0.680206,-0.011944,0.013592,0.010393,-0.007942,25.345946,0.006264,-0.079794,12.685019,12.660927
32.800000,13.957795,7.179698,1.670818,0.680727,-0.011776,0.013070,0.010391,-0.007948,25.358896,0.001795,-0.081154,12.682900,12.675996
32.833333,13.955911,7.202323,1.671245,0.681237,-0.011607,0.012549,0.010389,-0.007954,25.371483,-0.002671,-0.082474,12.680605,12.690878
32.866667,13.954010,7.224963,1.671655,0.681739,-0.011438,0.012028,0.010387,-0.007960,25.383706,-0.007133,-0.083754,12.678135,12.705571
32.900000,13.952094,7.247618,1.672047,0.682230,-0.011267,0.011507,0.010385,-0.007966,25.395566,-0.011593,-0.084991,12.675489,12.720077
32.933333,13.950161,7.270288,1.672422,0.682712,-0.011096,0.010986,0.010383,-0.007973,25.407060,-0.016049,-0.086186,12.672667,12.734393
32.966667,13.948212,7.292972,1.672779,0.683185,-0.010923,0.010465,0.010381,-0.007979,25.418189,-0.020502,-0.087338,12.669668,12.748520
33.000000,13.946248,7.315671,1.673119,0.683648,-0.010750,0.009945,0.010379,-0.007985,25.428951,-0.024951,-0.088445,12.666494,12.762458
33.033333,13.944270,7.338383,1.673442,0.684102,-0.010576,0.009424,0.010378,-0.007991,25.439347,-0.029396,-0.089508,12.663143,12.776204
33.066667,13.942277,7.361110,1.673748,0.684545,-0.010400,0.008903,0.010376,-0.007998,25.449376,-0.033838,-0.090524,12.659615,12.789760
33.100000,13.940270,7.383849,1.674036,0.684979,-0.010224,0.008383,0.010374,-0.008004,25.459036,-0.038276,-0.091494,12.655911,12.803125
33.133333,13.938249,7.406602,1.674307,0.685404,-0.010046,0.007863,0.010372,-0.008010,25.468328,-0.042710,-0.092417,12.652030,12.816298
33.166667,13.936215,7.429367,1.674560,0.685818,-0.009868,0.007343,0.010370,-0.008016,25.477251,-0.047139,-0.093293,12.647973,12.829278
33.200000,13.934167,7.452145,1.674796,0.686223,-0.009688,0.006822,0.010368,-0.008022,25.485804,-0.051565,-0.094120,12.643738,12.842066
33.233333,13.932108,7.474935,1.675015,0.686618,-0.009507,0.006303,0.010366,-0.008029,25.493987,-0.055987,-0.094898,12.639326,12.854661
33.266667,13.930036,7.497737,1.675216,0.687004,-0.009325,0.005783,0.010364,-0.008035,25.501800,-0.060405,-0.095628,12.634737,12.867062
33.300000,13.927952,7.520551,1.675400,0.687379,-0.009141,0.005263,0.010362,-0.008041,25.509241,-0.064818,-0.096307,12.629971,12.879270
33.333333,13.925857,7.543376,1.675567,0.687745,-0.008957,0.004744,0.010360,-0.008047,25.516311,-0.069226,-0.096936,12.625028,12.891283
33.366667,13.923751,7.566211,1.675717,0.688100,-0.008771,0.004224,0.010359,-0.008053,25.523009,-0.073631,-0.097515,12.619907,12.903102
33.400000,13.921635,7.589058,1.675849,0.688446,-0.008584,0.003705,0.010357,-0.008060,25.529334,-0.078030,-0.098043,12.614609,12.914726
33.433333,13.919508,7.611915,1.675964,0.688782,-0.008395,0.003186,0.010355,-0.008066,25.535287,-0.082425,-0.098520,12.609133,12.926154
33.466667,13.917371,7.634782,1.676061,0.689108,-0.008205,0.002668,0.010353,-0.008072,25.540866,-0.086816,-0.098946,12.603479,12.937387
33.500000,13.915225,7.657658,1.676141,0.689425,-0.008014,0.002149,0.010351,-0.008078,25.546072,-0.091201,-0.099320,12.597649,12.948423
33.533333,13.913070,7.680545,1.676204,0.689731,-0.007821,0.001631,0.010349,-0.008085,25.550904,-0.095582,-0.099642,12.591640,12.959264
33.566667,13.910906,7.703440,1.676250,0.690027,-0.007627,0.001113,0.010347,-0.008091,25.555361,-0.099958,-0.099913,12.585454,12.969908
33.600000,13.908734,7.726344,1.676279,0.690313,-0.007432,0.000595,0.010345,-0.008097,25.559445,-0.104329,-0.100131,12.579090,12.980355
33.633333,13.906553,7.749257,1.676290,0.690589,-0.007235,0.000077,0.010343,-0.008103,25.563153,-0.108695,-0.100298,12.572548,12.990604
33.666667,13.904366,7.772178,1.676284,0.690855,-0.007037,-0.000441,0.010342,-0.008109,25.566486,-0.113055,-0.100413,12.565829,13.000657
33.700000,13.902171,7.795107,1.676260,0.691111,-0.006837,-0.000958,0.010340,-0.008116,25.569443,-0.117411,-0.100475,12.558932,13.010511
33.733333,13.899969,7.818044,1.676220,0.691357,-0.006636,-0.001475,0.010338,-0.008122,25.572025,-0.121761,-0.100486,12.551857,13.020168
33.766667,13.897761,7.840988,1.676162,0.691593,-0.006433,-0.001992,0.010336,-0.008128,25.574231,-0.126106,-0.100444,12.544604,13.029627
33.800000,13.895546,7.863940,1.676087,0.691819,-0.006229,-0.002508,0.010334,-0.008134,25.576061,-0.130445,-0.100352,12.537174,13.038887
33.833333,13.893327,7.886898,1.675995,0.692035,-0.006024,-0.003025,0.010332,-0.008140,25.577514,-0.134779,-0.100207,12.529566,13.047948
