t,x_plan,y_plan,psi_plan,u_plan,v_plan,r_plan,x_real,y_real,psi_real,u_real,v_real,r_real,tau_u_plan,tau_r_plan,tau_u_applied,tau_r_applied,T1_plan,T2_plan,T1_applied,T2_applied
46.066667,14.945193,14.684167,0.781392,0.456407,0.027653,-0.098023,-0.421438,8.916965,1.859604,0.654343,0.082451,-0.187381,16.813943,-0.819006,16.813943,-0.819006,6.831960,9.981983,6.831960,9.981983
46.100000,14.955363,14.695518,0.778128,0.456366,0.027589,-0.097842,-0.430220,8.937117,1.853362,0.654263,0.082349,-0.187129,16.816734,-0.816979,16.816734,-0.816979,6.837254,9.979480,6.837254,9.979480
46.133333,14.965571,14.706833,0.774869,0.456332,0.027525,-0.097658,-0.438872,8.957322,1.847129,0.654191,0.082246,-0.186872,16.819784,-0.814933,16.819784,-0.814933,6.842714,9.977070,6.842714,9.977070
46.166667,14.975817,14.718113,0.771617,0.456305,0.027461,-0.097472,-0.447393,8.977579,1.840904,0.654128,0.082142,-0.186612,16.823092,-0.812868,16.823092,-0.812868,6.848339,9.974753,6.848339,9.974753
46.200000,14.986099,14.729358,0.768371,0.456285,0.027396,-0.097284,-0.455785,8.997887,1.834688,0.654072,0.082038,-0.186349,16.826658,-0.810784,16.826658,-0.810784,6.854129,9.972529,6.854129,9.972529
46.233333,14.996420,14.740567,0.765132,0.456272,0.027331,-0.097093,-0.464047,9.018247,1.828481,0.654024,0.081933,-0.186081,16.830481,-0.808681,16.830481,-0.808681,6.860084,9.970397,6.860084,9.970397
46.266667,15.006778,14.751740,0.761898,0.456267,0.027267,-0.096900,-0.472179,9.038657,1.822283,0.653985,0.081827,-0.185811,16.834561,-0.806560,16.834561,-0.806560,6.866203,9.968358,6.866203,9.968358
46.300000,15.017173,14.762879,0.758672,0.456269,0.027202,-0.096705,-0.480180,9.059117,1.816094,0.653953,0.081721,-0.185536,16.838899,-0.804421,16.838899,-0.804421,6.872487,9.966412,6.872487,9.966412
46.333333,15.027606,14.773983,0.755451,0.456278,0.027137,-0.096508,-0.488051,9.079626,1.809914,0.653929,0.081614,-0.185259,16.843492,-0.802262,16.843492,-0.802262,6.878934,9.964559,6.878934,9.964559
46.366667,15.038076,14.785052,0.752238,0.456294,0.027072,-0.096308,-0.495792,9.100183,1.803744,0.653913,0.081506,-0.184977,16.848343,-0.800086,16.848343,-0.800086,6.885544,9.962798,6.885544,9.962798
46.400000,15.048584,14.796086,0.749031,0.456317,0.027007,-0.096107,-0.503402,9.120788,1.797582,0.653905,0.081398,-0.184693,16.853449,-0.797891,16.853449,-0.797891,6.892318,9.961131,6.892318,9.961131
46.433333,15.059129,14.807085,0.745831,0.456347,0.026941,-0.095903,-0.510881,9.141440,1.791431,0.653905,0.081289,-0.184405,16.858811,-0.795679,16.858811,-0.795679,6.899254,9.959556,6.899254,9.959556
46.466667,15.069712,14.818049,0.742637,0.456385,0.026876,-0.095696,-0.518230,9.162139,1.785289,0.653913,0.081179,-0.184113,16.864428,-0.793448,16.864428,-0.793448,6.906353,9.958075,6.906353,9.958075
46.500000,15.080332,14.828980,0.739451,0.456429,0.026810,-0.095488,-0.525448,9.182883,1.779157,0.653929,0.081069,-0.183818,16.870301,-0.791199,16.870301,-0.791199,6.913614,9.956686,6.913614,9.956686
46.533333,15.090989,14.839875,0.736271,0.456481,0.026744,-0.095277,-0.532535,9.203673,1.773034,0.653953,0.080958,-0.183519,16.876428,-0.788932,16.876428,-0.788932,6.921037,9.955391,6.921037,9.955391
46.566667,15.101684,14.850737,0.733099,0.456539,0.026679,-0.095064,-0.539492,9.224507,1.766922,0.653984,0.080846,-0.183217,16.882809,-0.786648,16.882809,-0.786648,6.928621,9.954188,6.928621,9.954188
46.600000,15.112416,14.861564,0.729934,0.456605,0.026613,-0.094849,-0.546318,9.245386,1.760820,0.654024,0.080734,-0.182912,16.889445,-0.784345,16.889445,-0.784345,6.936366,9.953079,6.936366,9.953079
46.633333,15.123186,14.872357,0.726776,0.456678,0.026546,-0.094632,-0.553013,9.266307,1.754728,0.654071,0.080621,-0.182603,16.896335,-0.782026,16.896335,-0.782026,6.944272,9.952063,6.944272,9.952063
46.666667,15.133992,14.883116,0.723625,0.456758,0.026480,-0.094412,-0.559577,9.287272,1.748647,0.654126,0.080508,-0.182291,16.903478,-0.779688,16.903478,-0.779688,6.952339,9.951139,6.952339,9.951139
46.700000,15.144837,14.893842,0.720482,0.456845,0.026414,-0.094191,-0.566011,9.308278,1.742575,0.654190,0.080394,-0.181976,16.910875,-0.777334,16.910875,-0.777334,6.960565,9.950309,6.960565,9.950309
46.733333,15.155718,14.904533,0.717346,0.456939,0.026347,-0.093967,-0.572313,9.329326,1.736515,0.654261,0.080279,-0.181657,16.918524,-0.774962,16.918524,-0.774962,6.968951,9.949573,6.968951,9.949573
46.766667,15.166637,14.915191,0.714217,0.457040,0.026280,-0.093741,-0.578484,9.350415,1.730465,0.654339,0.080164,-0.181335,16.926426,-0.772572,16.926426,-0.772572,6.977497,9.948929,6.977497,9.948929
46.800000,15.177593,14.925815,0.711096,0.457149,0.026213,-0.093513,-0.584525,9.371544,1.724426,0.654426,0.080048,-0.181010,16.934581,-0.770166,16.934581,-0.770166,6.986202,9.948379,6.986202,9.948379
46.833333,15.188587,14.936406,0.707983,0.457264,0.026146,-0.093283,-0.590434,9.392713,1.718398,0.654520,0.079932,-0.180681,16.942987,-0.767743,16.942987,-0.767743,6.995066,9.947922,6.995066,9.947922
46.866667,15.199618,14.946964,0.704878,0.457386,0.026079,-0.093051,-0.596213,9.413920,1.712381,0.654623,0.079815,-0.180349,16.951646,-0.765302,16.951646,-0.765302,7.004088,9.947558,7.004088,9.947558
46.900000,15.210686,14.957488,0.701780,0.457515,0.026012,-0.092816,-0.601860,9.435167,1.706375,0.654733,0.079697,-0.180014,16.960556,-0.762845,16.960556,-0.762845,7.013268,9.947288,7.013268,9.947288
46.933333,15.221792,14.967979,0.698690,0.457651,0.025944,-0.092580,-0.607377,9.456450,1.700380,0.654850,0.079579,-0.179676,16.969716,-0.760371,16.969716,-0.760371,7.022605,9.947110,7.022605,9.947110
46.966667,15.232935,14.978437,0.695608,0.457794,0.025877,-0.092341,-0.612763,9.477772,1.694396,0.654976,0.079460,-0.179334,16.979113,-0.757883,16.979113,-0.757883,7.032089,9.947024,7.032089,9.947024
47.000000,15.244115,14.988862,0.692534,0.457945,0.025809,-0.092101,-0.618017,9.499129,1.688424,0.655109,0.079341,-0.178990,16.988743,-0.755381,16.988743,-0.755381,7.041716,9.947026,7.041716,9.947026
47.033333,15.255333,14.999254,0.689468,0.458102,0.025741,-0.091858,-0.623141,9.520523,1.682464,0.655250,0.079221,-0.178642,16.998603,-0.752865,16.998603,-0.752865,7.051485,9.947118,7.051485,9.947118
47.066667,15.266588,15.009613,0.686410,0.458266,0.025673,-0.091614,-0.628134,9.541952,1.676515,0.655399,0.079100,-0.178291,17.008694,-0.750335,17.008694,-0.750335,7.061395,9.947299,7.061395,9.947299
47.100000,15.277880,15.019940,0.683360,0.458436,0.025604,-0.091367,-0.632995,9.563416,1.670578,0.655556,0.078979,-0.177936,17.019012,-0.747792,17.019012,-0.747792,7.071445,9.947568,7.071445,9.947568
47.133333,15.289210,15.030234,0.680319,0.458614,0.025536,-0.091119,-0.637726,9.584913,1.664653,0.655719,0.078858,-0.177579,17.029558,-0.745236,17.029558,-0.745236,7.081633,9.947925,7.081633,9.947925
47.166667,15.300577,15.040496,0.677286,0.458798,0.025468,-0.090868,-0.642326,9.606445,1.658739,0.655891,0.078735,-0.177219,17.040329,-0.742667,17.040329,-0.742667,7.091959,9.948370,7.091959,9.948370
47.200000,15.311981,15.050725,0.674261,0.458989,0.025399,-0.090616,-0.646796,9.628009,1.652838,0.656070,0.078613,-0.176855,17.051324,-0.740085,17.051324,-0.740085,7.102421,9.948903,7.102421,9.948903
47.233333,15.323423,15.060922,0.671245,0.459187,0.025330,-0.090362,-0.651134,9.649606,1.646949,0.656257,0.078489,-0.176489,17.062542,-0.737491,17.062542,-0.737491,7.113019,9.949523,7.113019,9.949523
47.266667,15.334902,15.071087,0.668237,0.459392,0.025262,-0.090106,-0.655342,9.671235,1.641072,0.656451,0.078365,-0.176120,17.073981,-0.734885,17.073981,-0.734885,7.123751,9.950230,7.123751,9.950230
47.300000,15.346418,15.081220,0.665238,0.459603,0.025193,-0.089848,-0.659418,9.692895,1.635208,0.656652,0.078241,-0.175747,17.085641,-0.732266,17.085641,-0.732266,7.134617,9.951024,7.134617,9.951024
47.333333,15.357972,15.091321,0.662247,0.459820,0.025124,-0.089588,-0.663365,9.714585,1.629356,0.656861,0.078116,-0.175372,17.097519,-0.729635,17.097519,-0.729635,7.145614,9.951904,7.145614,9.951904
47.366667,15.369563,15.101390,0.659265,0.460044,0.025055,-0.089327,-0.667180,9.736305,1.623517,0.657078,0.077990,-0.174994,17.109614,-0.726993,17.109614,-0.726993,7.156743,9.952871,7.156743,9.952871
47.400000,15.381192,15.111428,0.656292,0.460275,0.024986,-0.089063,-0.670865,9.758055,1.617690,0.657301,0.077864,-0.174613,17.121925,-0.724339,17.121925,-0.724339,7.168002,9.953922,7.168002,9.953922
47.433333,15.392857,15.121434,0.653327,0.460512,0.024917,-0.088798,-0.674420,9.779834,1.611876,0.657532,0.077738,-0.174229,17.134450,-0.721674,17.134450,-0.721674,7.179390,9.955060,7.179390,9.955060
47.466667,15.404560,15.131408,0.650372,0.460756,0.024848,-0.088531,-0.677843,9.801641,1.606075,0.657770,0.077610,-0.173842,17.147189,-0.718998,17.147189,-0.718998,7.190906,9.956282,7.190906,9.956282
47.500000,15.416301,15.141351,0.647425,0.461006,0.024778,-0.088263,-0.681137,9.823475,1.600287,0.658016,0.077483,-0.173453,17.160139,-0.716311,17.160139,-0.716311,7.202549,9.957590,7.202549,9.957590
47.533333,15.428078,15.151262,0.644488,0.461262,0.024709,-0.087993,-0.684300,9.845337,1.594511,0.658268,0.077354,-0.173061,17.173299,-0.713613,17.173299,-0.713613,7.214317,9.958982,7.214317,9.958982
47.566667,15.439894,15.161142,0.641559,0.461525,0.024640,-0.087721,-0.687333,9.867225,1.588749,0.658528,0.077225,-0.172666,17.186668,-0.710904,17.186668,-0.710904,7.226210,9.960457,7.226210,9.960457
47.600000,15.451746,15.170991,0.638640,0.461794,0.024571,-0.087447,-0.690236,9.889139,1.583000,0.658795,0.077096,-0.172268,17.200244,-0.708185,17.200244,-0.708185,7.238227,9.962017,7.238227,9.962017
47.633333,15.463636,15.180809,0.635729,0.462069,0.024502,-0.087172,-0.693009,9.911079,1.577265,0.659069,0.076966,-0.171868,17.214027,-0.705457,17.214027,-0.705457,7.250366,9.963661,7.250366,9.963661
47.666667,15.475563,15.190596,0.632828,0.462351,0.024432,-0.086896,-0.695651,9.933043,1.571543,0.659349,0.076836,-0.171465,17.228014,-0.702718,17.228014,-0.702718,7.262626,9.965387,7.262626,9.965387
47.700000,15.487527,15.200353,0.629936,0.462638,0.024363,-0.086617,-0.698164,9.955031,1.565834,0.659637,0.076705,-0.171059,17.242204,-0.699969,17.242204,-0.699969,7.275007,9.967197,7.275007,9.967197
47.733333,15.499529,15.210078,0.627054,0.462932,0.024294,-0.086338,-0.700547,9.977044,1.560139,0.659932,0.076573,-0.170651,17.256596,-0.697211,17.256596,-0.697211,7.287507,9.969089,7.287507,9.969089
47.766667,15.511568,15.219773,0.624181,0.463232,0.024225,-0.086056,-0.702800,9.999079,1.554457,0.660234,0.076441,-0.170240,17.271188,-0.694444,17.271188,-0.694444,7.300125,9.971064,7.300125,9.971064
47.800000,15.523644,15.229437,0.621317,0.463538,0.024156,-0.085773,-0.704923,10.021136,1.548790,0.660542,0.076309,-0.169827,17.285980,-0.691668,17.285980,-0.691668,7.312859,9.973120,7.312859,9.973120
47.833333,15.535757,15.239071,0.618462,0.463850,0.024086,-0.085489,-0.706917,10.043216,1.543136,0.660857,0.076176,-0.169411,17.300969,-0.688883,17.300969,-0.688883,7.325710,9.975258,7.325710,9.975258
47.866667,15.547908,15.248674,0.615618,0.464168,0.024017,-0.085203,-0.708781,10.065317,1.537496,0.661180,0.076042,-0.168993,17.316154,-0.686089,17.316154,-0.686089,7.338676,9.977478,7.338676,9.977478
47.900000,15.560096,15.258247,0.612782,0.464492,0.023948,-0.084916,-0.710516,10.087439,1.531869,0.661508,0.075908,-0.168572,17.331533,-0.683286,17.331533,-0.683286,7.351755,9.979779,7.351755,9.979779
47.933333,15.572322,15.267790,0.609956,0.464822,0.023879,-0.084627,-0.712121,10.109581,1.526257,0.661844,0.075773,-0.168149,17.347106,-0.680475,17.347106,-0.680475,7.364947,9.982160,7.364947,9.982160
47.966667,15.584585,15.277303,0.607140,0.465158,0.023810,-0.084337,-0.713598,10.131743,1.520660,0.662186,0.075638,-0.167724,17.362871,-0.677657,17.362871,-0.677657,7.378250,9.984622,7.378250,9.984622
48.000000,15.596885,15.286786,0.604334,0.465499,0.023741,-0.084046,-0.714945,10.153924,1.515076,0.662535,0.075502,-0.167296,17.378827,-0.674830,17.378827,-0.674830,7.391663,9.987163,7.391663,9.987163
48.033333,15.609222,15.296239,0.601537,0.465846,0.023672,-0.083753,-0.716164,10.176124,1.509507,0.662890,0.075366,-0.166866,17.394971,-0.671996,17.394971,-0.671996,7.405186,9.989785,7.405186,9.989785
48.066667,15.621597,15.305662,0.598750,0.466200,0.023602,-0.083459,-0.717253,10.198341,1.503952,0.663251,0.075229,-0.166433,17.411304,-0.669154,17.411304,-0.669154,7.418817,9.992486,7.418817,9.992486
48.100000,15.634008,15.315056,0.595973,0.466558,0.023533,-0.083164,-0.718214,10.220577,1.498411,0.663620,0.075092,-0.165998,17.427822,-0.666305,17.427822,-0.666305,7.432556,9.995267,7.432556,9.995267
48.133333,15.646458,15.324420,0.593206,0.466923,0.023464,-0.082867,-0.719047,10.242829,1.492885,0.663994,0.074954,-0.165561,17.444526,-0.663449,17.444526,-0.663449,7.446400,9.998126,7.446400,9.998126
48.166667,15.658944,15.333754,0.590449,0.467293,0.023395,-0.082569,-0.719751,10.265097,1.487374,0.664375,0.074816,-0.165121,17.461413,-0.660586,17.461413,-0.660586,7.460349,10.001064,7.460349,10.001064
48.200000,15.671468,15.343059,0.587702,0.467669,0.023326,-0.082270,-0.720326,10.287382,1.481877,0.664762,0.074677,-0.164680,17.478481,-0.657716,17.478481,-0.657716,7.474402,10.004080,7.474402,10.004080
48.233333,15.684029,15.352335,0.584964,0.468050,0.023258,-0.081970,-0.720774,10.309682,1.476395,0.665156,0.074538,-0.164236,17.495731,-0.654840,17.495731,-0.654840,7.488557,10.007174,7.488557,10.007174
48.266667,15.696627,15.361582,0.582237,0.468437,0.023189,-0.081669,-0.721094,10.331997,1.470928,0.665556,0.074398,-0.163790,17.513160,-0.651958,17.513160,-0.651958,7.502815,10.010345,7.502815,10.010345
48.300000,15.709262,15.370799,0.579520,0.468829,0.023120,-0.081366,-0.721285,10.354326,1.465476,0.665962,0.074258,-0.163342,17.530767,-0.649070,17.530767,-0.649070,7.517172,10.013594,7.517172,10.013594
48.333333,15.721935,15.379987,0.576813,0.469227,0.023051,-0.081062,-0.721349,10.376668,1.460039,0.666374,0.074117,-0.162892,17.548550,-0.646176,17.548550,-0.646176,7.531630,10.016920,7.531630,10.016920
48.366667,15.734645,15.389147,0.574116,0.469630,0.022982,-0.080757,-0.721286,10.399024,1.454617,0.666792,0.073975,-0.162440,17.566508,-0.643276,17.566508,-0.643276,7.546185,10.020323,7.546185,10.020323
48.400000,15.747392,15.398277,0.571429,0.470039,0.022913,-0.080451,-0.721095,10.421393,1.449210,0.667216,0.073833,-0.161985,17.584640,-0.640371,17.584640,-0.640371,7.560838,10.023802,7.560838,10.023802
48.433333,15.760176,15.407379,0.568752,0.470453,0.022844,-0.080144,-0.720777,10.443774,1.443818,0.667647,0.073691,-0.161529,17.602945,-0.637460,17.602945,-0.637460,7.575587,10.027358,7.575587,10.027358
48.466667,15.772998,15.416453,0.566086,0.470872,0.022776,-0.079836,-0.720332,10.466167,1.438441,0.668083,0.073548,-0.161071,17.621420,-0.634545,17.621420,-0.634545,7.590431,10.030989,7.590431,10.030989
48.500000,15.785856,15.425497,0.563430,0.471296,0.022707,-0.079527,-0.719760,10.488570,1.433080,0.668525,0.073405,-0.160611,17.640065,-0.631625,17.640065,-0.631625,7.605369,10.034696,7.605369,10.034696
48.533333,15.798752,15.434513,0.560784,0.471726,0.022638,-0.079217,-0.719061,10.510985,1.427734,0.668973,0.073261,-0.160148,17.658878,-0.628700,17.658878,-0.628700,7.620400,10.038478,7.620400,10.038478
48.566667,15.811685,15.443501,0.558149,0.472161,0.022569,-0.078906,-0.718235,10.533409,1.422403,0.669427,0.073116,-0.159684,17.677857,-0.625771,17.677857,-0.625771,7.635522,10.042335,7.635522,10.042335
48.600000,15.824656,15.452461,0.555524,0.472601,0.022501,-0.078593,-0.717283,10.555843,1.417088,0.669886,0.072971,-0.159218,17.697002,-0.622838,17.697002,-0.622838,7.650735,10.046267,7.650735,10.046267
48.633333,15.837663,15.461392,0.552909,0.473046,0.022432,-0.078280,-0.716205,10.578287,1.411789,0.670352,0.072826,-0.158751,17.716311,-0.619901,17.716311,-0.619901,7.666038,10.050273,7.666038,10.050273
48.666667,15.850708,15.470295,0.550305,0.473496,0.022363,-0.077967,-0.715001,10.600738,1.406505,0.670823,0.072680,-0.158281,17.735783,-0.616960,17.735783,-0.616960,7.681430,10.054353,7.681430,10.054353
48.700000,15.863790,15.479170,0.547711,0.473952,0.022295,-0.077652,-0.713671,10.623198,1.401237,0.671299,0.072533,-0.157810,17.755416,-0.614016,17.755416,-0.614016,7.696909,10.058508,7.696909,10.058508
48.733333,15.876909,15.488018,0.545128,0.474412,0.022226,-0.077336,-0.712215,10.645666,1.395985,0.671781,0.072386,-0.157337,17.775209,-0.611068,17.775209,-0.611068,7.712474,10.062735,7.712474,10.062735
48.766667,15.890065,15.496837,0.542556,0.474877,0.022157,-0.077019,-0.710634,10.668141,1.390748,0.672269,0.072239,-0.156862,17.795161,-0.608117,17.795161,-0.608117,7.728124,10.067036,7.728124,10.067036
48.800000,15.903258,15.505629,0.539994,0.475347,0.022088,-0.076702,-0.708927,10.690622,1.385527,0.672762,0.072091,-0.156385,17.815269,-0.605163,17.815269,-0.605163,7.743859,10.071410,7.743859,10.071410
48.833333,15.916488,15.514393,0.537442,0.475822,0.022020,-0.076384,-0.707096,10.713109,1.380323,0.673261,0.071942,-0.155907,17.835534,-0.602207,17.835534,-0.602207,7.759677,10.075857,7.759677,10.075857
48.866667,15.929756,15.523129,0.534901,0.476302,0.021951,-0.076065,-0.705139,10.735602,1.375134,0.673765,0.071793,-0.155427,17.855953,-0.599248,17.855953,-0.599248,7.775577,10.080376,7.775577,10.080376
48.900000,15.943060,15.531838,0.532371,0.476786,0.021882,-0.075745,-0.703058,10.758100,1.369961,0.674275,0.071644,-0.154945,17.876525,-0.596286,17.876525,-0.596286,7.791558,10.084967,7.791558,10.084967
48.933333,15.956402,15.540520,0.529852,0.477276,0.021813,-0.075425,-0.700852,10.780603,1.364804,0.674789,0.071494,-0.154462,17.897249,-0.593323,17.897249,-0.593323,7.807619,10.089631,7.807619,10.089631
48.966667,15.969781,15.549174,0.527343,0.477770,0.021744,-0.075104,-0.698522,10.803110,1.359663,0.675309,0.071343,-0.153977,17.918124,-0.590358,17.918124,-0.590358,7.823758,10.094365,7.823758,10.094365
49.000000,15.983197,15.557801,0.524845,0.478269,0.021676,-0.074782,-0.696068,10.825621,1.354539,0.675834,0.071192,-0.153491,17.939147,-0.587391,17.939147,-0.587391,7.839976,10.099172,7.839976,10.099172
49.033333,15.996650,15.566402,0.522357,0.478772,0.021607,-0.074460,-0.693490,10.848135,1.349431,0.676365,0.071041,-0.153003,17.960318,-0.584423,17.960318,-0.584423,7.856270,10.104049,7.856270,10.104049
49.066667,16.010140,15.574975,0.519881,0.479280,0.021538,-0.074136,-0.690788,10.870651,1.344339,0.676900,0.070889,-0.152514,17.981636,-0.581453,17.981636,-0.581453,7.872639,10.108997,7.872639,10.108997
49.100000,16.023667,15.583521,0.517415,0.479793,0.021468,-0.073813,-0.687963,10.893170,1.339263,0.677440,0.070736,-0.152023,18.003099,-0.578482,18.003099,-0.578482,7.889084,10.114016,7.889084,10.114016
49.133333,16.037231,15.592040,0.514960,0.480310,0.021399,-0.073488,-0.685015,10.915691,1.334204,0.677986,0.070583,-0.151531,18.024706,-0.575511,18.024706,-0.575511,7.905601,10.119105,7.905601,10.119105
49.166667,16.050832,15.600533,0.512516,0.480832,0.021330,-0.073164,-0.681943,10.938213,1.329161,0.678536,0.070430,-0.151038,18.046455,-0.572539,18.046455,-0.572539,7.922191,10.124264,7.922191,10.124264
49.200000,16.064471,15.608998,0.510082,0.481358,0.021261,-0.072838,-0.678749,10.960736,1.324135,0.679092,0.070276,-0.150543,18.068346,-0.569566,18.068346,-0.569566,7.938853,10.129493,7.938853,10.129493
49.233333,16.078146,15.617438,0.507660,0.481888,0.021191,-0.072512,-0.675432,10.983259,1.319125,0.679652,0.070121,-0.150046,18.090376,-0.566594,18.090376,-0.566594,7.955585,10.134791,7.955585,10.134791
49.266667,16.091858,15.625850,0.505248,0.482423,0.021122,-0.072186,-0.671993,11.005783,1.314132,0.680217,0.069966,-0.149549,18.112545,-0.563621,18.112545,-0.563621,7.972386,10.140159,7.972386,10.140159
49.300000,16.105607,15.634237,0.502847,0.482962,0.021052,-0.071859,-0.668432,11.028306,1.309155,0.680787,0.069811,-0.149050,18.134851,-0.560649,18.134851,-0.560649,7.989255,10.145596,7.989255,10.145596
49.333333,16.119394,15.642597,0.500458,0.483506,0.020983,-0.071531,-0.664749,11.050828,1.304196,0.681361,0.069655,-0.148550,18.157293,-0.557677,18.157293,-0.557677,8.006192,10.151102,8.006192,10.151102
49.366667,16.133217,15.650931,0.498079,0.484054,0.020913,-0.071203,-0.660945,11.073348,1.299252,0.681941,0.069498,-0.148049,18.179870,-0.554705,18.179870,-0.554705,8.023194,10.156676,8.023194,10.156676
49.400000,16.147077,15.659239,0.495711,0.484606,0.020843,-0.070875,-0.657019,11.095867,1.294326,0.682525,0.069341,-0.147546,18.202581,-0.551735,18.202581,-0.551735,8.040262,10.162319,8.040262,10.162319
49.433333,16.160974,15.667520,0.493354,0.485162,0.020773,-0.070547,-0.652972,11.118384,1.289416,0.683113,0.069184,-0.147042,18.225423,-0.548765,18.225423,-0.548765,8.057393,10.168030,8.057393,10.168030
49.466667,16.174908,15.675776,0.491008,0.485723,0.020703,-0.070218,-0.648804,11.140898,1.284523,0.683706,0.069026,-0.146538,18.248396,-0.545797,18.248396,-0.545797,8.074588,10.173808,8.074588,10.173808
49.500000,16.188879,15.684006,0.488673,0.486288,0.020633,-0.069888,-0.644515,11.163409,1.279647,0.684304,0.068867,-0.146032,18.271499,-0.542831,18.271499,-0.542831,8.091844,10.179655,8.091844,10.179655
49.533333,16.202887,15.692210,0.486348,0.486856,0.020562,-0.069559,-0.640106,11.185916,1.274788,0.684905,0.068708,-0.145525,18.294731,-0.539866,18.294731,-0.539866,8.109162,10.185569,8.109162,10.185569
49.566667,16.216932,15.700388,0.484035,0.487429,0.020491,-0.069229,-0.635577,11.208420,1.269945,0.685512,0.068549,-0.145017,18.318089,-0.536903,18.318089,-0.536903,8.126539,10.191550,8.126539,10.191550
49.600000,16.231014,15.708541,0.481733,0.488006,0.020421,-0.068898,-0.630928,11.230919,1.265120,0.686122,0.068389,-0.144507,18.341573,-0.533942,18.341573,-0.533942,8.143975,10.197598,8.143975,10.197598
49.633333,16.245133,15.716668,0.479442,0.488587,0.020350,-0.068568,-0.626160,11.253413,1.260312,0.686737,0.068229,-0.143997,18.365182,-0.530983,18.365182,-0.530983,8.161469,10.203713,8.161469,10.203713
49.666667,16.259288,15.724770,0.477162,0.489172,0.020279,-0.068237,-0.621272,11.275902,1.255520,0.687357,0.068068,-0.143486,18.388914,-0.528027,18.388914,-0.528027,8.179020,10.209894,8.179020,10.209894
49.700000,16.273481,15.732846,0.474893,0.489760,0.020207,-0.067906,-0.616265,11.298385,1.250746,0.687980,0.067906,-0.142974,18.412768,-0.525074,18.412768,-0.525074,8.196626,10.216142,8.196626,10.216142
49.733333,16.287710,15.740897,0.472635,0.490353,0.020136,-0.067575,-0.611139,11.320862,1.245989,0.688608,0.067744,-0.142462,18.436743,-0.522124,18.436743,-0.522124,8.214287,10.222456,8.214287,10.222456
49.766667,16.301976,15.748923,0.470388,0.490949,0.020064,-0.067244,-0.605895,11.343333,1.241249,0.689240,0.067582,-0.141948,18.460837,-0.519177,18.460837,-0.519177,8.232002,10.228835,8.232002,10.228835
49.800000,16.316279,15.756924,0.468152,0.491549,0.019992,-0.066912,-0.600533,11.365797,1.236526,0.689875,0.067419,-0.141433,18.485050,-0.516233,18.485050,-0.516233,8.249769,10.235281,8.249769,10.235281
49.833333,16.330618,15.764899,0.465927,0.492153,0.019920,-0.066581,-0.595052,11.388254,1.231820,0.690515,0.067256,-0.140918,18.509380,-0.513293,18.509380,-0.513293,8.267588,10.241792,8.267588,10.241792
49.866667,16.344995,15.772850,0.463713,0.492761,0.019848,-0.066249,-0.589454,11.410703,1.227131,0.691159,0.067092,-0.140402,18.533826,-0.510357,18.533826,-0.510357,8.285458,10.248368,8.285458,10.248368
49.900000,16.359408,15.780776,0.461511,0.493373,0.019775,-0.065918,-0.583738,11.433144,1.222460,0.691807,0.066928,-0.139885,18.558387,-0.507424,18.558387,-0.507424,8.303377,10.255010,8.303377,10.255010
49.933333,16.373858,15.788677,0.459319,0.493988,0.019702,-0.065586,-0.577905,11.455576,1.217806,0.692458,0.066764,-0.139367,18.583061,-0.504496,18.583061,-0.504496,8.321345,10.261716,8.321345,10.261716
49.966667,16.388345,15.796554,0.457138,0.494606,0.019629,-0.065254,-0.571955,11.478000,1.213169,0.693114,0.066599,-0.138849,18.607848,-0.501573,18.607848,-0.501573,8.339361,10.268487,8.339361,10.268487
50.000000,16.402869,15.804406,0.454969,0.495229,0.019556,-0.064922,-0.565889,11.500415,1.208549,0.693773,0.066433,-0.138330,18.632746,-0.498654,18.632746,-0.498654,8.357423,10.275323,8.357423,10.275323
50.033333,16.417429,15.812233,0.452810,0.495855,0.019482,-0.064590,-0.559706,11.522820,1.203947,0.694436,0.066267,-0.137810,18.657753,-0.495740,18.657753,-0.495740,8.375531,10.282223,8.375531,10.282223
50.066667,16.432026,15.820036,0.450663,0.496484,0.019408,-0.064259,-0.553408,11.545215,1.199362,0.695103,0.066100,-0.137290,18.682870,-0.492831,18.682870,-0.492831,8.393683,10.289187,8.393683,10.289187
50.100000,16.446660,15.827814,0.448526,0.497117,0.019334,-0.063927,-0.546993,11.567599,1.194794,0.695773,0.065934,-0.136769,18.708094,-0.489927,18.708094,-0.489927,8.411879,10.296215,8.411879,10.296215
50.133333,16.461330,15.835568,0.446401,0.497753,0.019259,-0.063595,-0.540464,11.589973,1.190244,0.696447,0.065766,-0.136248,18.733425,-0.487029,18.733425,-0.487029,8.430118,10.303307,8.430118,10.303307
50.166667,16.476037,15.843298,0.444286,0.498393,0.019184,-0.063264,-0.533819,11.612336,1.185711,0.697125,0.065598,-0.135726,18.758861,-0.484137,18.758861,-0.484137,8.448398,10.310463,8.448398,10.310463
50.200000,16.490781,15.851004,0.442183,0.499037,0.019109,-0.062933,-0.527059,11.634687,1.181196,0.697806,0.065430,-0.135203,18.784401,-0.481250,18.784401,-0.481250,8.466719,10.317682,8.466719,10.317682
50.233333,16.505561,15.858686,0.440091,0.499683,0.019034,-0.062602,-0.520184,11.657027,1.176698,0.698491,0.065261,-0.134681,18.810043,-0.478370,18.810043,-0.478370,8.485079,10.324964,8.485079,10.324964
