t,x_plan,y_plan,psi_plan,u_plan,v_plan,r_plan,x_real,y_real,psi_real,u_real,v_real,r_real,tau_u_plan,tau_r_plan,tau_u_applied,tau_r_applied,T1_plan,T2_plan,T1_applied,T2_applied
108.900000,21.079050,1.948849,-2.745265,0.436907,-0.003291,0.006747,12.736136,24.034571,-5.524712,0.661819,-0.002916,0.009708,14.254805,0.066672,14.254805,0.066672,7.255618,6.999186,7.255618,6.999186
108.933333,21.065617,1.943346,-2.745039,0.434049,-0.003335,0.006791,12.752180,24.049643,-5.524386,0.658972,-0.002975,0.009833,14.145530,0.067006,14.145530,0.067006,7.201623,6.943907,7.201623,6.943907
108.966667,21.052273,1.937878,-2.744812,0.431184,-0.003379,0.006835,12.768151,24.064653,-5.524056,0.656113,-0.003033,0.009958,14.036144,0.067339,14.036144,0.067339,7.147569,6.888575,7.147569,6.888575
109.000000,21.039018,1.932445,-2.744583,0.428312,-0.003422,0.006879,12.784050,24.079602,-5.523722,0.653241,-0.003089,0.010081,13.926655,0.067670,13.926655,0.067670,7.093462,6.833194,7.093462,6.833194
109.033333,21.025852,1.927047,-2.744353,0.425435,-0.003464,0.006923,12.799875,24.094489,-5.523384,0.650356,-0.003145,0.010203,13.817071,0.068000,13.817071,0.068000,7.039304,6.777767,7.039304,6.777767
109.066667,21.012775,1.921685,-2.744122,0.422552,-0.003506,0.006966,12.815626,24.109313,-5.523042,0.647459,-0.003199,0.010325,13.707398,0.068328,13.707398,0.068328,6.985099,6.722299,6.985099,6.722299
109.100000,20.999787,1.916359,-2.743889,0.419663,-0.003547,0.007009,12.831303,24.124074,-5.522696,0.644550,-0.003253,0.010445,13.597644,0.068655,13.597644,0.068655,6.930852,6.666793,6.930852,6.666793
109.133333,20.986889,1.911067,-2.743655,0.416768,-0.003587,0.007052,12.846907,24.138773,-5.522346,0.641629,-0.003305,0.010564,13.487817,0.068981,13.487817,0.068981,6.876565,6.611252,6.876565,6.611252
109.166667,20.974081,1.905812,-2.743419,0.413869,-0.003627,0.007095,12.862435,24.153409,-5.521992,0.638695,-0.003356,0.010682,13.377925,0.069306,13.377925,0.069306,6.822243,6.555681,6.822243,6.555681
109.200000,20.961363,1.900592,-2.743182,0.410964,-0.003666,0.007137,12.877889,24.167982,-5.521634,0.635750,-0.003407,0.010799,13.267973,0.069629,13.267973,0.069629,6.767889,6.500084,6.767889,6.500084
109.233333,20.948735,1.895408,-2.742943,0.408054,-0.003705,0.007180,12.893267,24.182490,-5.521272,0.632793,-0.003456,0.010916,13.157971,0.069952,13.157971,0.069952,6.713508,6.444463,6.713508,6.444463
109.266667,20.936197,1.890260,-2.742703,0.405140,-0.003742,0.007222,12.908569,24.196936,-5.520906,0.629824,-0.003505,0.011031,13.047925,0.070272,13.047925,0.070272,6.659102,6.388823,6.659102,6.388823
109.300000,20.923749,1.885148,-2.742462,0.402221,-0.003779,0.007263,12.923796,24.211317,-5.520536,0.626844,-0.003552,0.011145,12.937843,0.070592,12.937843,0.070592,6.604675,6.333168,6.604675,6.333168
109.333333,20.911392,1.880072,-2.742219,0.399298,-0.003816,0.007305,12.938947,24.225634,-5.520163,0.623853,-0.003598,0.011258,12.827733,0.070910,12.827733,0.070910,6.550232,6.277501,6.550232,6.277501
109.366667,20.899125,1.875031,-2.741975,0.396371,-0.003851,0.007346,12.954021,24.239886,-5.519786,0.620850,-0.003644,0.011371,12.717601,0.071227,12.717601,0.071227,6.495775,6.221826,6.495775,6.221826
109.400000,20.886949,1.870027,-2.741729,0.393440,-0.003886,0.007387,12.969018,24.254074,-5.519405,0.617835,-0.003688,0.011482,12.607455,0.071542,12.607455,0.071542,6.441309,6.166146,6.441309,6.166146
109.433333,20.874864,1.865059,-2.741482,0.390505,-0.003920,0.007428,12.983938,24.268197,-5.519020,0.614810,-0.003732,0.011592,12.497304,0.071857,12.497304,0.071857,6.386838,6.110466,6.386838,6.110466
109.466667,20.862870,1.860127,-2.741234,0.387567,-0.003954,0.007469,12.998780,24.282254,-5.518632,0.611774,-0.003774,0.011701,12.387153,0.072170,12.387153,0.072170,6.332364,6.054789,6.332364,6.054789
109.500000,20.850967,1.855232,-2.740984,0.384625,-0.003986,0.007509,13.013545,24.296246,-5.518240,0.608727,-0.003815,0.011810,12.277011,0.072481,12.277011,0.072481,6.277892,5.999119,6.277892,5.999119
109.533333,20.839155,1.850372,-2.740733,0.381681,-0.004018,0.007549,13.028233,24.310173,-5.517845,0.605669,-0.003856,0.011917,12.166885,0.072791,12.166885,0.072791,6.223426,5.943459,6.223426,5.943459
109.566667,20.827434,1.845549,-2.740481,0.378733,-0.004049,0.007589,13.042841,24.324034,-5.517446,0.602600,-0.003895,0.012023,12.056783,0.073100,12.056783,0.073100,6.168969,5.887814,6.168969,5.887814
109.600000,20.815805,1.840763,-2.740227,0.375783,-0.004080,0.007628,13.057372,24.337828,-5.517043,0.599522,-0.003934,0.012129,11.946712,0.073408,11.946712,0.073408,6.114525,5.832187,6.114525,5.832187
109.633333,20.804267,1.836012,-2.739972,0.372831,-0.004109,0.007668,13.071823,24.351556,-5.516637,0.596432,-0.003971,0.012233,11.836679,0.073714,11.836679,0.073714,6.060097,5.776582,6.060097,5.776582
109.666667,20.792820,1.831299,-2.739716,0.369876,-0.004138,0.007707,13.086196,24.365218,-5.516228,0.593333,-0.004008,0.012337,11.726692,0.074019,11.726692,0.074019,6.005690,5.721002,6.005690,5.721002
109.700000,20.781465,1.826621,-2.739459,0.366920,-0.004166,0.007746,13.100489,24.378813,-5.515815,0.590223,-0.004043,0.012439,11.616758,0.074322,11.616758,0.074322,5.951307,5.665452,5.951307,5.665452
109.733333,20.770201,1.821980,-2.739200,0.363961,-0.004193,0.007785,13.114703,24.392341,-5.515399,0.587103,-0.004078,0.012541,11.506886,0.074624,11.506886,0.074624,5.896951,5.609934,5.896951,5.609934
109.766667,20.759029,1.817376,-2.738940,0.361001,-0.004219,0.007823,13.128837,24.405801,-5.514979,0.583974,-0.004111,0.012641,11.397081,0.074925,11.397081,0.074925,5.842627,5.554454,5.842627,5.554454
109.800000,20.747949,1.812808,-2.738678,0.358039,-0.004245,0.007861,13.142890,24.419194,-5.514556,0.580835,-0.004144,0.012741,11.287352,0.075224,11.287352,0.075224,5.788339,5.499014,5.788339,5.499014
109.833333,20.736961,1.808277,-2.738416,0.355076,-0.004270,0.007899,13.156864,24.432520,-5.514129,0.577686,-0.004176,0.012840,11.177707,0.075522,11.177707,0.075522,5.734089,5.443618,5.734089,5.443618
109.866667,20.726064,1.803783,-2.738152,0.352112,-0.004293,0.007937,13.170757,24.445778,-5.513700,0.574528,-0.004207,0.012937,11.068152,0.075819,11.068152,0.075819,5.679881,5.388271,5.679881,5.388271
109.900000,20.715259,1.799325,-2.737886,0.349148,-0.004316,0.007974,13.184570,24.458967,-5.513267,0.571360,-0.004237,0.013034,10.958695,0.076114,10.958695,0.076114,5.625720,5.332975,5.625720,5.332975
109.933333,20.704545,1.794904,-2.737620,0.346182,-0.004338,0.008012,13.198301,24.472088,-5.512831,0.568183,-0.004265,0.013130,10.849344,0.076408,10.849344,0.076408,5.571609,5.277734,5.571609,5.277734
109.966667,20.693924,1.790519,-2.737352,0.343216,-0.004360,0.008049,13.211951,24.485141,-5.512392,0.564997,-0.004293,0.013225,10.740105,0.076700,10.740105,0.076700,5.517552,5.222553,5.517552,5.222553
110.000000,20.683394,1.786171,-2.737083,0.340250,-0.004380,0.008085,13.225520,24.498125,-5.511949,0.561802,-0.004321,0.013319,10.630988,0.076990,10.630988,0.076990,5.463552,5.167435,5.463552,5.167435
110.033333,20.672956,1.781860,-2.736813,0.337284,-0.004400,0.008122,13.239008,24.511040,-5.511504,0.558598,-0.004347,0.013412,10.521998,0.077280,10.521998,0.077280,5.409614,5.112384,5.409614,5.112384
110.066667,20.662610,1.777586,-2.736542,0.334319,-0.004419,0.008158,13.252413,24.523885,-5.511055,0.555386,-0.004372,0.013505,10.413143,0.077568,10.413143,0.077568,5.355740,5.057403,5.355740,5.057403
110.100000,20.652356,1.773348,-2.736269,0.331353,-0.004436,0.008194,13.265736,24.536662,-5.510603,0.552165,-0.004396,0.013596,10.304431,0.077854,10.304431,0.077854,5.301935,5.002496,5.301935,5.002496
110.133333,20.642193,1.769147,-2.735996,0.328388,-0.004453,0.008230,13.278978,24.549368,-5.510149,0.548935,-0.004420,0.013687,10.195869,0.078139,10.195869,0.078139,5.248202,4.947668,5.248202,4.947668
110.166667,20.632122,1.764983,-2.735721,0.325424,-0.004469,0.008266,13.292137,24.562005,-5.509691,0.545698,-0.004442,0.013776,10.087466,0.078422,10.087466,0.078422,5.194545,4.892921,5.194545,4.892921
110.200000,20.622143,1.760855,-2.735445,0.322461,-0.004485,0.008301,13.305213,24.574572,-5.509230,0.542452,-0.004464,0.013865,9.979227,0.078704,9.979227,0.078704,5.140967,4.838260,5.140967,4.838260
110.233333,20.612255,1.756764,-2.735167,0.319500,-0.004499,0.008336,13.318206,24.587069,-5.508767,0.539198,-0.004485,0.013953,9.871161,0.078984,9.871161,0.078984,5.087473,4.783687,5.087473,4.783687
110.266667,20.602460,1.752710,-2.734889,0.316539,-0.004513,0.008371,13.331117,24.599496,-5.508300,0.535936,-0.004504,0.014039,9.763275,0.079263,9.763275,0.079263,5.034066,4.729208,5.034066,4.729208
110.300000,20.592755,1.748693,-2.734609,0.313580,-0.004525,0.008406,13.343944,24.611851,-5.507831,0.532667,-0.004523,0.014125,9.655576,0.079540,9.655576,0.079540,4.980750,4.674826,4.980750,4.674826
110.333333,20.583142,1.744712,-2.734329,0.310623,-0.004537,0.008440,13.356689,24.624136,-5.507358,0.529390,-0.004542,0.014211,9.548073,0.079816,9.548073,0.079816,4.927528,4.620544,4.927528,4.620544
110.366667,20.573621,1.740768,-2.734047,0.307668,-0.004548,0.008474,13.369349,24.636350,-5.506883,0.526105,-0.004559,0.014295,9.440771,0.080090,9.440771,0.080090,4.874405,4.566366,4.874405,4.566366
110.400000,20.564191,1.736861,-2.733764,0.304716,-0.004558,0.008508,13.381926,24.648493,-5.506405,0.522813,-0.004575,0.014378,9.333680,0.080363,9.333680,0.080363,4.821383,4.512297,4.821383,4.512297
110.433333,20.554852,1.732990,-2.733479,0.301765,-0.004567,0.008542,13.394420,24.660565,-5.505925,0.519515,-0.004591,0.014461,9.226806,0.080633,9.226806,0.080633,4.768467,4.458339,4.768467,4.458339
110.466667,20.545605,1.729156,-2.733194,0.298817,-0.004575,0.008576,13.406829,24.672564,-5.505441,0.516209,-0.004606,0.014542,9.120157,0.080903,9.120157,0.080903,4.715660,4.404496,4.715660,4.404496
110.500000,20.536448,1.725358,-2.732908,0.295873,-0.004582,0.008609,13.419154,24.684493,-5.504955,0.512896,-0.004619,0.014623,9.013740,0.081170,9.013740,0.081170,4.662967,4.350773,4.662967,4.350773
110.533333,20.527383,1.721597,-2.732620,0.292931,-0.004589,0.008642,13.431396,24.696349,-5.504466,0.509576,-0.004633,0.014703,8.907562,0.081436,8.907562,0.081436,4.610390,4.297173,4.610390,4.297173
110.566667,20.518408,1.717873,-2.732332,0.289992,-0.004594,0.008675,13.443552,24.708133,-5.503975,0.506250,-0.004645,0.014782,8.801632,0.081701,8.801632,0.081701,4.557933,4.243699,4.557933,4.243699
110.600000,20.509525,1.714185,-2.732042,0.287057,-0.004599,0.008707,13.455625,24.719845,-5.503481,0.502918,-0.004656,0.014861,8.695957,0.081963,8.695957,0.081963,4.505600,4.190356,4.505600,4.190356
110.633333,20.500732,1.710534,-2.731751,0.284125,-0.004603,0.008740,13.467612,24.731484,-5.502984,0.499579,-0.004667,0.014938,8.590543,0.082224,8.590543,0.082224,4.453395,4.137148,4.453395,4.137148
110.666667,20.492029,1.706919,-2.731459,0.281198,-0.004606,0.008772,13.479515,24.743051,-5.502485,0.496234,-0.004677,0.015015,8.485399,0.082484,8.485399,0.082484,4.401322,4.084077,4.401322,4.084077
110.700000,20.483417,1.703341,-2.731166,0.278274,-0.004608,0.008804,13.491334,24.754544,-5.501983,0.492884,-0.004685,0.015091,8.380531,0.082741,8.380531,0.082741,4.349383,4.031148,4.349383,4.031148
110.733333,20.474896,1.699799,-2.730872,0.275354,-0.004609,0.008835,13.503067,24.765965,-5.501479,0.489527,-0.004694,0.015166,8.275948,0.082997,8.275948,0.082997,4.297584,3.978364,4.297584,3.978364
110.766667,20.466464,1.696293,-2.730577,0.272439,-0.004609,0.008867,13.514715,24.777313,-5.500972,0.486165,-0.004701,0.015240,8.171657,0.083251,8.171657,0.083251,4.245927,3.925730,4.245927,3.925730
110.800000,20.458123,1.692824,-2.730281,0.269529,-0.004609,0.008898,13.526278,24.788587,-5.500463,0.482797,-0.004708,0.015313,8.067665,0.083504,8.067665,0.083504,4.194416,3.873249,4.194416,3.873249
110.833333,20.449871,1.689391,-2.729984,0.266624,-0.004608,0.008929,13.537756,24.799788,-5.499951,0.479424,-0.004714,0.015386,7.963980,0.083754,7.963980,0.083754,4.143056,3.820924,4.143056,3.820924
110.866667,20.441710,1.685994,-2.729686,0.263723,-0.004605,0.008959,13.549148,24.810915,-5.499437,0.476046,-0.004719,0.015458,7.860609,0.084003,7.860609,0.084003,4.091848,3.768760,4.091848,3.768760
110.900000,20.433638,1.682633,-2.729387,0.260828,-0.004602,0.008990,13.560456,24.821969,-5.498921,0.472663,-0.004723,0.015529,7.757559,0.084250,7.757559,0.084250,4.040799,3.716760,4.040799,3.716760
110.933333,20.425655,1.679308,-2.729087,0.257938,-0.004598,0.009020,13.571677,24.832948,-5.498402,0.469275,-0.004726,0.015599,7.654839,0.084495,7.654839,0.084495,3.989910,3.664929,3.989910,3.664929
110.966667,20.417761,1.676020,-2.728785,0.255054,-0.004594,0.009050,13.582813,24.843854,-5.497881,0.465883,-0.004729,0.015668,7.552455,0.084739,7.552455,0.084739,3.939186,3.613269,3.939186,3.613269
111.000000,20.409956,1.672767,-2.728483,0.252176,-0.004588,0.009080,13.593864,24.854685,-5.497358,0.462485,-0.004731,0.015737,7.450414,0.084980,7.450414,0.084980,3.888631,3.561784,3.888631,3.561784
111.033333,20.402241,1.669551,-2.728180,0.249304,-0.004581,0.009109,13.604828,24.865441,-5.496832,0.459084,-0.004733,0.015805,7.348726,0.085220,7.348726,0.085220,3.838247,3.510479,3.838247,3.510479
111.066667,20.394614,1.666370,-2.727876,0.246438,-0.004574,0.009138,13.615707,24.876123,-5.496304,0.455679,-0.004733,0.015872,7.247396,0.085458,7.247396,0.085458,3.788039,3.459356,3.788039,3.459356
111.100000,20.387075,1.663225,-2.727571,0.243579,-0.004566,0.009167,13.626500,24.886731,-5.495774,0.452269,-0.004733,0.015938,7.146432,0.085694,7.146432,0.085694,3.738011,3.408420,3.738011,3.408420
111.133333,20.379625,1.660116,-2.727265,0.240726,-0.004557,0.009196,13.637207,24.897263,-5.495241,0.448856,-0.004732,0.016003,7.045842,0.085928,7.045842,0.085928,3.688166,3.357675,3.688166,3.357675
111.166667,20.372262,1.657043,-2.726958,0.237880,-0.004548,0.009225,13.647829,24.907721,-5.494707,0.445439,-0.004731,0.016068,6.945633,0.086160,6.945633,0.086160,3.638508,3.307124,3.638508,3.307124
111.200000,20.364987,1.654005,-2.726650,0.235041,-0.004537,0.009253,13.658364,24.918103,-5.494170,0.442018,-0.004728,0.016132,6.845812,0.086390,6.845812,0.086390,3.589041,3.256771,3.589041,3.256771
111.233333,20.357800,1.651003,-2.726341,0.232210,-0.004526,0.009281,13.668813,24.928410,-5.493631,0.438595,-0.004726,0.016196,6.746388,0.086618,6.746388,0.086618,3.539768,3.206620,3.539768,3.206620
111.266667,20.350701,1.648036,-2.726031,0.229386,-0.004514,0.009309,13.679177,24.938642,-5.493090,0.435168,-0.004722,0.016258,6.647367,0.086845,6.647367,0.086845,3.490692,3.156674,3.490692,3.156674
111.300000,20.343688,1.645104,-2.725720,0.226570,-0.004501,0.009337,13.689454,24.948798,-5.492548,0.431738,-0.004718,0.016320,6.548757,0.087069,6.548757,0.087069,3.441819,3.106938,3.441819,3.106938
111.333333,20.336762,1.642208,-2.725409,0.223761,-0.004488,0.009364,13.699645,24.958879,-5.492002,0.428306,-0.004713,0.016381,6.450565,0.087291,6.450565,0.087291,3.393151,3.057414,3.393151,3.057414
111.366667,20.329923,1.639347,-2.725096,0.220961,-0.004473,0.009391,13.709750,24.968884,-5.491455,0.424871,-0.004707,0.016441,6.352799,0.087512,6.352799,0.087512,3.344691,3.008107,3.344691,3.008107
111.400000,20.323170,1.636521,-2.724783,0.218169,-0.004458,0.009418,13.719769,24.978813,-5.490906,0.421433,-0.004701,0.016501,6.255466,0.087730,6.255466,0.087730,3.296445,2.959021,3.296445,2.959021
111.433333,20.316503,1.633731,-2.724468,0.215385,-0.004443,0.009445,13.729702,24.988666,-5.490355,0.417994,-0.004694,0.016560,6.158573,0.087947,6.158573,0.087947,3.248415,2.910158,3.248415,2.910158
111.466667,20.309922,1.630975,-2.724153,0.212611,-0.004426,0.009471,13.739549,24.998443,-5.489802,0.414553,-0.004686,0.016618,6.062129,0.088161,6.062129,0.088161,3.200605,2.861524,3.200605,2.861524
111.500000,20.303426,1.628254,-2.723837,0.209845,-0.004409,0.009498,13.749310,25.008144,-5.489248,0.411109,-0.004678,0.016675,5.966140,0.088373,5.966140,0.088373,3.153019,2.813121,3.153019,2.813121
111.533333,20.297016,1.625568,-2.723520,0.207088,-0.004391,0.009524,13.758985,25.017769,-5.488691,0.407664,-0.004669,0.016732,5.870614,0.088584,5.870614,0.088584,3.105660,2.764954,3.105660,2.764954
111.566667,20.290691,1.622916,-2.723202,0.204340,-0.004373,0.009549,13.768574,25.027317,-5.488132,0.404218,-0.004660,0.016788,5.775559,0.088792,5.775559,0.088792,3.058533,2.717026,3.058533,2.717026
111.600000,20.284450,1.620299,-2.722883,0.201602,-0.004354,0.009575,13.778076,25.036789,-5.487572,0.400771,-0.004650,0.016843,5.680981,0.088998,5.680981,0.088998,3.011640,2.669341,3.011640,2.669341
111.633333,20.278293,1.617717,-2.722564,0.198874,-0.004334,0.009600,13.787493,25.046184,-5.487009,0.397322,-0.004639,0.016898,5.586888,0.089202,5.586888,0.089202,2.964986,2.621902,2.964986,2.621902
111.666667,20.272221,1.615169,-2.722243,0.196156,-0.004313,0.009625,13.796824,25.055503,-5.486445,0.393873,-0.004628,0.016952,5.493289,0.089404,5.493289,0.089404,2.918575,2.574714,2.918575,2.574714
111.700000,20.266232,1.612655,-2.721922,0.193448,-0.004292,0.009650,13.806069,25.064745,-5.485879,0.390423,-0.004616,0.017005,5.400189,0.089604,5.400189,0.089604,2.872409,2.527780,2.872409,2.527780
111.733333,20.260327,1.610175,-2.721600,0.190750,-0.004271,0.009675,13.815228,25.073910,-5.485311,0.386973,-0.004603,0.017057,5.307596,0.089801,5.307596,0.089801,2.826493,2.481104,2.826493,2.481104
111.766667,20.254505,1.607729,-2.721277,0.188062,-0.004248,0.009699,13.824301,25.082998,-5.484742,0.383523,-0.004590,0.017109,5.215519,0.089997,5.215519,0.089997,2.780830,2.434689,2.780830,2.434689
111.800000,20.248765,1.605318,-2.720953,0.185386,-0.004225,0.009723,13.833289,25.092010,-5.484171,0.380072,-0.004577,0.017161,5.123964,0.090190,5.123964,0.090190,2.735424,2.388539,2.735424,2.388539
111.833333,20.243108,1.602940,-2.720629,0.182720,-0.004202,0.009747,13.842191,25.100944,-5.483598,0.376622,-0.004562,0.017211,5.032939,0.090381,5.032939,0.090381,2.690279,2.342659,2.690279,2.342659
111.866667,20.237533,1.600596,-2.720303,0.180065,-0.004178,0.009771,13.851007,25.109802,-5.483023,0.373173,-0.004548,0.017261,4.942450,0.090570,4.942450,0.090570,2.645399,2.297052,2.645399,2.297052
111.900000,20.232039,1.598285,-2.719977,0.177422,-0.004154,0.009794,13.859738,25.118582,-5.482447,0.369724,-0.004533,0.017310,4.852508,0.090757,4.852508,0.090757,2.600787,2.251721,2.600787,2.251721
111.933333,20.226627,1.596008,-2.719650,0.174790,-0.004129,0.009817,13.868383,25.127285,-5.481869,0.366276,-0.004517,0.017359,4.763135,0.090942,4.763135,0.090942,2.556456,2.206679,2.556456,2.206679
111.966667,20.221296,1.593764,-2.719323,0.172170,-0.004103,0.009840,13.876943,25.135911,-5.481290,0.362829,-0.004500,0.017407,4.674346,0.091124,4.674346,0.091124,2.512412,2.161934,2.512412,2.161934
112.000000,20.216045,1.591553,-2.718994,0.169562,-0.004077,0.009863,13.885418,25.144460,-5.480709,0.359383,-0.004484,0.017454,4.586151,0.091305,4.586151,0.091305,2.468661,2.117490,2.468661,2.117490
112.033333,20.210874,1.589376,-2.718665,0.166967,-0.004050,0.009886,13.893807,25.152931,-5.480126,0.355939,-0.004466,0.017500,4.498558,0.091483,4.498558,0.091483,2.425207,2.073350,2.425207,2.073350
112.066667,20.205783,1.587231,-2.718335,0.164384,-0.004023,0.009908,13.902112,25.161325,-5.479542,0.352497,-0.004448,0.017546,4.411575,0.091659,4.411575,0.091659,2.382055,2.029520,2.382055,2.029520
112.100000,20.200772,1.585119,-2.718005,0.161813,-0.003996,0.009930,13.910331,25.169642,-5.478957,0.349057,-0.004430,0.017592,4.325212,0.091833,4.325212,0.091833,2.339207,1.986004,2.339207,1.986004
